matcher,modality,pair_id,identity1,identity2,num_keypoints_image1,num_keypoints_image2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error,timings_ms
sgmnet,iris,AMF-Iris_genuine_1,abeer,abeer,1244,1272,519,175,0.3372,False,0.3326,True,False,1.7768,"{""load_images"": 1.378, ""preprocess"": 0.5005, ""masking"": 8.4293, ""feature_extraction_ms"": 153.996, ""matching_ms"": 144.0829, ""match_impl_total"": 298.8391, ""homography"": 11.5872, ""result_creation"": 0.069}"
sgmnet-fingervein,iris,AMF-Iris_genuine_1,abeer,abeer,1244,1272,609,164,0.2693,True,0.2645,True,True,1.8607,"{""load_images"": 2.8435, ""preprocess"": 0.806, ""masking"": 12.9824, ""feature_extraction_ms"": 177.235, ""matching_ms"": 135.099, ""match_impl_total"": 313.5248, ""homography"": 27.8821, ""result_creation"": 0.0715}"
aspanformer,iris,AMF-Iris_genuine_1,abeer,abeer,3712,3712,3712,3583,0.9652,True,0.9519,True,True,1.7793,"{""load_images"": 2.9376, ""preprocess"": 0.0566, ""masking"": 12.8373, ""inference_ms"": 579.2235, ""match_impl_total"": 589.7747, ""homography"": 5.2021, ""result_creation"": 0.0824}"
deepdetect,iris,AMF-Iris_genuine_1,abeer,abeer,8806,8651,658,608,0.9240,True,0.9240,True,True,1.5216,"{""load_images"": 1.3686, ""preprocess"": 0.6463, ""masking"": 5.7772, ""cnn_inference_ms"": 21.1892, ""sift_descriptor_ms"": 58.546, ""matching_ms"": 270.3281, ""match_impl_total"": 374.5376, ""homography"": 1.4157, ""result_creation"": 0.0734}"
loftr,iris,AMF-Iris_genuine_2,khalid,khalid,1545,1545,1545,1095,0.7087,True,0.7001,True,True,1.7440,"{""load_images"": 1.462, ""preprocess"": 0.2965, ""masking"": 8.0425, ""inference_ms"": 370.8639, ""match_impl_total"": 373.4664, ""homography"": 1.9627, ""result_creation"": 0.0739}"
orb,iris,AMF-Iris_genuine_2,khalid,khalid,34,58,3,0,,False,,True,False,,"{""load_images"": 1.3338, ""preprocess"": 0.2066, ""masking"": 7.9914, ""feature_extraction_ms"": 8.6053, ""matching_ms"": 0.2833, ""match_impl_total"": 8.9846, ""homography"": 0.0116, ""result_creation"": 0.0297}"
orb-fingervein,iris,AMF-Iris_genuine_2,khalid,khalid,2633,2599,89,50,0.5618,True,0.5511,True,True,1.8843,"{""load_images"": 1.5547, ""preprocess"": 0.2446, ""masking"": 8.0811, ""feature_extraction_ms"": 30.7337, ""matching_ms"": 55.2769, ""match_impl_total"": 86.1236, ""homography"": 1.7798, ""result_creation"": 0.0646}"
sift,iris,AMF-Iris_genuine_2,khalid,khalid,14,21,6,5,0.8333,True,0.7768,True,True,0.0000,"{""load_images"": 1.6105, ""preprocess"": 0.2044, ""masking"": 7.8022, ""feature_extraction_ms"": 91.1451, ""matching_ms"": 0.3743, ""match_impl_total"": 91.6267, ""homography"": 0.5356, ""result_creation"": 0.0635}"
sift-fingervein,iris,AMF-Iris_genuine_2,khalid,khalid,425,428,32,14,0.4375,False,0.4330,True,False,1.6055,"{""load_images"": 1.3299, ""preprocess"": 0.4924, ""masking"": 9.3692, ""feature_extraction_ms"": 118.4969, ""matching_ms"": 11.8707, ""match_impl_total"": 130.5984, ""homography"": 4.0888, ""result_creation"": 0.0664}"
superglue,iris,AMF-Iris_genuine_2,khalid,khalid,130,154,105,41,0.3905,False,0.3695,True,False,2.6042,"{""load_images"": 1.6464, ""preprocess"": 0.4952, ""masking"": 7.5945, ""inference_ms"": 90.4038, ""match_impl_total"": 93.6403, ""homography"": 6.7189, ""result_creation"": 0.0654}"
superglue-fingervein,iris,AMF-Iris_genuine_2,khalid,khalid,297,311,204,88,0.4314,True,0.4081,True,True,2.6093,"{""load_images"": 1.6882, ""preprocess"": 0.2128, ""masking"": 8.2758, ""inference_ms"": 113.1251, ""match_impl_total"": 116.2565, ""homography"": 4.4377, ""result_creation"": 0.067}"
sgmnet,iris,AMF-Iris_genuine_2,khalid,khalid,1334,1237,573,166,0.2897,False,0.2850,True,False,1.8302,"{""load_images"": 1.8243, ""preprocess"": 0.2474, ""masking"": 8.1855, ""feature_extraction_ms"": 147.8399, ""matching_ms"": 144.2358, ""match_impl_total"": 292.8894, ""homography"": 20.5753, ""result_creation"": 0.0743}"
sgmnet-fingervein,iris,AMF-Iris_genuine_2,khalid,khalid,1334,1237,638,145,0.2273,True,0.2219,True,True,1.9770,"{""load_images"": 2.8393, ""preprocess"": 0.8069, ""masking"": 12.9057, ""feature_extraction_ms"": 171.5406, ""matching_ms"": 127.3054, ""match_impl_total"": 299.9198, ""homography"": 53.9354, ""result_creation"": 0.0737}"
aspanformer,iris,AMF-Iris_genuine_2,khalid,khalid,3144,3144,3144,2620,0.8333,True,0.8154,True,True,1.9357,"{""load_images"": 1.3364, ""preprocess"": 0.0505, ""masking"": 8.5985, ""inference_ms"": 558.0283, ""match_impl_total"": 567.0678, ""homography"": 3.2005, ""result_creation"": 0.0687}"
deepdetect,iris,AMF-Iris_genuine_2,khalid,khalid,8586,8162,415,395,0.9518,True,0.9518,True,True,0.9817,"{""load_images"": 1.5027, ""preprocess"": 0.7976, ""masking"": 5.8744, ""cnn_inference_ms"": 20.6311, ""sift_descriptor_ms"": 56.523, ""matching_ms"": 258.2891, ""match_impl_total"": 358.1834, ""homography"": 1.0587, ""result_creation"": 0.0659}"
loftr,iris,AMF-Iris_genuine_3,kamal,kamal,1364,1364,1364,948,0.6950,True,0.6856,True,True,1.7731,"{""load_images"": 2.0556, ""preprocess"": 0.2144, ""masking"": 7.9652, ""inference_ms"": 362.7272, ""match_impl_total"": 365.1858, ""homography"": 1.9313, ""result_creation"": 0.0647}"
orb,iris,AMF-Iris_genuine_3,kamal,kamal,35,34,9,9,1.0000,True,0.9762,True,True,1.0803,"{""load_images"": 1.3285, ""preprocess"": 0.4887, ""masking"": 8.8899, ""feature_extraction_ms"": 8.059, ""matching_ms"": 0.2043, ""match_impl_total"": 8.3296, ""homography"": 0.6243, ""result_creation"": 0.1774}"
orb-fingervein,iris,AMF-Iris_genuine_3,kamal,kamal,1961,1802,151,74,0.4901,True,0.4753,True,True,2.1117,"{""load_images"": 1.3671, ""preprocess"": 0.2113, ""masking"": 7.6995, ""feature_extraction_ms"": 26.1322, ""matching_ms"": 22.9296, ""match_impl_total"": 49.1898, ""homography"": 2.7382, ""result_creation"": 0.0645}"
sift,iris,AMF-Iris_genuine_3,kamal,kamal,25,12,8,6,0.7500,True,0.7097,True,True,1.0765,"{""load_images"": 1.3259, ""preprocess"": 0.2097, ""masking"": 7.7237, ""feature_extraction_ms"": 95.5183, ""matching_ms"": 0.2846, ""match_impl_total"": 95.9311, ""homography"": 0.8632, ""result_creation"": 0.0647}"
sift-fingervein,iris,AMF-Iris_genuine_3,kamal,kamal,304,225,72,48,0.6667,True,0.6667,True,True,1.3776,"{""load_images"": 1.326, ""preprocess"": 0.7831, ""masking"": 8.1014, ""feature_extraction_ms"": 104.7177, ""matching_ms"": 7.2644, ""match_impl_total"": 112.289, ""homography"": 1.1415, ""result_creation"": 0.0646}"
superglue,iris,AMF-Iris_genuine_3,kamal,kamal,154,150,115,43,0.3739,False,0.3597,True,False,2.2756,"{""load_images"": 3.2139, ""preprocess"": 0.848, ""masking"": 8.0232, ""inference_ms"": 86.6008, ""match_impl_total"": 90.217, ""homography"": 7.782, ""result_creation"": 0.0631}"
superglue-fingervein,iris,AMF-Iris_genuine_3,kamal,kamal,333,332,216,108,0.5000,True,0.4740,True,True,2.5684,"{""load_images"": 2.0188, ""preprocess"": 0.4926, ""masking"": 8.3079, ""inference_ms"": 126.0762, ""match_impl_total"": 129.5537, ""homography"": 2.6851, ""result_creation"": 0.0643}"
sgmnet,iris,AMF-Iris_genuine_3,kamal,kamal,1236,1256,503,163,0.3241,False,0.3229,True,False,1.5733,"{""load_images"": 1.9855, ""preprocess"": 0.2135, ""masking"": 7.8384, ""feature_extraction_ms"": 144.1354, ""matching_ms"": 128.633, ""match_impl_total"": 273.4325, ""homography"": 13.3531, ""result_creation"": 0.0668}"
sgmnet-fingervein,iris,AMF-Iris_genuine_3,kamal,kamal,1236,1256,572,168,0.2937,True,0.2904,True,True,1.7281,"{""load_images"": 1.6892, ""preprocess"": 0.4941, ""masking"": 8.5936, ""feature_extraction_ms"": 150.6708, ""matching_ms"": 130.7256, ""match_impl_total"": 282.1785, ""homography"": 19.4472, ""result_creation"": 0.0677}"
aspanformer,iris,AMF-Iris_genuine_3,kamal,kamal,2958,2958,2958,2050,0.6930,True,0.6786,True,True,1.9208,"{""load_images"": 2.8424, ""preprocess"": 0.0516, ""masking"": 13.0339, ""inference_ms"": 550.5695, ""match_impl_total"": 561.4924, ""homography"": 3.3405, ""result_creation"": 0.0684}"
deepdetect,iris,AMF-Iris_genuine_3,kamal,kamal,7384,8864,812,764,0.9409,True,0.9409,True,True,0.4169,"{""load_images"": 3.0677, ""preprocess"": 0.9831, ""masking"": 8.2019, ""cnn_inference_ms"": 23.0161, ""sift_descriptor_ms"": 99.3217, ""matching_ms"": 249.2869, ""match_impl_total"": 397.1587, ""homography"": 1.1452, ""result_creation"": 0.0677}"
loftr,iris,AMF-Iris_genuine_4,huda,huda,2498,2498,2498,1778,0.7118,True,0.7095,True,True,1.5646,"{""load_images"": 1.6933, ""preprocess"": 0.494, ""masking"": 8.8432, ""inference_ms"": 400.2772, ""match_impl_total"": 403.3541, ""homography"": 2.5852, ""result_creation"": 0.0656}"
orb,iris,AMF-Iris_genuine_4,huda,huda,34,33,6,4,0.6667,True,0.6110,True,True,0.0000,"{""load_images"": 1.9254, ""preprocess"": 0.2192, ""masking"": 8.1487, ""feature_extraction_ms"": 8.1672, ""matching_ms"": 0.2166, ""match_impl_total"": 8.4537, ""homography"": 0.9596, ""result_creation"": 0.0636}"
orb-fingervein,iris,AMF-Iris_genuine_4,huda,huda,2729,2636,265,218,0.8226,True,0.8125,True,True,1.7482,"{""load_images"": 1.5021, ""preprocess"": 0.2605, ""masking"": 8.4853, ""feature_extraction_ms"": 31.4741, ""matching_ms"": 51.2631, ""match_impl_total"": 82.9146, ""homography"": 0.8862, ""result_creation"": 0.0653}"
sift,iris,AMF-Iris_genuine_4,huda,huda,12,16,7,5,0.7143,True,0.6658,True,True,0.7457,"{""load_images"": 1.6164, ""preprocess"": 0.2085, ""masking"": 8.3346, ""feature_extraction_ms"": 93.2604, ""matching_ms"": 0.356, ""match_impl_total"": 93.7378, ""homography"": 0.9161, ""result_creation"": 0.0639}"
sift-fingervein,iris,AMF-Iris_genuine_4,huda,huda,403,400,88,62,0.7045,True,0.6937,True,True,1.8113,"{""load_images"": 2.7677, ""preprocess"": 0.806, ""masking"": 13.6947, ""feature_extraction_ms"": 114.0296, ""matching_ms"": 11.6928, ""match_impl_total"": 125.9803, ""homography"": 1.1179, ""result_creation"": 0.0671}"
superglue,iris,AMF-Iris_genuine_4,huda,huda,138,149,101,46,0.4554,False,0.4369,True,False,2.3313,"{""load_images"": 3.3923, ""preprocess"": 0.8658, ""masking"": 9.724, ""inference_ms"": 93.9557, ""match_impl_total"": 99.164, ""homography"": 3.5277, ""result_creation"": 0.0653}"
superglue-fingervein,iris,AMF-Iris_genuine_4,huda,huda,297,307,195,108,0.5538,True,0.5271,True,True,2.4895,"{""load_images"": 2.8683, ""preprocess"": 0.8266, ""masking"": 9.7848, ""inference_ms"": 113.4047, ""match_impl_total"": 118.3094, ""homography"": 1.9583, ""result_creation"": 0.0648}"
sgmnet,iris,AMF-Iris_genuine_4,huda,huda,1522,1494,701,245,0.3495,False,0.3457,True,False,1.7164,"{""load_images"": 1.3319, ""preprocess"": 0.4896, ""masking"": 9.7152, ""feature_extraction_ms"": 157.6089, ""matching_ms"": 154.0868, ""match_impl_total"": 312.3142, ""homography"": 10.5253, ""result_creation"": 0.0679}"
sgmnet-fingervein,iris,AMF-Iris_genuine_4,huda,huda,1522,1494,808,245,0.3032,True,0.2989,True,True,1.7836,"{""load_images"": 2.0511, ""preprocess"": 0.4917, ""masking"": 8.5582, ""feature_extraction_ms"": 147.8639, ""matching_ms"": 146.5618, ""match_impl_total"": 295.1575, ""homography"": 18.5027, ""result_creation"": 0.069}"
aspanformer,iris,AMF-Iris_genuine_4,huda,huda,4346,4346,4346,4094,0.9420,True,0.9420,True,True,1.3742,"{""load_images"": 1.3835, ""preprocess"": 0.0502, ""masking"": 8.6851, ""inference_ms"": 597.4439, ""match_impl_total"": 601.2061, ""homography"": 4.2278, ""result_creation"": 0.0727}"
deepdetect,iris,AMF-Iris_genuine_4,huda,huda,7529,8724,1162,1147,0.9871,True,0.9871,True,True,0.8826,"{""load_images"": 1.3581, ""preprocess"": 0.6526, ""masking"": 6.3686, ""cnn_inference_ms"": 21.0245, ""sift_descriptor_ms"": 55.7142, ""matching_ms"": 253.3282, ""match_impl_total"": 352.4407, ""homography"": 1.6041, ""result_creation"": 0.0694}"
loftr,iris,AMF-Iris_impostor_0,ali,ahmed,153,153,153,40,0.2614,False,0.2437,False,True,2.9026,"{""load_images"": 1.4922, ""preprocess"": 0.2183, ""masking"": 8.3721, ""inference_ms"": 268.0665, ""match_impl_total"": 270.5477, ""homography"": 29.1929, ""result_creation"": 0.0645}"
orb,iris,AMF-Iris_impostor_0,ali,ahmed,3,19,0,0,,False,,False,True,,"{""load_images"": 1.3764, ""preprocess"": 0.2086, ""masking"": 8.1637, ""feature_extraction_ms"": 8.1888, ""matching_ms"": 0.1265, ""match_impl_total"": 8.3748, ""homography"": 0.0109, ""result_creation"": 0.1214}"
orb-fingervein,iris,AMF-Iris_impostor_0,ali,ahmed,2278,1838,35,7,0.2000,False,0.1917,False,True,0.7704,"{""load_images"": 1.3198, ""preprocess"": 0.2061, ""masking"": 8.1226, ""feature_extraction_ms"": 27.3171, ""matching_ms"": 37.021, ""match_impl_total"": 64.4294, ""homography"": 51.3778, ""result_creation"": 0.0659}"
sift,iris,AMF-Iris_impostor_0,ali,ahmed,12,17,1,0,,False,,False,True,,"{""load_images"": 1.6165, ""preprocess"": 0.2058, ""masking"": 7.9869, ""feature_extraction_ms"": 91.9766, ""matching_ms"": 0.2881, ""match_impl_total"": 92.3733, ""homography"": 0.0107, ""result_creation"": 0.0356}"
sift-fingervein,iris,AMF-Iris_impostor_0,ali,ahmed,342,230,12,0,,False,,False,True,,"{""load_images"": 2.7896, ""preprocess"": 0.7974, ""masking"": 13.2511, ""feature_extraction_ms"": 106.0949, ""matching_ms"": 8.2229, ""match_impl_total"": 114.5855, ""homography"": 4.8122, ""result_creation"": 0.0304}"
superglue,iris,AMF-Iris_impostor_0,ali,ahmed,138,141,32,15,0.4688,True,0.4559,False,False,1.9852,"{""load_images"": 2.7551, ""preprocess"": 0.808, ""masking"": 8.5412, ""inference_ms"": 86.3207, ""match_impl_total"": 96.153, ""homography"": 3.365, ""result_creation"": 0.0655}"
superglue-fingervein,iris,AMF-Iris_impostor_0,ali,ahmed,305,293,104,29,0.2788,True,0.2712,False,False,2.0585,"{""load_images"": 3.0954, ""preprocess"": 0.9105, ""masking"": 8.688, ""inference_ms"": 116.3715, ""match_impl_total"": 120.8883, ""homography"": 24.1579, ""result_creation"": 0.0644}"
sgmnet,iris,AMF-Iris_impostor_0,ali,ahmed,1211,1430,24,6,0.2500,False,0.2366,False,True,0.4505,"{""load_images"": 2.7755, ""preprocess"": 0.7964, ""masking"": 8.2727, ""feature_extraction_ms"": 169.7837, ""matching_ms"": 142.974, ""match_impl_total"": 313.5273, ""homography"": 34.2703, ""result_creation"": 0.0666}"
sgmnet-fingervein,iris,AMF-Iris_impostor_0,ali,ahmed,1211,1430,116,8,0.0690,False,0.0668,False,True,1.1869,"{""load_images"": 2.7417, ""preprocess"": 0.7922, ""masking"": 13.518, ""feature_extraction_ms"": 148.7237, ""matching_ms"": 129.0446, ""match_impl_total"": 278.9787, ""homography"": 51.9918, ""result_creation"": 0.0692}"
aspanformer,iris,AMF-Iris_impostor_0,ali,ahmed,166,166,166,58,0.3494,False,0.3379,False,True,2.1718,"{""load_images"": 1.4279, ""preprocess"": 0.049, ""masking"": 9.2102, ""inference_ms"": 402.9793, ""match_impl_total"": 412.5983, ""homography"": 10.0281, ""result_creation"": 0.0693}"
deepdetect,iris,AMF-Iris_impostor_0,ali,ahmed,8715,8596,14,13,0.9286,True,0.9286,False,False,0.8718,"{""load_images"": 1.4174, ""preprocess"": 0.6382, ""masking"": 6.2332, ""cnn_inference_ms"": 20.8766, ""sift_descriptor_ms"": 59.3198, ""matching_ms"": 265.5274, ""match_impl_total"": 370.1923, ""homography"": 0.674, ""result_creation"": 0.0673}"
loftr,iris,AMF-Iris_impostor_1,assem,mohamad,649,649,649,117,0.1803,False,0.1679,False,True,2.9205,"{""load_images"": 1.4043, ""preprocess"": 0.2102, ""masking"": 8.1905, ""inference_ms"": 312.4419, ""match_impl_total"": 314.8249, ""homography"": 55.1764, ""result_creation"": 0.066}"
orb,iris,AMF-Iris_impostor_1,assem,mohamad,52,114,4,0,,False,,False,True,,"{""load_images"": 1.3378, ""preprocess"": 0.4998, ""masking"": 8.4122, ""feature_extraction_ms"": 9.3392, ""matching_ms"": 0.4244, ""match_impl_total"": 9.829, ""homography"": 0.1943, ""result_creation"": 0.0298}"
orb-fingervein,iris,AMF-Iris_impostor_1,assem,mohamad,2800,3443,19,6,0.3158,False,0.2988,False,True,0.5463,"{""load_images"": 1.3801, ""preprocess"": 0.209, ""masking"": 8.1563, ""feature_extraction_ms"": 37.5513, ""matching_ms"": 67.446, ""match_impl_total"": 105.0826, ""homography"": 14.2877, ""result_creation"": 0.0654}"
sift,iris,AMF-Iris_impostor_1,assem,mohamad,26,30,6,0,,False,,False,True,,"{""load_images"": 1.3209, ""preprocess"": 0.2071, ""masking"": 8.104, ""feature_extraction_ms"": 97.7721, ""matching_ms"": 0.6843, ""match_impl_total"": 98.5713, ""homography"": 0.8501, ""result_creation"": 0.0298}"
sift-fingervein,iris,AMF-Iris_impostor_1,assem,mohamad,415,679,9,0,,False,,False,True,,"{""load_images"": 1.4991, ""preprocess"": 0.351, ""masking"": 8.0185, ""feature_extraction_ms"": 116.7223, ""matching_ms"": 14.9942, ""match_impl_total"": 132.0027, ""homography"": 3.6145, ""result_creation"": 0.0298}"
superglue,iris,AMF-Iris_impostor_1,assem,mohamad,156,143,10,6,0.6000,True,0.5677,False,False,1.1600,"{""load_images"": 1.6269, ""preprocess"": 0.2088, ""masking"": 7.9617, ""inference_ms"": 86.6457, ""match_impl_total"": 89.1017, ""homography"": 1.4684, ""result_creation"": 0.0636}"
superglue-fingervein,iris,AMF-Iris_impostor_1,assem,mohamad,311,304,79,20,0.2532,True,0.2444,False,False,2.1943,"{""load_images"": 1.5283, ""preprocess"": 0.2484, ""masking"": 8.1063, ""inference_ms"": 107.9678, ""match_impl_total"": 110.934, ""homography"": 33.1657, ""result_creation"": 0.0637}"
sgmnet,iris,AMF-Iris_impostor_1,assem,mohamad,1391,1285,56,9,0.1607,False,0.1569,False,True,0.7217,"{""load_images"": 1.3214, ""preprocess"": 0.2111, ""masking"": 7.959, ""feature_extraction_ms"": 149.1698, ""matching_ms"": 136.3417, ""match_impl_total"": 286.0412, ""homography"": 55.0678, ""result_creation"": 0.0699}"
sgmnet-fingervein,iris,AMF-Iris_impostor_1,assem,mohamad,1391,1285,196,11,0.0561,False,0.0554,False,True,0.9315,"{""load_images"": 1.358, ""preprocess"": 0.5001, ""masking"": 9.0013, ""feature_extraction_ms"": 170.1187, ""matching_ms"": 129.5746, ""match_impl_total"": 300.5486, ""homography"": 52.3461, ""result_creation"": 0.0682}"
aspanformer,iris,AMF-Iris_impostor_1,assem,mohamad,306,306,306,108,0.3529,False,0.3529,False,True,1.3211,"{""load_images"": 2.0917, ""preprocess"": 0.052, ""masking"": 8.8134, ""inference_ms"": 421.7194, ""match_impl_total"": 424.8646, ""homography"": 9.7153, ""result_creation"": 0.0676}"
deepdetect,iris,AMF-Iris_impostor_1,assem,mohamad,8025,10308,6,4,0.6667,True,0.6667,False,False,0.0000,"{""load_images"": 2.0108, ""preprocess"": 0.6186, ""masking"": 5.5014, ""cnn_inference_ms"": 20.95, ""sift_descriptor_ms"": 62.2166, ""matching_ms"": 276.5679, ""match_impl_total"": 384.7147, ""homography"": 0.8076, ""result_creation"": 0.0674}"
loftr,iris,AMF-Iris_impostor_2,kamal,anas,295,295,295,45,0.1525,False,0.1448,False,True,2.5357,"{""load_images"": 1.7159, ""preprocess"": 0.4954, ""masking"": 8.296, ""inference_ms"": 275.5269, ""match_impl_total"": 278.7247, ""homography"": 51.9146, ""result_creation"": 0.0641}"
orb,iris,AMF-Iris_impostor_2,kamal,anas,36,85,1,0,,False,,False,True,,"{""load_images"": 1.6607, ""preprocess"": 0.2073, ""masking"": 8.1932, ""feature_extraction_ms"": 8.5757, ""matching_ms"": 0.3194, ""match_impl_total"": 8.9577, ""homography"": 0.0108, ""result_creation"": 0.0287}"
orb-fingervein,iris,AMF-Iris_impostor_2,kamal,anas,2395,3385,25,7,0.2800,False,0.2683,False,True,0.5217,"{""load_images"": 1.9755, ""preprocess"": 0.2147, ""masking"": 8.5863, ""feature_extraction_ms"": 33.3676, ""matching_ms"": 41.8789, ""match_impl_total"": 75.3579, ""homography"": 22.4251, ""result_creation"": 0.073}"
