matcher,probe_record_id,probe_sample_id,probe_identity,rank_of_true_identity,rank_1_hit,gallery_size,ranking_strategy,samples_per_gallery,aggregation_method,top_5_identities
sift-fingervein,28,FV-USM::029::05::R::middle,029,5,False,50,cascade,multiple,mean,005;082;021;106;029
superglue-fingervein,28,FV-USM::029::05::R::middle,029,2,False,50,cascade,multiple,mean,001;029;015;095;106
sgmnet-fingervein,28,FV-USM::029::05::R::middle,029,3,False,50,cascade,multiple,mean,005;032;029;015;036
aspanformer,28,FV-USM::029::05::R::middle,029,1,True,50,cascade,multiple,mean,029;076;032;036;021
deepdetect,28,FV-USM::029::05::R::middle,029,2,False,50,cascade,multiple,mean,110;029;015;032;018
loftr,32,FV-USM::018::02::R::middle,018,22,False,50,cascade,multiple,mean,046;014;026;108;012
orb-fingervein,32,FV-USM::018::02::R::middle,018,21,False,50,cascade,multiple,mean,046;104;026;110;044
sift-fingervein,32,FV-USM::018::02::R::middle,018,22,False,50,cascade,multiple,mean,001;108;045;109;012
superglue-fingervein,32,FV-USM::018::02::R::middle,018,18,False,50,cascade,multiple,mean,046;001;026;115;045
sgmnet-fingervein,32,FV-USM::018::02::R::middle,018,22,False,50,cascade,multiple,mean,012;109;044;026;108
aspanformer,32,FV-USM::018::02::R::middle,018,21,False,50,cascade,multiple,mean,104;105;001;026;045
deepdetect,32,FV-USM::018::02::R::middle,018,22,False,50,cascade,multiple,mean,014;109;044;026;105
loftr,36,FV-USM::120::06::R::middle,120,22,False,50,cascade,multiple,mean,065;046;020;049;032
orb-fingervein,36,FV-USM::120::06::R::middle,120,21,False,50,cascade,multiple,mean,020;121;058;044;021
sift-fingervein,36,FV-USM::120::06::R::middle,120,22,False,50,cascade,multiple,mean,121;020;032;058;044
superglue-fingervein,36,FV-USM::120::06::R::middle,120,21,False,50,cascade,multiple,mean,058;049;001;020;046
sgmnet-fingervein,36,FV-USM::120::06::R::middle,120,22,False,50,cascade,multiple,mean,001;065;021;046;044
aspanformer,36,FV-USM::120::06::R::middle,120,22,False,50,cascade,multiple,mean,049;046;058;020;121
deepdetect,36,FV-USM::120::06::R::middle,120,22,False,50,cascade,multiple,mean,046;036;058;032;045
loftr,40,FV-USM::014::02::R::middle,014,1,True,50,cascade,multiple,mean,014;121;105;015;055
orb-fingervein,40,FV-USM::014::02::R::middle,014,1,True,50,cascade,multiple,mean,014;078;015;106;115
sift-fingervein,40,FV-USM::014::02::R::middle,014,3,False,50,cascade,multiple,mean,085;090;014;105;106
superglue-fingervein,40,FV-USM::014::02::R::middle,014,1,True,50,cascade,multiple,mean,014;044;115;110;090
sgmnet-fingervein,40,FV-USM::014::02::R::middle,014,7,False,50,cascade,multiple,mean,085;105;090;078;110
aspanformer,40,FV-USM::014::02::R::middle,014,3,False,50,cascade,multiple,mean,078;044;014;085;055
deepdetect,40,FV-USM::014::02::R::middle,014,1,True,50,cascade,multiple,mean,014;044;055;095;085
loftr,44,FV-USM::087::06::R::middle,087,1,True,50,cascade,multiple,mean,087;114;005;046;115
orb-fingervein,44,FV-USM::087::06::R::middle,087,4,False,50,cascade,multiple,mean,013;117;084;087;005
sift-fingervein,44,FV-USM::087::06::R::middle,087,2,False,50,cascade,multiple,mean,005;087;076;114;110
superglue-fingervein,44,FV-USM::087::06::R::middle,087,3,False,50,cascade,multiple,mean,001;109;087;114;110
sgmnet-fingervein,44,FV-USM::087::06::R::middle,087,9,False,50,cascade,multiple,mean,029;110;034;001;046
aspanformer,44,FV-USM::087::06::R::middle,087,4,False,50,cascade,multiple,mean,029;076;001;087;090
deepdetect,44,FV-USM::087::06::R::middle,087,2,False,50,cascade,multiple,mean,005;087;114;029;117
loftr,48,FV-USM::115::02::R::middle,115,1,True,50,cascade,multiple,mean,115;029;015;087;120
orb-fingervein,48,FV-USM::115::02::R::middle,115,4,False,50,cascade,multiple,mean,029;055;030;115;082
sift-fingervein,48,FV-USM::115::02::R::middle,115,1,True,50,cascade,multiple,mean,115;044;030;036;055
superglue-fingervein,48,FV-USM::115::02::R::middle,115,2,False,50,cascade,multiple,mean,018;115;055;095;120
sgmnet-fingervein,48,FV-USM::115::02::R::middle,115,15,False,50,cascade,multiple,mean,030;120;015;082;087
aspanformer,48,FV-USM::115::02::R::middle,115,3,False,50,cascade,multiple,mean,095;030;115;015;029
deepdetect,48,FV-USM::115::02::R::middle,115,1,True,50,cascade,multiple,mean,115;082;015;004;095
loftr,52,FV-USM::070::05::R::middle,070,1,True,50,cascade,multiple,mean,070;105;044;111;045
orb-fingervein,52,FV-USM::070::05::R::middle,070,2,False,50,cascade,multiple,mean,045;070;078;065;015
sift-fingervein,52,FV-USM::070::05::R::middle,070,1,True,50,cascade,multiple,mean,070;005;087;108;105
superglue-fingervein,52,FV-USM::070::05::R::middle,070,3,False,50,cascade,multiple,mean,087;111;070;082;005
sgmnet-fingervein,52,FV-USM::070::05::R::middle,070,8,False,50,cascade,multiple,mean,005;117;111;105;108
aspanformer,52,FV-USM::070::05::R::middle,070,4,False,50,cascade,multiple,mean,078;005;111;070;045
deepdetect,52,FV-USM::070::05::R::middle,070,1,True,50,cascade,multiple,mean,070;065;082;045;111
loftr,56,FV-USM::012::06::R::middle,012,1,True,50,cascade,multiple,mean,012;072;109;014;105
orb-fingervein,56,FV-USM::012::06::R::middle,012,2,False,50,cascade,multiple,mean,119;012;108;105;049
sift-fingervein,56,FV-USM::012::06::R::middle,012,4,False,50,cascade,multiple,mean,106;119;109;012;072
superglue-fingervein,56,FV-USM::012::06::R::middle,012,1,True,50,cascade,multiple,mean,012;055;119;106;117
sgmnet-fingervein,56,FV-USM::012::06::R::middle,012,1,True,50,cascade,multiple,mean,012;106;119;108;072
aspanformer,56,FV-USM::012::06::R::middle,012,1,True,50,cascade,multiple,mean,012;117;001;015;055
deepdetect,56,FV-USM::012::06::R::middle,012,2,False,50,cascade,multiple,mean,072;012;089;015;049
loftr,60,FV-USM::076::03::R::middle,076,1,True,50,cascade,multiple,mean,076;001;044;110;115
orb-fingervein,60,FV-USM::076::03::R::middle,076,2,False,50,cascade,multiple,mean,001;076;058;110;036
sift-fingervein,60,FV-USM::076::03::R::middle,076,1,True,50,cascade,multiple,mean,076;121;014;044;115
superglue-fingervein,60,FV-USM::076::03::R::middle,076,1,True,50,cascade,multiple,mean,076;049;021;036;115
sgmnet-fingervein,60,FV-USM::076::03::R::middle,076,1,True,50,cascade,multiple,mean,076;121;058;001;036
aspanformer,60,FV-USM::076::03::R::middle,076,1,True,50,cascade,multiple,mean,076;044;095;015;121
deepdetect,60,FV-USM::076::03::R::middle,076,1,True,50,cascade,multiple,mean,076;014;015;036;104
loftr,64,FV-USM::055::03::R::middle,055,1,True,50,cascade,multiple,mean,055;120;021;015;111
orb-fingervein,64,FV-USM::055::03::R::middle,055,2,False,50,cascade,multiple,mean,044;055;014;110;004
sift-fingervein,64,FV-USM::055::03::R::middle,055,3,False,50,cascade,multiple,mean,004;013;055;015;104
superglue-fingervein,64,FV-USM::055::03::R::middle,055,1,True,50,cascade,multiple,mean,055;015;029;004;044
sgmnet-fingervein,64,FV-USM::055::03::R::middle,055,3,False,50,cascade,multiple,mean,120;092;055;021;013
aspanformer,64,FV-USM::055::03::R::middle,055,1,True,50,cascade,multiple,mean,055;015;049;092;013
deepdetect,64,FV-USM::055::03::R::middle,055,7,False,50,cascade,multiple,mean,049;021;015;013;110
loftr,68,FV-USM::005::05::R::middle,005,1,True,50,cascade,multiple,mean,005;090;070;020;018
orb-fingervein,68,FV-USM::005::05::R::middle,005,7,False,50,cascade,multiple,mean,021;070;054;028;120
sift-fingervein,68,FV-USM::005::05::R::middle,005,2,False,50,cascade,multiple,mean,021;005;105;028;076
superglue-fingervein,68,FV-USM::005::05::R::middle,005,5,False,50,cascade,multiple,mean,028;092;115;120;005
sgmnet-fingervein,68,FV-USM::005::05::R::middle,005,15,False,50,cascade,multiple,mean,120;021;090;115;076
aspanformer,68,FV-USM::005::05::R::middle,005,1,True,50,cascade,multiple,mean,005;020;115;021;018
deepdetect,68,FV-USM::005::05::R::middle,005,7,False,50,cascade,multiple,mean,021;028;105;001;092
loftr,72,FV-USM::121::03::R::middle,121,26,False,50,cascade,multiple,mean,070;095;072;082;036
orb-fingervein,72,FV-USM::121::03::R::middle,121,25,False,50,cascade,multiple,mean,114;120;110;036;106
sift-fingervein,72,FV-USM::121::03::R::middle,121,25,False,50,cascade,multiple,mean,029;036;070;114;082
superglue-fingervein,72,FV-USM::121::03::R::middle,121,26,False,50,cascade,multiple,mean,029;070;012;110;109
sgmnet-fingervein,72,FV-USM::121::03::R::middle,121,26,False,50,cascade,multiple,mean,012;082;106;065;110
aspanformer,72,FV-USM::121::03::R::middle,121,26,False,50,cascade,multiple,mean,095;029;109;120;070
deepdetect,72,FV-USM::121::03::R::middle,121,24,False,50,cascade,multiple,mean,082;109;106;092;095
loftr,76,FV-USM::110::01::R::middle,110,1,True,50,cascade,multiple,mean,110;115;014;117;095
orb-fingervein,76,FV-USM::110::01::R::middle,110,1,True,50,cascade,multiple,mean,110;117;020;014;029
sift-fingervein,76,FV-USM::110::01::R::middle,110,3,False,50,cascade,multiple,mean,004;117;110;087;055
superglue-fingervein,76,FV-USM::110::01::R::middle,110,1,True,50,cascade,multiple,mean,110;115;058;004;029
sgmnet-fingervein,76,FV-USM::110::01::R::middle,110,1,True,50,cascade,multiple,mean,110;029;078;115;014
aspanformer,76,FV-USM::110::01::R::middle,110,1,True,50,cascade,multiple,mean,110;029;058;087;117
deepdetect,76,FV-USM::110::01::R::middle,110,11,False,50,cascade,multiple,mean,058;004;104;014;020
loftr,80,FV-USM::028::06::R::middle,028,1,True,50,cascade,multiple,mean,028;021;065;026;072
orb-fingervein,80,FV-USM::028::06::R::middle,028,1,True,50,cascade,multiple,mean,028;070;036;055;021
sift-fingervein,80,FV-USM::028::06::R::middle,028,2,False,50,cascade,multiple,mean,072;028;109;070;117
superglue-fingervein,80,FV-USM::028::06::R::middle,028,1,True,50,cascade,multiple,mean,028;070;109;021;032
sgmnet-fingervein,80,FV-USM::028::06::R::middle,028,1,True,50,cascade,multiple,mean,028;117;058;036;021
aspanformer,80,FV-USM::028::06::R::middle,028,1,True,50,cascade,multiple,mean,028;036;001;070;115
deepdetect,80,FV-USM::028::06::R::middle,028,1,True,50,cascade,multiple,mean,028;021;001;026;055
loftr,84,FV-USM::030::06::R::middle,030,1,True,50,cascade,multiple,mean,030;095;028;004;018
orb-fingervein,84,FV-USM::030::06::R::middle,030,1,True,50,cascade,multiple,mean,030;110;013;070;018
sift-fingervein,84,FV-USM::030::06::R::middle,030,9,False,50,cascade,multiple,mean,110;055;095;054;013
superglue-fingervein,84,FV-USM::030::06::R::middle,030,3,False,50,cascade,multiple,mean,013;028;030;046;005
sgmnet-fingervein,84,FV-USM::030::06::R::middle,030,14,False,50,cascade,multiple,mean,054;034;028;029;018
aspanformer,84,FV-USM::030::06::R::middle,030,1,True,50,cascade,multiple,mean,030;070;046;095;034
deepdetect,84,FV-USM::030::06::R::middle,030,7,False,50,cascade,multiple,mean,029;110;034;015;070
loftr,88,FV-USM::065::05::R::middle,065,31,False,50,cascade,multiple,mean,109;105;092;114;115
orb-fingervein,88,FV-USM::065::05::R::middle,065,30,False,50,cascade,multiple,mean,013;070;115;090;045
sift-fingervein,88,FV-USM::065::05::R::middle,065,27,False,50,cascade,multiple,mean,114;110;054;078;090
superglue-fingervein,88,FV-USM::065::05::R::middle,065,29,False,50,cascade,multiple,mean,045;105;055;028;070
sgmnet-fingervein,88,FV-USM::065::05::R::middle,065,31,False,50,cascade,multiple,mean,070;055;115;109;045
aspanformer,88,FV-USM::065::05::R::middle,065,31,False,50,cascade,multiple,mean,028;029;092;105;055
deepdetect,88,FV-USM::065::05::R::middle,065,30,False,50,cascade,multiple,mean,055;028;110;092;029
loftr,92,FV-USM::078::02::R::middle,078,1,True,50,cascade,multiple,mean,078;105;092;005;121
orb-fingervein,92,FV-USM::078::02::R::middle,078,1,True,50,cascade,multiple,mean,078;110;028;034;114
sift-fingervein,92,FV-USM::078::02::R::middle,078,2,False,50,cascade,multiple,mean,013;078;082;029;120
superglue-fingervein,92,FV-USM::078::02::R::middle,078,1,True,50,cascade,multiple,mean,078;114;110;109;092
sgmnet-fingervein,92,FV-USM::078::02::R::middle,078,6,False,50,cascade,multiple,mean,120;109;029;105;114
aspanformer,92,FV-USM::078::02::R::middle,078,1,True,50,cascade,multiple,mean,078;082;110;121;092
deepdetect,92,FV-USM::078::02::R::middle,078,2,False,50,cascade,multiple,mean,005;078;105;092;055
loftr,96,FV-USM::106::06::R::middle,106,30,False,50,cascade,multiple,mean,030;018;029;005;095
orb-fingervein,96,FV-USM::106::06::R::middle,106,29,False,50,cascade,multiple,mean,110;005;030;015;104
sift-fingervein,96,FV-USM::106::06::R::middle,106,30,False,50,cascade,multiple,mean,046;005;058;030;029
superglue-fingervein,96,FV-USM::106::06::R::middle,106,29,False,50,cascade,multiple,mean,082;072;104;018;089
sgmnet-fingervein,96,FV-USM::106::06::R::middle,106,30,False,50,cascade,multiple,mean,082;115;104;110;029
aspanformer,96,FV-USM::106::06::R::middle,106,30,False,50,cascade,multiple,mean,115;005;095;072;082
deepdetect,96,FV-USM::106::06::R::middle,106,30,False,50,cascade,multiple,mean,058;115;082;072;095
loftr,100,FV-USM::072::03::R::middle,072,1,True,50,cascade,multiple,mean,072;013;104;028;109
orb-fingervein,100,FV-USM::072::03::R::middle,072,1,True,50,cascade,multiple,mean,072;045;089;049;046
sift-fingervein,100,FV-USM::072::03::R::middle,072,1,True,50,cascade,multiple,mean,072;018;055;049;046
superglue-fingervein,100,FV-USM::072::03::R::middle,072,1,True,50,cascade,multiple,mean,072;018;092;055;046
sgmnet-fingervein,100,FV-USM::072::03::R::middle,072,9,False,50,cascade,multiple,mean,089;046;092;026;013
aspanformer,100,FV-USM::072::03::R::middle,072,1,True,50,cascade,multiple,mean,072;092;045;049;013
deepdetect,100,FV-USM::072::03::R::middle,072,2,False,50,cascade,multiple,mean,089;072;032;046;082
loftr,104,FV-USM::026::03::R::middle,026,1,True,50,cascade,multiple,mean,026;105;104;005;119
orb-fingervein,104,FV-USM::026::03::R::middle,026,1,True,50,cascade,multiple,mean,026;030;089;110;082
sift-fingervein,104,FV-USM::026::03::R::middle,026,4,False,50,cascade,multiple,mean,089;105;087;026;030
superglue-fingervein,104,FV-USM::026::03::R::middle,026,1,True,50,cascade,multiple,mean,026;110;089;119;012
sgmnet-fingervein,104,FV-USM::026::03::R::middle,026,1,True,50,cascade,multiple,mean,026;120;119;082;089
aspanformer,104,FV-USM::026::03::R::middle,026,1,True,50,cascade,multiple,mean,026;087;070;089;104
deepdetect,104,FV-USM::026::03::R::middle,026,1,True,50,cascade,multiple,mean,026;070;104;044;089
loftr,108,FV-USM::092::02::R::middle,092,1,True,50,cascade,multiple,mean,092;046;115;028;001
orb-fingervein,108,FV-USM::092::02::R::middle,092,2,False,50,cascade,multiple,mean,082;092;028;115;055
sift-fingervein,108,FV-USM::092::02::R::middle,092,1,True,50,cascade,multiple,mean,092;070;028;044;001
superglue-fingervein,108,FV-USM::092::02::R::middle,092,2,False,50,cascade,multiple,mean,001;092;028;111;046
sgmnet-fingervein,108,FV-USM::092::02::R::middle,092,11,False,50,cascade,multiple,mean,001;028;108;111;020
aspanformer,108,FV-USM::092::02::R::middle,092,3,False,50,cascade,multiple,mean,070;055;092;084;095
deepdetect,108,FV-USM::092::02::R::middle,092,8,False,50,cascade,multiple,mean,046;115;001;108;084
loftr,112,FV-USM::084::02::R::middle,084,1,True,50,cascade,multiple,mean,084;111;028;092;014
orb-fingervein,112,FV-USM::084::02::R::middle,084,1,True,50,cascade,multiple,mean,084;028;058;114;105
sift-fingervein,112,FV-USM::084::02::R::middle,084,3,False,50,cascade,multiple,mean,045;119;084;029;028
superglue-fingervein,112,FV-USM::084::02::R::middle,084,3,False,50,cascade,multiple,mean,014;119;084;045;095
sgmnet-fingervein,112,FV-USM::084::02::R::middle,084,11,False,50,cascade,multiple,mean,029;114;111;028;014
aspanformer,112,FV-USM::084::02::R::middle,084,1,True,50,cascade,multiple,mean,084;045;020;119;058
deepdetect,112,FV-USM::084::02::R::middle,084,6,False,50,cascade,multiple,mean,028;014;082;114;105
loftr,116,FV-USM::090::03::R::middle,090,36,False,50,cascade,multiple,mean,076;028;085;055;001
orb-fingervein,116,FV-USM::090::03::R::middle,090,35,False,50,cascade,multiple,mean,028;045;018;095;020
sift-fingervein,116,FV-USM::090::03::R::middle,090,35,False,50,cascade,multiple,mean,089;076;030;036;001
superglue-fingervein,116,FV-USM::090::03::R::middle,090,36,False,50,cascade,multiple,mean,070;055;020;089;036
sgmnet-fingervein,116,FV-USM::090::03::R::middle,090,36,False,50,cascade,multiple,mean,030;089;085;028;055
aspanformer,116,FV-USM::090::03::R::middle,090,36,False,50,cascade,multiple,mean,001;109;076;054;045
deepdetect,116,FV-USM::090::03::R::middle,090,35,False,50,cascade,multiple,mean,055;109;018;054;095
loftr,120,FV-USM::111::02::R::middle,111,37,False,50,cascade,multiple,mean,026;109;089;087;095
orb-fingervein,120,FV-USM::111::02::R::middle,111,35,False,50,cascade,multiple,mean,049;085;046;084;089
sift-fingervein,120,FV-USM::111::02::R::middle,111,36,False,50,cascade,multiple,mean,049;084;090;004;078
superglue-fingervein,120,FV-USM::111::02::R::middle,111,37,False,50,cascade,multiple,mean,004;085;119;078;084
sgmnet-fingervein,120,FV-USM::111::02::R::middle,111,37,False,50,cascade,multiple,mean,036;078;119;090;046
aspanformer,120,FV-USM::111::02::R::middle,111,37,False,50,cascade,multiple,mean,085;119;049;004;095
deepdetect,120,FV-USM::111::02::R::middle,111,36,False,50,cascade,multiple,mean,090;078;026;109;119
loftr,124,FV-USM::054::02::R::middle,054,1,True,50,cascade,multiple,mean,054;082;014;029;090
orb-fingervein,124,FV-USM::054::02::R::middle,054,5,False,50,cascade,multiple,mean,032;029;018;015;054
sift-fingervein,124,FV-USM::054::02::R::middle,054,1,True,50,cascade,multiple,mean,054;114;029;090;115
superglue-fingervein,124,FV-USM::054::02::R::middle,054,1,True,50,cascade,multiple,mean,054;029;018;032;036
sgmnet-fingervein,124,FV-USM::054::02::R::middle,054,5,False,50,cascade,multiple,mean,029;015;032;120;054
aspanformer,124,FV-USM::054::02::R::middle,054,1,True,50,cascade,multiple,mean,054;036;090;015;115
deepdetect,124,FV-USM::054::02::R::middle,054,3,False,50,cascade,multiple,mean,115;087;054;004;029
loftr,128,FV-USM::117::01::R::middle,117,40,False,50,cascade,multiple,mean,029;026;030;044;085
orb-fingervein,128,FV-USM::117::01::R::middle,117,38,False,50,cascade,multiple,mean,089;030;046;104;054
sift-fingervein,128,FV-USM::117::01::R::middle,117,37,False,50,cascade,multiple,mean,046;012;030;105;087
superglue-fingervein,128,FV-USM::117::01::R::middle,117,40,False,50,cascade,multiple,mean,013;105;054;005;029
sgmnet-fingervein,128,FV-USM::117::01::R::middle,117,40,False,50,cascade,multiple,mean,029;026;046;105;044
aspanformer,128,FV-USM::117::01::R::middle,117,39,False,50,cascade,multiple,mean,054;029;058;087;005
deepdetect,128,FV-USM::117::01::R::middle,117,40,False,50,cascade,multiple,mean,046;012;054;013;085
loftr,132,FV-USM::058::02::R::middle,058,1,True,50,cascade,multiple,mean,058;014;108;109;032
orb-fingervein,132,FV-USM::058::02::R::middle,058,2,False,50,cascade,multiple,mean,044;058;012;108;005
sift-fingervein,132,FV-USM::058::02::R::middle,058,2,False,50,cascade,multiple,mean,005;058;012;054;036
superglue-fingervein,132,FV-USM::058::02::R::middle,058,1,True,50,cascade,multiple,mean,058;018;092;089;032
sgmnet-fingervein,132,FV-USM::058::02::R::middle,058,10,False,50,cascade,multiple,mean,029;109;014;054;018
aspanformer,132,FV-USM::058::02::R::middle,058,4,False,50,cascade,multiple,mean,109;018;036;058;084
deepdetect,132,FV-USM::058::02::R::middle,058,5,False,50,cascade,multiple,mean,109;092;054;018;058
loftr,136,FV-USM::109::04::R::middle,109,39,False,50,cascade,multiple,mean,005;105;032;028;104
orb-fingervein,136,FV-USM::109::04::R::middle,109,37,False,50,cascade,multiple,mean,104;105;092;090;020
sift-fingervein,136,FV-USM::109::04::R::middle,109,39,False,50,cascade,multiple,mean,020;058;004;013;104
superglue-fingervein,136,FV-USM::109::04::R::middle,109,37,False,50,cascade,multiple,mean,005;090;104;092;065
sgmnet-fingervein,136,FV-USM::109::04::R::middle,109,39,False,50,cascade,multiple,mean,104;013;058;092;084
aspanformer,136,FV-USM::109::04::R::middle,109,39,False,50,cascade,multiple,mean,058;084;001;032;105
deepdetect,136,FV-USM::109::04::R::middle,109,37,False,50,cascade,multiple,mean,058;084;105;014;020
loftr,140,FV-USM::119::03::R::middle,119,1,True,50,cascade,multiple,mean,119;109;058;090;034
orb-fingervein,140,FV-USM::119::03::R::middle,119,1,True,50,cascade,multiple,mean,119;058;089;013;078
sift-fingervein,140,FV-USM::119::03::R::middle,119,12,False,50,cascade,multiple,mean,049;076;045;085;013
superglue-fingervein,140,FV-USM::119::03::R::middle,119,3,False,50,cascade,multiple,mean,089;085;119;084;049
sgmnet-fingervein,140,FV-USM::119::03::R::middle,119,15,False,50,cascade,multiple,mean,078;108;090;034;013
aspanformer,140,FV-USM::119::03::R::middle,119,2,False,50,cascade,multiple,mean,058;119;045;089;108
deepdetect,140,FV-USM::119::03::R::middle,119,12,False,50,cascade,multiple,mean,109;090;108;085;084
loftr,144,FV-USM::001::03::R::middle,001,1,True,50,cascade,multiple,mean,001;076;070;012;115
orb-fingervein,144,FV-USM::001::03::R::middle,001,1,True,50,cascade,multiple,mean,001;076;013;115;020
sift-fingervein,144,FV-USM::001::03::R::middle,001,2,False,50,cascade,multiple,mean,090;001;070;012;120
superglue-fingervein,144,FV-USM::001::03::R::middle,001,2,False,50,cascade,multiple,mean,092;001;070;049;029
sgmnet-fingervein,144,FV-USM::001::03::R::middle,001,2,False,50,cascade,multiple,mean,120;001;117;090;029
aspanformer,144,FV-USM::001::03::R::middle,001,1,True,50,cascade,multiple,mean,001;029;117;049;076
deepdetect,144,FV-USM::001::03::R::middle,001,3,False,50,cascade,multiple,mean,070;115;001;020;092
loftr,148,FV-USM::021::06::R::middle,021,42,False,50,cascade,multiple,mean,028;030;044;117;078
orb-fingervein,148,FV-USM::021::06::R::middle,021,40,False,50,cascade,multiple,mean,078;110;117;049;028
sift-fingervein,148,FV-USM::021::06::R::middle,021,42,False,50,cascade,multiple,mean,030;082;028;117;078
superglue-fingervein,148,FV-USM::021::06::R::middle,021,42,False,50,cascade,multiple,mean,089;026;110;028;105
sgmnet-fingervein,148,FV-USM::021::06::R::middle,021,42,False,50,cascade,multiple,mean,026;105;015;078;049
aspanformer,148,FV-USM::021::06::R::middle,021,42,False,50,cascade,multiple,mean,078;082;087;117;105
deepdetect,148,FV-USM::021::06::R::middle,021,42,False,50,cascade,multiple,mean,115;028;087;082;105
