matcher,modality,pair_id,identity1,identity2,num_keypoints_image1,num_keypoints_image2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error,timings_ms
deepdetect,finger,FV-USM_genuine_0,080,080,26385,7874,102,54,0.5294,True,0.5294,True,True,2.4128,"{""load_images"": 0.944, ""preprocess"": 1.0897, ""masking"": 0.613, ""cnn_inference_ms"": 49.4419, ""sift_descriptor_ms"": 118.1071, ""matching_ms"": 530.3381, ""match_impl_total"": 745.2386, ""homography"": 2.2058, ""result_creation"": 0.0664}"
loftr,finger,FV-USM_genuine_1,014,014,396,396,396,285,0.7197,True,0.7197,True,True,0.8422,"{""load_images"": 1.0172, ""preprocess"": 0.3998, ""masking"": 0.5749, ""inference_ms"": 94.8905, ""match_impl_total"": 101.3484, ""homography"": 1.1499, ""result_creation"": 0.0656}"
orb,finger,FV-USM_genuine_1,014,014,0,0,0,0,,False,,True,False,,"{""load_images"": 1.0656, ""preprocess"": 0.373, ""masking"": 0.5095, ""feature_extraction_ms"": 1.5115, ""match_impl_total"": 1.5417, ""homography"": 0.0107, ""result_creation"": 0.0297}"
orb-fingervein,finger,FV-USM_genuine_1,014,014,2001,1745,54,30,0.5556,True,0.5391,True,True,2.0998,"{""load_images"": 1.0308, ""preprocess"": 0.3828, ""masking"": 0.5841, ""feature_extraction_ms"": 14.2733, ""matching_ms"": 24.8546, ""match_impl_total"": 39.2284, ""homography"": 1.8331, ""result_creation"": 0.0664}"
sift,finger,FV-USM_genuine_1,014,014,15,9,8,6,0.7500,True,0.7097,True,True,0.5199,"{""load_images"": 0.9866, ""preprocess"": 0.3871, ""masking"": 0.7588, ""feature_extraction_ms"": 19.0901, ""matching_ms"": 0.188, ""match_impl_total"": 19.3876, ""homography"": 0.8715, ""result_creation"": 0.0652}"
sift-fingervein,finger,FV-USM_genuine_1,014,014,539,530,35,18,0.5143,True,0.4941,True,True,2.2724,"{""load_images"": 0.9991, ""preprocess"": 0.3702, ""masking"": 0.4776, ""feature_extraction_ms"": 30.5062, ""matching_ms"": 15.1258, ""match_impl_total"": 45.9091, ""homography"": 2.3155, ""result_creation"": 0.0658}"
superglue,finger,FV-USM_genuine_1,014,014,368,312,235,141,0.6000,True,0.5764,True,True,2.3021,"{""load_images"": 0.9876, ""preprocess"": 0.3716, ""masking"": 0.4632, ""inference_ms"": 65.0761, ""match_impl_total"": 66.5978, ""homography"": 1.6424, ""result_creation"": 0.0668}"
superglue-fingervein,finger,FV-USM_genuine_1,014,014,665,589,396,197,0.4975,True,0.4718,True,True,2.5602,"{""load_images"": 1.0175, ""preprocess"": 0.3839, ""masking"": 0.5, ""inference_ms"": 89.3425, ""match_impl_total"": 91.4334, ""homography"": 2.8837, ""result_creation"": 0.0665}"
sgmnet,finger,FV-USM_genuine_1,014,014,1047,917,378,107,0.2831,False,0.2792,True,False,1.7760,"{""load_images"": 0.9711, ""preprocess"": 0.3726, ""masking"": 0.479, ""feature_extraction_ms"": 39.3469, ""matching_ms"": 119.7869, ""match_impl_total"": 159.3534, ""homography"": 21.9223, ""result_creation"": 0.0742}"
sgmnet-fingervein,finger,FV-USM_genuine_1,014,014,1047,917,465,74,0.1591,False,0.1568,True,False,1.7950,"{""load_images"": 0.9968, ""preprocess"": 0.3729, ""masking"": 0.4807, ""feature_extraction_ms"": 39.697, ""matching_ms"": 110.505, ""match_impl_total"": 150.4211, ""homography"": 54.1709, ""result_creation"": 0.0819}"
aspanformer,finger,FV-USM_genuine_1,014,014,336,336,336,325,0.9673,True,0.9673,True,True,0.5205,"{""load_images"": 0.9863, ""preprocess"": 0.0469, ""masking"": 0.3559, ""inference_ms"": 151.8926, ""match_impl_total"": 152.6672, ""homography"": 0.8351, ""result_creation"": 0.0688}"
deepdetect,finger,FV-USM_genuine_1,014,014,26243,26730,45,16,0.3556,True,0.3556,True,True,1.6515,"{""load_images"": 0.9179, ""preprocess"": 1.0572, ""masking"": 0.4749, ""cnn_inference_ms"": 21.2242, ""sift_descriptor_ms"": 167.6416, ""matching_ms"": 848.5419, ""match_impl_total"": 1104.5734, ""homography"": 8.9974, ""result_creation"": 0.0675}"
loftr,finger,FV-USM_genuine_2,004,004,95,95,95,35,0.3684,False,0.3684,True,False,1.4906,"{""load_images"": 0.9996, ""preprocess"": 0.4173, ""masking"": 0.505, ""inference_ms"": 75.8704, ""match_impl_total"": 82.4511, ""homography"": 7.661, ""result_creation"": 0.0647}"
orb,finger,FV-USM_genuine_2,004,004,0,0,0,0,,False,,True,False,,"{""load_images"": 1.1118, ""preprocess"": 0.4015, ""masking"": 0.5918, ""feature_extraction_ms"": 1.7368, ""match_impl_total"": 1.7662, ""homography"": 0.0108, ""result_creation"": 0.0303}"
orb-fingervein,finger,FV-USM_genuine_2,004,004,879,1319,15,0,,False,,True,False,,"{""load_images"": 0.9362, ""preprocess"": 0.3669, ""masking"": 0.4918, ""feature_extraction_ms"": 10.4706, ""matching_ms"": 10.001, ""match_impl_total"": 20.545, ""homography"": 3.2388, ""result_creation"": 0.0304}"
sift,finger,FV-USM_genuine_2,004,004,7,6,1,0,,False,,True,False,,"{""load_images"": 1.1471, ""preprocess"": 0.3752, ""masking"": 0.518, ""feature_extraction_ms"": 21.6847, ""matching_ms"": 0.1144, ""match_impl_total"": 21.913, ""homography"": 0.0116, ""result_creation"": 0.0313}"
sift-fingervein,finger,FV-USM_genuine_2,004,004,312,435,6,0,,False,,True,False,,"{""load_images"": 0.9703, ""preprocess"": 0.3731, ""masking"": 0.4613, ""feature_extraction_ms"": 27.1034, ""matching_ms"": 10.2572, ""match_impl_total"": 37.6652, ""homography"": 0.742, ""result_creation"": 0.0319}"
superglue,finger,FV-USM_genuine_2,004,004,339,441,14,8,0.5714,True,0.5479,True,True,1.6956,"{""load_images"": 1.1962, ""preprocess"": 0.3785, ""masking"": 0.469, ""inference_ms"": 70.996, ""match_impl_total"": 72.4591, ""homography"": 1.7241, ""result_creation"": 0.0641}"
superglue-fingervein,finger,FV-USM_genuine_2,004,004,609,778,171,52,0.3041,True,0.2839,True,True,2.8748,"{""load_images"": 0.9471, ""preprocess"": 0.3729, ""masking"": 0.5132, ""inference_ms"": 97.6453, ""match_impl_total"": 99.4623, ""homography"": 18.3435, ""result_creation"": 0.0779}"
sgmnet,finger,FV-USM_genuine_2,004,004,924,974,36,8,0.2222,False,0.2152,True,False,0.9443,"{""load_images"": 1.0574, ""preprocess"": 0.4059, ""masking"": 0.787, ""feature_extraction_ms"": 44.4761, ""matching_ms"": 127.6579, ""match_impl_total"": 172.3587, ""homography"": 52.6694, ""result_creation"": 0.0704}"
sgmnet-fingervein,finger,FV-USM_genuine_2,004,004,924,974,131,12,0.0916,False,0.0907,True,False,0.7828,"{""load_images"": 0.9885, ""preprocess"": 0.3724, ""masking"": 0.5088, ""feature_extraction_ms"": 38.5942, ""matching_ms"": 121.7631, ""match_impl_total"": 160.5764, ""homography"": 52.4054, ""result_creation"": 0.0687}"
aspanformer,finger,FV-USM_genuine_2,004,004,10,10,10,7,0.7000,True,0.6708,True,True,0.8882,"{""load_images"": 0.9959, ""preprocess"": 0.0472, ""masking"": 0.3185, ""inference_ms"": 140.0713, ""match_impl_total"": 140.8321, ""homography"": 1.0293, ""result_creation"": 0.066}"
deepdetect,finger,FV-USM_genuine_2,004,004,20574,24245,19,6,0.3158,True,0.3158,True,True,1.1573,"{""load_images"": 0.9287, ""preprocess"": 1.0419, ""masking"": 0.5127, ""cnn_inference_ms"": 21.2809, ""sift_descriptor_ms"": 148.1825, ""matching_ms"": 705.2597, ""match_impl_total"": 929.4728, ""homography"": 13.8889, ""result_creation"": 0.0674}"
loftr,finger,FV-USM_genuine_3,093,093,306,306,306,188,0.6144,True,0.6078,True,True,1.7145,"{""load_images"": 1.0084, ""preprocess"": 0.4172, ""masking"": 0.5035, ""inference_ms"": 86.7932, ""match_impl_total"": 87.8745, ""homography"": 1.5358, ""result_creation"": 0.0657}"
orb,finger,FV-USM_genuine_3,093,093,0,0,0,0,,False,,True,False,,"{""load_images"": 0.9808, ""preprocess"": 0.3718, ""masking"": 0.5172, ""feature_extraction_ms"": 1.5313, ""match_impl_total"": 1.5621, ""homography"": 0.0107, ""result_creation"": 0.0285}"
orb-fingervein,finger,FV-USM_genuine_3,093,093,742,510,22,11,0.5000,True,0.4914,True,True,1.5861,"{""load_images"": 0.9453, ""preprocess"": 0.3665, ""masking"": 0.6054, ""feature_extraction_ms"": 8.0025, ""matching_ms"": 5.0475, ""match_impl_total"": 13.1272, ""homography"": 2.6727, ""result_creation"": 0.0659}"
sift,finger,FV-USM_genuine_3,093,093,7,3,2,0,,False,,True,False,,"{""load_images"": 1.0471, ""preprocess"": 0.3748, ""masking"": 0.513, ""feature_extraction_ms"": 20.642, ""matching_ms"": 0.0778, ""match_impl_total"": 20.8233, ""homography"": 0.0116, ""result_creation"": 0.0306}"
sift-fingervein,finger,FV-USM_genuine_3,093,093,230,233,10,6,0.6000,True,0.5677,True,True,0.8170,"{""load_images"": 0.922, ""preprocess"": 0.3829, ""masking"": 0.4727, ""feature_extraction_ms"": 24.9149, ""matching_ms"": 6.4175, ""match_impl_total"": 31.5477, ""homography"": 1.4834, ""result_creation"": 0.0667}"
superglue,finger,FV-USM_genuine_3,093,093,431,426,148,58,0.3919,False,0.3664,True,False,2.8454,"{""load_images"": 0.9815, ""preprocess"": 0.4015, ""masking"": 0.5039, ""inference_ms"": 66.1652, ""match_impl_total"": 67.6837, ""homography"": 6.1575, ""result_creation"": 0.0646}"
superglue-fingervein,finger,FV-USM_genuine_3,093,093,748,786,329,137,0.4164,True,0.3896,True,True,2.8286,"{""load_images"": 0.9714, ""preprocess"": 0.3721, ""masking"": 0.5149, ""inference_ms"": 102.8333, ""match_impl_total"": 104.2974, ""homography"": 5.1451, ""result_creation"": 0.0651}"
sgmnet,finger,FV-USM_genuine_3,093,093,786,758,174,38,0.2184,False,0.2151,True,False,1.8015,"{""load_images"": 1.0114, ""preprocess"": 0.3857, ""masking"": 0.5725, ""feature_extraction_ms"": 34.9682, ""matching_ms"": 111.4986, ""match_impl_total"": 146.6806, ""homography"": 50.55, ""result_creation"": 0.0691}"
sgmnet-fingervein,finger,FV-USM_genuine_3,093,093,786,758,333,41,0.1231,False,0.1225,True,False,1.6047,"{""load_images"": 1.0216, ""preprocess"": 0.3742, ""masking"": 0.5081, ""feature_extraction_ms"": 34.5869, ""matching_ms"": 112.3536, ""match_impl_total"": 147.1576, ""homography"": 52.746, ""result_creation"": 0.0671}"
aspanformer,finger,FV-USM_genuine_3,093,093,248,248,248,236,0.9516,True,0.9516,True,True,0.5829,"{""load_images"": 0.991, ""preprocess"": 0.0479, ""masking"": 0.3544, ""inference_ms"": 148.0407, ""match_impl_total"": 148.8395, ""homography"": 0.7788, ""result_creation"": 0.0654}"
deepdetect,finger,FV-USM_genuine_3,093,093,14987,16810,32,16,0.5000,True,0.5000,True,True,1.5041,"{""load_images"": 0.9202, ""preprocess"": 1.1516, ""masking"": 0.523, ""cnn_inference_ms"": 20.4786, ""sift_descriptor_ms"": 102.8656, ""matching_ms"": 493.9118, ""match_impl_total"": 656.5833, ""homography"": 2.6075, ""result_creation"": 0.068}"
loftr,finger,FV-USM_genuine_4,035,035,245,245,245,178,0.7265,True,0.7265,True,True,0.3186,"{""load_images"": 1.0149, ""preprocess"": 0.4128, ""masking"": 0.5695, ""inference_ms"": 85.5998, ""match_impl_total"": 86.6871, ""homography"": 0.9933, ""result_creation"": 0.0619}"
orb,finger,FV-USM_genuine_4,035,035,0,0,0,0,,False,,True,False,,"{""load_images"": 0.9841, ""preprocess"": 0.3699, ""masking"": 0.4763, ""feature_extraction_ms"": 1.7353, ""match_impl_total"": 1.7646, ""homography"": 0.0107, ""result_creation"": 0.0291}"
orb-fingervein,finger,FV-USM_genuine_4,035,035,1315,854,40,0,,False,,True,False,,"{""load_images"": 0.9536, ""preprocess"": 0.3725, ""masking"": 0.5524, ""feature_extraction_ms"": 10.4715, ""matching_ms"": 11.8083, ""match_impl_total"": 22.3717, ""homography"": 2.9747, ""result_creation"": 0.031}"
sift,finger,FV-USM_genuine_4,035,035,12,12,4,4,1.0000,True,0.9165,True,True,0.0000,"{""load_images"": 0.9935, ""preprocess"": 0.3879, ""masking"": 0.6366, ""feature_extraction_ms"": 20.7075, ""matching_ms"": 0.2221, ""match_impl_total"": 21.0386, ""homography"": 0.4561, ""result_creation"": 0.068}"
sift-fingervein,finger,FV-USM_genuine_4,035,035,292,277,23,9,0.3913,False,0.3820,True,False,1.4777,"{""load_images"": 0.9929, ""preprocess"": 0.3772, ""masking"": 0.4688, ""feature_extraction_ms"": 24.7414, ""matching_ms"": 7.9973, ""match_impl_total"": 33.0162, ""homography"": 6.024, ""result_creation"": 0.0659}"
superglue,finger,FV-USM_genuine_4,035,035,346,306,237,114,0.4810,True,0.4657,True,True,2.1477,"{""load_images"": 1.0767, ""preprocess"": 0.3741, ""masking"": 0.4805, ""inference_ms"": 64.1569, ""match_impl_total"": 65.882, ""homography"": 3.2358, ""result_creation"": 0.0652}"
superglue-fingervein,finger,FV-USM_genuine_4,035,035,641,604,358,233,0.6508,True,0.6290,True,True,2.1840,"{""load_images"": 1.0265, ""preprocess"": 0.3759, ""masking"": 0.5108, ""inference_ms"": 88.5595, ""match_impl_total"": 90.0045, ""homography"": 1.3414, ""result_creation"": 0.065}"
sgmnet,finger,FV-USM_genuine_4,035,035,783,782,309,92,0.2977,False,0.2936,True,False,1.7822,"{""load_images"": 0.9829, ""preprocess"": 0.3808, ""masking"": 0.4952, ""feature_extraction_ms"": 34.7219, ""matching_ms"": 119.2828, ""match_impl_total"": 154.2231, ""homography"": 18.0959, ""result_creation"": 0.083}"
sgmnet-fingervein,finger,FV-USM_genuine_4,035,035,783,782,350,71,0.2029,True,0.2015,True,True,1.6321,"{""load_images"": 0.9639, ""preprocess"": 0.3843, ""masking"": 0.4955, ""feature_extraction_ms"": 35.1471, ""matching_ms"": 108.8651, ""match_impl_total"": 144.2743, ""homography"": 52.6779, ""result_creation"": 0.0674}"
aspanformer,finger,FV-USM_genuine_4,035,035,307,307,307,306,0.9967,True,0.9967,True,True,0.4763,"{""load_images"": 1.0021, ""preprocess"": 0.0481, ""masking"": 0.3186, ""inference_ms"": 147.0975, ""match_impl_total"": 147.8764, ""homography"": 1.0684, ""result_creation"": 0.0666}"
deepdetect,finger,FV-USM_genuine_4,035,035,24892,14145,56,29,0.5179,True,0.5179,True,True,1.3650,"{""load_images"": 0.9187, ""preprocess"": 1.0517, ""masking"": 0.5051, ""cnn_inference_ms"": 20.7001, ""sift_descriptor_ms"": 123.495, ""matching_ms"": 588.1361, ""match_impl_total"": 782.7961, ""homography"": 2.4483, ""result_creation"": 0.0675}"
loftr,finger,FV-USM_impostor_0,106,051,72,72,72,20,0.2778,False,0.2718,False,True,1.9187,"{""load_images"": 1.038, ""preprocess"": 0.3931, ""masking"": 0.5772, ""inference_ms"": 70.8664, ""match_impl_total"": 71.7825, ""homography"": 23.0856, ""result_creation"": 0.0652}"
orb,finger,FV-USM_impostor_0,106,051,1,0,0,0,,False,,False,True,,"{""load_images"": 1.0019, ""preprocess"": 0.3706, ""masking"": 0.5105, ""feature_extraction_ms"": 2.1531, ""match_impl_total"": 2.1848, ""homography"": 0.0107, ""result_creation"": 0.0295}"
orb-fingervein,finger,FV-USM_impostor_0,106,051,2812,1737,39,0,,False,,False,True,,"{""load_images"": 0.9679, ""preprocess"": 0.4, ""masking"": 0.512, ""feature_extraction_ms"": 15.5352, ""matching_ms"": 33.216, ""match_impl_total"": 48.8425, ""homography"": 31.6265, ""result_creation"": 0.0319}"
sift,finger,FV-USM_impostor_0,106,051,18,6,0,0,,False,,False,True,,"{""load_images"": 1.0457, ""preprocess"": 0.3916, ""masking"": 0.4766, ""feature_extraction_ms"": 20.5218, ""matching_ms"": 0.1505, ""match_impl_total"": 20.7731, ""homography"": 0.0122, ""result_creation"": 0.0319}"
sift-fingervein,finger,FV-USM_impostor_0,106,051,601,526,4,4,1.0000,True,0.9165,False,False,0.0000,"{""load_images"": 0.9766, ""preprocess"": 0.3733, ""masking"": 0.4637, ""feature_extraction_ms"": 30.358, ""matching_ms"": 15.6455, ""match_impl_total"": 46.2645, ""homography"": 0.3008, ""result_creation"": 0.0636}"
superglue,finger,FV-USM_impostor_0,106,051,392,367,2,0,,False,,False,True,,"{""load_images"": 0.9788, ""preprocess"": 0.3703, ""masking"": 0.4574, ""inference_ms"": 78.1872, ""match_impl_total"": 79.8403, ""homography"": 0.0122, ""result_creation"": 0.0297}"
superglue-fingervein,finger,FV-USM_impostor_0,106,051,747,639,22,8,0.3636,True,0.3459,False,False,1.8540,"{""load_images"": 1.2488, ""preprocess"": 0.3881, ""masking"": 0.5342, ""inference_ms"": 98.9242, ""match_impl_total"": 100.3769, ""homography"": 8.0137, ""result_creation"": 0.0639}"
sgmnet,finger,FV-USM_impostor_0,106,051,994,932,11,5,0.4545,True,0.4237,False,False,0.2780,"{""load_images"": 1.0038, ""preprocess"": 0.4197, ""masking"": 0.5652, ""feature_extraction_ms"": 42.991, ""matching_ms"": 128.608, ""match_impl_total"": 171.8132, ""homography"": 3.5473, ""result_creation"": 0.067}"
sgmnet-fingervein,finger,FV-USM_impostor_0,106,051,994,932,62,7,0.1129,False,0.1082,False,True,0.9310,"{""load_images"": 0.9546, ""preprocess"": 0.3831, ""masking"": 0.5054, ""feature_extraction_ms"": 38.55, ""matching_ms"": 104.6689, ""match_impl_total"": 143.4321, ""homography"": 51.4892, ""result_creation"": 0.071}"
aspanformer,finger,FV-USM_impostor_0,106,051,23,23,23,13,0.5652,True,0.5557,False,False,1.6997,"{""load_images"": 1.0137, ""preprocess"": 0.0495, ""masking"": 0.3085, ""inference_ms"": 137.7389, ""match_impl_total"": 138.486, ""homography"": 1.8509, ""result_creation"": 0.0642}"
deepdetect,finger,FV-USM_impostor_0,106,051,26594,9413,34,11,0.3235,True,0.3235,False,False,1.6729,"{""load_images"": 0.9043, ""preprocess"": 1.0641, ""masking"": 0.477, ""cnn_inference_ms"": 21.0452, ""sift_descriptor_ms"": 113.7496, ""matching_ms"": 551.338, ""match_impl_total"": 733.1612, ""homography"": 12.9605, ""result_creation"": 0.0676}"
loftr,finger,FV-USM_impostor_1,043,070,10,10,10,0,,False,,False,True,,"{""load_images"": 1.0128, ""preprocess"": 0.3969, ""masking"": 0.4995, ""inference_ms"": 66.3973, ""match_impl_total"": 67.4219, ""homography"": 2.4961, ""result_creation"": 0.0299}"
orb,finger,FV-USM_impostor_1,043,070,0,0,0,0,,False,,False,True,,"{""load_images"": 1.0338, ""preprocess"": 0.3742, ""masking"": 0.484, ""feature_extraction_ms"": 1.5116, ""match_impl_total"": 1.5399, ""homography"": 0.0106, ""result_creation"": 0.0284}"
orb-fingervein,finger,FV-USM_impostor_1,043,070,1372,623,18,0,,False,,False,True,,"{""load_images"": 0.9309, ""preprocess"": 0.3653, ""masking"": 0.5031, ""feature_extraction_ms"": 9.5803, ""matching_ms"": 9.1604, ""match_impl_total"": 18.8384, ""homography"": 23.4208, ""result_creation"": 0.0317}"
sift,finger,FV-USM_impostor_1,043,070,9,4,2,0,,False,,False,True,,"{""load_images"": 0.9828, ""preprocess"": 0.3714, ""masking"": 0.4843, ""feature_extraction_ms"": 18.7541, ""matching_ms"": 0.0965, ""match_impl_total"": 18.9551, ""homography"": 0.0115, ""result_creation"": 0.0317}"
sift-fingervein,finger,FV-USM_impostor_1,043,070,381,300,5,0,,False,,False,True,,"{""load_images"": 0.9715, ""preprocess"": 0.3696, ""masking"": 0.473, ""feature_extraction_ms"": 25.8181, ""matching_ms"": 9.5577, ""match_impl_total"": 35.5875, ""homography"": 1.5787, ""result_creation"": 0.031}"
superglue,finger,FV-USM_impostor_1,043,070,391,396,2,0,,False,,False,True,,"{""load_images"": 0.9858, ""preprocess"": 0.3735, ""masking"": 0.4713, ""inference_ms"": 58.5744, ""match_impl_total"": 60.0523, ""homography"": 0.0119, ""result_creation"": 0.0292}"
superglue-fingervein,finger,FV-USM_impostor_1,043,070,727,704,6,0,,False,,False,True,,"{""load_images"": 1.041, ""preprocess"": 0.3864, ""masking"": 0.5244, ""inference_ms"": 95.83, ""match_impl_total"": 97.4029, ""homography"": 0.8384, ""result_creation"": 0.0299}"
sgmnet,finger,FV-USM_impostor_1,043,070,858,866,31,9,0.2903,False,0.2834,False,True,0.9147,"{""load_images"": 0.9461, ""preprocess"": 0.3843, ""masking"": 0.4725, ""feature_extraction_ms"": 36.592, ""matching_ms"": 115.4991, ""match_impl_total"": 152.3008, ""homography"": 19.167, ""result_creation"": 0.0672}"
sgmnet-fingervein,finger,FV-USM_impostor_1,043,070,858,866,42,6,0.1429,False,0.1352,False,True,0.8603,"{""load_images"": 0.986, ""preprocess"": 0.3727, ""masking"": 0.4838, ""feature_extraction_ms"": 37.0504, ""matching_ms"": 107.062, ""match_impl_total"": 144.3238, ""homography"": 50.6654, ""result_creation"": 0.0659}"
aspanformer,finger,FV-USM_impostor_1,043,070,3,3,3,0,,False,,False,True,,"{""load_images"": 0.9839, ""preprocess"": 0.0466, ""masking"": 0.3213, ""inference_ms"": 133.8363, ""match_impl_total"": 134.5978, ""homography"": 0.0128, ""result_creation"": 0.0298}"
deepdetect,finger,FV-USM_impostor_1,043,070,26451,11364,32,0,,False,,False,True,,"{""load_images"": 0.9289, ""preprocess"": 1.0613, ""masking"": 0.4873, ""cnn_inference_ms"": 20.8186, ""sift_descriptor_ms"": 119.4783, ""matching_ms"": 576.131, ""match_impl_total"": 764.4029, ""homography"": 3.1811, ""result_creation"": 0.0392}"
loftr,finger,FV-USM_impostor_2,122,015,100,100,100,23,0.2300,False,0.2239,False,True,2.0359,"{""load_images"": 1.0972, ""preprocess"": 0.3992, ""masking"": 0.5276, ""inference_ms"": 73.1738, ""match_impl_total"": 74.1234, ""homography"": 48.6843, ""result_creation"": 0.064}"
orb,finger,FV-USM_impostor_2,122,015,221,0,0,0,,False,,False,True,,"{""load_images"": 0.9989, ""preprocess"": 0.3722, ""masking"": 0.4782, ""feature_extraction_ms"": 2.8015, ""match_impl_total"": 2.8329, ""homography"": 0.0103, ""result_creation"": 0.0292}"
orb-fingervein,finger,FV-USM_impostor_2,122,015,4883,1980,30,7,0.2333,False,0.2236,False,True,1.0783,"{""load_images"": 0.9577, ""preprocess"": 0.3697, ""masking"": 0.4687, ""feature_extraction_ms"": 23.9174, ""matching_ms"": 50.2473, ""match_impl_total"": 74.254, ""homography"": 46.9382, ""result_creation"": 0.0689}"
sift,finger,FV-USM_impostor_2,122,015,196,11,0,0,,False,,False,True,,"{""load_images"": 1.0145, ""preprocess"": 0.3854, ""masking"": 0.5839, ""feature_extraction_ms"": 27.9352, ""matching_ms"": 1.1703, ""match_impl_total"": 29.2462, ""homography"": 0.0111, ""result_creation"": 0.0301}"
sift-fingervein,finger,FV-USM_impostor_2,122,015,2008,622,7,4,0.5714,True,0.5237,False,False,0.0000,"{""load_images"": 1.0993, ""preprocess"": 0.3877, ""masking"": 0.5545, ""feature_extraction_ms"": 50.7397, ""matching_ms"": 37.0634, ""match_impl_total"": 88.4511, ""homography"": 1.6286, ""result_creation"": 0.0656}"
superglue,finger,FV-USM_impostor_2,122,015,223,363,2,0,,False,,False,True,,"{""load_images"": 1.0362, ""preprocess"": 0.391, ""masking"": 0.7024, ""inference_ms"": 62.3469, ""match_impl_total"": 71.1597, ""homography"": 0.0125, ""result_creation"": 0.0323}"
superglue-fingervein,finger,FV-USM_impostor_2,122,015,428,692,25,7,0.2800,True,0.2683,False,False,1.0238,"{""load_images"": 1.1306, ""preprocess"": 0.4778, ""masking"": 0.5808, ""inference_ms"": 84.8975, ""match_impl_total"": 86.5149, ""homography"": 22.3041, ""result_creation"": 0.0646}"
sgmnet,finger,FV-USM_impostor_2,122,015,2049,1065,10,6,0.6000,True,0.5677,False,False,0.5831,"{""load_images"": 1.008, ""preprocess"": 0.4595, ""masking"": 0.5903, ""feature_extraction_ms"": 56.581, ""matching_ms"": 197.6766, ""match_impl_total"": 254.6142, ""homography"": 2.1838, ""result_creation"": 0.0744}"
