matcher,probe_record_id,probe_sample_id,probe_identity,rank_of_true_identity,rank_1_hit,gallery_size,ranking_strategy,samples_per_gallery,aggregation_method,top_5_identities
sift-fingervein,16,11k_Hands::0001009::Hand_0009224,0001009,1,True,50,cascade,multiple,mean,0001009;0001550;0001011;0001567;0000546
superglue-fingervein,16,11k_Hands::0001009::Hand_0009224,0001009,1,True,50,cascade,multiple,mean,0001009;0000588;0001518;0000084;0001550
sgmnet-fingervein,16,11k_Hands::0001009::Hand_0009224,0001009,1,True,50,cascade,multiple,mean,0001009;0000588;0001518;0000546;1100000
aspanformer,16,11k_Hands::0001009::Hand_0009224,0001009,2,False,50,cascade,multiple,mean,0001567;0001009;0000588;0000574;0000506
deepdetect,16,11k_Hands::0001009::Hand_0009224,0001009,7,False,50,cascade,multiple,mean,7000000;0001011;0000084;0001550;0000063
loftr,20,11k_Hands::0000588::Hand_0005850,0000588,1,True,50,cascade,multiple,mean,0000588;0001518;0000573;0001532;0001009
orb-fingervein,20,11k_Hands::0000588::Hand_0005850,0000588,1,True,50,cascade,multiple,mean,0000588;0001560;0001532;0000088;0000572
sift-fingervein,20,11k_Hands::0000588::Hand_0005850,0000588,1,True,50,cascade,multiple,mean,0000588;0000088;0001011;0000084;0001518
superglue-fingervein,20,11k_Hands::0000588::Hand_0005850,0000588,2,False,50,cascade,multiple,mean,0000084;0000588;0001518;0001540;0001532
sgmnet-fingervein,20,11k_Hands::0000588::Hand_0005850,0000588,1,True,50,cascade,multiple,mean,0000588;0001518;0001560;0000088;0000572
aspanformer,20,11k_Hands::0000588::Hand_0005850,0000588,5,False,50,cascade,multiple,mean,0001567;0000088;0000019;0001009;0000588
deepdetect,20,11k_Hands::0000588::Hand_0005850,0000588,1,True,50,cascade,multiple,mean,0000588;0001011;0001560;0000019;0000573
loftr,24,11k_Hands::0000574::Hand_0002108,0000574,1,True,50,cascade,multiple,mean,0000574;0000019;0001033;0001594;0001555
orb-fingervein,24,11k_Hands::0000574::Hand_0002108,0000574,1,True,50,cascade,multiple,mean,0000574;0001549;0001033;0001592;0000084
sift-fingervein,24,11k_Hands::0000574::Hand_0002108,0000574,1,True,50,cascade,multiple,mean,0000574;0000506;0000025;0001535;0001555
superglue-fingervein,24,11k_Hands::0000574::Hand_0002108,0000574,1,True,50,cascade,multiple,mean,0000574;0000506;0000019;0001033;0001594
sgmnet-fingervein,24,11k_Hands::0000574::Hand_0002108,0000574,1,True,50,cascade,multiple,mean,0000574;0001592;0000506;0000019;0001033
aspanformer,24,11k_Hands::0000574::Hand_0002108,0000574,4,False,50,cascade,multiple,mean,0001567;0000088;0000019;0000574;0000506
deepdetect,24,11k_Hands::0000574::Hand_0002108,0000574,1,True,50,cascade,multiple,mean,0000574;0000088;0001594;0001085;0001535
loftr,28,11k_Hands::0000506::Hand_0010544,0000506,1,True,50,cascade,multiple,mean,0000506;0001003;0001518;0001550;0000524
orb-fingervein,28,11k_Hands::0000506::Hand_0010544,0000506,1,True,50,cascade,multiple,mean,0000506;0000524;0000518;0001549;0000088
sift-fingervein,28,11k_Hands::0000506::Hand_0010544,0000506,1,True,50,cascade,multiple,mean,0000506;0001518;0000581;0000088;0001549
superglue-fingervein,28,11k_Hands::0000506::Hand_0010544,0000506,2,False,50,cascade,multiple,mean,0001003;0000506;0001518;0000524;0001550
sgmnet-fingervein,28,11k_Hands::0000506::Hand_0010544,0000506,1,True,50,cascade,multiple,mean,0000506;0001518;0001550;0000524;0000518
aspanformer,28,11k_Hands::0000506::Hand_0010544,0000506,3,False,50,cascade,multiple,mean,0000088;0000574;0000506;0001550;0000025
deepdetect,28,11k_Hands::0000506::Hand_0010544,0000506,7,False,50,cascade,multiple,mean,0001003;0000518;0001518;0001550;0000025
loftr,32,11k_Hands::0000084::Hand_0010326,0000084,1,True,50,cascade,multiple,mean,0000084;0000019;0001594;0000025;0000065
orb-fingervein,32,11k_Hands::0000084::Hand_0010326,0000084,3,False,50,cascade,multiple,mean,0001085;0001034;0000084;0001035;0001594
sift-fingervein,32,11k_Hands::0000084::Hand_0010326,0000084,1,True,50,cascade,multiple,mean,0000084;0000025;0001535;0000088;0001035
superglue-fingervein,32,11k_Hands::0000084::Hand_0010326,0000084,12,False,50,cascade,multiple,mean,0000067;0001085;7000000;0000501;0001594
sgmnet-fingervein,32,11k_Hands::0000084::Hand_0010326,0000084,1,True,50,cascade,multiple,mean,0000084;0000067;0001085;0000019;0001535
aspanformer,32,11k_Hands::0000084::Hand_0010326,0000084,4,False,50,cascade,multiple,mean,0001567;0000088;0000019;0000084;0001535
deepdetect,32,11k_Hands::0000084::Hand_0010326,0000084,14,False,50,cascade,multiple,mean,0001085;0001034;0000067;0001567;0000025
loftr,36,11k_Hands::0001592::Hand_0000614,0001592,1,True,50,cascade,multiple,mean,0001592;0001035;0000588;0001549;0001567
orb-fingervein,36,11k_Hands::0001592::Hand_0000614,0001592,1,True,50,cascade,multiple,mean,0001592;0001009;0001567;0000506;0000088
sift-fingervein,36,11k_Hands::0001592::Hand_0000614,0001592,1,True,50,cascade,multiple,mean,0001592;0000501;0000066;0001035;0000588
superglue-fingervein,36,11k_Hands::0001592::Hand_0000614,0001592,1,True,50,cascade,multiple,mean,0001592;0000019;0001549;0000066;0001532
sgmnet-fingervein,36,11k_Hands::0001592::Hand_0000614,0001592,1,True,50,cascade,multiple,mean,0001592;0001009;0000066;0000088;0000574
aspanformer,36,11k_Hands::0001592::Hand_0000614,0001592,8,False,50,cascade,multiple,mean,0001567;0000088;0000019;0001009;0000588
deepdetect,36,11k_Hands::0001592::Hand_0000614,0001592,2,False,50,cascade,multiple,mean,0000506;0001592;0000066;0001090;0001560
loftr,40,11k_Hands::0001535::Hand_0001103,0001535,1,True,50,cascade,multiple,mean,0001535;0001555;0001074;0001033;0000019
orb-fingervein,40,11k_Hands::0001535::Hand_0001103,0001535,1,True,50,cascade,multiple,mean,0001535;0001033;0001555;0001567;0001009
sift-fingervein,40,11k_Hands::0001535::Hand_0001103,0001535,1,True,50,cascade,multiple,mean,0001535;0001035;1100000;0000588;0001033
superglue-fingervein,40,11k_Hands::0001535::Hand_0001103,0001535,1,True,50,cascade,multiple,mean,0001535;0000588;0001033;0000067;0001555
sgmnet-fingervein,40,11k_Hands::0001535::Hand_0001103,0001535,1,True,50,cascade,multiple,mean,0001535;0000506;0001009;0000588;0001560
aspanformer,40,11k_Hands::0001535::Hand_0001103,0001535,8,False,50,cascade,multiple,mean,0001567;0000088;0000019;0001009;0000588
deepdetect,40,11k_Hands::0001535::Hand_0001103,0001535,1,True,50,cascade,multiple,mean,0001535;0001009;1100000;0001555;0001567
loftr,44,11k_Hands::0000065::Hand_0000115,0000065,1,True,50,cascade,multiple,mean,0000065;0001073;0001033;0000038;0001535
orb-fingervein,44,11k_Hands::0000065::Hand_0000115,0000065,1,True,50,cascade,multiple,mean,0000065;0001003;0001009;0001589;0000546
sift-fingervein,44,11k_Hands::0000065::Hand_0000115,0000065,1,True,50,cascade,multiple,mean,0000065;0001589;0001073;0001535;0000546
superglue-fingervein,44,11k_Hands::0000065::Hand_0000115,0000065,1,True,50,cascade,multiple,mean,0000065;0001073;0001033;0000038;0000506
sgmnet-fingervein,44,11k_Hands::0000065::Hand_0000115,0000065,1,True,50,cascade,multiple,mean,0000065;0000518;0001535;0001073;0000506
aspanformer,44,11k_Hands::0000065::Hand_0000115,0000065,5,False,50,cascade,multiple,mean,0001567;0001009;0000506;0001535;0000065
deepdetect,44,11k_Hands::0000065::Hand_0000115,0000065,1,True,50,cascade,multiple,mean,0000065;0000546;0001567;0000518;0001535
loftr,48,11k_Hands::0001550::Hand_0010882,0001550,1,True,50,cascade,multiple,mean,0001550;0001085;0001594;0001555;0000025
orb-fingervein,48,11k_Hands::0001550::Hand_0010882,0001550,1,True,50,cascade,multiple,mean,0001550;0001594;0001085;0001592;0001560
sift-fingervein,48,11k_Hands::0001550::Hand_0010882,0001550,1,True,50,cascade,multiple,mean,0001550;0001555;0000023;0001594;0001535
superglue-fingervein,48,11k_Hands::0001550::Hand_0010882,0001550,1,True,50,cascade,multiple,mean,0001550;0001085;0001090;0001560;0000023
sgmnet-fingervein,48,11k_Hands::0001550::Hand_0010882,0001550,1,True,50,cascade,multiple,mean,0001550;0001592;0001560;0001555;0001090
aspanformer,48,11k_Hands::0001550::Hand_0010882,0001550,5,False,50,cascade,multiple,mean,0001567;0000088;0001592;0001535;0001550
deepdetect,48,11k_Hands::0001550::Hand_0010882,0001550,2,False,50,cascade,multiple,mean,0000023;0001550;0001085;0000088;0001567
loftr,52,11k_Hands::0001074::Hand_0001150,0001074,1,True,50,cascade,multiple,mean,0001074;0000025;0001555;0000084;0001034
orb-fingervein,52,11k_Hands::0001074::Hand_0001150,0001074,1,True,50,cascade,multiple,mean,0001074;0000084;0000588;0000066;0001560
sift-fingervein,52,11k_Hands::0001074::Hand_0001150,0001074,1,True,50,cascade,multiple,mean,0001074;0000506;0000084;0001050;0001034
superglue-fingervein,52,11k_Hands::0001074::Hand_0001150,0001074,1,True,50,cascade,multiple,mean,0001074;0000588;0001085;0000084;0001003
sgmnet-fingervein,52,11k_Hands::0001074::Hand_0001150,0001074,1,True,50,cascade,multiple,mean,0001074;0000588;0001050;0001003;1100000
aspanformer,52,11k_Hands::0001074::Hand_0001150,0001074,4,False,50,cascade,multiple,mean,0000588;0000506;0000084;0001074;0000025
deepdetect,52,11k_Hands::0001074::Hand_0001150,0001074,4,False,50,cascade,multiple,mean,0001034;0001050;0000588;0001074;1100000
loftr,56,11k_Hands::0000025::Hand_0005266,0000025,1,True,50,cascade,multiple,mean,0000025;0001034;0001033;0001592;0000088
orb-fingervein,56,11k_Hands::0000025::Hand_0005266,0000025,1,True,50,cascade,multiple,mean,0000025;2000000;0000019;0000088;0001034
sift-fingervein,56,11k_Hands::0000025::Hand_0005266,0000025,1,True,50,cascade,multiple,mean,0000025;0000019;0001555;0000008;0001033
superglue-fingervein,56,11k_Hands::0000025::Hand_0005266,0000025,4,False,50,cascade,multiple,mean,2000000;0001540;0000066;0000025;0001035
sgmnet-fingervein,56,11k_Hands::0000025::Hand_0005266,0000025,1,True,50,cascade,multiple,mean,0000025;2000000;0001540;0001033;0001588
aspanformer,56,11k_Hands::0000025::Hand_0005266,0000025,4,False,50,cascade,multiple,mean,0000088;0000019;0001592;0000025;0000066
deepdetect,56,11k_Hands::0000025::Hand_0005266,0000025,2,False,50,cascade,multiple,mean,0001592;0000025;0001555;0000088;0001540
loftr,60,11k_Hands::0000023::Hand_0010273,0000023,1,True,50,cascade,multiple,mean,0000023;7000000;0001009;0001011;0001589
orb-fingervein,60,11k_Hands::0000023::Hand_0010273,0000023,1,True,50,cascade,multiple,mean,0000023;0000084;0001592;7000000;0001589
sift-fingervein,60,11k_Hands::0000023::Hand_0010273,0000023,1,True,50,cascade,multiple,mean,0000023;0001035;0001009;0001011;0000088
superglue-fingervein,60,11k_Hands::0000023::Hand_0010273,0000023,1,True,50,cascade,multiple,mean,0000023;0000084;7000000;0001540;0001009
sgmnet-fingervein,60,11k_Hands::0000023::Hand_0010273,0000023,1,True,50,cascade,multiple,mean,0000023;0001592;0000063;0000084;7000000
aspanformer,60,11k_Hands::0000023::Hand_0010273,0000023,6,False,50,cascade,multiple,mean,0001567;0000088;0001009;0000084;0001592
deepdetect,60,11k_Hands::0000023::Hand_0010273,0000023,1,True,50,cascade,multiple,mean,0000023;0000084;0000572;0001589;0001011
loftr,64,11k_Hands::0000066::Hand_0010045,0000066,1,True,50,cascade,multiple,mean,0000066;0001009;0001594;0001073;0000019
orb-fingervein,64,11k_Hands::0000066::Hand_0010045,0000066,1,True,50,cascade,multiple,mean,0000066;0000574;0001051;0001567;0001073
sift-fingervein,64,11k_Hands::0000066::Hand_0010045,0000066,1,True,50,cascade,multiple,mean,0000066;0001050;0001034;0001035;0001073
superglue-fingervein,64,11k_Hands::0000066::Hand_0010045,0000066,1,True,50,cascade,multiple,mean,0000066;0001073;0001009;0000574;0001050
sgmnet-fingervein,64,11k_Hands::0000066::Hand_0010045,0000066,1,True,50,cascade,multiple,mean,0000066;0000019;0001073;0001050;0001009
aspanformer,64,11k_Hands::0000066::Hand_0010045,0000066,8,False,50,cascade,multiple,mean,0001567;0000088;0000019;0001009;0000588
deepdetect,64,11k_Hands::0000066::Hand_0010045,0000066,8,False,50,cascade,multiple,mean,0001073;0001034;0000588;0000088;0001035
loftr,68,11k_Hands::0000572::Hand_0000624,0000572,1,True,50,cascade,multiple,mean,0000572;0000019;0001549;0001073;0001592
orb-fingervein,68,11k_Hands::0000572::Hand_0000624,0000572,1,True,50,cascade,multiple,mean,0000572;0000518;0001592;0001588;0001051
sift-fingervein,68,11k_Hands::0000572::Hand_0000624,0000572,1,True,50,cascade,multiple,mean,0000572;0000524;0000019;0001050;0001588
superglue-fingervein,68,11k_Hands::0000572::Hand_0000624,0000572,1,True,50,cascade,multiple,mean,0000572;0001592;0001549;0001073;0001588
sgmnet-fingervein,68,11k_Hands::0000572::Hand_0000624,0000572,1,True,50,cascade,multiple,mean,0000572;0001592;0001003;0001050;0001560
aspanformer,68,11k_Hands::0000572::Hand_0000624,0000572,5,False,50,cascade,multiple,mean,0000019;0001009;0000084;0001592;0000572
deepdetect,68,11k_Hands::0000572::Hand_0000624,0000572,2,False,50,cascade,multiple,mean,0000084;0000572;0001011;0001592;0001588
loftr,72,11k_Hands::0000581::Hand_0008656,0000581,1,True,50,cascade,multiple,mean,0000581;0001039;0000574;0001588;0000501
orb-fingervein,72,11k_Hands::0000581::Hand_0008656,0000581,1,True,50,cascade,multiple,mean,0000581;0001567;0000023;0001594;0000088
sift-fingervein,72,11k_Hands::0000581::Hand_0008656,0000581,1,True,50,cascade,multiple,mean,0000581;0001588;0000066;0000574;0000501
superglue-fingervein,72,11k_Hands::0000581::Hand_0008656,0000581,1,True,50,cascade,multiple,mean,0000581;0001588;0000574;0000524;0001039
sgmnet-fingervein,72,11k_Hands::0000581::Hand_0008656,0000581,1,True,50,cascade,multiple,mean,0000581;0001592;0000524;0001034;0000066
aspanformer,72,11k_Hands::0000581::Hand_0008656,0000581,8,False,50,cascade,multiple,mean,0001567;0000088;0001009;0000574;0001592
deepdetect,72,11k_Hands::0000581::Hand_0008656,0000581,3,False,50,cascade,multiple,mean,0001567;0000088;0000581;0001039;0001085
loftr,76,11k_Hands::0001518::Hand_0001770,0001518,1,True,50,cascade,multiple,mean,0001518;0000573;0001589;0000506;0001560
orb-fingervein,76,11k_Hands::0001518::Hand_0001770,0001518,1,True,50,cascade,multiple,mean,0001518;0000506;0000084;0001009;0001589
sift-fingervein,76,11k_Hands::0001518::Hand_0001770,0001518,2,False,50,cascade,multiple,mean,0000518;0001518;2000000;0000084;0001567
superglue-fingervein,76,11k_Hands::0001518::Hand_0001770,0001518,1,True,50,cascade,multiple,mean,0001518;0000573;0001011;0001560;0001550
sgmnet-fingervein,76,11k_Hands::0001518::Hand_0001770,0001518,1,True,50,cascade,multiple,mean,0001518;0001009;2000000;0001550;0000518
aspanformer,76,11k_Hands::0001518::Hand_0001770,0001518,7,False,50,cascade,multiple,mean,0001567;0001009;0000506;0000084;0000065
deepdetect,76,11k_Hands::0001518::Hand_0001770,0001518,1,True,50,cascade,multiple,mean,0001518;0000518;0001035;0000573;0001011
loftr,80,11k_Hands::0001555::Hand_0002053,0001555,1,True,50,cascade,multiple,mean,0001555;0000019;0001073;0000008;0001034
orb-fingervein,80,11k_Hands::0001555::Hand_0002053,0001555,1,True,50,cascade,multiple,mean,0001555;0001033;0001009;0000518;0000088
sift-fingervein,80,11k_Hands::0001555::Hand_0002053,0001555,1,True,50,cascade,multiple,mean,0001555;0000008;0001034;0000574;0000019
superglue-fingervein,80,11k_Hands::0001555::Hand_0002053,0001555,1,True,50,cascade,multiple,mean,0001555;0000019;0001073;0001009;0001535
sgmnet-fingervein,80,11k_Hands::0001555::Hand_0002053,0001555,1,True,50,cascade,multiple,mean,0001555;0000518;0001073;0001033;0001009
aspanformer,80,11k_Hands::0001555::Hand_0002053,0001555,8,False,50,cascade,multiple,mean,0001567;0000088;0000019;0001009;0000588
deepdetect,80,11k_Hands::0001555::Hand_0002053,0001555,1,True,50,cascade,multiple,mean,0001555;0001034;0000088;0000008;0001535
loftr,84,11k_Hands::7000000::Hand_0009704,7000000,1,True,50,cascade,multiple,mean,7000000;0000023;0000518;0001009;0001011
orb-fingervein,84,11k_Hands::7000000::Hand_0009704,7000000,1,True,50,cascade,multiple,mean,7000000;0001532;0001555;0000023;0000588
sift-fingervein,84,11k_Hands::7000000::Hand_0009704,7000000,1,True,50,cascade,multiple,mean,7000000;0001567;0000518;0000088;0001532
superglue-fingervein,84,11k_Hands::7000000::Hand_0009704,7000000,1,True,50,cascade,multiple,mean,7000000;0000084;0000023;0000518;0001090
sgmnet-fingervein,84,11k_Hands::7000000::Hand_0009704,7000000,1,True,50,cascade,multiple,mean,7000000;0000518;0001009;0000023;0000574
aspanformer,84,11k_Hands::7000000::Hand_0009704,7000000,11,False,50,cascade,multiple,mean,0001567;0000088;0000019;0001009;0000588
deepdetect,84,11k_Hands::7000000::Hand_0009704,7000000,1,True,50,cascade,multiple,mean,7000000;0001011;0001555;0000019;0000506
loftr,88,11k_Hands::0001540::Hand_0002658,0001540,1,True,50,cascade,multiple,mean,0001540;0001555;0000524;0001549;0000574
orb-fingervein,88,11k_Hands::0001540::Hand_0002658,0001540,1,True,50,cascade,multiple,mean,0001540;0001555;0001034;0001009;0001567
sift-fingervein,88,11k_Hands::0001540::Hand_0002658,0001540,1,True,50,cascade,multiple,mean,0001540;0001555;0000588;0000088;0000065
superglue-fingervein,88,11k_Hands::0001540::Hand_0002658,0001540,1,True,50,cascade,multiple,mean,0001540;0000506;0000574;0001009;0000524
sgmnet-fingervein,88,11k_Hands::0001540::Hand_0002658,0001540,1,True,50,cascade,multiple,mean,0001540;0000088;0000524;0000506;0001535
aspanformer,88,11k_Hands::0001540::Hand_0002658,0001540,12,False,50,cascade,multiple,mean,0001567;0000088;0000019;0001009;0000588
deepdetect,88,11k_Hands::0001540::Hand_0002658,0001540,1,True,50,cascade,multiple,mean,0001540;0001034;0001009;0000019;0000574
loftr,92,11k_Hands::0000546::Hand_0008337,0000546,1,True,50,cascade,multiple,mean,0000546;0001549;0001039;0000573;0001589
orb-fingervein,92,11k_Hands::0000546::Hand_0008337,0000546,1,True,50,cascade,multiple,mean,0000546;0000573;0001549;0001039;0001589
sift-fingervein,92,11k_Hands::0000546::Hand_0008337,0000546,1,True,50,cascade,multiple,mean,0000546;0001003;0001549;0001039;0001033
superglue-fingervein,92,11k_Hands::0000546::Hand_0008337,0000546,1,True,50,cascade,multiple,mean,0000546;0001549;0001589;0001039;0000588
sgmnet-fingervein,92,11k_Hands::0000546::Hand_0008337,0000546,1,True,50,cascade,multiple,mean,0000546;0001549;0000588;0000573;0001009
aspanformer,92,11k_Hands::0000546::Hand_0008337,0000546,6,False,50,cascade,multiple,mean,0001009;0000588;0000066;0000572;0000581
deepdetect,92,11k_Hands::0000546::Hand_0008337,0000546,1,True,50,cascade,multiple,mean,0000546;0001589;0001009;0001039;0001051
loftr,96,11k_Hands::1100000::Hand_0009836,1100000,1,True,50,cascade,multiple,mean,1100000;0001009;0001592;7000000;0000501
orb-fingervein,96,11k_Hands::1100000::Hand_0009836,1100000,1,True,50,cascade,multiple,mean,1100000;7000000;0000588;0001009;0000501
sift-fingervein,96,11k_Hands::1100000::Hand_0009836,1100000,1,True,50,cascade,multiple,mean,1100000;0000501;0001535;0000019;0001560
superglue-fingervein,96,11k_Hands::1100000::Hand_0009836,1100000,1,True,50,cascade,multiple,mean,1100000;0000084;0001009;0001560;7000000
sgmnet-fingervein,96,11k_Hands::1100000::Hand_0009836,1100000,1,True,50,cascade,multiple,mean,1100000;0001592;0000084;0000588;0000506
aspanformer,96,11k_Hands::1100000::Hand_0009836,1100000,13,False,50,cascade,multiple,mean,0001567;0000088;0000019;0001009;0000588
deepdetect,96,11k_Hands::1100000::Hand_0009836,1100000,11,False,50,cascade,multiple,mean,0001535;0000065;0000506;0001009;7000000
loftr,100,11k_Hands::0001073::Hand_0000438,0001073,1,True,50,cascade,multiple,mean,0001073;0001592;0000019;0000065;0000572
orb-fingervein,100,11k_Hands::0001073::Hand_0000438,0001073,1,True,50,cascade,multiple,mean,0001073;0001549;0000008;0000518;0000019
sift-fingervein,100,11k_Hands::0001073::Hand_0000438,0001073,2,False,50,cascade,multiple,mean,0001034;0001073;0000581;7000000;0000518
superglue-fingervein,100,11k_Hands::0001073::Hand_0000438,0001073,1,True,50,cascade,multiple,mean,0001073;1100000;0000008;0000019;0000065
sgmnet-fingervein,100,11k_Hands::0001073::Hand_0000438,0001073,1,True,50,cascade,multiple,mean,0001073;0000524;1100000;0000581;0001567
aspanformer,100,11k_Hands::0001073::Hand_0000438,0001073,9,False,50,cascade,multiple,mean,0001567;0000019;0001592;0000065;0000572
deepdetect,100,11k_Hands::0001073::Hand_0000438,0001073,1,True,50,cascade,multiple,mean,0001073;0000008;0000572;1100000;0001034
loftr,104,11k_Hands::0000573::Hand_0008019,0000573,1,True,50,cascade,multiple,mean,0000573;0000506;0000019;0000025;0000084
orb-fingervein,104,11k_Hands::0000573::Hand_0008019,0000573,1,True,50,cascade,multiple,mean,0000573;0000588;0000084;0001550;0001011
sift-fingervein,104,11k_Hands::0000573::Hand_0008019,0000573,1,True,50,cascade,multiple,mean,0000573;0000084;0001011;0001550;0001560
superglue-fingervein,104,11k_Hands::0000573::Hand_0008019,0000573,1,True,50,cascade,multiple,mean,0000573;0000065;0001009;0000084;0000025
sgmnet-fingervein,104,11k_Hands::0000573::Hand_0008019,0000573,1,True,50,cascade,multiple,mean,0000573;0001560;0001009;0000588;0000025
aspanformer,104,11k_Hands::0000573::Hand_0008019,0000573,11,False,50,cascade,multiple,mean,0001567;0000019;0001009;0000588;0000506
deepdetect,104,11k_Hands::0000573::Hand_0008019,0000573,1,True,50,cascade,multiple,mean,0000573;0001567;0001560;0001532;0000084
loftr,108,11k_Hands::0001085::Hand_0010687,0001085,1,True,50,cascade,multiple,mean,0001085;0001011;7000000;0000067;1100000
orb-fingervein,108,11k_Hands::0001085::Hand_0010687,0001085,1,True,50,cascade,multiple,mean,0001085;2000000;0000588;0001011;0000067
sift-fingervein,108,11k_Hands::0001085::Hand_0010687,0001085,1,True,50,cascade,multiple,mean,0001085;7000000;0001567;0000066;0000067
superglue-fingervein,108,11k_Hands::0001085::Hand_0010687,0001085,1,True,50,cascade,multiple,mean,0001085;0000067;0001011;1100000;7000000
sgmnet-fingervein,108,11k_Hands::0001085::Hand_0010687,0001085,1,True,50,cascade,multiple,mean,0001085;0000067;1100000;0000588;0001011
aspanformer,108,11k_Hands::0001085::Hand_0010687,0001085,8,False,50,cascade,multiple,mean,0001567;0000088;0000588;0000066;0001555
deepdetect,108,11k_Hands::0001085::Hand_0010687,0001085,1,True,50,cascade,multiple,mean,0001085;0000501;7000000;0000066;0000067
loftr,112,11k_Hands::0001549::Hand_0003065,0001549,1,True,50,cascade,multiple,mean,0001549;0000573;0001594;0001555;0000025
orb-fingervein,112,11k_Hands::0001549::Hand_0003065,0001549,1,True,50,cascade,multiple,mean,0001549;0000573;0001011;0000524;1100000
sift-fingervein,112,11k_Hands::0001549::Hand_0003065,0001549,1,True,50,cascade,multiple,mean,0001549;0001011;0000518;0001035;0000573
superglue-fingervein,112,11k_Hands::0001549::Hand_0003065,0001549,1,True,50,cascade,multiple,mean,0001549;0000573;0001090;0001594;0001535
sgmnet-fingervein,112,11k_Hands::0001549::Hand_0003065,0001549,1,True,50,cascade,multiple,mean,0001549;0000573;0001011;1100000;0001594
aspanformer,112,11k_Hands::0001549::Hand_0003065,0001549,8,False,50,cascade,multiple,mean,0000506;0001535;0001550;0000025;0001555
deepdetect,112,11k_Hands::0001549::Hand_0003065,0001549,1,True,50,cascade,multiple,mean,0001549;0001011;0001535;0000008;0001594
loftr,116,11k_Hands::0001011::Hand_0011111,0001011,1,True,50,cascade,multiple,mean,0001011;0000518;0001009;7000000;0001550
orb-fingervein,116,11k_Hands::0001011::Hand_0011111,0001011,1,True,50,cascade,multiple,mean,0001011;0000518;0001550;0001009;0000088
sift-fingervein,116,11k_Hands::0001011::Hand_0011111,0001011,1,True,50,cascade,multiple,mean,0001011;0001003;0000574;0000518;0001550
