matcher,probe_record_id,probe_sample_id,probe_identity,rank_of_true_identity,rank_1_hit,gallery_size,ranking_strategy,samples_per_gallery,aggregation_method,top_5_identities
orb-fingervein,32,11k_Hands::0000084::Hand_0010300,0000084,1,True,50,cascade,multiple,mean,0000084;0001039;0000588;0001009;0001051
sift-fingervein,32,11k_Hands::0000084::Hand_0010300,0000084,1,True,50,cascade,multiple,mean,0000084;0001555;0000066;0001090;0001051
superglue-fingervein,32,11k_Hands::0000084::Hand_0010300,0000084,1,True,50,cascade,multiple,mean,0000084;0001567;0000588;0001039;0000572
sgmnet-fingervein,32,11k_Hands::0000084::Hand_0010300,0000084,1,True,50,cascade,multiple,mean,0000084;0001567;0000588;0000506;0001090
aspanformer,32,11k_Hands::0000084::Hand_0010300,0000084,8,False,50,cascade,multiple,mean,0001567;0000088;0000013;0001009;0000588
deepdetect,32,11k_Hands::0000084::Hand_0010300,0000084,2,False,50,cascade,multiple,mean,0001567;0000084;0000506;0000088;0000066
loftr,36,11k_Hands::0001592::Hand_0000605,0001592,1,True,50,cascade,multiple,mean,0001592;0000065;0001567;0001073;0000067
orb-fingervein,36,11k_Hands::0001592::Hand_0000605,0001592,1,True,50,cascade,multiple,mean,0001592;0001593;0001073;0000065;0001003
sift-fingervein,36,11k_Hands::0001592::Hand_0000605,0001592,1,True,50,cascade,multiple,mean,0001592;0001593;0001073;0001567;0000065
superglue-fingervein,36,11k_Hands::0001592::Hand_0000605,0001592,1,True,50,cascade,multiple,mean,0001592;0001090;0001073;0000065;0000066
sgmnet-fingervein,36,11k_Hands::0001592::Hand_0000605,0001592,1,True,50,cascade,multiple,mean,0001592;0001567;0000066;0001035;0001073
aspanformer,36,11k_Hands::0001592::Hand_0000605,0001592,4,False,50,cascade,multiple,mean,0001567;0000088;0000013;0001592;0000065
deepdetect,36,11k_Hands::0001592::Hand_0000605,0001592,8,False,50,cascade,multiple,mean,0001567;0001073;0001035;0000066;0000013
loftr,40,11k_Hands::0001535::Hand_0001116,0001535,1,True,50,cascade,multiple,mean,0001535;0001090;0000066;0001035;0000573
orb-fingervein,40,11k_Hands::0001535::Hand_0001116,0001535,1,True,50,cascade,multiple,mean,0001535;0001035;0001033;0000004;0001073
sift-fingervein,40,11k_Hands::0001535::Hand_0001116,0001535,1,True,50,cascade,multiple,mean,0001535;0001035;0000013;0001090;0001009
superglue-fingervein,40,11k_Hands::0001535::Hand_0001116,0001535,1,True,50,cascade,multiple,mean,0001535;0001073;0000588;0000573;0001090
sgmnet-fingervein,40,11k_Hands::0001535::Hand_0001116,0001535,1,True,50,cascade,multiple,mean,0001535;0001035;0001033;0000573;0000588
aspanformer,40,11k_Hands::0001535::Hand_0001116,0001535,7,False,50,cascade,multiple,mean,0001567;0000088;0000013;0001009;0000588
deepdetect,40,11k_Hands::0001535::Hand_0001116,0001535,1,True,50,cascade,multiple,mean,0001535;0000013;0001035;0001033;0000066
loftr,44,11k_Hands::0000065::Hand_0000109,0000065,1,True,50,cascade,multiple,mean,0000065;0001074;0000588;0001567;0001592
orb-fingervein,44,11k_Hands::0000065::Hand_0000109,0000065,1,True,50,cascade,multiple,mean,0000065;0001074;0000004;0000013;0001009
sift-fingervein,44,11k_Hands::0000065::Hand_0000109,0000065,1,True,50,cascade,multiple,mean,0000065;0000574;0001567;0001555;0000004
superglue-fingervein,44,11k_Hands::0000065::Hand_0000109,0000065,1,True,50,cascade,multiple,mean,0000065;0001567;0000588;0001592;0001074
sgmnet-fingervein,44,11k_Hands::0000065::Hand_0000109,0000065,1,True,50,cascade,multiple,mean,0000065;0001567;0001074;0000004;0000574
aspanformer,44,11k_Hands::0000065::Hand_0000109,0000065,11,False,50,cascade,multiple,mean,0001567;0000088;0000013;0001009;0000588
deepdetect,44,11k_Hands::0000065::Hand_0000109,0000065,1,True,50,cascade,multiple,mean,0000065;0001567;0000574;0001555;0001535
loftr,48,11k_Hands::0001550::Hand_0010870,0001550,1,True,50,cascade,multiple,mean,0001550;0000524;0001593;0000546;0000574
orb-fingervein,48,11k_Hands::0001550::Hand_0010870,0001550,1,True,50,cascade,multiple,mean,0001550;0001587;0000524;0001593;0000088
sift-fingervein,48,11k_Hands::0001550::Hand_0010870,0001550,1,True,50,cascade,multiple,mean,0001550;0001085;0000524;0000546;0001518
superglue-fingervein,48,11k_Hands::0001550::Hand_0010870,0001550,4,False,50,cascade,multiple,mean,0001567;0000546;0000574;0001550;0001593
sgmnet-fingervein,48,11k_Hands::0001550::Hand_0010870,0001550,1,True,50,cascade,multiple,mean,0001550;0000588;0000004;0000574;0001592
aspanformer,48,11k_Hands::0001550::Hand_0010870,0001550,7,False,50,cascade,multiple,mean,0001567;0000088;0000588;0000574;0000084
deepdetect,48,11k_Hands::0001550::Hand_0010870,0001550,1,True,50,cascade,multiple,mean,0001550;7000000;0000088;0001587;0001592
loftr,52,11k_Hands::0001074::Hand_0001141,0001074,1,True,50,cascade,multiple,mean,0001074;0001567;0000588;0001051;0001009
orb-fingervein,52,11k_Hands::0001074::Hand_0001141,0001074,1,True,50,cascade,multiple,mean,0001074;0000574;0000546;0001034;0001051
sift-fingervein,52,11k_Hands::0001074::Hand_0001141,0001074,1,True,50,cascade,multiple,mean,0001074;0001051;0001034;0000084;0001011
superglue-fingervein,52,11k_Hands::0001074::Hand_0001141,0001074,1,True,50,cascade,multiple,mean,0001074;0001567;0000588;0001051;0001011
sgmnet-fingervein,52,11k_Hands::0001074::Hand_0001141,0001074,1,True,50,cascade,multiple,mean,0001074;0001567;0000588;0000546;0000506
aspanformer,52,11k_Hands::0001074::Hand_0001141,0001074,9,False,50,cascade,multiple,mean,0001567;0000088;0000013;0001009;0000588
deepdetect,52,11k_Hands::0001074::Hand_0001141,0001074,1,True,50,cascade,multiple,mean,0001074;0000013;0000088;0001009;0000546
loftr,56,11k_Hands::0000023::Hand_0010257,0000023,1,True,50,cascade,multiple,mean,0000023;0001567;0000588;0001593;1200000
orb-fingervein,56,11k_Hands::0000023::Hand_0010257,0000023,1,True,50,cascade,multiple,mean,0000023;0000574;0000088;1000000;0001074
sift-fingervein,56,11k_Hands::0000023::Hand_0010257,0000023,1,True,50,cascade,multiple,mean,0000023;0000574;1200000;7000000;0001074
superglue-fingervein,56,11k_Hands::0000023::Hand_0010257,0000023,1,True,50,cascade,multiple,mean,0000023;1200000;0001567;7000000;0000574
sgmnet-fingervein,56,11k_Hands::0000023::Hand_0010257,0000023,1,True,50,cascade,multiple,mean,0000023;0001567;0000588;0000574;0000013
aspanformer,56,11k_Hands::0000023::Hand_0010257,0000023,9,False,50,cascade,multiple,mean,0001567;0000088;0000013;0001009;0000588
deepdetect,56,11k_Hands::0000023::Hand_0010257,0000023,1,True,50,cascade,multiple,mean,0000023;0000588;7000000;0000013;0000506
loftr,60,11k_Hands::0000019::Hand_0000446,0000019,1,True,50,cascade,multiple,mean,0000019;0001567;0000588;0000574;0000065
orb-fingervein,60,11k_Hands::0000019::Hand_0000446,0000019,1,True,50,cascade,multiple,mean,0000019;0001034;0000084;0000013;0000065
sift-fingervein,60,11k_Hands::0000019::Hand_0000446,0000019,1,True,50,cascade,multiple,mean,0000019;0001034;0000501;0000546;0001567
superglue-fingervein,60,11k_Hands::0000019::Hand_0000446,0000019,1,True,50,cascade,multiple,mean,0000019;0001567;0000588;0000546;0001009
sgmnet-fingervein,60,11k_Hands::0000019::Hand_0000446,0000019,1,True,50,cascade,multiple,mean,0000019;0001567;0001034;0000588;0000574
aspanformer,60,11k_Hands::0000019::Hand_0000446,0000019,12,False,50,cascade,multiple,mean,0001567;0000088;0000013;0001009;0000588
deepdetect,60,11k_Hands::0000019::Hand_0000446,0000019,1,True,50,cascade,multiple,mean,0000019;0000084;0001567;0000013;0000088
loftr,64,11k_Hands::0000066::Hand_0010018,0000066,1,True,50,cascade,multiple,mean,0000066;0001090;0000573;0000588;0001567
orb-fingervein,64,11k_Hands::0000066::Hand_0010018,0000066,1,True,50,cascade,multiple,mean,0000066;0000573;0000588;0001567;0001090
sift-fingervein,64,11k_Hands::0000066::Hand_0010018,0000066,1,True,50,cascade,multiple,mean,0000066;0000573;0001567;0000065;0001051
superglue-fingervein,64,11k_Hands::0000066::Hand_0010018,0000066,1,True,50,cascade,multiple,mean,0000066;0000588;0000573;0001090;0001567
sgmnet-fingervein,64,11k_Hands::0000066::Hand_0010018,0000066,1,True,50,cascade,multiple,mean,0000066;0001567;0000573;0001033;0000588
aspanformer,64,11k_Hands::0000066::Hand_0010018,0000066,6,False,50,cascade,multiple,mean,0001567;0000588;0000574;0001592;0000065
deepdetect,64,11k_Hands::0000066::Hand_0010018,0000066,1,True,50,cascade,multiple,mean,0000066;0001555;0000067;0001567;0001090
loftr,68,11k_Hands::0000572::Hand_0000620,0000572,1,True,50,cascade,multiple,mean,0000572;0001592;0001567;0000063;0001033
orb-fingervein,68,11k_Hands::0000572::Hand_0000620,0000572,1,True,50,cascade,multiple,mean,0000572;0000063;0001592;0001593;0000004
sift-fingervein,68,11k_Hands::0000572::Hand_0000620,0000572,1,True,50,cascade,multiple,mean,0000572;0001567;0001033;0000063;0000004
superglue-fingervein,68,11k_Hands::0000572::Hand_0000620,0000572,1,True,50,cascade,multiple,mean,0000572;0001567;0001033;0000063;0001588
sgmnet-fingervein,68,11k_Hands::0000572::Hand_0000620,0000572,1,True,50,cascade,multiple,mean,0000572;0001567;0001050;0001033;0001074
aspanformer,68,11k_Hands::0000572::Hand_0000620,0000572,7,False,50,cascade,multiple,mean,0001567;0000088;0000013;0001009;0001592
deepdetect,68,11k_Hands::0000572::Hand_0000620,0000572,1,True,50,cascade,multiple,mean,0000572;0000088;0000063;0001050;0001033
loftr,72,11k_Hands::0000581::Hand_0008633,0000581,1,True,50,cascade,multiple,mean,0000581;0000588;0001033;0001090;0000066
orb-fingervein,72,11k_Hands::0000581::Hand_0008633,0000581,1,True,50,cascade,multiple,mean,0000581;0001588;0000588;0001090;0001085
sift-fingervein,72,11k_Hands::0000581::Hand_0008633,0000581,1,True,50,cascade,multiple,mean,0000581;0001588;0000588;0001033;0001003
superglue-fingervein,72,11k_Hands::0000581::Hand_0008633,0000581,2,False,50,cascade,multiple,mean,0000588;0000581;0001033;0001090;0001588
sgmnet-fingervein,72,11k_Hands::0000581::Hand_0008633,0000581,1,True,50,cascade,multiple,mean,0000581;0001090;0000588;0001588;0001003
aspanformer,72,11k_Hands::0000581::Hand_0008633,0000581,5,False,50,cascade,multiple,mean,0000588;0000506;0000084;0000066;0000581
deepdetect,72,11k_Hands::0000581::Hand_0008633,0000581,1,True,50,cascade,multiple,mean,0000581;0000588;0001588;0001033;0001085
loftr,76,11k_Hands::0001518::Hand_0001787,0001518,1,True,50,cascade,multiple,mean,0001518;0000573;0000588;0001567;0000546
orb-fingervein,76,11k_Hands::0001518::Hand_0001787,0001518,1,True,50,cascade,multiple,mean,0001518;0000573;0001532;0000588;0001567
sift-fingervein,76,11k_Hands::0001518::Hand_0001787,0001518,1,True,50,cascade,multiple,mean,0001518;0000588;0000573;0000546;0001532
superglue-fingervein,76,11k_Hands::0001518::Hand_0001787,0001518,2,False,50,cascade,multiple,mean,0001567;0001518;0001051;0000573;0000588
sgmnet-fingervein,76,11k_Hands::0001518::Hand_0001787,0001518,1,True,50,cascade,multiple,mean,0001518;0001567;0001532;0000573;0000588
aspanformer,76,11k_Hands::0001518::Hand_0001787,0001518,5,False,50,cascade,multiple,mean,0001567;0000588;0000065;0000019;0001518
deepdetect,76,11k_Hands::0001518::Hand_0001787,0001518,1,True,50,cascade,multiple,mean,0001518;0000588;0000067;0001588;0001567
loftr,80,11k_Hands::0001555::Hand_0002045,0001555,1,True,50,cascade,multiple,mean,0001555;0000013;0001074;0001593;0001033
orb-fingervein,80,11k_Hands::0001555::Hand_0002045,0001555,1,True,50,cascade,multiple,mean,0001555;0000581;0000588;0001567;0001033
sift-fingervein,80,11k_Hands::0001555::Hand_0002045,0001555,1,True,50,cascade,multiple,mean,0001555;0000588;0001050;0000574;0001034
superglue-fingervein,80,11k_Hands::0001555::Hand_0002045,0001555,1,True,50,cascade,multiple,mean,0001555;0001567;0000588;0000574;0000581
sgmnet-fingervein,80,11k_Hands::0001555::Hand_0002045,0001555,1,True,50,cascade,multiple,mean,0001555;0001567;0000588;0001033;0000581
aspanformer,80,11k_Hands::0001555::Hand_0002045,0001555,9,False,50,cascade,multiple,mean,0001567;0000088;0000013;0001009;0000588
deepdetect,80,11k_Hands::0001555::Hand_0002045,0001555,1,True,50,cascade,multiple,mean,0001555;0000581;0001074;0001033;0001588
loftr,84,11k_Hands::7000000::Hand_0009693,7000000,1,True,50,cascade,multiple,mean,7000000;0000524;1200000;0000546;0001009
orb-fingervein,84,11k_Hands::7000000::Hand_0009693,7000000,1,True,50,cascade,multiple,mean,7000000;0000524;1200000;0000084;0000546
sift-fingervein,84,11k_Hands::7000000::Hand_0009693,7000000,1,True,50,cascade,multiple,mean,7000000;1200000;0000524;0001518;0000546
superglue-fingervein,84,11k_Hands::7000000::Hand_0009693,7000000,1,True,50,cascade,multiple,mean,7000000;0001009;1200000;0000546;0000574
sgmnet-fingervein,84,11k_Hands::7000000::Hand_0009693,7000000,1,True,50,cascade,multiple,mean,7000000;0001567;0001550;0000546;0000588
aspanformer,84,11k_Hands::7000000::Hand_0009693,7000000,12,False,50,cascade,multiple,mean,0001567;0000088;0000013;0001009;0000588
deepdetect,84,11k_Hands::7000000::Hand_0009693,7000000,1,True,50,cascade,multiple,mean,7000000;0000574;0001518;1200000;0000588
loftr,88,11k_Hands::0001540::Hand_0002642,0001540,1,True,50,cascade,multiple,mean,0001540;0000588;0000573;0001003;0001567
orb-fingervein,88,11k_Hands::0001540::Hand_0002642,0001540,1,True,50,cascade,multiple,mean,0001540;0001567;0000573;0000588;0001555
sift-fingervein,88,11k_Hands::0001540::Hand_0002642,0001540,2,False,50,cascade,multiple,mean,0000573;0001540;0001567;0001003;0000588
superglue-fingervein,88,11k_Hands::0001540::Hand_0002642,0001540,7,False,50,cascade,multiple,mean,0000588;0001567;0001073;0000573;0001003
sgmnet-fingervein,88,11k_Hands::0001540::Hand_0002642,0001540,1,True,50,cascade,multiple,mean,0001540;0001003;0001073;0001555;0000524
aspanformer,88,11k_Hands::0001540::Hand_0002642,0001540,7,False,50,cascade,multiple,mean,0001567;0000088;0000013;0001009;0000588
deepdetect,88,11k_Hands::0001540::Hand_0002642,0001540,1,True,50,cascade,multiple,mean,0001540;0000588;0001567;0000573;0001073
loftr,92,11k_Hands::0000546::Hand_0003272,0000546,1,True,50,cascade,multiple,mean,0000546;0001567;0001532;0000573;0000063
orb-fingervein,92,11k_Hands::0000546::Hand_0003272,0000546,1,True,50,cascade,multiple,mean,0000546;0000573;0001532;0001567;0001090
sift-fingervein,92,11k_Hands::0000546::Hand_0003272,0000546,1,True,50,cascade,multiple,mean,0000546;0000573;0001532;0000518;0001540
superglue-fingervein,92,11k_Hands::0000546::Hand_0003272,0000546,1,True,50,cascade,multiple,mean,0000546;0001567;0000573;0001532;0001090
sgmnet-fingervein,92,11k_Hands::0000546::Hand_0003272,0000546,1,True,50,cascade,multiple,mean,0000546;0000063;0001567;0000573;0001532
aspanformer,92,11k_Hands::0000546::Hand_0003272,0000546,5,False,50,cascade,multiple,mean,0001567;0000088;7000000;0001540;0000546
deepdetect,92,11k_Hands::0000546::Hand_0003272,0000546,1,True,50,cascade,multiple,mean,0000546;0000088;0001532;0001039;0000573
loftr,96,11k_Hands::1000000::Hand_0009315,1000000,1,True,50,cascade,multiple,mean,1000000;0000588;0001567;0001009;0001592
orb-fingervein,96,11k_Hands::1000000::Hand_0009315,1000000,1,True,50,cascade,multiple,mean,1000000;0001011;0001009;7000000;0000588
sift-fingervein,96,11k_Hands::1000000::Hand_0009315,1000000,1,True,50,cascade,multiple,mean,1000000;0001009;0000013;0000063;0000065
superglue-fingervein,96,11k_Hands::1000000::Hand_0009315,1000000,1,True,50,cascade,multiple,mean,1000000;0001592;0000065;0000063;0001073
sgmnet-fingervein,96,11k_Hands::1000000::Hand_0009315,1000000,1,True,50,cascade,multiple,mean,1000000;0001567;0000588;0000501;0000065
aspanformer,96,11k_Hands::1000000::Hand_0009315,1000000,11,False,50,cascade,multiple,mean,0001567;0000088;0000013;0001009;0000588
deepdetect,96,11k_Hands::1000000::Hand_0009315,1000000,1,True,50,cascade,multiple,mean,1000000;0001567;0001011;0000588;0000065
loftr,100,11k_Hands::0001073::Hand_0000427,0001073,2,False,50,cascade,multiple,mean,0000572;0001073;0001559;0001549;0001540
orb-fingervein,100,11k_Hands::0001073::Hand_0000427,0001073,1,True,50,cascade,multiple,mean,0001073;0001559;0001593;0001033;0001074
sift-fingervein,100,11k_Hands::0001073::Hand_0000427,0001073,1,True,50,cascade,multiple,mean,0001073;0001593;0001074;0000572;0000588
superglue-fingervein,100,11k_Hands::0001073::Hand_0000427,0001073,3,False,50,cascade,multiple,mean,0000572;0001559;0001073;0001540;0001593
sgmnet-fingervein,100,11k_Hands::0001073::Hand_0000427,0001073,1,True,50,cascade,multiple,mean,0001073;0001033;0001559;0000572;0001593
aspanformer,100,11k_Hands::0001073::Hand_0000427,0001073,10,False,50,cascade,multiple,mean,0000588;0000506;0001592;0001074;0000572
deepdetect,100,11k_Hands::0001073::Hand_0000427,0001073,1,True,50,cascade,multiple,mean,0001073;0001593;0001592;7000000;0001555
loftr,104,11k_Hands::0000573::Hand_0008009,0000573,1,True,50,cascade,multiple,mean,0000573;0000588;0001073;0001090;0000066
orb-fingervein,104,11k_Hands::0000573::Hand_0008009,0000573,1,True,50,cascade,multiple,mean,0000573;0000588;0001051;0001090;0001073
sift-fingervein,104,11k_Hands::0000573::Hand_0008009,0000573,1,True,50,cascade,multiple,mean,0000573;0000588;0001051;0001090;0000518
superglue-fingervein,104,11k_Hands::0000573::Hand_0008009,0000573,3,False,50,cascade,multiple,mean,0001073;0001090;0000573;0000588;0000066
sgmnet-fingervein,104,11k_Hands::0000573::Hand_0008009,0000573,1,True,50,cascade,multiple,mean,0000573;0001073;0001033;0000588;0000518
aspanformer,104,11k_Hands::0000573::Hand_0008009,0000573,5,False,50,cascade,multiple,mean,0000588;0000066;0001555;0001073;0000573
deepdetect,104,11k_Hands::0000573::Hand_0008009,0000573,1,True,50,cascade,multiple,mean,0000573;0001090;0001039;0001033;0000524
loftr,108,11k_Hands::0001085::Hand_0010674,0001085,1,True,50,cascade,multiple,mean,0001085;0001567;0001011;0000588;0001532
orb-fingervein,108,11k_Hands::0001085::Hand_0010674,0001085,1,True,50,cascade,multiple,mean,0001085;7000000;0001011;0001518;0001090
sift-fingervein,108,11k_Hands::0001085::Hand_0010674,0001085,1,True,50,cascade,multiple,mean,0001085;0001567;0000588;7000000;0001532
superglue-fingervein,108,11k_Hands::0001085::Hand_0010674,0001085,1,True,50,cascade,multiple,mean,0001085;0001567;0000588;0001090;7000000
sgmnet-fingervein,108,11k_Hands::0001085::Hand_0010674,0001085,1,True,50,cascade,multiple,mean,0001085;0001567;0000588;0001532;0001090
aspanformer,108,11k_Hands::0001085::Hand_0010674,0001085,7,False,50,cascade,multiple,mean,0001567;0000588;0001074;0001518;0001555
deepdetect,108,11k_Hands::0001085::Hand_0010674,0001085,2,False,50,cascade,multiple,mean,0000063;0001085;0001587;0001090;0001518
loftr,112,11k_Hands::0001549::Hand_0003055,0001549,1,True,50,cascade,multiple,mean,0001549;0000023;0000574;0001593;0000524
orb-fingervein,112,11k_Hands::0001549::Hand_0003055,0001549,1,True,50,cascade,multiple,mean,0001549;0000501;0000524;0001588;0001593
sift-fingervein,112,11k_Hands::0001549::Hand_0003055,0001549,1,True,50,cascade,multiple,mean,0001549;0001588;0000524;0000501;0001074
superglue-fingervein,112,11k_Hands::0001549::Hand_0003055,0001549,1,True,50,cascade,multiple,mean,0001549;0000501;1200000;0000023;0000574
sgmnet-fingervein,112,11k_Hands::0001549::Hand_0003055,0001549,1,True,50,cascade,multiple,mean,0001549;0000573;0001074;0000524;0001593
aspanformer,112,11k_Hands::0001549::Hand_0003055,0001549,8,False,50,cascade,multiple,mean,0000574;0001550;0001074;0000023;0001518
deepdetect,112,11k_Hands::0001549::Hand_0003055,0001549,1,True,50,cascade,multiple,mean,0001549;0000501;0001588;1200000;0000524
loftr,116,11k_Hands::0001011::Hand_0011096,0001011,1,True,50,cascade,multiple,mean,0001011;0001567;0001051;0000063;0000066
orb-fingervein,116,11k_Hands::0001011::Hand_0011096,0001011,1,True,50,cascade,multiple,mean,0001011;0001085;0001567;0000066;0001051
sift-fingervein,116,11k_Hands::0001011::Hand_0011096,0001011,1,True,50,cascade,multiple,mean,0001011;0001567;0001550;0001518;0000524
