matcher,probe_record_id,probe_sample_id,probe_identity,rank_of_true_identity,rank_1_hit,gallery_size,ranking_strategy,samples_per_gallery,aggregation_method,top_5_identities
superglue-fingervein,18,THU-FVFDT::18::1::train,18,15,False,50,cascade,single,max,227;193;416;594;67
sgmnet-fingervein,18,THU-FVFDT::18::1::train,18,22,False,50,cascade,single,max,448;94;409;126;342
aspanformer,18,THU-FVFDT::18::1::train,18,17,False,50,cascade,single,max,94;342;93;522;301
deepdetect,18,THU-FVFDT::18::1::train,18,20,False,50,cascade,single,max,126;193;301;67;93
loftr,20,THU-FVFDT::94::1::test,94,1,True,50,cascade,single,max,94;140;171;30;304
orb-fingervein,20,THU-FVFDT::94::1::test,94,1,True,50,cascade,single,max,94;601;18;126;213
sift-fingervein,20,THU-FVFDT::94::1::test,94,3,False,50,cascade,single,max,282;140;94;227;104
superglue-fingervein,20,THU-FVFDT::94::1::test,94,2,False,50,cascade,single,max,213;94;18;601;30
sgmnet-fingervein,20,THU-FVFDT::94::1::test,94,2,False,50,cascade,single,max,30;94;304;104;313
aspanformer,20,THU-FVFDT::94::1::test,94,3,False,50,cascade,single,max,126;104;94;18;227
deepdetect,20,THU-FVFDT::94::1::test,94,19,False,50,cascade,single,max,18;282;313;30;213
loftr,22,THU-FVFDT::489::1::train,489,20,False,50,cascade,single,max,94;126;324;82;409
orb-fingervein,22,THU-FVFDT::489::1::train,489,16,False,50,cascade,single,max,324;298;246;486;201
sift-fingervein,22,THU-FVFDT::489::1::train,489,18,False,50,cascade,single,max,409;324;486;128;139
superglue-fingervein,22,THU-FVFDT::489::1::train,489,15,False,50,cascade,single,max,298;82;128;171;227
sgmnet-fingervein,22,THU-FVFDT::489::1::train,489,20,False,50,cascade,single,max,201;126;246;352;94
aspanformer,22,THU-FVFDT::489::1::train,489,19,False,50,cascade,single,max,298;171;246;352;139
deepdetect,22,THU-FVFDT::489::1::train,489,19,False,50,cascade,single,max,94;126;128;82;298
loftr,24,THU-FVFDT::128::1::train,128,1,True,50,cascade,single,max,128;18;412;67;185
orb-fingervein,24,THU-FVFDT::128::1::train,128,1,True,50,cascade,single,max,128;522;67;352;18
sift-fingervein,24,THU-FVFDT::128::1::train,128,6,False,50,cascade,single,max,601;565;512;412;352
superglue-fingervein,24,THU-FVFDT::128::1::train,128,4,False,50,cascade,single,max,412;522;18;128;67
sgmnet-fingervein,24,THU-FVFDT::128::1::train,128,1,True,50,cascade,single,max,128;352;565;18;43
aspanformer,24,THU-FVFDT::128::1::train,128,1,True,50,cascade,single,max,128;352;18;163;416
deepdetect,24,THU-FVFDT::128::1::train,128,5,False,50,cascade,single,max,313;601;412;522;128
loftr,26,THU-FVFDT::126::1::test,126,1,True,50,cascade,single,max,126;448;432;139;121
orb-fingervein,26,THU-FVFDT::126::1::test,126,1,True,50,cascade,single,max,126;512;246;139;342
sift-fingervein,26,THU-FVFDT::126::1::test,126,5,False,50,cascade,single,max,512;121;432;246;126
superglue-fingervein,26,THU-FVFDT::126::1::test,126,1,True,50,cascade,single,max,126;512;342;201;121
sgmnet-fingervein,26,THU-FVFDT::126::1::test,126,1,True,50,cascade,single,max,126;432;139;342;163
aspanformer,26,THU-FVFDT::126::1::test,126,1,True,50,cascade,single,max,126;432;139;512;342
deepdetect,26,THU-FVFDT::126::1::test,126,6,False,50,cascade,single,max,121;301;601;512;140
loftr,28,THU-FVFDT::185::1::train,185,1,True,50,cascade,single,max,185;313;448;171;67
orb-fingervein,28,THU-FVFDT::185::1::train,185,2,False,50,cascade,single,max,121;185;512;416;486
sift-fingervein,28,THU-FVFDT::185::1::train,185,7,False,50,cascade,single,max,201;171;67;486;412
superglue-fingervein,28,THU-FVFDT::185::1::train,185,8,False,50,cascade,single,max,242;352;171;313;121
sgmnet-fingervein,28,THU-FVFDT::185::1::train,185,1,True,50,cascade,single,max,185;201;121;448;82
aspanformer,28,THU-FVFDT::185::1::train,185,1,True,50,cascade,single,max,185;448;486;489;416
deepdetect,28,THU-FVFDT::185::1::train,185,2,False,50,cascade,single,max,486;185;67;121;201
loftr,30,THU-FVFDT::30::1::test,30,25,False,50,cascade,single,max,104;213;184;432;416
orb-fingervein,30,THU-FVFDT::30::1::test,30,19,False,50,cascade,single,max,601;246;489;201;416
sift-fingervein,30,THU-FVFDT::30::1::test,30,22,False,50,cascade,single,max,601;201;352;126;139
superglue-fingervein,30,THU-FVFDT::30::1::test,30,23,False,50,cascade,single,max,352;601;432;201;246
sgmnet-fingervein,30,THU-FVFDT::30::1::test,30,25,False,50,cascade,single,max,201;432;352;522;104
aspanformer,30,THU-FVFDT::30::1::test,30,19,False,50,cascade,single,max,522;139;601;184;213
deepdetect,30,THU-FVFDT::30::1::test,30,24,False,50,cascade,single,max,246;201;352;213;139
loftr,32,THU-FVFDT::313::1::test,313,25,False,50,cascade,single,max,185;18;432;594;189
orb-fingervein,32,THU-FVFDT::313::1::test,313,20,False,50,cascade,single,max,37;601;489;189;126
sift-fingervein,32,THU-FVFDT::313::1::test,313,24,False,50,cascade,single,max,43;185;432;189;123
superglue-fingervein,32,THU-FVFDT::313::1::test,313,18,False,50,cascade,single,max,67;486;201;121;352
sgmnet-fingervein,32,THU-FVFDT::313::1::test,313,25,False,50,cascade,single,max,432;189;126;489;67
aspanformer,32,THU-FVFDT::313::1::test,313,22,False,50,cascade,single,max,601;489;189;594;301
deepdetect,32,THU-FVFDT::313::1::test,313,23,False,50,cascade,single,max,432;18;486;304;301
loftr,34,THU-FVFDT::565::1::test,565,28,False,50,cascade,single,max,18;189;163;489;412
orb-fingervein,34,THU-FVFDT::565::1::test,565,24,False,50,cascade,single,max,123;489;227;18;94
sift-fingervein,34,THU-FVFDT::565::1::test,565,26,False,50,cascade,single,max,432;486;355;94;489
superglue-fingervein,34,THU-FVFDT::565::1::test,565,19,False,50,cascade,single,max,489;140;227;486;201
sgmnet-fingervein,34,THU-FVFDT::565::1::test,565,27,False,50,cascade,single,max,94;594;189;355;140
aspanformer,34,THU-FVFDT::565::1::test,565,27,False,50,cascade,single,max,355;94;189;594;412
deepdetect,34,THU-FVFDT::565::1::test,565,23,False,50,cascade,single,max,355;416;594;94;123
loftr,36,THU-FVFDT::123::1::test,123,26,False,50,cascade,single,max,432;140;121;185;416
orb-fingervein,36,THU-FVFDT::123::1::test,123,24,False,50,cascade,single,max,298;246;304;140;121
sift-fingervein,36,THU-FVFDT::123::1::test,123,23,False,50,cascade,single,max,565;140;489;342;126
superglue-fingervein,36,THU-FVFDT::123::1::test,123,23,False,50,cascade,single,max,313;185;304;298;246
sgmnet-fingervein,36,THU-FVFDT::123::1::test,123,26,False,50,cascade,single,max,126;185;163;565;140
aspanformer,36,THU-FVFDT::123::1::test,123,25,False,50,cascade,single,max,121;489;140;298;416
deepdetect,36,THU-FVFDT::123::1::test,123,25,False,50,cascade,single,max,163;313;121;565;246
loftr,38,THU-FVFDT::67::1::train,67,1,True,50,cascade,single,max,67;594;121;94;313
orb-fingervein,38,THU-FVFDT::67::1::train,67,1,True,50,cascade,single,max,67;30;37;184;123
sift-fingervein,38,THU-FVFDT::67::1::train,67,10,False,50,cascade,single,max,121;128;126;123;594
superglue-fingervein,38,THU-FVFDT::67::1::train,67,4,False,50,cascade,single,max,126;121;594;67;184
sgmnet-fingervein,38,THU-FVFDT::67::1::train,67,1,True,50,cascade,single,max,67;594;82;126;128
aspanformer,38,THU-FVFDT::67::1::train,67,2,False,50,cascade,single,max,30;67;94;163;313
deepdetect,38,THU-FVFDT::67::1::train,67,1,True,50,cascade,single,max,67;123;126;94;128
loftr,40,THU-FVFDT::282::1::train,282,1,True,50,cascade,single,max,282;189;213;355;185
orb-fingervein,40,THU-FVFDT::282::1::train,282,26,False,50,cascade,single,max,139;171;242;355;93
sift-fingervein,40,THU-FVFDT::282::1::train,282,10,False,50,cascade,single,max,189;185;355;298;139
superglue-fingervein,40,THU-FVFDT::282::1::train,282,5,False,50,cascade,single,max,93;213;171;352;282
sgmnet-fingervein,40,THU-FVFDT::282::1::train,282,8,False,50,cascade,single,max,139;489;298;189;93
aspanformer,40,THU-FVFDT::282::1::train,282,1,True,50,cascade,single,max,282;139;489;171;185
deepdetect,40,THU-FVFDT::282::1::train,282,4,False,50,cascade,single,max,489;189;171;282;242
loftr,42,THU-FVFDT::486::1::train,486,27,False,50,cascade,single,max,193;18;313;594;121
orb-fingervein,42,THU-FVFDT::486::1::train,486,23,False,50,cascade,single,max,352;227;594;184;121
sift-fingervein,42,THU-FVFDT::486::1::train,486,24,False,50,cascade,single,max,227;601;594;121;242
superglue-fingervein,42,THU-FVFDT::486::1::train,486,23,False,50,cascade,single,max,18;594;342;352;201
sgmnet-fingervein,42,THU-FVFDT::486::1::train,486,27,False,50,cascade,single,max,18;94;227;352;512
aspanformer,42,THU-FVFDT::486::1::train,486,25,False,50,cascade,single,max,18;512;184;193;489
deepdetect,42,THU-FVFDT::486::1::train,486,27,False,50,cascade,single,max,184;313;227;193;512
loftr,44,THU-FVFDT::301::1::test,301,33,False,50,cascade,single,max,201;213;128;189;93
orb-fingervein,44,THU-FVFDT::301::1::test,301,26,False,50,cascade,single,max,298;342;93;565;45
sift-fingervein,44,THU-FVFDT::301::1::test,301,28,False,50,cascade,single,max,594;184;213;128;342
superglue-fingervein,44,THU-FVFDT::301::1::test,301,27,False,50,cascade,single,max,276;448;298;416;342
sgmnet-fingervein,44,THU-FVFDT::301::1::test,301,33,False,50,cascade,single,max,128;201;594;45;189
aspanformer,44,THU-FVFDT::301::1::test,301,33,False,50,cascade,single,max,416;298;276;189;184
deepdetect,44,THU-FVFDT::301::1::test,301,29,False,50,cascade,single,max,45;448;565;123;93
loftr,46,THU-FVFDT::512::1::train,512,30,False,50,cascade,single,max,193;416;355;94;201
orb-fingervein,46,THU-FVFDT::512::1::train,512,27,False,50,cascade,single,max,342;94;67;184;324
sift-fingervein,46,THU-FVFDT::512::1::train,512,28,False,50,cascade,single,max,324;432;489;43;18
superglue-fingervein,46,THU-FVFDT::512::1::train,512,26,False,50,cascade,single,max,489;242;193;227;342
sgmnet-fingervein,46,THU-FVFDT::512::1::train,512,30,False,50,cascade,single,max,201;193;432;355;342
aspanformer,46,THU-FVFDT::512::1::train,512,30,False,50,cascade,single,max,94;489;67;432;355
deepdetect,46,THU-FVFDT::512::1::train,512,30,False,50,cascade,single,max,416;184;201;355;242
loftr,48,THU-FVFDT::93::1::test,93,32,False,50,cascade,single,max,189;163;412;67;171
orb-fingervein,48,THU-FVFDT::93::1::test,93,31,False,50,cascade,single,max,67;163;355;171;409
sift-fingervein,48,THU-FVFDT::93::1::test,93,33,False,50,cascade,single,max,67;352;82;412;163
superglue-fingervein,48,THU-FVFDT::93::1::test,93,33,False,50,cascade,single,max,409;213;594;276;412
sgmnet-fingervein,48,THU-FVFDT::93::1::test,93,35,False,50,cascade,single,max,409;412;352;171;522
aspanformer,48,THU-FVFDT::93::1::test,93,34,False,50,cascade,single,max,67;189;276;163;104
deepdetect,48,THU-FVFDT::93::1::test,93,34,False,50,cascade,single,max,104;82;355;163;67
loftr,50,THU-FVFDT::355::1::test,355,29,False,50,cascade,single,max,93;189;37;43;67
orb-fingervein,50,THU-FVFDT::355::1::test,355,27,False,50,cascade,single,max,193;30;227;37;43
sift-fingervein,50,THU-FVFDT::355::1::test,355,28,False,50,cascade,single,max,352;67;227;189;43
superglue-fingervein,50,THU-FVFDT::355::1::test,355,28,False,50,cascade,single,max,486;171;193;227;37
sgmnet-fingervein,50,THU-FVFDT::355::1::test,355,29,False,50,cascade,single,max,193;37;171;126;352
aspanformer,50,THU-FVFDT::355::1::test,355,27,False,50,cascade,single,max,67;276;30;93;43
deepdetect,50,THU-FVFDT::355::1::test,355,30,False,50,cascade,single,max,171;512;352;227;37
loftr,52,THU-FVFDT::104::1::test,104,2,False,50,cascade,single,max,193;104;201;184;43
orb-fingervein,52,THU-FVFDT::104::1::test,104,1,True,50,cascade,single,max,104;121;412;227;193
sift-fingervein,52,THU-FVFDT::104::1::test,104,4,False,50,cascade,single,max,227;412;171;104;185
superglue-fingervein,52,THU-FVFDT::104::1::test,104,2,False,50,cascade,single,max,185;104;171;121;201
sgmnet-fingervein,52,THU-FVFDT::104::1::test,104,1,True,50,cascade,single,max,104;185;324;171;193
aspanformer,52,THU-FVFDT::104::1::test,104,1,True,50,cascade,single,max,104;227;352;298;185
deepdetect,52,THU-FVFDT::104::1::test,104,1,True,50,cascade,single,max,104;324;18;184;298
loftr,54,THU-FVFDT::246::1::train,246,37,False,50,cascade,single,max,324;139;189;82;522
orb-fingervein,54,THU-FVFDT::246::1::train,246,31,False,50,cascade,single,max,489;282;82;139;189
sift-fingervein,54,THU-FVFDT::246::1::train,246,32,False,50,cascade,single,max,522;82;140;324;126
superglue-fingervein,54,THU-FVFDT::246::1::train,246,31,False,50,cascade,single,max,126;486;342;189;140
sgmnet-fingervein,54,THU-FVFDT::246::1::train,246,37,False,50,cascade,single,max,324;139;189;448;522
aspanformer,54,THU-FVFDT::246::1::train,246,36,False,50,cascade,single,max,486;140;448;37;489
deepdetect,54,THU-FVFDT::246::1::train,246,34,False,50,cascade,single,max,412;140;126;342;139
loftr,56,THU-FVFDT::412::1::train,412,37,False,50,cascade,single,max,355;18;213;448;37
orb-fingervein,56,THU-FVFDT::412::1::train,412,34,False,50,cascade,single,max,37;213;342;140;448
sift-fingervein,56,THU-FVFDT::412::1::train,412,35,False,50,cascade,single,max,201;512;37;448;276
superglue-fingervein,56,THU-FVFDT::412::1::train,412,31,False,50,cascade,single,max,140;342;201;18;298
sgmnet-fingervein,56,THU-FVFDT::412::1::train,412,37,False,50,cascade,single,max,409;201;37;213;355
aspanformer,56,THU-FVFDT::412::1::train,412,31,False,50,cascade,single,max,276;298;37;201;121
deepdetect,56,THU-FVFDT::412::1::train,412,36,False,50,cascade,single,max,104;246;201;18;298
loftr,58,THU-FVFDT::242::1::train,242,1,True,50,cascade,single,max,242;189;324;201;45
orb-fingervein,58,THU-FVFDT::242::1::train,242,10,False,50,cascade,single,max,304;352;355;171;189
sift-fingervein,58,THU-FVFDT::242::1::train,242,5,False,50,cascade,single,max,227;45;189;486;242
superglue-fingervein,58,THU-FVFDT::242::1::train,242,6,False,50,cascade,single,max,324;304;301;45;201
sgmnet-fingervein,58,THU-FVFDT::242::1::train,242,8,False,50,cascade,single,max,121;171;201;67;324
aspanformer,58,THU-FVFDT::242::1::train,242,4,False,50,cascade,single,max,355;227;352;242;486
deepdetect,58,THU-FVFDT::242::1::train,242,1,True,50,cascade,single,max,242;45;486;352;171
loftr,60,THU-FVFDT::298::1::test,298,2,False,50,cascade,single,max,163;298;213;104;522
orb-fingervein,60,THU-FVFDT::298::1::test,298,32,False,50,cascade,single,max,246;227;522;45;201
sift-fingervein,60,THU-FVFDT::298::1::test,298,13,False,50,cascade,single,max,512;163;45;282;123
superglue-fingervein,60,THU-FVFDT::298::1::test,298,5,False,50,cascade,single,max,448;45;608;163;298
sgmnet-fingervein,60,THU-FVFDT::298::1::test,298,3,False,50,cascade,single,max,123;45;298;512;608
aspanformer,60,THU-FVFDT::298::1::test,298,4,False,50,cascade,single,max,608;416;227;298;213
deepdetect,60,THU-FVFDT::298::1::test,298,2,False,50,cascade,single,max,282;298;45;213;104
loftr,62,THU-FVFDT::409::1::test,409,37,False,50,cascade,single,max,171;189;324;185;67
orb-fingervein,62,THU-FVFDT::409::1::test,409,34,False,50,cascade,single,max,601;45;37;301;189
sift-fingervein,62,THU-FVFDT::409::1::test,409,37,False,50,cascade,single,max,301;324;126;185;522
superglue-fingervein,62,THU-FVFDT::409::1::test,409,33,False,50,cascade,single,max,246;171;189;324;301
sgmnet-fingervein,62,THU-FVFDT::409::1::test,409,37,False,50,cascade,single,max,185;324;246;93;301
aspanformer,62,THU-FVFDT::409::1::test,409,34,False,50,cascade,single,max,301;37;185;126;324
deepdetect,62,THU-FVFDT::409::1::test,409,36,False,50,cascade,single,max,67;45;324;432;601
loftr,64,THU-FVFDT::184::1::train,184,36,False,50,cascade,single,max,416;298;163;242;123
orb-fingervein,64,THU-FVFDT::184::1::train,184,35,False,50,cascade,single,max,355;276;123;512;601
sift-fingervein,64,THU-FVFDT::184::1::train,184,36,False,50,cascade,single,max,227;193;512;355;416
superglue-fingervein,64,THU-FVFDT::184::1::train,184,33,False,50,cascade,single,max,193;123;93;163;201
sgmnet-fingervein,64,THU-FVFDT::184::1::train,184,36,False,50,cascade,single,max,355;512;298;193;416
aspanformer,64,THU-FVFDT::184::1::train,184,35,False,50,cascade,single,max,298;227;93;193;242
deepdetect,64,THU-FVFDT::184::1::train,184,35,False,50,cascade,single,max,242;276;93;601;298
loftr,66,THU-FVFDT::45::1::test,45,36,False,50,cascade,single,max,18;104;409;121;448
orb-fingervein,66,THU-FVFDT::45::1::test,45,35,False,50,cascade,single,max,104;246;242;184;448
sift-fingervein,66,THU-FVFDT::45::1::test,45,36,False,50,cascade,single,max,352;93;184;18;171
superglue-fingervein,66,THU-FVFDT::45::1::test,45,34,False,50,cascade,single,max,171;18;409;201;121
sgmnet-fingervein,66,THU-FVFDT::45::1::test,45,36,False,50,cascade,single,max,409;171;448;352;304
aspanformer,66,THU-FVFDT::45::1::test,45,35,False,50,cascade,single,max,242;409;121;104;140
deepdetect,66,THU-FVFDT::45::1::test,45,36,False,50,cascade,single,max,18;448;304;282;409
loftr,68,THU-FVFDT::189::1::train,189,1,True,50,cascade,single,max,189;213;139;45;128
orb-fingervein,68,THU-FVFDT::189::1::train,189,8,False,50,cascade,single,max,565;313;128;193;352
sift-fingervein,68,THU-FVFDT::189::1::train,189,11,False,50,cascade,single,max,313;565;512;352;342
superglue-fingervein,68,THU-FVFDT::189::1::train,189,3,False,50,cascade,single,max,128;512;189;18;45
sgmnet-fingervein,68,THU-FVFDT::189::1::train,189,5,False,50,cascade,single,max,352;342;355;298;189
aspanformer,68,THU-FVFDT::189::1::train,189,3,False,50,cascade,single,max,193;140;189;313;342
deepdetect,68,THU-FVFDT::189::1::train,189,12,False,50,cascade,single,max,313;193;213;565;298
loftr,70,THU-FVFDT::43::1::train,43,40,False,50,cascade,single,max,37;140;189;432;324
orb-fingervein,70,THU-FVFDT::43::1::train,43,36,False,50,cascade,single,max,128;486;140;201;121
sift-fingervein,70,THU-FVFDT::43::1::train,43,38,False,50,cascade,single,max,324;227;128;30;37
superglue-fingervein,70,THU-FVFDT::43::1::train,43,40,False,50,cascade,single,max,486;128;189;412;432
sgmnet-fingervein,70,THU-FVFDT::43::1::train,43,40,False,50,cascade,single,max,409;189;486;432;324
aspanformer,70,THU-FVFDT::43::1::train,43,40,False,50,cascade,single,max,432;30;227;409;140
deepdetect,70,THU-FVFDT::43::1::train,43,37,False,50,cascade,single,max,30;37;163;486;128
loftr,72,THU-FVFDT::416::1::train,416,41,False,50,cascade,single,max,193;213;412;201;282
orb-fingervein,72,THU-FVFDT::416::1::train,416,39,False,50,cascade,single,max,184;282;37;355;246
sift-fingervein,72,THU-FVFDT::416::1::train,416,39,False,50,cascade,single,max,37;601;355;342;184
superglue-fingervein,72,THU-FVFDT::416::1::train,416,37,False,50,cascade,single,max,601;448;486;193;355
sgmnet-fingervein,72,THU-FVFDT::416::1::train,416,41,False,50,cascade,single,max,201;448;246;355;594
aspanformer,72,THU-FVFDT::416::1::train,416,39,False,50,cascade,single,max,193;37;448;184;342
deepdetect,72,THU-FVFDT::416::1::train,416,41,False,50,cascade,single,max,601;448;193;594;213
loftr,74,THU-FVFDT::342::1::test,342,40,False,50,cascade,single,max,104;18;189;128;416
orb-fingervein,74,THU-FVFDT::342::1::test,342,40,False,50,cascade,single,max,104;128;82;189;140
sift-fingervein,74,THU-FVFDT::342::1::test,342,40,False,50,cascade,single,max,189;313;304;565;104
superglue-fingervein,74,THU-FVFDT::342::1::test,342,40,False,50,cascade,single,max,213;18;276;140;189
sgmnet-fingervein,74,THU-FVFDT::342::1::test,342,41,False,50,cascade,single,max,184;18;189;276;128
aspanformer,74,THU-FVFDT::342::1::test,342,39,False,50,cascade,single,max,82;416;18;304;565
deepdetect,74,THU-FVFDT::342::1::test,342,41,False,50,cascade,single,max,601;184;213;94;104
loftr,76,THU-FVFDT::139::1::train,139,1,True,50,cascade,single,max,139;45;227;193;298
orb-fingervein,76,THU-FVFDT::139::1::train,139,1,True,50,cascade,single,max,139;227;486;522;67
sift-fingervein,76,THU-FVFDT::139::1::train,139,12,False,50,cascade,single,max,193;342;227;601;30
superglue-fingervein,76,THU-FVFDT::139::1::train,139,3,False,50,cascade,single,max,67;213;139;185;298
sgmnet-fingervein,76,THU-FVFDT::139::1::train,139,1,True,50,cascade,single,max,139;486;45;342;298
aspanformer,76,THU-FVFDT::139::1::train,139,2,False,50,cascade,single,max,193;139;185;227;94
deepdetect,76,THU-FVFDT::139::1::train,139,2,False,50,cascade,single,max,67;139;601;193;45
loftr,78,THU-FVFDT::522::1::test,522,45,False,50,cascade,single,max,412;448;93;139;82
orb-fingervein,78,THU-FVFDT::522::1::test,522,41,False,50,cascade,single,max,37;412;45;93;276
sift-fingervein,78,THU-FVFDT::522::1::test,522,44,False,50,cascade,single,max,45;93;246;448;512
superglue-fingervein,78,THU-FVFDT::522::1::test,522,43,False,50,cascade,single,max,139;512;67;412;82
sgmnet-fingervein,78,THU-FVFDT::522::1::test,522,45,False,50,cascade,single,max,201;448;139;432;163
aspanformer,78,THU-FVFDT::522::1::test,522,45,False,50,cascade,single,max,432;448;37;276;163
deepdetect,78,THU-FVFDT::522::1::test,522,42,False,50,cascade,single,max,163;412;139;448;432
loftr,80,THU-FVFDT::594::1::test,594,1,True,50,cascade,single,max,594;121;93;67;608
