matcher,probe_record_id,probe_sample_id,probe_identity,rank_of_true_identity,rank_1_hit,gallery_size,ranking_strategy,samples_per_gallery,aggregation_method,top_5_identities
orb-fingervein,24,11k_Hands::0000574::Hand_0002100,0000574,1,True,50,cascade,multiple,mean,0000574;0001593;0001073;0001559;0001039
sift-fingervein,24,11k_Hands::0000574::Hand_0002100,0000574,1,True,50,cascade,multiple,mean,0000574;0001559;0001074;0001593;0001587
superglue-fingervein,24,11k_Hands::0000574::Hand_0002100,0000574,1,True,50,cascade,multiple,mean,0000574;0000067;0001034;0001587;0001593
sgmnet-fingervein,24,11k_Hands::0000574::Hand_0002100,0000574,1,True,50,cascade,multiple,mean,0000574;0001033;0001550;0000067;0001559
aspanformer,24,11k_Hands::0000574::Hand_0002100,0000574,1,True,50,cascade,multiple,mean,0000574;0001593;0001034;0001011;0001559
deepdetect,24,11k_Hands::0000574::Hand_0002100,0000574,1,True,50,cascade,multiple,mean,0000574;0001034;0001073;0001593;0001587
loftr,28,11k_Hands::0000506::Hand_0010533,0000506,1,True,50,cascade,multiple,mean,0000506;0001033;0001011;0001550;0000572
orb-fingervein,28,11k_Hands::0000506::Hand_0010533,0000506,1,True,50,cascade,multiple,mean,0000506;0000581;0001550;0001051;0001011
sift-fingervein,28,11k_Hands::0000506::Hand_0010533,0000506,1,True,50,cascade,multiple,mean,0000506;0000063;0001074;0000004;0000572
superglue-fingervein,28,11k_Hands::0000506::Hand_0010533,0000506,2,False,50,cascade,multiple,mean,0000004;0000506;0000581;0001090;0001074
sgmnet-fingervein,28,11k_Hands::0000506::Hand_0010533,0000506,1,True,50,cascade,multiple,mean,0000506;0001033;0000004;0000063;0000013
aspanformer,28,11k_Hands::0000506::Hand_0010533,0000506,1,True,50,cascade,multiple,mean,0000506;0001033;0000004;0001592;0000013
deepdetect,28,11k_Hands::0000506::Hand_0010533,0000506,1,True,50,cascade,multiple,mean,0000506;0000063;0001090;0001550;0001011
loftr,32,11k_Hands::0000084::Hand_0010300,0000084,1,True,50,cascade,multiple,mean,0000084;0001567;0000588;0001009;0001550
orb-fingervein,32,11k_Hands::0000084::Hand_0010300,0000084,1,True,50,cascade,multiple,mean,0000084;0001003;0001587;0001550;0000588
sift-fingervein,32,11k_Hands::0000084::Hand_0010300,0000084,1,True,50,cascade,multiple,mean,0000084;0001550;0001003;7000000;0001588
superglue-fingervein,32,11k_Hands::0000084::Hand_0010300,0000084,1,True,50,cascade,multiple,mean,0000084;0001003;0001587;0000588;0001009
sgmnet-fingervein,32,11k_Hands::0000084::Hand_0010300,0000084,1,True,50,cascade,multiple,mean,0000084;0001567;0001587;0001550;0001003
aspanformer,32,11k_Hands::0000084::Hand_0010300,0000084,1,True,50,cascade,multiple,mean,0000084;0001567;0000088;0000065;0000013
deepdetect,32,11k_Hands::0000084::Hand_0010300,0000084,5,False,50,cascade,multiple,mean,0001567;0000088;0001587;0001009;0000084
loftr,36,11k_Hands::0001592::Hand_0000605,0001592,1,True,50,cascade,multiple,mean,0001592;0000065;0001073;0001535;0000028
orb-fingervein,36,11k_Hands::0001592::Hand_0000605,0001592,1,True,50,cascade,multiple,mean,0001592;0001567;0000574;0001073;0000506
sift-fingervein,36,11k_Hands::0001592::Hand_0000605,0001592,1,True,50,cascade,multiple,mean,0001592;0000572;0000574;0000088;0001567
superglue-fingervein,36,11k_Hands::0001592::Hand_0000605,0001592,1,True,50,cascade,multiple,mean,0001592;0001073;0000028;0000088;0000588
sgmnet-fingervein,36,11k_Hands::0001592::Hand_0000605,0001592,1,True,50,cascade,multiple,mean,0001592;0000506;0000065;0000501;0000088
aspanformer,36,11k_Hands::0001592::Hand_0000605,0001592,1,True,50,cascade,multiple,mean,0001592;0000065;0000013;0001009;0000088
deepdetect,36,11k_Hands::0001592::Hand_0000605,0001592,1,True,50,cascade,multiple,mean,0001592;0001073;0001567;0000065;0000588
loftr,40,11k_Hands::0001535::Hand_0001116,0001535,1,True,50,cascade,multiple,mean,0001535;0000013;0001073;0001518;0001051
orb-fingervein,40,11k_Hands::0001535::Hand_0001116,0001535,1,True,50,cascade,multiple,mean,0001535;0001593;0001073;0000013;0000065
sift-fingervein,40,11k_Hands::0001535::Hand_0001116,0001535,1,True,50,cascade,multiple,mean,0001535;0001555;0001540;0000065;0001593
superglue-fingervein,40,11k_Hands::0001535::Hand_0001116,0001535,1,True,50,cascade,multiple,mean,0001535;0000088;0001073;0000013;0000028
sgmnet-fingervein,40,11k_Hands::0001535::Hand_0001116,0001535,1,True,50,cascade,multiple,mean,0001535;0000013;0001540;0000088;0001090
aspanformer,40,11k_Hands::0001535::Hand_0001116,0001535,1,True,50,cascade,multiple,mean,0001535;0001090;0000013;0001073;0001051
deepdetect,40,11k_Hands::0001535::Hand_0001116,0001535,1,True,50,cascade,multiple,mean,0001535;0001073;0001555;0000013;0000065
loftr,44,11k_Hands::0000065::Hand_0000109,0000065,1,True,50,cascade,multiple,mean,0000065;0000572;0001593;0001034;0001592
orb-fingervein,44,11k_Hands::0000065::Hand_0000109,0000065,1,True,50,cascade,multiple,mean,0000065;0001593;0001034;0000572;0000023
sift-fingervein,44,11k_Hands::0000065::Hand_0000109,0000065,1,True,50,cascade,multiple,mean,0000065;0001034;0001518;0001593;0000572
superglue-fingervein,44,11k_Hands::0000065::Hand_0000109,0000065,1,True,50,cascade,multiple,mean,0000065;0001550;0000572;0001035;0001567
sgmnet-fingervein,44,11k_Hands::0000065::Hand_0000109,0000065,1,True,50,cascade,multiple,mean,0000065;0001567;0000023;0000088;0001593
aspanformer,44,11k_Hands::0000065::Hand_0000109,0000065,1,True,50,cascade,multiple,mean,0000065;0001550;0000088;0000023;0001567
deepdetect,44,11k_Hands::0000065::Hand_0000109,0000065,1,True,50,cascade,multiple,mean,0000065;0001567;0001540;0001009;0001592
loftr,48,11k_Hands::0001550::Hand_0010870,0001550,1,True,50,cascade,multiple,mean,0001550;0000088;0000013;0001549;0000524
orb-fingervein,48,11k_Hands::0001550::Hand_0010870,0001550,1,True,50,cascade,multiple,mean,0001550;0001085;0001549;0000088;0000524
sift-fingervein,48,11k_Hands::0001550::Hand_0010870,0001550,1,True,50,cascade,multiple,mean,0001550;0001085;0000524;0001587;1200000
superglue-fingervein,48,11k_Hands::0001550::Hand_0010870,0001550,6,False,50,cascade,multiple,mean,0000524;0000088;0001549;7000000;0001074
sgmnet-fingervein,48,11k_Hands::0001550::Hand_0010870,0001550,1,True,50,cascade,multiple,mean,0001550;0000013;0001567;0001549;0001555
aspanformer,48,11k_Hands::0001550::Hand_0010870,0001550,1,True,50,cascade,multiple,mean,0001550;0000088;0001587;0001549;0000524
deepdetect,48,11k_Hands::0001550::Hand_0010870,0001550,1,True,50,cascade,multiple,mean,0001550;0001085;0001549;0000088;0000013
loftr,52,11k_Hands::0001074::Hand_0001141,0001074,1,True,50,cascade,multiple,mean,0001074;0000065;0001555;0001009;0001535
orb-fingervein,52,11k_Hands::0001074::Hand_0001141,0001074,1,True,50,cascade,multiple,mean,0001074;0001540;0001593;0001003;0001034
sift-fingervein,52,11k_Hands::0001074::Hand_0001141,0001074,1,True,50,cascade,multiple,mean,0001074;0000063;0001034;0001535;0001009
superglue-fingervein,52,11k_Hands::0001074::Hand_0001141,0001074,2,False,50,cascade,multiple,mean,0000088;0001074;7000000;0000572;0001034
sgmnet-fingervein,52,11k_Hands::0001074::Hand_0001141,0001074,1,True,50,cascade,multiple,mean,0001074;0000065;0000088;0000572;0000063
aspanformer,52,11k_Hands::0001074::Hand_0001141,0001074,1,True,50,cascade,multiple,mean,0001074;0000065;0000013;0000572;0001003
deepdetect,52,11k_Hands::0001074::Hand_0001141,0001074,1,True,50,cascade,multiple,mean,0001074;0000572;7000000;0001003;0001567
loftr,56,11k_Hands::0000023::Hand_0010257,0000023,1,True,50,cascade,multiple,mean,0000023;0000088;1200000;0001051;0000524
orb-fingervein,56,11k_Hands::0000023::Hand_0010257,0000023,1,True,50,cascade,multiple,mean,0000023;0000524;0000546;0000013;0001003
sift-fingervein,56,11k_Hands::0000023::Hand_0010257,0000023,1,True,50,cascade,multiple,mean,0000023;0001009;1200000;0000546;0000588
superglue-fingervein,56,11k_Hands::0000023::Hand_0010257,0000023,1,True,50,cascade,multiple,mean,0000023;1200000;0001051;0001009;0001003
sgmnet-fingervein,56,11k_Hands::0000023::Hand_0010257,0000023,1,True,50,cascade,multiple,mean,0000023;1000000;0000065;0001567;0001003
aspanformer,56,11k_Hands::0000023::Hand_0010257,0000023,1,True,50,cascade,multiple,mean,0000023;0001051;1200000;0001567;0000013
deepdetect,56,11k_Hands::0000023::Hand_0010257,0000023,2,False,50,cascade,multiple,mean,0001009;0000023;0000088;0001051;0000065
loftr,60,11k_Hands::0000019::Hand_0000446,0000019,1,True,50,cascade,multiple,mean,0000019;0001033;0001559;0001593;0001051
orb-fingervein,60,11k_Hands::0000019::Hand_0000446,0000019,1,True,50,cascade,multiple,mean,0000019;0001011;0001567;0001559;0001051
sift-fingervein,60,11k_Hands::0000019::Hand_0000446,0000019,1,True,50,cascade,multiple,mean,0000019;0001559;0001593;0001009;0001011
superglue-fingervein,60,11k_Hands::0000019::Hand_0000446,0000019,2,False,50,cascade,multiple,mean,0000004;0000019;0001011;0001033;0001009
sgmnet-fingervein,60,11k_Hands::0000019::Hand_0000446,0000019,1,True,50,cascade,multiple,mean,0000019;0001567;0001559;0000506;0001593
aspanformer,60,11k_Hands::0000019::Hand_0000446,0000019,1,True,50,cascade,multiple,mean,0000019;0001011;0001559;0000088;0001593
deepdetect,60,11k_Hands::0000019::Hand_0000446,0000019,1,True,50,cascade,multiple,mean,0000019;0001033;0001073;0000506;0001559
loftr,64,11k_Hands::0000066::Hand_0010018,0000066,1,True,50,cascade,multiple,mean,0000066;0001033;0001555;0000573;0001051
orb-fingervein,64,11k_Hands::0000066::Hand_0010018,0000066,1,True,50,cascade,multiple,mean,0000066;0001588;0000084;1200000;0001051
sift-fingervein,64,11k_Hands::0000066::Hand_0010018,0000066,1,True,50,cascade,multiple,mean,0000066;0001588;1200000;0001555;0001039
superglue-fingervein,64,11k_Hands::0000066::Hand_0010018,0000066,1,True,50,cascade,multiple,mean,0000066;0000013;0001033;0000573;0001555
sgmnet-fingervein,64,11k_Hands::0000066::Hand_0010018,0000066,1,True,50,cascade,multiple,mean,0000066;0001540;0000572;0001033;0000084
aspanformer,64,11k_Hands::0000066::Hand_0010018,0000066,1,True,50,cascade,multiple,mean,0000066;0000573;0000013;0000572;0001555
deepdetect,64,11k_Hands::0000066::Hand_0010018,0000066,1,True,50,cascade,multiple,mean,0000066;0001555;0001039;0001051;1200000
loftr,68,11k_Hands::0000572::Hand_0000620,0000572,1,True,50,cascade,multiple,mean,0000572;0001073;0000063;0000573;0001593
orb-fingervein,68,11k_Hands::0000572::Hand_0000620,0000572,1,True,50,cascade,multiple,mean,0000572;0000063;0001073;0001559;0001034
sift-fingervein,68,11k_Hands::0000572::Hand_0000620,0000572,1,True,50,cascade,multiple,mean,0000572;0001090;0001587;0000023;0001073
superglue-fingervein,68,11k_Hands::0000572::Hand_0000620,0000572,1,True,50,cascade,multiple,mean,0000572;0000573;0001073;0000023;0001593
sgmnet-fingervein,68,11k_Hands::0000572::Hand_0000620,0000572,1,True,50,cascade,multiple,mean,0000572;0001034;0001090;0000004;0000063
aspanformer,68,11k_Hands::0000572::Hand_0000620,0000572,1,True,50,cascade,multiple,mean,0000572;0000573;0001090;0001073;0001567
deepdetect,68,11k_Hands::0000572::Hand_0000620,0000572,1,True,50,cascade,multiple,mean,0000572;0000023;0001587;0000501;0000573
loftr,72,11k_Hands::0000581::Hand_0008633,0000581,1,True,50,cascade,multiple,mean,0000581;0001033;0000065;0000066;0001555
orb-fingervein,72,11k_Hands::0000581::Hand_0008633,0000581,1,True,50,cascade,multiple,mean,0000581;0001555;0001588;0001035;0001033
sift-fingervein,72,11k_Hands::0000581::Hand_0008633,0000581,1,True,50,cascade,multiple,mean,0000581;0001555;0000028;0001588;0000004
superglue-fingervein,72,11k_Hands::0000581::Hand_0008633,0000581,2,False,50,cascade,multiple,mean,0000501;0000581;0001033;0000572;0000028
sgmnet-fingervein,72,11k_Hands::0000581::Hand_0008633,0000581,1,True,50,cascade,multiple,mean,0000581;0000023;0001587;0001033;0000501
aspanformer,72,11k_Hands::0000581::Hand_0008633,0000581,1,True,50,cascade,multiple,mean,0000581;0000518;0000066;0001033;0000065
deepdetect,72,11k_Hands::0000581::Hand_0008633,0000581,1,True,50,cascade,multiple,mean,0000581;0001540;0001035;0000004;0001588
loftr,76,11k_Hands::0001518::Hand_0001787,0001518,1,True,50,cascade,multiple,mean,0001518;0001567;0000067;0001073;0000546
orb-fingervein,76,11k_Hands::0001518::Hand_0001787,0001518,1,True,50,cascade,multiple,mean,0001518;0001587;0000501;0000546;0001588
sift-fingervein,76,11k_Hands::0001518::Hand_0001787,0001518,1,True,50,cascade,multiple,mean,0001518;0001567;0001532;0000088;0001039
superglue-fingervein,76,11k_Hands::0001518::Hand_0001787,0001518,3,False,50,cascade,multiple,mean,0001039;0000067;0001518;0001567;0001073
sgmnet-fingervein,76,11k_Hands::0001518::Hand_0001787,0001518,1,True,50,cascade,multiple,mean,0001518;0000067;0000088;0000501;0001587
aspanformer,76,11k_Hands::0001518::Hand_0001787,0001518,1,True,50,cascade,multiple,mean,0001518;0001567;0000067;0000546;0001039
deepdetect,76,11k_Hands::0001518::Hand_0001787,0001518,1,True,50,cascade,multiple,mean,0001518;0000067;0001034;0001587;0001567
loftr,80,11k_Hands::0001555::Hand_0002045,0001555,1,True,50,cascade,multiple,mean,0001555;0000581;0001035;0001033;0000028
orb-fingervein,80,11k_Hands::0001555::Hand_0002045,0001555,1,True,50,cascade,multiple,mean,0001555;0001587;1200000;0001033;0001003
sift-fingervein,80,11k_Hands::0001555::Hand_0002045,0001555,1,True,50,cascade,multiple,mean,0001555;0001587;0001033;0000028;0001518
superglue-fingervein,80,11k_Hands::0001555::Hand_0002045,0001555,1,True,50,cascade,multiple,mean,0001555;0001033;0000581;0001518;0000028
sgmnet-fingervein,80,11k_Hands::0001555::Hand_0002045,0001555,1,True,50,cascade,multiple,mean,0001555;0001090;0001033;0001003;0001587
aspanformer,80,11k_Hands::0001555::Hand_0002045,0001555,1,True,50,cascade,multiple,mean,0001555;0000581;0001003;0000063;0001035
deepdetect,80,11k_Hands::0001555::Hand_0002045,0001555,1,True,50,cascade,multiple,mean,0001555;0001073;1200000;0000063;0001090
loftr,84,11k_Hands::7000000::Hand_0009693,7000000,1,True,50,cascade,multiple,mean,7000000;1200000;0000088;0001033;0000063
orb-fingervein,84,11k_Hands::7000000::Hand_0009693,7000000,1,True,50,cascade,multiple,mean,7000000;1200000;0000088;0000066;0000588
sift-fingervein,84,11k_Hands::7000000::Hand_0009693,7000000,1,True,50,cascade,multiple,mean,7000000;0001009;0000013;0000573;0001039
superglue-fingervein,84,11k_Hands::7000000::Hand_0009693,7000000,1,True,50,cascade,multiple,mean,7000000;0000063;1200000;0000066;0000573
sgmnet-fingervein,84,11k_Hands::7000000::Hand_0009693,7000000,1,True,50,cascade,multiple,mean,7000000;0001039;0001518;0001033;0000084
aspanformer,84,11k_Hands::7000000::Hand_0009693,7000000,1,True,50,cascade,multiple,mean,7000000;1200000;0000063;0000013;0000573
deepdetect,84,11k_Hands::7000000::Hand_0009693,7000000,1,True,50,cascade,multiple,mean,7000000;0000588;0001039;0001009;1200000
loftr,88,11k_Hands::0001540::Hand_0002642,0001540,30,False,50,cascade,multiple,mean,0001535;0000573;0001090;0001003;0000065
orb-fingervein,88,11k_Hands::0001540::Hand_0002642,0001540,27,False,50,cascade,multiple,mean,0000573;0001039;0001074;1200000;0000581
sift-fingervein,88,11k_Hands::0001540::Hand_0002642,0001540,28,False,50,cascade,multiple,mean,1200000;0001039;0000028;0001555;0000572
superglue-fingervein,88,11k_Hands::0001540::Hand_0002642,0001540,30,False,50,cascade,multiple,mean,0000028;0000065;0001003;0001535;0000066
sgmnet-fingervein,88,11k_Hands::0001540::Hand_0002642,0001540,30,False,50,cascade,multiple,mean,0001003;0000524;0000028;0000581;1200000
aspanformer,88,11k_Hands::0001540::Hand_0002642,0001540,30,False,50,cascade,multiple,mean,0001090;0001535;0000573;0000065;0000066
deepdetect,88,11k_Hands::0001540::Hand_0002642,0001540,28,False,50,cascade,multiple,mean,0000524;0000028;1200000;0001039;0000581
loftr,92,11k_Hands::0000546::Hand_0003272,0000546,1,True,50,cascade,multiple,mean,0000546;0001567;0000588;0000573;0000572
orb-fingervein,92,11k_Hands::0000546::Hand_0003272,0000546,1,True,50,cascade,multiple,mean,0000546;0001532;0001050;0001567;0001011
sift-fingervein,92,11k_Hands::0000546::Hand_0003272,0000546,1,True,50,cascade,multiple,mean,0000546;0000028;0000572;0000573;0000004
superglue-fingervein,92,11k_Hands::0000546::Hand_0003272,0000546,1,True,50,cascade,multiple,mean,0000546;0000004;0001039;0000574;0001567
sgmnet-fingervein,92,11k_Hands::0000546::Hand_0003272,0000546,1,True,50,cascade,multiple,mean,0000546;0000004;0000574;0001567;0001090
aspanformer,92,11k_Hands::0000546::Hand_0003272,0000546,1,True,50,cascade,multiple,mean,0000546;0001090;0000004;0000572;0001567
deepdetect,92,11k_Hands::0000546::Hand_0003272,0000546,1,True,50,cascade,multiple,mean,0000546;0000573;0001050;0000574;0001039
loftr,96,11k_Hands::1000000::Hand_0009315,1000000,1,True,50,cascade,multiple,mean,1000000;0000588;0001073;0001051;0001588
orb-fingervein,96,11k_Hands::1000000::Hand_0009315,1000000,1,True,50,cascade,multiple,mean,1000000;0001009;0000088;0001051;0001567
sift-fingervein,96,11k_Hands::1000000::Hand_0009315,1000000,1,True,50,cascade,multiple,mean,1000000;0001588;0000506;0001559;0001073
superglue-fingervein,96,11k_Hands::1000000::Hand_0009315,1000000,1,True,50,cascade,multiple,mean,1000000;0001009;0000574;0001073;0001559
sgmnet-fingervein,96,11k_Hands::1000000::Hand_0009315,1000000,1,True,50,cascade,multiple,mean,1000000;0001567;0000088;0001559;0001532
aspanformer,96,11k_Hands::1000000::Hand_0009315,1000000,1,True,50,cascade,multiple,mean,1000000;0000574;0000588;0001567;0001051
deepdetect,96,11k_Hands::1000000::Hand_0009315,1000000,1,True,50,cascade,multiple,mean,1000000;0000088;0001073;0000588;0001009
loftr,100,11k_Hands::0001073::Hand_0000427,0001073,1,True,50,cascade,multiple,mean,0001073;0001540;0001033;0000084;0000004
orb-fingervein,100,11k_Hands::0001073::Hand_0000427,0001073,1,True,50,cascade,multiple,mean,0001073;0001033;0000004;0000573;0001540
sift-fingervein,100,11k_Hands::0001073::Hand_0000427,0001073,2,False,50,cascade,multiple,mean,0001535;0001073;0001011;0001003;0000088
superglue-fingervein,100,11k_Hands::0001073::Hand_0000427,0001073,13,False,50,cascade,multiple,mean,0001003;0000506;0000088;0001540;0000067
sgmnet-fingervein,100,11k_Hands::0001073::Hand_0000427,0001073,1,True,50,cascade,multiple,mean,0001073;0001003;0000067;0001033;0000084
aspanformer,100,11k_Hands::0001073::Hand_0000427,0001073,1,True,50,cascade,multiple,mean,0001073;0001540;0000573;0000004;0000506
deepdetect,100,11k_Hands::0001073::Hand_0000427,0001073,1,True,50,cascade,multiple,mean,0001073;0000088;0000506;0001011;0001540
loftr,104,11k_Hands::0000573::Hand_0008009,0000573,1,True,50,cascade,multiple,mean,0000573;0001073;0001090;0001532;0000028
orb-fingervein,104,11k_Hands::0000573::Hand_0008009,0000573,1,True,50,cascade,multiple,mean,0000573;0001532;0000066;0001567;0001555
sift-fingervein,104,11k_Hands::0000573::Hand_0008009,0000573,1,True,50,cascade,multiple,mean,0000573;0001532;0000028;0001073;0000506
superglue-fingervein,104,11k_Hands::0000573::Hand_0008009,0000573,2,False,50,cascade,multiple,mean,0001073;0000573;0001090;0000067;0000028
sgmnet-fingervein,104,11k_Hands::0000573::Hand_0008009,0000573,1,True,50,cascade,multiple,mean,0000573;0000067;0001532;0001090;0001003
aspanformer,104,11k_Hands::0000573::Hand_0008009,0000573,1,True,50,cascade,multiple,mean,0000573;0001073;0001090;0000063;0001532
deepdetect,104,11k_Hands::0000573::Hand_0008009,0000573,1,True,50,cascade,multiple,mean,0000573;0000572;0001073;0000028;0000506
loftr,108,11k_Hands::0001085::Hand_0010674,0001085,1,True,50,cascade,multiple,mean,0001085;0001011;0000573;0000019;0001051
orb-fingervein,108,11k_Hands::0001085::Hand_0010674,0001085,1,True,50,cascade,multiple,mean,0001085;0001011;0000573;0001051;0000524
sift-fingervein,108,11k_Hands::0001085::Hand_0010674,0001085,1,True,50,cascade,multiple,mean,0001085;0001587;0000524;0000066;0001011
superglue-fingervein,108,11k_Hands::0001085::Hand_0010674,0001085,1,True,50,cascade,multiple,mean,0001085;0000573;0000019;0001011;0000518
sgmnet-fingervein,108,11k_Hands::0001085::Hand_0010674,0001085,1,True,50,cascade,multiple,mean,0001085;0001587;0000524;0000084;0001567
aspanformer,108,11k_Hands::0001085::Hand_0010674,0001085,1,True,50,cascade,multiple,mean,0001085;0000019;0000518;0001011;0000028
deepdetect,108,11k_Hands::0001085::Hand_0010674,0001085,1,True,50,cascade,multiple,mean,0001085;0000518;0001011;0000084;0001559
loftr,112,11k_Hands::0001549::Hand_0003055,0001549,1,True,50,cascade,multiple,mean,0001549;0000088;0000524;0000501;0001550
orb-fingervein,112,11k_Hands::0001549::Hand_0003055,0001549,1,True,50,cascade,multiple,mean,0001549;0000524;0000088;0000501;0001532
sift-fingervein,112,11k_Hands::0001549::Hand_0003055,0001549,1,True,50,cascade,multiple,mean,0001549;0000524;0001039;0001090;7000000
superglue-fingervein,112,11k_Hands::0001549::Hand_0003055,0001549,1,True,50,cascade,multiple,mean,0001549;0000501;0001090;0000524;0001039
sgmnet-fingervein,112,11k_Hands::0001549::Hand_0003055,0001549,1,True,50,cascade,multiple,mean,0001549;0001090;0000524;0000088;0000013
aspanformer,112,11k_Hands::0001549::Hand_0003055,0001549,1,True,50,cascade,multiple,mean,0001549;0000088;0000501;0000524;0001550
deepdetect,112,11k_Hands::0001549::Hand_0003055,0001549,1,True,50,cascade,multiple,mean,0001549;0001518;0000088;0001567;0001009
loftr,116,11k_Hands::0001011::Hand_0011096,0001011,1,True,50,cascade,multiple,mean,0001011;0000518;0000066;0000573;0000065
orb-fingervein,116,11k_Hands::0001011::Hand_0011096,0001011,1,True,50,cascade,multiple,mean,0001011;0000518;0000066;0000573;0001567
sift-fingervein,116,11k_Hands::0001011::Hand_0011096,0001011,1,True,50,cascade,multiple,mean,0001011;0000573;0001535;0000088;0000028
