matcher,probe_record_id,probe_sample_id,probe_identity,rank_of_true_identity,rank_1_hit,gallery_size,ranking_strategy,samples_per_gallery,aggregation_method,top_5_identities
sift-fingervein,32,EEMSC-DBM::0009::4::1,0009,9,False,50,cascade,multiple,mean,0049;0015;0051;0060;0027
superglue-fingervein,32,EEMSC-DBM::0009::4::1,0009,11,False,50,cascade,multiple,mean,0033;0026;0028;0049;0051
sgmnet-fingervein,32,EEMSC-DBM::0009::4::1,0009,15,False,50,cascade,multiple,mean,0044;0046;0049;0015;0027
aspanformer,32,EEMSC-DBM::0009::4::1,0009,15,False,50,cascade,multiple,mean,0049;0026;0033;0015;0003
deepdetect,32,EEMSC-DBM::0009::4::1,0009,11,False,50,cascade,multiple,mean,0028;0001;0037;0051;0049
loftr,36,EEMSC-DBM::0057::2::1,0057,3,False,50,cascade,multiple,mean,0042;0016;0057;0040;0036
orb-fingervein,36,EEMSC-DBM::0057::2::1,0057,2,False,50,cascade,multiple,mean,0015;0057;0016;0008;0042
sift-fingervein,36,EEMSC-DBM::0057::2::1,0057,4,False,50,cascade,multiple,mean,0036;0015;0044;0057;0060
superglue-fingervein,36,EEMSC-DBM::0057::2::1,0057,7,False,50,cascade,multiple,mean,0036;0048;0041;0016;0042
sgmnet-fingervein,36,EEMSC-DBM::0057::2::1,0057,2,False,50,cascade,multiple,mean,0016;0057;0042;0008;0031
aspanformer,36,EEMSC-DBM::0057::2::1,0057,8,False,50,cascade,multiple,mean,0044;0040;0016;0036;0042
deepdetect,36,EEMSC-DBM::0057::2::1,0057,2,False,50,cascade,multiple,mean,0008;0057;0031;0048;0049
loftr,40,EEMSC-DBM::0007::2::1,0007,1,True,50,cascade,multiple,mean,0007;0027;0025;0013;0041
orb-fingervein,40,EEMSC-DBM::0007::2::1,0007,1,True,50,cascade,multiple,mean,0007;0031;0051;0041;0008
sift-fingervein,40,EEMSC-DBM::0007::2::1,0007,1,True,50,cascade,multiple,mean,0007;0051;0005;0028;0003
superglue-fingervein,40,EEMSC-DBM::0007::2::1,0007,5,False,50,cascade,multiple,mean,0031;0003;0029;0051;0007
sgmnet-fingervein,40,EEMSC-DBM::0007::2::1,0007,1,True,50,cascade,multiple,mean,0007;0013;0052;0051;0027
aspanformer,40,EEMSC-DBM::0007::2::1,0007,2,False,50,cascade,multiple,mean,0025;0007;0003;0027;0029
deepdetect,40,EEMSC-DBM::0007::2::1,0007,4,False,50,cascade,multiple,mean,0027;0025;0051;0007;0031
loftr,44,EEMSC-DBM::0044::1::1,0044,10,False,50,cascade,multiple,mean,0045;0036;0049;0009;0060
orb-fingervein,44,EEMSC-DBM::0044::1::1,0044,1,True,50,cascade,multiple,mean,0044;0045;0035;0060;0050
sift-fingervein,44,EEMSC-DBM::0044::1::1,0044,1,True,50,cascade,multiple,mean,0044;0045;0009;0037;0036
superglue-fingervein,44,EEMSC-DBM::0044::1::1,0044,1,True,50,cascade,multiple,mean,0044;0009;0028;0060;0037
sgmnet-fingervein,44,EEMSC-DBM::0044::1::1,0044,2,False,50,cascade,multiple,mean,0045;0044;0049;0050;0036
aspanformer,44,EEMSC-DBM::0044::1::1,0044,12,False,50,cascade,multiple,mean,0028;0050;0036;0027;0051
deepdetect,44,EEMSC-DBM::0044::1::1,0044,1,True,50,cascade,multiple,mean,0044;0028;0009;0026;0060
loftr,48,EEMSC-DBM::0052::2::1,0052,23,False,50,cascade,multiple,mean,0045;0044;0035;0009;0049
orb-fingervein,48,EEMSC-DBM::0052::2::1,0052,23,False,50,cascade,multiple,mean,0045;0050;0035;0009;0028
sift-fingervein,48,EEMSC-DBM::0052::2::1,0052,23,False,50,cascade,multiple,mean,0049;0045;0044;0026;0009
superglue-fingervein,48,EEMSC-DBM::0052::2::1,0052,23,False,50,cascade,multiple,mean,0049;0051;0050;0045;0007
sgmnet-fingervein,48,EEMSC-DBM::0052::2::1,0052,23,False,50,cascade,multiple,mean,0045;0049;0044;0029;0027
aspanformer,48,EEMSC-DBM::0052::2::1,0052,23,False,50,cascade,multiple,mean,0051;0015;0044;0027;0009
deepdetect,48,EEMSC-DBM::0052::2::1,0052,23,False,50,cascade,multiple,mean,0049;0045;0026;0027;0009
loftr,52,EEMSC-DBM::0035::4::1,0035,14,False,50,cascade,multiple,mean,0036;0046;0044;0060;0029
orb-fingervein,52,EEMSC-DBM::0035::4::1,0035,2,False,50,cascade,multiple,mean,0060;0035;0036;0046;0054
sift-fingervein,52,EEMSC-DBM::0035::4::1,0035,5,False,50,cascade,multiple,mean,0060;0036;0054;0046;0035
superglue-fingervein,52,EEMSC-DBM::0035::4::1,0035,2,False,50,cascade,multiple,mean,0054;0035;0010;0011;0050
sgmnet-fingervein,52,EEMSC-DBM::0035::4::1,0035,8,False,50,cascade,multiple,mean,0044;0046;0060;0036;0054
aspanformer,52,EEMSC-DBM::0035::4::1,0035,14,False,50,cascade,multiple,mean,0010;0046;0036;0015;0027
deepdetect,52,EEMSC-DBM::0035::4::1,0035,1,True,50,cascade,multiple,mean,0035;0010;0036;0042;0060
loftr,56,EEMSC-DBM::0006::3::1,0006,5,False,50,cascade,multiple,mean,0004;0032;0007;0031;0006
orb-fingervein,56,EEMSC-DBM::0006::3::1,0006,1,True,50,cascade,multiple,mean,0006;0030;0004;0043;0046
sift-fingervein,56,EEMSC-DBM::0006::3::1,0006,1,True,50,cascade,multiple,mean,0006;0032;0007;0033;0004
superglue-fingervein,56,EEMSC-DBM::0006::3::1,0006,9,False,50,cascade,multiple,mean,0043;0036;0033;0029;0004
sgmnet-fingervein,56,EEMSC-DBM::0006::3::1,0006,2,False,50,cascade,multiple,mean,0004;0006;0037;0032;0030
aspanformer,56,EEMSC-DBM::0006::3::1,0006,14,False,50,cascade,multiple,mean,0011;0030;0033;0032;0060
deepdetect,56,EEMSC-DBM::0006::3::1,0006,7,False,50,cascade,multiple,mean,0032;0036;0011;0030;0060
loftr,60,EEMSC-DBM::0038::1::1,0038,11,False,50,cascade,multiple,mean,0022;0060;0001;0033;0004
orb-fingervein,60,EEMSC-DBM::0038::1::1,0038,1,True,50,cascade,multiple,mean,0038;0045;0050;0013;0009
sift-fingervein,60,EEMSC-DBM::0038::1::1,0038,1,True,50,cascade,multiple,mean,0038;0045;0046;0022;0004
superglue-fingervein,60,EEMSC-DBM::0038::1::1,0038,3,False,50,cascade,multiple,mean,0032;0004;0038;0022;0001
sgmnet-fingervein,60,EEMSC-DBM::0038::1::1,0038,4,False,50,cascade,multiple,mean,0001;0045;0036;0038;0009
aspanformer,60,EEMSC-DBM::0038::1::1,0038,15,False,50,cascade,multiple,mean,0033;0060;0046;0013;0004
deepdetect,60,EEMSC-DBM::0038::1::1,0038,1,True,50,cascade,multiple,mean,0038;0046;0030;0001;0045
loftr,64,EEMSC-DBM::0028::3::1,0028,14,False,50,cascade,multiple,mean,0003;0037;0026;0005;0022
orb-fingervein,64,EEMSC-DBM::0028::3::1,0028,1,True,50,cascade,multiple,mean,0028;0051;0009;0026;0005
sift-fingervein,64,EEMSC-DBM::0028::3::1,0028,3,False,50,cascade,multiple,mean,0051;0027;0028;0015;0037
superglue-fingervein,64,EEMSC-DBM::0028::3::1,0028,9,False,50,cascade,multiple,mean,0042;0022;0026;0027;0040
sgmnet-fingervein,64,EEMSC-DBM::0028::3::1,0028,7,False,50,cascade,multiple,mean,0027;0037;0040;0026;0015
aspanformer,64,EEMSC-DBM::0028::3::1,0028,15,False,50,cascade,multiple,mean,0040;0009;0003;0051;0015
deepdetect,64,EEMSC-DBM::0028::3::1,0028,2,False,50,cascade,multiple,mean,0049;0028;0037;0042;0051
loftr,68,EEMSC-DBM::0003::3::1,0003,15,False,50,cascade,multiple,mean,0036;0044;0035;0046;0054
orb-fingervein,68,EEMSC-DBM::0003::3::1,0003,2,False,50,cascade,multiple,mean,0036;0003;0045;0054;0047
sift-fingervein,68,EEMSC-DBM::0003::3::1,0003,12,False,50,cascade,multiple,mean,0036;0047;0045;0001;0054
superglue-fingervein,68,EEMSC-DBM::0003::3::1,0003,2,False,50,cascade,multiple,mean,0042;0003;0035;0054;0050
sgmnet-fingervein,68,EEMSC-DBM::0003::3::1,0003,14,False,50,cascade,multiple,mean,0047;0036;0001;0046;0045
aspanformer,68,EEMSC-DBM::0003::3::1,0003,15,False,50,cascade,multiple,mean,0044;0015;0050;0052;0054
deepdetect,68,EEMSC-DBM::0003::3::1,0003,1,True,50,cascade,multiple,mean,0003;0046;0036;0001;0047
loftr,72,EEMSC-DBM::0058::4::1,0058,24,False,50,cascade,multiple,mean,0008;0018;0036;0004;0041
orb-fingervein,72,EEMSC-DBM::0058::4::1,0058,23,False,50,cascade,multiple,mean,0018;0054;0027;0004;0002
sift-fingervein,72,EEMSC-DBM::0058::4::1,0058,21,False,50,cascade,multiple,mean,0008;0027;0036;0018;0002
superglue-fingervein,72,EEMSC-DBM::0058::4::1,0058,24,False,50,cascade,multiple,mean,0003;0004;0008;0018;0052
sgmnet-fingervein,72,EEMSC-DBM::0058::4::1,0058,24,False,50,cascade,multiple,mean,0036;0016;0015;0003;0008
aspanformer,72,EEMSC-DBM::0058::4::1,0058,24,False,50,cascade,multiple,mean,0003;0015;0019;0018;0008
deepdetect,72,EEMSC-DBM::0058::4::1,0058,24,False,50,cascade,multiple,mean,0015;0041;0048;0027;0019
loftr,76,EEMSC-DBM::0047::2::1,0047,28,False,50,cascade,multiple,mean,0036;0051;0035;0009;0037
orb-fingervein,76,EEMSC-DBM::0047::2::1,0047,28,False,50,cascade,multiple,mean,0051;0028;0033;0013;0045
sift-fingervein,76,EEMSC-DBM::0047::2::1,0047,28,False,50,cascade,multiple,mean,0051;0045;0060;0026;0028
superglue-fingervein,76,EEMSC-DBM::0047::2::1,0047,28,False,50,cascade,multiple,mean,0027;0026;0013;0033;0015
sgmnet-fingervein,76,EEMSC-DBM::0047::2::1,0047,28,False,50,cascade,multiple,mean,0036;0044;0045;0013;0028
aspanformer,76,EEMSC-DBM::0047::2::1,0047,28,False,50,cascade,multiple,mean,0051;0003;0033;0015;0027
deepdetect,76,EEMSC-DBM::0047::2::1,0047,28,False,50,cascade,multiple,mean,0028;0051;0045;0026;0013
loftr,80,EEMSC-DBM::0014::2::1,0014,13,False,50,cascade,multiple,mean,0009;0049;0003;0005;0051
orb-fingervein,80,EEMSC-DBM::0014::2::1,0014,1,True,50,cascade,multiple,mean,0014;0049;0037;0022;0009
sift-fingervein,80,EEMSC-DBM::0014::2::1,0014,1,True,50,cascade,multiple,mean,0014;0009;0003;0027;0005
superglue-fingervein,80,EEMSC-DBM::0014::2::1,0014,2,False,50,cascade,multiple,mean,0049;0014;0057;0022;0029
sgmnet-fingervein,80,EEMSC-DBM::0014::2::1,0014,1,True,50,cascade,multiple,mean,0014;0009;0049;0044;0027
aspanformer,80,EEMSC-DBM::0014::2::1,0014,15,False,50,cascade,multiple,mean,0051;0022;0057;0049;0044
deepdetect,80,EEMSC-DBM::0014::2::1,0014,1,True,50,cascade,multiple,mean,0014;0030;0051;0006;0009
loftr,84,EEMSC-DBM::0054::4::1,0054,14,False,50,cascade,multiple,mean,0035;0010;0048;0041;0046
orb-fingervein,84,EEMSC-DBM::0054::4::1,0054,1,True,50,cascade,multiple,mean,0054;0048;0046;0035;0050
sift-fingervein,84,EEMSC-DBM::0054::4::1,0054,1,True,50,cascade,multiple,mean,0054;0048;0046;0011;0035
superglue-fingervein,84,EEMSC-DBM::0054::4::1,0054,1,True,50,cascade,multiple,mean,0054;0042;0027;0046;0048
sgmnet-fingervein,84,EEMSC-DBM::0054::4::1,0054,4,False,50,cascade,multiple,mean,0048;0046;0047;0054;0050
aspanformer,84,EEMSC-DBM::0054::4::1,0054,15,False,50,cascade,multiple,mean,0010;0013;0035;0027;0041
deepdetect,84,EEMSC-DBM::0054::4::1,0054,1,True,50,cascade,multiple,mean,0054;0011;0048;0028;0041
loftr,88,EEMSC-DBM::0033::3::1,0033,12,False,50,cascade,multiple,mean,0048;0040;0028;0002;0060
orb-fingervein,88,EEMSC-DBM::0033::3::1,0033,1,True,50,cascade,multiple,mean,0033;0051;0002;0028;0027
sift-fingervein,88,EEMSC-DBM::0033::3::1,0033,2,False,50,cascade,multiple,mean,0002;0033;0028;0051;0026
superglue-fingervein,88,EEMSC-DBM::0033::3::1,0033,4,False,50,cascade,multiple,mean,0035;0027;0028;0033;0002
sgmnet-fingervein,88,EEMSC-DBM::0033::3::1,0033,1,True,50,cascade,multiple,mean,0033;0002;0028;0048;0027
aspanformer,88,EEMSC-DBM::0033::3::1,0033,15,False,50,cascade,multiple,mean,0048;0040;0002;0051;0060
deepdetect,88,EEMSC-DBM::0033::3::1,0033,2,False,50,cascade,multiple,mean,0002;0033;0051;0060;0026
loftr,92,EEMSC-DBM::0043::4::1,0043,3,False,50,cascade,multiple,mean,0018;0007;0043;0016;0015
orb-fingervein,92,EEMSC-DBM::0043::4::1,0043,1,True,50,cascade,multiple,mean,0043;0008;0049;0048;0007
sift-fingervein,92,EEMSC-DBM::0043::4::1,0043,1,True,50,cascade,multiple,mean,0043;0041;0049;0026;0048
superglue-fingervein,92,EEMSC-DBM::0043::4::1,0043,4,False,50,cascade,multiple,mean,0015;0010;0036;0043;0049
sgmnet-fingervein,92,EEMSC-DBM::0043::4::1,0043,2,False,50,cascade,multiple,mean,0018;0043;0016;0015;0013
aspanformer,92,EEMSC-DBM::0043::4::1,0043,13,False,50,cascade,multiple,mean,0041;0018;0042;0049;0007
deepdetect,92,EEMSC-DBM::0043::4::1,0043,3,False,50,cascade,multiple,mean,0008;0041;0043;0013;0048
loftr,96,EEMSC-DBM::0036::1::1,0036,11,False,50,cascade,multiple,mean,0047;0003;0041;0044;0037
orb-fingervein,96,EEMSC-DBM::0036::1::1,0036,1,True,50,cascade,multiple,mean,0036;0037;0015;0045;0044
sift-fingervein,96,EEMSC-DBM::0036::1::1,0036,1,True,50,cascade,multiple,mean,0036;0041;0044;0001;0011
superglue-fingervein,96,EEMSC-DBM::0036::1::1,0036,2,False,50,cascade,multiple,mean,0030;0036;0035;0044;0033
sgmnet-fingervein,96,EEMSC-DBM::0036::1::1,0036,4,False,50,cascade,multiple,mean,0044;0035;0045;0036;0009
aspanformer,96,EEMSC-DBM::0036::1::1,0036,15,False,50,cascade,multiple,mean,0001;0015;0003;0033;0011
deepdetect,96,EEMSC-DBM::0036::1::1,0036,3,False,50,cascade,multiple,mean,0045;0047;0036;0041;0033
loftr,100,EEMSC-DBM::0013::4::1,0013,34,False,50,cascade,multiple,mean,0037;0033;0060;0049;0051
orb-fingervein,100,EEMSC-DBM::0013::4::1,0013,34,False,50,cascade,multiple,mean,0028;0051;0027;0045;0060
sift-fingervein,100,EEMSC-DBM::0013::4::1,0013,34,False,50,cascade,multiple,mean,0051;0033;0028;0027;0049
superglue-fingervein,100,EEMSC-DBM::0013::4::1,0013,34,False,50,cascade,multiple,mean,0049;0027;0026;0003;0029
sgmnet-fingervein,100,EEMSC-DBM::0013::4::1,0013,34,False,50,cascade,multiple,mean,0045;0044;0015;0051;0049
aspanformer,100,EEMSC-DBM::0013::4::1,0013,34,False,50,cascade,multiple,mean,0051;0060;0044;0049;0015
deepdetect,100,EEMSC-DBM::0013::4::1,0013,34,False,50,cascade,multiple,mean,0027;0049;0026;0015;0033
loftr,104,EEMSC-DBM::0049::4::1,0049,33,False,50,cascade,multiple,mean,0045;0001;0035;0036;0046
orb-fingervein,104,EEMSC-DBM::0049::4::1,0049,33,False,50,cascade,multiple,mean,0045;0054;0051;0046;0036
sift-fingervein,104,EEMSC-DBM::0049::4::1,0049,33,False,50,cascade,multiple,mean,0045;0009;0046;0051;0003
superglue-fingervein,104,EEMSC-DBM::0049::4::1,0049,33,False,50,cascade,multiple,mean,0042;0015;0051;0044;0030
sgmnet-fingervein,104,EEMSC-DBM::0049::4::1,0049,33,False,50,cascade,multiple,mean,0045;0001;0035;0044;0003
aspanformer,104,EEMSC-DBM::0049::4::1,0049,33,False,50,cascade,multiple,mean,0015;0051;0001;0030;0042
deepdetect,104,EEMSC-DBM::0049::4::1,0049,33,False,50,cascade,multiple,mean,0054;0030;0037;0009;0033
loftr,108,EEMSC-DBM::0027::3::1,0027,15,False,50,cascade,multiple,mean,0028;0001;0045;0005;0051
orb-fingervein,108,EEMSC-DBM::0027::3::1,0027,1,True,50,cascade,multiple,mean,0027;0051;0028;0049;0009
sift-fingervein,108,EEMSC-DBM::0027::3::1,0027,4,False,50,cascade,multiple,mean,0028;0026;0051;0027;0049
superglue-fingervein,108,EEMSC-DBM::0027::3::1,0027,1,True,50,cascade,multiple,mean,0027;0051;0049;0009;0042
sgmnet-fingervein,108,EEMSC-DBM::0027::3::1,0027,9,False,50,cascade,multiple,mean,0028;0001;0051;0005;0045
aspanformer,108,EEMSC-DBM::0027::3::1,0027,15,False,50,cascade,multiple,mean,0051;0015;0049;0001;0009
deepdetect,108,EEMSC-DBM::0027::3::1,0027,1,True,50,cascade,multiple,mean,0027;0052;0015;0026;0001
loftr,112,EEMSC-DBM::0040::1::1,0040,13,False,50,cascade,multiple,mean,0046;0036;0047;0054;0010
orb-fingervein,112,EEMSC-DBM::0040::1::1,0040,1,True,50,cascade,multiple,mean,0040;0054;0042;0036;0044
sift-fingervein,112,EEMSC-DBM::0040::1::1,0040,1,True,50,cascade,multiple,mean,0040;0047;0036;0046;0042
superglue-fingervein,112,EEMSC-DBM::0040::1::1,0040,9,False,50,cascade,multiple,mean,0045;0046;0051;0054;0036
sgmnet-fingervein,112,EEMSC-DBM::0040::1::1,0040,2,False,50,cascade,multiple,mean,0036;0040;0046;0047;0044
aspanformer,112,EEMSC-DBM::0040::1::1,0040,15,False,50,cascade,multiple,mean,0003;0051;0054;0046;0036
deepdetect,112,EEMSC-DBM::0040::1::1,0040,1,True,50,cascade,multiple,mean,0040;0010;0054;0042;0046
loftr,116,EEMSC-DBM::0029::3::1,0029,12,False,50,cascade,multiple,mean,0041;0002;0049;0054;0013
orb-fingervein,116,EEMSC-DBM::0029::3::1,0029,1,True,50,cascade,multiple,mean,0029;0050;0054;0035;0036
sift-fingervein,116,EEMSC-DBM::0029::3::1,0029,1,True,50,cascade,multiple,mean,0029;0054;0046;0036;0050
superglue-fingervein,116,EEMSC-DBM::0029::3::1,0029,7,False,50,cascade,multiple,mean,0004;0002;0013;0015;0050
sgmnet-fingervein,116,EEMSC-DBM::0029::3::1,0029,1,True,50,cascade,multiple,mean,0029;0049;0035;0054;0046
aspanformer,116,EEMSC-DBM::0029::3::1,0029,15,False,50,cascade,multiple,mean,0010;0002;0015;0049;0001
deepdetect,116,EEMSC-DBM::0029::3::1,0029,1,True,50,cascade,multiple,mean,0029;0054;0002;0015;0033
loftr,120,EEMSC-DBM::0019::4::1,0019,3,False,50,cascade,multiple,mean,0025;0032;0019;0018;0007
orb-fingervein,120,EEMSC-DBM::0019::4::1,0019,1,True,50,cascade,multiple,mean,0019;0007;0002;0032;0029
sift-fingervein,120,EEMSC-DBM::0019::4::1,0019,1,True,50,cascade,multiple,mean,0019;0030;0007;0005;0048
superglue-fingervein,120,EEMSC-DBM::0019::4::1,0019,7,False,50,cascade,multiple,mean,0052;0029;0048;0057;0030
sgmnet-fingervein,120,EEMSC-DBM::0019::4::1,0019,1,True,50,cascade,multiple,mean,0019;0052;0032;0025;0030
aspanformer,120,EEMSC-DBM::0019::4::1,0019,11,False,50,cascade,multiple,mean,0048;0052;0032;0047;0025
deepdetect,120,EEMSC-DBM::0019::4::1,0019,1,True,50,cascade,multiple,mean,0019;0005;0002;0054;0052
loftr,124,EEMSC-DBM::0053::1::1,0053,35,False,50,cascade,multiple,mean,0004;0035;0022;0027;0015
orb-fingervein,124,EEMSC-DBM::0053::1::1,0053,34,False,50,cascade,multiple,mean,0054;0008;0037;0007;0033
sift-fingervein,124,EEMSC-DBM::0053::1::1,0053,35,False,50,cascade,multiple,mean,0004;0037;0036;0007;0035
superglue-fingervein,124,EEMSC-DBM::0053::1::1,0053,35,False,50,cascade,multiple,mean,0002;0007;0015;0035;0047
sgmnet-fingervein,124,EEMSC-DBM::0053::1::1,0053,35,False,50,cascade,multiple,mean,0027;0035;0022;0015;0004
aspanformer,124,EEMSC-DBM::0053::1::1,0053,35,False,50,cascade,multiple,mean,0036;0060;0008;0035;0022
deepdetect,124,EEMSC-DBM::0053::1::1,0053,35,False,50,cascade,multiple,mean,0047;0060;0007;0008;0041
loftr,128,EEMSC-DBM::0026::2::1,0026,14,False,50,cascade,multiple,mean,0045;0009;0049;0051;0060
orb-fingervein,128,EEMSC-DBM::0026::2::1,0026,1,True,50,cascade,multiple,mean,0026;0051;0045;0028;0037
sift-fingervein,128,EEMSC-DBM::0026::2::1,0026,3,False,50,cascade,multiple,mean,0051;0045;0026;0049;0028
superglue-fingervein,128,EEMSC-DBM::0026::2::1,0026,2,False,50,cascade,multiple,mean,0028;0026;0035;0003;0027
sgmnet-fingervein,128,EEMSC-DBM::0026::2::1,0026,1,True,50,cascade,multiple,mean,0026;0060;0049;0051;0015
aspanformer,128,EEMSC-DBM::0026::2::1,0026,15,False,50,cascade,multiple,mean,0051;0003;0044;0027;0009
deepdetect,128,EEMSC-DBM::0026::2::1,0026,1,True,50,cascade,multiple,mean,0026;0045;0028;0027;0049
loftr,132,EEMSC-DBM::0045::3::1,0045,37,False,50,cascade,multiple,mean,0044;0049;0036;0009;0015
