pair_id,image1_path,image2_path,modality,ground_truth,identity1,identity2,dataset_name,metadata
MMU-Iris_genuine_12,Iris\002-MMU-Iris-Database\34\right\sitir3.bmp,Iris\002-MMU-Iris-Database\34\right\sitir5.bmp,iris,True,34,34,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_13,Iris\002-MMU-Iris-Database\13\left\lecl4.bmp,Iris\002-MMU-Iris-Database\13\left\lecl5.bmp,iris,True,13,13,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_14,Iris\002-MMU-Iris-Database\37\left\thomasl2.bmp,Iris\002-MMU-Iris-Database\37\left\thomasl3.bmp,iris,True,37,37,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_15,Iris\002-MMU-Iris-Database\29\right\pclr1.bmp,Iris\002-MMU-Iris-Database\29\right\pclr4.bmp,iris,True,29,29,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_16,Iris\002-MMU-Iris-Database\10\right\fionar1.bmp,Iris\002-MMU-Iris-Database\10\right\fionar4.bmp,iris,True,10,10,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_17,Iris\002-MMU-Iris-Database\10\right\fionar1.bmp,Iris\002-MMU-Iris-Database\10\right\fionar2.bmp,iris,True,10,10,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_18,Iris\002-MMU-Iris-Database\13\right\lecr2.bmp,Iris\002-MMU-Iris-Database\13\right\lecr4.bmp,iris,True,13,13,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_19,Iris\002-MMU-Iris-Database\2\left\bryanl1.bmp,Iris\002-MMU-Iris-Database\2\left\bryanl5.bmp,iris,True,2,2,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_20,Iris\002-MMU-Iris-Database\2\right\bryanr3.bmp,Iris\002-MMU-Iris-Database\2\right\bryanr5.bmp,iris,True,2,2,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_21,Iris\002-MMU-Iris-Database\32\right\salar3.bmp,Iris\002-MMU-Iris-Database\32\right\salar4.bmp,iris,True,32,32,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_22,Iris\002-MMU-Iris-Database\37\right\thomasr2.bmp,Iris\002-MMU-Iris-Database\37\right\thomasr5.bmp,iris,True,37,37,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_23,Iris\002-MMU-Iris-Database\10\left\fional3.bmp,Iris\002-MMU-Iris-Database\10\left\fional4.bmp,iris,True,10,10,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_24,Iris\002-MMU-Iris-Database\35\right\suzailir2.bmp,Iris\002-MMU-Iris-Database\35\right\suzailir3.bmp,iris,True,35,35,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_25,Iris\002-MMU-Iris-Database\19\left\maranl1.bmp,Iris\002-MMU-Iris-Database\19\left\maranl5.bmp,iris,True,19,19,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_26,Iris\002-MMU-Iris-Database\43\right\winr1.bmp,Iris\002-MMU-Iris-Database\43\right\winr5.bmp,iris,True,43,43,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_27,Iris\002-MMU-Iris-Database\40\left\tonghll2.bmp,Iris\002-MMU-Iris-Database\40\left\tonghll4.bmp,iris,True,40,40,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_28,Iris\002-MMU-Iris-Database\42\right\weecmr3.bmp,Iris\002-MMU-Iris-Database\42\right\weecmr5.bmp,iris,True,42,42,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_29,Iris\002-MMU-Iris-Database\9\left\fatmal3.bmp,Iris\002-MMU-Iris-Database\9\left\fatmal4.bmp,iris,True,9,9,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_30,Iris\002-MMU-Iris-Database\29\left\pcll4.bmp,Iris\002-MMU-Iris-Database\29\left\pcll5.bmp,iris,True,29,29,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_31,Iris\002-MMU-Iris-Database\2\left\bryanl2.bmp,Iris\002-MMU-Iris-Database\2\left\bryanl4.bmp,iris,True,2,2,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_32,Iris\002-MMU-Iris-Database\3\right\chingycr4.bmp,Iris\002-MMU-Iris-Database\3\right\chingycr5.bmp,iris,True,3,3,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_33,Iris\002-MMU-Iris-Database\37\left\thomasl1.bmp,Iris\002-MMU-Iris-Database\37\left\thomasl5.bmp,iris,True,37,37,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_34,Iris\002-MMU-Iris-Database\22\left\mimil2.bmp,Iris\002-MMU-Iris-Database\22\left\mimil3.bmp,iris,True,22,22,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_35,Iris\002-MMU-Iris-Database\6\left\christinel3.bmp,Iris\002-MMU-Iris-Database\6\left\christinel5.bmp,iris,True,6,6,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_36,Iris\002-MMU-Iris-Database\1\left\aeval2.bmp,Iris\002-MMU-Iris-Database\1\left\aeval5.bmp,iris,True,1,1,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_37,Iris\002-MMU-Iris-Database\45\right\zaridahr3.bmp,Iris\002-MMU-Iris-Database\45\right\zaridahr4.bmp,iris,True,45,45,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_38,Iris\002-MMU-Iris-Database\6\left\christinel2.bmp,Iris\002-MMU-Iris-Database\6\left\christinel4.bmp,iris,True,6,6,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_39,Iris\002-MMU-Iris-Database\17\left\lpjl1.bmp,Iris\002-MMU-Iris-Database\17\left\lpjl5.bmp,iris,True,17,17,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_40,Iris\002-MMU-Iris-Database\42\right\weecmr2.bmp,Iris\002-MMU-Iris-Database\42\right\weecmr3.bmp,iris,True,42,42,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_41,Iris\002-MMU-Iris-Database\9\left\fatmal2.bmp,Iris\002-MMU-Iris-Database\9\left\fatmal3.bmp,iris,True,9,9,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_42,Iris\002-MMU-Iris-Database\25\left\nkll3.bmp,Iris\002-MMU-Iris-Database\25\left\nkll5.bmp,iris,True,25,25,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_43,Iris\002-MMU-Iris-Database\8\left\eugenehol2.bmp,Iris\002-MMU-Iris-Database\8\left\eugenehol4.bmp,iris,True,8,8,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_44,Iris\002-MMU-Iris-Database\16\right\lowyfr4.bmp,Iris\002-MMU-Iris-Database\16\right\lowyfr5.bmp,iris,True,16,16,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_45,Iris\002-MMU-Iris-Database\2\left\bryanl1.bmp,Iris\002-MMU-Iris-Database\2\left\bryanl2.bmp,iris,True,2,2,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_46,Iris\002-MMU-Iris-Database\46\left\zulaikahl1.bmp,Iris\002-MMU-Iris-Database\46\left\zulaikahl3.bmp,iris,True,46,46,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_47,Iris\002-MMU-Iris-Database\25\left\nkll2.bmp,Iris\002-MMU-Iris-Database\25\left\nkll3.bmp,iris,True,25,25,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_48,Iris\002-MMU-Iris-Database\9\right\fatmar1.bmp,Iris\002-MMU-Iris-Database\9\right\fatmar2.bmp,iris,True,9,9,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_49,Iris\002-MMU-Iris-Database\13\right\lecr2.bmp,Iris\002-MMU-Iris-Database\13\right\lecr3.bmp,iris,True,13,13,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_50,Iris\002-MMU-Iris-Database\27\left\norsuhaidahl4.bmp,Iris\002-MMU-Iris-Database\27\left\norsuhaidahl5.bmp,iris,True,27,27,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_51,Iris\002-MMU-Iris-Database\13\right\lecr4.bmp,Iris\002-MMU-Iris-Database\13\right\lecr5.bmp,iris,True,13,13,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_52,Iris\002-MMU-Iris-Database\26\left\norazal3.bmp,Iris\002-MMU-Iris-Database\26\left\norazal4.bmp,iris,True,26,26,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_53,Iris\002-MMU-Iris-Database\25\right\nklr1.bmp,Iris\002-MMU-Iris-Database\25\right\nklr4.bmp,iris,True,25,25,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_54,Iris\002-MMU-Iris-Database\37\right\thomasr3.bmp,Iris\002-MMU-Iris-Database\37\right\thomasr5.bmp,iris,True,37,37,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_55,Iris\002-MMU-Iris-Database\21\right\mazwanr1.bmp,Iris\002-MMU-Iris-Database\21\right\mazwanr2.bmp,iris,True,21,21,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_56,Iris\002-MMU-Iris-Database\6\left\christinel2.bmp,Iris\002-MMU-Iris-Database\6\left\christinel5.bmp,iris,True,6,6,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_57,Iris\002-MMU-Iris-Database\11\left\hockl2.bmp,Iris\002-MMU-Iris-Database\11\left\hockl3.bmp,iris,True,11,11,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_58,Iris\002-MMU-Iris-Database\44\left\yannl3.bmp,Iris\002-MMU-Iris-Database\44\left\yannl4.bmp,iris,True,44,44,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_59,Iris\002-MMU-Iris-Database\30\right\philipr1.bmp,Iris\002-MMU-Iris-Database\30\right\philipr2.bmp,iris,True,30,30,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_60,Iris\002-MMU-Iris-Database\34\left\sitil4.bmp,Iris\002-MMU-Iris-Database\34\left\sitil5.bmp,iris,True,34,34,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_61,Iris\002-MMU-Iris-Database\15\left\lokel3.bmp,Iris\002-MMU-Iris-Database\15\left\lokel4.bmp,iris,True,15,15,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_62,Iris\002-MMU-Iris-Database\27\left\norsuhaidahl3.bmp,Iris\002-MMU-Iris-Database\27\left\norsuhaidahl4.bmp,iris,True,27,27,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_63,Iris\002-MMU-Iris-Database\13\left\lec_1.bmp,Iris\002-MMU-Iris-Database\13\left\lecl2.bmp,iris,True,13,13,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_64,Iris\002-MMU-Iris-Database\35\left\suzailil2.bmp,Iris\002-MMU-Iris-Database\35\left\suzailil4.bmp,iris,True,35,35,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_65,Iris\002-MMU-Iris-Database\23\left\minglil1.bmp,Iris\002-MMU-Iris-Database\23\left\minglil2.bmp,iris,True,23,23,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_66,Iris\002-MMU-Iris-Database\39\left\tingcyl1.bmp,Iris\002-MMU-Iris-Database\39\left\tingcyl5.bmp,iris,True,39,39,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_67,Iris\002-MMU-Iris-Database\38\right\tickr1.bmp,Iris\002-MMU-Iris-Database\38\right\tickr5.bmp,iris,True,38,38,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_68,Iris\002-MMU-Iris-Database\26\right\norazar1.bmp,Iris\002-MMU-Iris-Database\26\right\norazar2.bmp,iris,True,26,26,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_69,Iris\002-MMU-Iris-Database\36\right\tanwnr1.bmp,Iris\002-MMU-Iris-Database\36\right\tanwnr3.bmp,iris,True,36,36,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_70,Iris\002-MMU-Iris-Database\18\right\mahskr2.bmp,Iris\002-MMU-Iris-Database\18\right\mahskr5.bmp,iris,True,18,18,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_71,Iris\002-MMU-Iris-Database\43\left\winl1.bmp,Iris\002-MMU-Iris-Database\43\left\winl3.bmp,iris,True,43,43,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_72,Iris\002-MMU-Iris-Database\12\right\kelvinr1.bmp,Iris\002-MMU-Iris-Database\12\right\kelvinr3.bmp,iris,True,12,12,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_73,Iris\002-MMU-Iris-Database\11\left\hockl2.bmp,Iris\002-MMU-Iris-Database\11\left\hockl5.bmp,iris,True,11,11,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_74,Iris\002-MMU-Iris-Database\40\right\tonghlr3.bmp,Iris\002-MMU-Iris-Database\40\right\tonghlr4.bmp,iris,True,40,40,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_75,Iris\002-MMU-Iris-Database\2\right\bryanr1.bmp,Iris\002-MMU-Iris-Database\2\right\bryanr5.bmp,iris,True,2,2,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_76,Iris\002-MMU-Iris-Database\46\right\zulaikahr1.bmp,Iris\002-MMU-Iris-Database\46\right\zulaikahr3.bmp,iris,True,46,46,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_77,Iris\002-MMU-Iris-Database\22\right\mimir2.bmp,Iris\002-MMU-Iris-Database\22\right\mimir5.bmp,iris,True,22,22,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_78,Iris\002-MMU-Iris-Database\13\left\lec_1.bmp,Iris\002-MMU-Iris-Database\13\left\lecl3.bmp,iris,True,13,13,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_79,Iris\002-MMU-Iris-Database\8\right\eugenehor4.bmp,Iris\002-MMU-Iris-Database\8\right\eugenehor5.bmp,iris,True,8,8,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_80,Iris\002-MMU-Iris-Database\14\left\liujwl1.bmp,Iris\002-MMU-Iris-Database\14\left\liujwl5.bmp,iris,True,14,14,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_81,Iris\002-MMU-Iris-Database\7\left\chualsl4.bmp,Iris\002-MMU-Iris-Database\7\left\chualsl5.bmp,iris,True,7,7,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_82,Iris\002-MMU-Iris-Database\7\right\chualsr2.bmp,Iris\002-MMU-Iris-Database\7\right\chualsr5.bmp,iris,True,7,7,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_83,Iris\002-MMU-Iris-Database\30\left\philipl2.bmp,Iris\002-MMU-Iris-Database\30\left\philipl3.bmp,iris,True,30,30,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_84,Iris\002-MMU-Iris-Database\39\right\tingcyr1.bmp,Iris\002-MMU-Iris-Database\39\right\tingcyr2.bmp,iris,True,39,39,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_85,Iris\002-MMU-Iris-Database\26\right\norazar1.bmp,Iris\002-MMU-Iris-Database\26\right\norazar5.bmp,iris,True,26,26,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_86,Iris\002-MMU-Iris-Database\17\left\lpjl2.bmp,Iris\002-MMU-Iris-Database\17\left\lpjl5.bmp,iris,True,17,17,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_87,Iris\002-MMU-Iris-Database\26\right\norazar4.bmp,Iris\002-MMU-Iris-Database\26\right\norazar5.bmp,iris,True,26,26,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_88,Iris\002-MMU-Iris-Database\26\left\norazal1.bmp,Iris\002-MMU-Iris-Database\26\left\norazal5.bmp,iris,True,26,26,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_89,Iris\002-MMU-Iris-Database\19\right\maranr2.bmp,Iris\002-MMU-Iris-Database\19\right\maranr3.bmp,iris,True,19,19,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_90,Iris\002-MMU-Iris-Database\41\left\vimalal2.bmp,Iris\002-MMU-Iris-Database\41\left\vimalal5.bmp,iris,True,41,41,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_91,Iris\002-MMU-Iris-Database\21\right\mazwanr1.bmp,Iris\002-MMU-Iris-Database\21\right\mazwanr5.bmp,iris,True,21,21,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_92,Iris\002-MMU-Iris-Database\8\right\eugenehor1.bmp,Iris\002-MMU-Iris-Database\8\right\eugenehor3.bmp,iris,True,8,8,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_93,Iris\002-MMU-Iris-Database\41\right\vimalar4.bmp,Iris\002-MMU-Iris-Database\41\right\vimalar5.bmp,iris,True,41,41,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_94,Iris\002-MMU-Iris-Database\40\left\tonghll1.bmp,Iris\002-MMU-Iris-Database\40\left\tonghll5.bmp,iris,True,40,40,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_95,Iris\002-MMU-Iris-Database\12\right\kelvinr1.bmp,Iris\002-MMU-Iris-Database\12\right\kelvinr5.bmp,iris,True,12,12,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_96,Iris\002-MMU-Iris-Database\38\left\tickl1.bmp,Iris\002-MMU-Iris-Database\38\left\tickl5.bmp,iris,True,38,38,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_97,Iris\002-MMU-Iris-Database\5\right\chongpkr2.bmp,Iris\002-MMU-Iris-Database\5\right\chongpkr4.bmp,iris,True,5,5,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_98,Iris\002-MMU-Iris-Database\17\right\lpjr2.bmp,Iris\002-MMU-Iris-Database\17\right\lpjr4.bmp,iris,True,17,17,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_99,Iris\002-MMU-Iris-Database\34\left\sitil2.bmp,Iris\002-MMU-Iris-Database\34\left\sitil5.bmp,iris,True,34,34,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_100,Iris\002-MMU-Iris-Database\44\left\yannl2.bmp,Iris\002-MMU-Iris-Database\44\left\yannl5.bmp,iris,True,44,44,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_101,Iris\002-MMU-Iris-Database\9\right\fatmar2.bmp,Iris\002-MMU-Iris-Database\9\right\fatmar3.bmp,iris,True,9,9,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_102,Iris\002-MMU-Iris-Database\17\left\lpjl3.bmp,Iris\002-MMU-Iris-Database\17\left\lpjl4.bmp,iris,True,17,17,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_103,Iris\002-MMU-Iris-Database\30\right\philipr1.bmp,Iris\002-MMU-Iris-Database\30\right\philipr5.bmp,iris,True,30,30,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_104,Iris\002-MMU-Iris-Database\27\left\norsuhaidahl3.bmp,Iris\002-MMU-Iris-Database\27\left\norsuhaidahl5.bmp,iris,True,27,27,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_105,Iris\002-MMU-Iris-Database\21\right\mazwanr2.bmp,Iris\002-MMU-Iris-Database\21\right\mazwanr5.bmp,iris,True,21,21,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_106,Iris\002-MMU-Iris-Database\39\right\tingcyr2.bmp,Iris\002-MMU-Iris-Database\39\right\tingcyr4.bmp,iris,True,39,39,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_107,Iris\002-MMU-Iris-Database\42\left\weecml2.bmp,Iris\002-MMU-Iris-Database\42\left\weecml3.bmp,iris,True,42,42,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_108,Iris\002-MMU-Iris-Database\35\right\suzailir1.bmp,Iris\002-MMU-Iris-Database\35\right\suzailir2.bmp,iris,True,35,35,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_109,Iris\002-MMU-Iris-Database\2\left\bryanl2.bmp,Iris\002-MMU-Iris-Database\2\left\bryanl3.bmp,iris,True,2,2,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_110,Iris\002-MMU-Iris-Database\42\left\weecml1.bmp,Iris\002-MMU-Iris-Database\42\left\weecml3.bmp,iris,True,42,42,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_111,Iris\002-MMU-Iris-Database\24\right\ngkokwhyr1.bmp,Iris\002-MMU-Iris-Database\24\right\ngkokwhyr4.bmp,iris,True,24,24,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_112,Iris\002-MMU-Iris-Database\46\left\zulaikahl2.bmp,Iris\002-MMU-Iris-Database\46\left\zulaikahl5.bmp,iris,True,46,46,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_113,Iris\002-MMU-Iris-Database\11\right\hockr3.bmp,Iris\002-MMU-Iris-Database\11\right\hockr4.bmp,iris,True,11,11,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_114,Iris\002-MMU-Iris-Database\2\right\bryanr2.bmp,Iris\002-MMU-Iris-Database\2\right\bryanr3.bmp,iris,True,2,2,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
MMU-Iris_genuine_115,Iris\002-MMU-Iris-Database\9\left\fatmal1.bmp,Iris\002-MMU-Iris-Database\9\left\fatmal5.bmp,iris,True,9,9,MMU-Iris,"{""record1_meta"": {}, ""record2_meta"": {}}"
