matcher,probe_record_id,probe_sample_id,probe_identity,rank_of_true_identity,rank_1_hit,gallery_size,ranking_strategy,samples_per_gallery,aggregation_method,top_5_identities
loftr,24,CASIA-Iris-Thousand::250::07::L,250,1,True,50,cascade,multiple,mean,250;027;142;754;733
orb-fingervein,24,CASIA-Iris-Thousand::250::07::L,250,2,False,50,cascade,multiple,mean,025;250;027;228;733
orb,24,CASIA-Iris-Thousand::250::07::L,250,6,False,50,cascade,multiple,mean,654;114;025;759;281
sift-fingervein,24,CASIA-Iris-Thousand::250::07::L,250,3,False,50,cascade,multiple,mean,758;654;250;432;027
sift,24,CASIA-Iris-Thousand::250::07::L,250,2,False,50,cascade,multiple,mean,759;250;654;114;025
superglue-fingervein,24,CASIA-Iris-Thousand::250::07::L,250,5,False,50,cascade,multiple,mean,759;432;777;032;250
superglue,24,CASIA-Iris-Thousand::250::07::L,250,14,False,50,cascade,multiple,mean,032;281;777;114;754
sgmnet-fingervein,24,CASIA-Iris-Thousand::250::07::L,250,1,True,50,cascade,multiple,mean,250;759;654;758;228
sgmnet,24,CASIA-Iris-Thousand::250::07::L,250,3,False,50,cascade,multiple,mean,025;654;250;759;228
aspanformer,24,CASIA-Iris-Thousand::250::07::L,250,2,False,50,cascade,multiple,mean,027;250;758;142;032
deepdetect,24,CASIA-Iris-Thousand::250::07::L,250,2,False,50,cascade,multiple,mean,754;250;733;228;777
loftr,28,CASIA-Iris-Thousand::228::04::L,228,1,True,50,cascade,multiple,mean,228;348;558;250;825
orb-fingervein,28,CASIA-Iris-Thousand::228::04::L,228,1,True,50,cascade,multiple,mean,228;250;759;654;574
orb,28,CASIA-Iris-Thousand::228::04::L,228,1,True,50,cascade,multiple,mean,228;025;754;825;759
sift-fingervein,28,CASIA-Iris-Thousand::228::04::L,228,1,True,50,cascade,multiple,mean,228;558;574;828;025
sift,28,CASIA-Iris-Thousand::228::04::L,228,3,False,50,cascade,multiple,mean,558;754;228;825;114
superglue-fingervein,28,CASIA-Iris-Thousand::228::04::L,228,1,True,50,cascade,multiple,mean,228;250;759;825;114
superglue,28,CASIA-Iris-Thousand::228::04::L,228,3,False,50,cascade,multiple,mean,654;250;228;754;777
sgmnet-fingervein,28,CASIA-Iris-Thousand::228::04::L,228,1,True,50,cascade,multiple,mean,228;754;718;825;025
sgmnet,28,CASIA-Iris-Thousand::228::04::L,228,1,True,50,cascade,multiple,mean,228;754;718;828;281
aspanformer,28,CASIA-Iris-Thousand::228::04::L,228,1,True,50,cascade,multiple,mean,228;348;825;114;828
deepdetect,28,CASIA-Iris-Thousand::228::04::L,228,3,False,50,cascade,multiple,mean,558;754;228;574;759
loftr,32,CASIA-Iris-Thousand::142::06::L,142,1,True,50,cascade,multiple,mean,142;159;238;281;104
orb-fingervein,32,CASIA-Iris-Thousand::142::06::L,142,1,True,50,cascade,multiple,mean,142;250;389;654;228
orb,32,CASIA-Iris-Thousand::142::06::L,142,1,True,50,cascade,multiple,mean,142;228;159;759;114
sift-fingervein,32,CASIA-Iris-Thousand::142::06::L,142,2,False,50,cascade,multiple,mean,104;142;025;604;114
sift,32,CASIA-Iris-Thousand::142::06::L,142,2,False,50,cascade,multiple,mean,228;142;238;654;114
superglue-fingervein,32,CASIA-Iris-Thousand::142::06::L,142,4,False,50,cascade,multiple,mean,159;250;389;142;604
superglue,32,CASIA-Iris-Thousand::142::06::L,142,12,False,50,cascade,multiple,mean,654;604;389;348;238
sgmnet-fingervein,32,CASIA-Iris-Thousand::142::06::L,142,2,False,50,cascade,multiple,mean,159;142;250;348;759
sgmnet,32,CASIA-Iris-Thousand::142::06::L,142,7,False,50,cascade,multiple,mean,114;159;250;759;220
aspanformer,32,CASIA-Iris-Thousand::142::06::L,142,1,True,50,cascade,multiple,mean,142;104;281;250;025
deepdetect,32,CASIA-Iris-Thousand::142::06::L,142,4,False,50,cascade,multiple,mean,228;104;025;142;348
loftr,36,CASIA-Iris-Thousand::754::01::L,754,1,True,50,cascade,multiple,mean,754;030;980;095;032
orb-fingervein,36,CASIA-Iris-Thousand::754::01::L,754,1,True,50,cascade,multiple,mean,754;032;980;220;558
orb,36,CASIA-Iris-Thousand::754::01::L,754,1,True,50,cascade,multiple,mean,754;781;759;654;030
sift-fingervein,36,CASIA-Iris-Thousand::754::01::L,754,1,True,50,cascade,multiple,mean,754;220;781;250;759
sift,36,CASIA-Iris-Thousand::754::01::L,754,1,True,50,cascade,multiple,mean,754;114;980;781;654
superglue-fingervein,36,CASIA-Iris-Thousand::754::01::L,754,1,True,50,cascade,multiple,mean,754;759;250;980;030
superglue,36,CASIA-Iris-Thousand::754::01::L,754,10,False,50,cascade,multiple,mean,250;025;220;714;114
sgmnet-fingervein,36,CASIA-Iris-Thousand::754::01::L,754,2,False,50,cascade,multiple,mean,030;754;759;220;980
sgmnet,36,CASIA-Iris-Thousand::754::01::L,754,1,True,50,cascade,multiple,mean,754;759;980;220;781
aspanformer,36,CASIA-Iris-Thousand::754::01::L,754,1,True,50,cascade,multiple,mean,754;781;558;654;980
deepdetect,36,CASIA-Iris-Thousand::754::01::L,754,2,False,50,cascade,multiple,mean,980;754;220;654;558
loftr,40,CASIA-Iris-Thousand::104::02::L,104,1,True,50,cascade,multiple,mean,104;030;284;027;828
orb-fingervein,40,CASIA-Iris-Thousand::104::02::L,104,1,True,50,cascade,multiple,mean,104;094;432;284;238
orb,40,CASIA-Iris-Thousand::104::02::L,104,1,True,50,cascade,multiple,mean,104;284;432;718;654
sift-fingervein,40,CASIA-Iris-Thousand::104::02::L,104,1,True,50,cascade,multiple,mean,104;238;030;558;281
sift,40,CASIA-Iris-Thousand::104::02::L,104,1,True,50,cascade,multiple,mean,104;558;238;654;114
superglue-fingervein,40,CASIA-Iris-Thousand::104::02::L,104,1,True,50,cascade,multiple,mean,104;459;432;980;284
superglue,40,CASIA-Iris-Thousand::104::02::L,104,2,False,50,cascade,multiple,mean,094;104;558;459;718
sgmnet-fingervein,40,CASIA-Iris-Thousand::104::02::L,104,1,True,50,cascade,multiple,mean,104;030;284;459;603
sgmnet,40,CASIA-Iris-Thousand::104::02::L,104,1,True,50,cascade,multiple,mean,104;284;459;281;558
aspanformer,40,CASIA-Iris-Thousand::104::02::L,104,1,True,50,cascade,multiple,mean,104;980;284;459;558
deepdetect,40,CASIA-Iris-Thousand::104::02::L,104,1,True,50,cascade,multiple,mean,104;094;027;238;828
loftr,44,CASIA-Iris-Thousand::692::00::L,692,1,True,50,cascade,multiple,mean,692;030;759;714;781
orb-fingervein,44,CASIA-Iris-Thousand::692::00::L,692,1,True,50,cascade,multiple,mean,692;027;759;228;025
orb,44,CASIA-Iris-Thousand::692::00::L,692,3,False,50,cascade,multiple,mean,027;114;692;030;759
sift-fingervein,44,CASIA-Iris-Thousand::692::00::L,692,2,False,50,cascade,multiple,mean,517;692;027;030;281
sift,44,CASIA-Iris-Thousand::692::00::L,692,1,True,50,cascade,multiple,mean,692;759;654;114;025
superglue-fingervein,44,CASIA-Iris-Thousand::692::00::L,692,2,False,50,cascade,multiple,mean,114;692;714;250;281
superglue,44,CASIA-Iris-Thousand::692::00::L,692,9,False,50,cascade,multiple,mean,228;758;032;027;759
sgmnet-fingervein,44,CASIA-Iris-Thousand::692::00::L,692,2,False,50,cascade,multiple,mean,030;692;281;759;714
sgmnet,44,CASIA-Iris-Thousand::692::00::L,692,1,True,50,cascade,multiple,mean,692;114;281;250;025
aspanformer,44,CASIA-Iris-Thousand::692::00::L,692,1,True,50,cascade,multiple,mean,692;781;032;654;758
deepdetect,44,CASIA-Iris-Thousand::692::00::L,692,4,False,50,cascade,multiple,mean,759;654;517;692;027
loftr,48,CASIA-Iris-Thousand::758::01::L,758,1,True,50,cascade,multiple,mean,758;030;142;228;517
orb-fingervein,48,CASIA-Iris-Thousand::758::01::L,758,1,True,50,cascade,multiple,mean,758;238;281;228;654
orb,48,CASIA-Iris-Thousand::758::01::L,758,6,False,50,cascade,multiple,mean,654;030;142;603;759
sift-fingervein,48,CASIA-Iris-Thousand::758::01::L,758,3,False,50,cascade,multiple,mean,517;238;758;603;030
sift,48,CASIA-Iris-Thousand::758::01::L,758,1,True,50,cascade,multiple,mean,758;654;114;025;759
superglue-fingervein,48,CASIA-Iris-Thousand::758::01::L,758,2,False,50,cascade,multiple,mean,604;758;759;030;250
superglue,48,CASIA-Iris-Thousand::758::01::L,758,15,False,50,cascade,multiple,mean,030;238;759;250;114
sgmnet-fingervein,48,CASIA-Iris-Thousand::758::01::L,758,2,False,50,cascade,multiple,mean,030;758;250;603;759
sgmnet,48,CASIA-Iris-Thousand::758::01::L,758,2,False,50,cascade,multiple,mean,603;758;718;114;250
aspanformer,48,CASIA-Iris-Thousand::758::01::L,758,4,False,50,cascade,multiple,mean,142;250;030;758;517
deepdetect,48,CASIA-Iris-Thousand::758::01::L,758,4,False,50,cascade,multiple,mean,718;759;142;758;025
loftr,52,CASIA-Iris-Thousand::913::00::L,913,1,True,50,cascade,multiple,mean,913;980;223;781;758
orb-fingervein,52,CASIA-Iris-Thousand::913::00::L,913,1,True,50,cascade,multiple,mean,913;228;032;281;344
orb,52,CASIA-Iris-Thousand::913::00::L,913,2,False,50,cascade,multiple,mean,223;913;344;032;094
sift-fingervein,52,CASIA-Iris-Thousand::913::00::L,913,1,True,50,cascade,multiple,mean,913;228;781;223;094
sift,52,CASIA-Iris-Thousand::913::00::L,913,13,False,50,cascade,multiple,mean,654;114;025;759;281
superglue-fingervein,52,CASIA-Iris-Thousand::913::00::L,913,1,True,50,cascade,multiple,mean,913;281;032;089;094
superglue,52,CASIA-Iris-Thousand::913::00::L,913,6,False,50,cascade,multiple,mean,094;665;517;089;758
sgmnet-fingervein,52,CASIA-Iris-Thousand::913::00::L,913,1,True,50,cascade,multiple,mean,913;089;281;344;980
sgmnet,52,CASIA-Iris-Thousand::913::00::L,913,2,False,50,cascade,multiple,mean,089;913;665;281;032
aspanformer,52,CASIA-Iris-Thousand::913::00::L,913,3,False,50,cascade,multiple,mean,781;980;913;344;032
deepdetect,52,CASIA-Iris-Thousand::913::00::L,913,1,True,50,cascade,multiple,mean,913;980;344;781;094
loftr,56,CASIA-Iris-Thousand::558::08::L,558,1,True,50,cascade,multiple,mean,558;228;159;114;348
orb-fingervein,56,CASIA-Iris-Thousand::558::08::L,558,1,True,50,cascade,multiple,mean,558;228;759;025;980
orb,56,CASIA-Iris-Thousand::558::08::L,558,1,True,50,cascade,multiple,mean,558;025;759;228;654
sift-fingervein,56,CASIA-Iris-Thousand::558::08::L,558,2,False,50,cascade,multiple,mean,759;558;348;142;159
sift,56,CASIA-Iris-Thousand::558::08::L,558,1,True,50,cascade,multiple,mean,558;142;980;281;654
superglue-fingervein,56,CASIA-Iris-Thousand::558::08::L,558,4,False,50,cascade,multiple,mean,759;159;980;558;281
superglue,56,CASIA-Iris-Thousand::558::08::L,558,12,False,50,cascade,multiple,mean,159;104;025;654;250
sgmnet-fingervein,56,CASIA-Iris-Thousand::558::08::L,558,2,False,50,cascade,multiple,mean,159;558;759;281;980
sgmnet,56,CASIA-Iris-Thousand::558::08::L,558,4,False,50,cascade,multiple,mean,692;281;159;558;250
aspanformer,56,CASIA-Iris-Thousand::558::08::L,558,1,True,50,cascade,multiple,mean,558;104;228;142;980
deepdetect,56,CASIA-Iris-Thousand::558::08::L,558,3,False,50,cascade,multiple,mean,692;754;558;348;759
loftr,60,CASIA-Iris-Thousand::089::05::L,089,1,True,50,cascade,multiple,mean,089;432;980;225;163
orb-fingervein,60,CASIA-Iris-Thousand::089::05::L,089,4,False,50,cascade,multiple,mean,781;094;348;089;429
orb,60,CASIA-Iris-Thousand::089::05::L,089,17,False,50,cascade,multiple,mean,781;692;980;654;114
sift-fingervein,60,CASIA-Iris-Thousand::089::05::L,089,6,False,50,cascade,multiple,mean,692;348;163;781;094
sift,60,CASIA-Iris-Thousand::089::05::L,089,15,False,50,cascade,multiple,mean,654;114;025;759;281
superglue-fingervein,60,CASIA-Iris-Thousand::089::05::L,089,8,False,50,cascade,multiple,mean,781;825;432;692;225
superglue,60,CASIA-Iris-Thousand::089::05::L,089,3,False,50,cascade,multiple,mean,027;163;089;094;225
sgmnet-fingervein,60,CASIA-Iris-Thousand::089::05::L,089,1,True,50,cascade,multiple,mean,089;980;432;027;781
sgmnet,60,CASIA-Iris-Thousand::089::05::L,089,6,False,50,cascade,multiple,mean,027;094;558;250;825
aspanformer,60,CASIA-Iris-Thousand::089::05::L,089,1,True,50,cascade,multiple,mean,089;250;692;980;094
deepdetect,60,CASIA-Iris-Thousand::089::05::L,089,12,False,50,cascade,multiple,mean,429;027;777;558;980
loftr,64,CASIA-Iris-Thousand::604::01::L,604,1,True,50,cascade,multiple,mean,604;432;759;032;654
orb-fingervein,64,CASIA-Iris-Thousand::604::01::L,604,1,True,50,cascade,multiple,mean,604;348;654;616;032
orb,64,CASIA-Iris-Thousand::604::01::L,604,1,True,50,cascade,multiple,mean,604;759;114;281;616
sift-fingervein,64,CASIA-Iris-Thousand::604::01::L,604,1,True,50,cascade,multiple,mean,604;718;654;759;025
sift,64,CASIA-Iris-Thousand::604::01::L,604,1,True,50,cascade,multiple,mean,604;250;432;654;114
superglue-fingervein,64,CASIA-Iris-Thousand::604::01::L,604,1,True,50,cascade,multiple,mean,604;759;281;250;913
superglue,64,CASIA-Iris-Thousand::604::01::L,604,10,False,50,cascade,multiple,mean,250;759;718;692;432
sgmnet-fingervein,64,CASIA-Iris-Thousand::604::01::L,604,1,True,50,cascade,multiple,mean,604;759;781;718;250
sgmnet,64,CASIA-Iris-Thousand::604::01::L,604,1,True,50,cascade,multiple,mean,604;250;913;025;759
aspanformer,64,CASIA-Iris-Thousand::604::01::L,604,1,True,50,cascade,multiple,mean,604;781;432;654;032
deepdetect,64,CASIA-Iris-Thousand::604::01::L,604,1,True,50,cascade,multiple,mean,604;432;692;781;114
loftr,68,CASIA-Iris-Thousand::432::00::L,432,1,True,50,cascade,multiple,mean,432;980;104;654;616
orb-fingervein,68,CASIA-Iris-Thousand::432::00::L,432,1,True,50,cascade,multiple,mean,432;759;665;459;104
orb,68,CASIA-Iris-Thousand::432::00::L,432,1,True,50,cascade,multiple,mean,432;616;654;114;025
sift-fingervein,68,CASIA-Iris-Thousand::432::00::L,432,1,True,50,cascade,multiple,mean,432;238;104;980;094
sift,68,CASIA-Iris-Thousand::432::00::L,432,1,True,50,cascade,multiple,mean,432;114;759;654;025
superglue-fingervein,68,CASIA-Iris-Thousand::432::00::L,432,2,False,50,cascade,multiple,mean,890;432;142;032;104
superglue,68,CASIA-Iris-Thousand::432::00::L,432,4,False,50,cascade,multiple,mean,980;104;114;432;094
sgmnet-fingervein,68,CASIA-Iris-Thousand::432::00::L,432,1,True,50,cascade,multiple,mean,432;759;459;890;238
sgmnet,68,CASIA-Iris-Thousand::432::00::L,432,2,False,50,cascade,multiple,mean,759;432;890;238;104
aspanformer,68,CASIA-Iris-Thousand::432::00::L,432,1,True,50,cascade,multiple,mean,432;980;459;104;094
deepdetect,68,CASIA-Iris-Thousand::432::00::L,432,4,False,50,cascade,multiple,mean,142;980;665;432;459
loftr,72,CASIA-Iris-Thousand::032::08::L,032,1,True,50,cascade,multiple,mean,032;159;094;714;027
orb-fingervein,72,CASIA-Iris-Thousand::032::08::L,032,1,True,50,cascade,multiple,mean,032;025;759;718;654
orb,72,CASIA-Iris-Thousand::032::08::L,032,19,False,50,cascade,multiple,mean,344;654;114;025;759
sift-fingervein,72,CASIA-Iris-Thousand::032::08::L,032,1,True,50,cascade,multiple,mean,032;781;025;828;095
sift,72,CASIA-Iris-Thousand::032::08::L,032,2,False,50,cascade,multiple,mean,025;032;654;114;759
superglue-fingervein,72,CASIA-Iris-Thousand::032::08::L,032,3,False,50,cascade,multiple,mean,159;781;032;718;654
superglue,72,CASIA-Iris-Thousand::032::08::L,032,13,False,50,cascade,multiple,mean,344;781;027;714;114
sgmnet-fingervein,72,CASIA-Iris-Thousand::032::08::L,032,2,False,50,cascade,multiple,mean,159;032;718;163;781
sgmnet,72,CASIA-Iris-Thousand::032::08::L,032,4,False,50,cascade,multiple,mean,159;163;718;032;114
aspanformer,72,CASIA-Iris-Thousand::032::08::L,032,1,True,50,cascade,multiple,mean,032;344;027;095;094
deepdetect,72,CASIA-Iris-Thousand::032::08::L,032,6,False,50,cascade,multiple,mean,781;163;759;654;095
loftr,76,CASIA-Iris-Thousand::030::07::L,030,1,True,50,cascade,multiple,mean,030;759;250;228;114
orb-fingervein,76,CASIA-Iris-Thousand::030::07::L,030,1,True,50,cascade,multiple,mean,030;754;025;228;654
orb,76,CASIA-Iris-Thousand::030::07::L,030,1,True,50,cascade,multiple,mean,030;654;114;025;759
sift-fingervein,76,CASIA-Iris-Thousand::030::07::L,030,1,True,50,cascade,multiple,mean,030;603;163;142;114
sift,76,CASIA-Iris-Thousand::030::07::L,030,1,True,50,cascade,multiple,mean,030;142;759;654;114
superglue-fingervein,76,CASIA-Iris-Thousand::030::07::L,030,1,True,50,cascade,multiple,mean,030;603;654;754;281
superglue,76,CASIA-Iris-Thousand::030::07::L,030,1,True,50,cascade,multiple,mean,030;281;692;758;104
sgmnet-fingervein,76,CASIA-Iris-Thousand::030::07::L,030,1,True,50,cascade,multiple,mean,030;654;104;114;754
sgmnet,76,CASIA-Iris-Thousand::030::07::L,030,3,False,50,cascade,multiple,mean,142;654;030;114;603
aspanformer,76,CASIA-Iris-Thousand::030::07::L,030,1,True,50,cascade,multiple,mean,030;142;250;228;758
deepdetect,76,CASIA-Iris-Thousand::030::07::L,030,1,True,50,cascade,multiple,mean,030;228;758;654;114
loftr,80,CASIA-Iris-Thousand::095::09::L,095,1,True,50,cascade,multiple,mean,095;733;025;517;758
orb-fingervein,80,CASIA-Iris-Thousand::095::09::L,095,1,True,50,cascade,multiple,mean,095;025;758;692;654
orb,80,CASIA-Iris-Thousand::095::09::L,095,3,False,50,cascade,multiple,mean,692;759;095;980;654
sift-fingervein,80,CASIA-Iris-Thousand::095::09::L,095,1,True,50,cascade,multiple,mean,095;825;754;980;692
sift,80,CASIA-Iris-Thousand::095::09::L,095,1,True,50,cascade,multiple,mean,095;025;654;114;759
superglue-fingervein,80,CASIA-Iris-Thousand::095::09::L,095,2,False,50,cascade,multiple,mean,203;095;980;759;825
superglue,80,CASIA-Iris-Thousand::095::09::L,095,10,False,50,cascade,multiple,mean,114;759;825;980;344
sgmnet-fingervein,80,CASIA-Iris-Thousand::095::09::L,095,1,True,50,cascade,multiple,mean,095;718;344;114;759
sgmnet,80,CASIA-Iris-Thousand::095::09::L,095,1,True,50,cascade,multiple,mean,095;344;718;203;754
aspanformer,80,CASIA-Iris-Thousand::095::09::L,095,1,True,50,cascade,multiple,mean,095;517;025;980;825
deepdetect,80,CASIA-Iris-Thousand::095::09::L,095,3,False,50,cascade,multiple,mean,025;754;095;517;980
loftr,84,CASIA-Iris-Thousand::223::02::L,223,1,True,50,cascade,multiple,mean,223;284;220;714;032
orb-fingervein,84,CASIA-Iris-Thousand::223::02::L,223,1,True,50,cascade,multiple,mean,223;284;228;654;163
orb,84,CASIA-Iris-Thousand::223::02::L,223,2,False,50,cascade,multiple,mean,284;223;665;220;228
sift-fingervein,84,CASIA-Iris-Thousand::223::02::L,223,1,True,50,cascade,multiple,mean,223;348;284;432;718
sift,84,CASIA-Iris-Thousand::223::02::L,223,1,True,50,cascade,multiple,mean,223;654;114;025;759
superglue-fingervein,84,CASIA-Iris-Thousand::223::02::L,223,6,False,50,cascade,multiple,mean,032;163;718;714;429
superglue,84,CASIA-Iris-Thousand::223::02::L,223,13,False,50,cascade,multiple,mean,714;432;718;032;665
sgmnet-fingervein,84,CASIA-Iris-Thousand::223::02::L,223,1,True,50,cascade,multiple,mean,223;284;220;718;348
sgmnet,84,CASIA-Iris-Thousand::223::02::L,223,2,False,50,cascade,multiple,mean,284;223;163;718;692
aspanformer,84,CASIA-Iris-Thousand::223::02::L,223,2,False,50,cascade,multiple,mean,220;223;665;714;654
deepdetect,84,CASIA-Iris-Thousand::223::02::L,223,2,False,50,cascade,multiple,mean,228;223;220;692;718
loftr,88,CASIA-Iris-Thousand::238::06::L,238,1,True,50,cascade,multiple,mean,238;025;517;759;094
orb-fingervein,88,CASIA-Iris-Thousand::238::06::L,238,1,True,50,cascade,multiple,mean,238;114;759;389;025
orb,88,CASIA-Iris-Thousand::238::06::L,238,22,False,50,cascade,multiple,mean,654;025;114;759;281
sift-fingervein,88,CASIA-Iris-Thousand::238::06::L,238,1,True,50,cascade,multiple,mean,238;459;032;344;281
sift,88,CASIA-Iris-Thousand::238::06::L,238,1,True,50,cascade,multiple,mean,238;654;114;025;759
superglue-fingervein,88,CASIA-Iris-Thousand::238::06::L,238,4,False,50,cascade,multiple,mean,389;250;777;238;759
superglue,88,CASIA-Iris-Thousand::238::06::L,238,10,False,50,cascade,multiple,mean,344;459;777;114;025
sgmnet-fingervein,88,CASIA-Iris-Thousand::238::06::L,238,1,True,50,cascade,multiple,mean,238;114;250;777;389
sgmnet,88,CASIA-Iris-Thousand::238::06::L,238,2,False,50,cascade,multiple,mean,250;238;718;389;094
aspanformer,88,CASIA-Iris-Thousand::238::06::L,238,1,True,50,cascade,multiple,mean,238;025;777;094;718
deepdetect,88,CASIA-Iris-Thousand::238::06::L,238,2,False,50,cascade,multiple,mean,654;238;459;114;025
