matcher,modality,pair_id,identity1,identity2,num_keypoints_image1,num_keypoints_image2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error
superglue-fingervein,finger,THU-FVFDT_genuine_22,512,512,740,843,340,120,0.3529,True,0.3288,True,True,2.9143
sgmnet-fingervein,finger,THU-FVFDT_genuine_22,512,512,1029,1111,368,17,0.0462,False,0.0461,True,False,1.1698
aspanformer,finger,THU-FVFDT_genuine_22,512,512,284,284,284,156,0.5493,True,0.5436,True,True,1.7071
deepdetect,finger,THU-FVFDT_genuine_22,512,512,9646,37573,5,0,,False,,True,False,
loftr,finger,THU-FVFDT_genuine_23,355,355,76,76,76,36,0.4737,True,0.4672,True,True,1.7762
orb-fingervein,finger,THU-FVFDT_genuine_23,355,355,1722,1216,37,0,,False,,True,False,
sift-fingervein,finger,THU-FVFDT_genuine_23,355,355,353,235,15,7,0.4667,False,0.4472,True,False,1.0649
superglue-fingervein,finger,THU-FVFDT_genuine_23,355,355,744,544,287,115,0.4007,True,0.3741,True,True,2.8752
sgmnet-fingervein,finger,THU-FVFDT_genuine_23,355,355,1085,1054,372,34,0.0914,False,0.0908,True,False,1.6289
aspanformer,finger,THU-FVFDT_genuine_23,355,355,162,162,162,106,0.6543,True,0.6543,True,True,0.8592
deepdetect,finger,THU-FVFDT_genuine_23,355,355,30841,11618,47,16,0.3404,True,0.3404,True,True,2.3609
loftr,finger,THU-FVFDT_genuine_24,104,104,229,229,229,195,0.8515,True,0.8515,True,True,0.2133
orb-fingervein,finger,THU-FVFDT_genuine_24,104,104,1270,1120,51,29,0.5686,True,0.5563,True,True,1.9371
sift-fingervein,finger,THU-FVFDT_genuine_24,104,104,184,170,34,20,0.5882,True,0.5842,True,True,1.6233
superglue-fingervein,finger,THU-FVFDT_genuine_24,104,104,493,551,232,85,0.3664,True,0.3433,True,True,2.8033
sgmnet-fingervein,finger,THU-FVFDT_genuine_24,104,104,1131,1173,567,83,0.1464,False,0.1437,True,False,1.8683
aspanformer,finger,THU-FVFDT_genuine_24,104,104,1686,1686,1686,1660,0.9846,True,0.9846,True,True,0.6910
deepdetect,finger,THU-FVFDT_genuine_24,104,104,28216,32162,20,8,0.4000,True,0.4000,True,True,1.6011
loftr,finger,THU-FVFDT_genuine_25,246,246,396,396,396,167,0.4217,False,0.4217,True,False,1.0253
orb-fingervein,finger,THU-FVFDT_genuine_25,246,246,4476,3206,34,7,0.2059,False,0.1973,True,False,1.1463
sift-fingervein,finger,THU-FVFDT_genuine_25,246,246,842,684,10,5,0.5000,True,0.4661,True,True,0.3772
superglue-fingervein,finger,THU-FVFDT_genuine_25,246,246,1242,1041,55,29,0.5273,True,0.5024,True,True,2.4657
sgmnet-fingervein,finger,THU-FVFDT_genuine_25,246,246,1198,1209,420,28,0.0667,False,0.0662,True,False,1.6396
aspanformer,finger,THU-FVFDT_genuine_25,246,246,502,502,502,435,0.8665,True,0.8665,True,True,0.7550
deepdetect,finger,THU-FVFDT_genuine_25,246,246,48643,40086,61,11,0.1803,False,0.1803,True,False,1.2267
loftr,finger,THU-FVFDT_genuine_26,90,90,263,263,263,208,0.7909,True,0.7909,True,True,0.2439
orb-fingervein,finger,THU-FVFDT_genuine_26,90,90,800,627,15,7,0.4667,False,0.4472,True,False,0.7700
sift-fingervein,finger,THU-FVFDT_genuine_26,90,90,245,216,29,13,0.4483,False,0.4332,True,False,2.0458
superglue-fingervein,finger,THU-FVFDT_genuine_26,90,90,878,913,490,246,0.5020,True,0.4711,True,True,2.7742
sgmnet-fingervein,finger,THU-FVFDT_genuine_26,90,90,1513,1458,574,111,0.1934,False,0.1913,True,False,1.7194
aspanformer,finger,THU-FVFDT_genuine_26,90,90,1346,1346,1346,1321,0.9814,True,0.9814,True,True,0.6818
deepdetect,finger,THU-FVFDT_genuine_26,90,90,6799,18892,9,4,0.4444,True,0.4444,True,True,0.0000
loftr,finger,THU-FVFDT_genuine_27,412,412,49,49,49,21,0.4286,False,0.4284,True,False,1.3851
orb-fingervein,finger,THU-FVFDT_genuine_27,412,412,993,1255,3,0,,False,,True,False,
sift-fingervein,finger,THU-FVFDT_genuine_27,412,412,263,293,9,0,,False,,True,False,
superglue-fingervein,finger,THU-FVFDT_genuine_27,412,412,687,616,159,37,0.2327,True,0.2209,True,True,2.5413
sgmnet-fingervein,finger,THU-FVFDT_genuine_27,412,412,1170,1095,145,9,0.0621,False,0.0606,True,False,0.9832
aspanformer,finger,THU-FVFDT_genuine_27,412,412,23,23,23,23,1.0000,True,0.9997,True,True,1.2574
deepdetect,finger,THU-FVFDT_genuine_27,412,412,26109,30913,30,13,0.4333,True,0.4333,True,True,0.9863
loftr,finger,THU-FVFDT_genuine_28,78,78,557,557,557,482,0.8654,True,0.8654,True,True,0.3975
orb-fingervein,finger,THU-FVFDT_genuine_28,78,78,1155,1337,32,16,0.5000,True,0.4844,True,True,2.0823
sift-fingervein,finger,THU-FVFDT_genuine_28,78,78,329,300,30,17,0.5667,True,0.5545,True,True,1.8980
superglue-fingervein,finger,THU-FVFDT_genuine_28,78,78,770,711,401,217,0.5411,True,0.5089,True,True,2.7297
sgmnet-fingervein,finger,THU-FVFDT_genuine_28,78,78,1388,1332,630,75,0.1190,False,0.1178,True,False,1.7109
aspanformer,finger,THU-FVFDT_genuine_28,78,78,1516,1516,1516,1476,0.9736,True,0.9736,True,True,0.5727
deepdetect,finger,THU-FVFDT_genuine_28,78,78,21242,21994,26,17,0.6538,True,0.6538,True,True,2.4387
loftr,finger,THU-FVFDT_genuine_29,242,242,124,124,124,90,0.7258,True,0.7205,True,True,1.6467
orb-fingervein,finger,THU-FVFDT_genuine_29,242,242,884,940,28,11,0.3929,False,0.3878,True,False,1.4236
sift-fingervein,finger,THU-FVFDT_genuine_29,242,242,252,254,10,6,0.6000,True,0.5677,True,True,0.9454
superglue-fingervein,finger,THU-FVFDT_genuine_29,242,242,594,617,60,20,0.3333,True,0.3216,True,True,2.2005
sgmnet-fingervein,finger,THU-FVFDT_genuine_29,242,242,1173,1161,311,27,0.0868,False,0.0868,True,False,1.4813
aspanformer,finger,THU-FVFDT_genuine_29,242,242,567,567,567,474,0.8360,True,0.8360,True,True,1.3929
deepdetect,finger,THU-FVFDT_genuine_29,242,242,21979,22919,24,9,0.3750,True,0.3750,True,True,2.0756
loftr,finger,THU-FVFDT_genuine_30,298,298,363,363,363,215,0.5923,True,0.5847,True,True,1.7595
orb-fingervein,finger,THU-FVFDT_genuine_30,298,298,2772,2471,44,0,,False,,True,False,
sift-fingervein,finger,THU-FVFDT_genuine_30,298,298,424,389,21,8,0.3810,False,0.3599,True,False,1.9891
superglue-fingervein,finger,THU-FVFDT_genuine_30,298,298,858,841,405,132,0.3259,True,0.3019,True,True,3.0301
sgmnet-fingervein,finger,THU-FVFDT_genuine_30,298,298,1002,989,397,36,0.0907,False,0.0899,True,False,1.6732
aspanformer,finger,THU-FVFDT_genuine_30,298,298,998,998,998,741,0.7425,True,0.7425,True,True,1.3901
deepdetect,finger,THU-FVFDT_genuine_30,298,298,45093,37951,45,17,0.3778,True,0.3778,True,True,2.1588
loftr,finger,THU-FVFDT_genuine_31,409,409,370,370,370,231,0.6243,True,0.6140,True,True,1.8333
orb-fingervein,finger,THU-FVFDT_genuine_31,409,409,2347,1783,42,10,0.2381,False,0.2295,True,False,1.8780
sift-fingervein,finger,THU-FVFDT_genuine_31,409,409,330,240,21,8,0.3810,False,0.3688,True,False,1.3396
superglue-fingervein,finger,THU-FVFDT_genuine_31,409,409,719,611,343,148,0.4315,True,0.4054,True,True,2.7486
sgmnet-fingervein,finger,THU-FVFDT_genuine_31,409,409,978,899,387,24,0.0620,False,0.0606,True,False,1.9659
aspanformer,finger,THU-FVFDT_genuine_31,409,409,672,672,672,651,0.9688,True,0.9688,True,True,1.1915
deepdetect,finger,THU-FVFDT_genuine_31,409,409,36601,9382,97,32,0.3299,True,0.3299,True,True,2.9245
loftr,finger,THU-FVFDT_genuine_32,93,93,356,356,356,252,0.7079,True,0.6934,True,True,1.9116
orb-fingervein,finger,THU-FVFDT_genuine_32,93,93,1511,961,35,13,0.3714,False,0.3689,True,False,1.4760
sift-fingervein,finger,THU-FVFDT_genuine_32,93,93,239,239,20,7,0.3500,False,0.3284,True,False,1.9222
superglue-fingervein,finger,THU-FVFDT_genuine_32,93,93,567,630,316,136,0.4304,True,0.4053,True,True,2.7012
sgmnet-fingervein,finger,THU-FVFDT_genuine_32,93,93,1120,1196,487,48,0.0986,False,0.0976,True,False,1.6887
aspanformer,finger,THU-FVFDT_genuine_32,93,93,1080,1080,1080,925,0.8565,True,0.8565,True,True,1.4185
deepdetect,finger,THU-FVFDT_genuine_32,93,93,16346,22792,10,0,,False,,True,False,
loftr,finger,THU-FVFDT_genuine_33,184,184,455,455,455,337,0.7407,True,0.7354,True,True,1.6420
orb-fingervein,finger,THU-FVFDT_genuine_33,184,184,2986,1333,57,10,0.1754,False,0.1723,True,False,1.1917
sift-fingervein,finger,THU-FVFDT_genuine_33,184,184,557,219,30,10,0.3333,False,0.3233,True,False,1.7546
superglue-fingervein,finger,THU-FVFDT_genuine_33,184,184,782,586,316,116,0.3671,True,0.3441,True,True,2.7958
