matcher,probe_record_id,probe_sample_id,probe_identity,rank_of_true_identity,rank_1_hit,gallery_size,ranking_strategy,samples_per_gallery,aggregation_method,top_5_identities
loftr,44,Multi-PIE::174::174_01_01_051_06_crop_128,174,22,False,50,cascade,multiple,mean,155;190;167;215;184
orb-fingervein,44,Multi-PIE::174::174_01_01_051_06_crop_128,174,22,False,50,cascade,multiple,mean,190;237;144;155;215
sift-fingervein,44,Multi-PIE::174::174_01_01_051_06_crop_128,174,22,False,50,cascade,multiple,mean,237;155;247;167;140
superglue-fingervein,44,Multi-PIE::174::174_01_01_051_06_crop_128,174,22,False,50,cascade,multiple,mean,164;155;007;247;190
sgmnet-fingervein,44,Multi-PIE::174::174_01_01_051_06_crop_128,174,22,False,50,cascade,multiple,mean,247;029;152;155;237
aspanformer,44,Multi-PIE::174::174_01_01_051_06_crop_128,174,22,False,50,cascade,multiple,mean,155;237;164;247;152
deepdetect,44,Multi-PIE::174::174_01_01_051_06_crop_128,174,22,False,50,cascade,multiple,mean,029;180;007;215;167
loftr,48,Multi-PIE::247::247_01_01_050_07_crop_128,247,1,True,50,cascade,multiple,mean,247;058;029;056;179
orb-fingervein,48,Multi-PIE::247::247_01_01_050_07_crop_128,247,1,True,50,cascade,multiple,mean,247;179;167;180;109
sift-fingervein,48,Multi-PIE::247::247_01_01_050_07_crop_128,247,1,True,50,cascade,multiple,mean,247;144;051;029;167
superglue-fingervein,48,Multi-PIE::247::247_01_01_050_07_crop_128,247,1,True,50,cascade,multiple,mean,247;051;058;179;189
sgmnet-fingervein,48,Multi-PIE::247::247_01_01_050_07_crop_128,247,1,True,50,cascade,multiple,mean,247;027;180;051;056
aspanformer,48,Multi-PIE::247::247_01_01_050_07_crop_128,247,2,False,50,cascade,multiple,mean,058;247;027;167;087
deepdetect,48,Multi-PIE::247::247_01_01_050_07_crop_128,247,1,True,50,cascade,multiple,mean,247;029;027;009;051
loftr,52,Multi-PIE::230::230_01_01_050_06_crop_128,230,1,True,50,cascade,multiple,mean,230;184;060;041;248
orb-fingervein,52,Multi-PIE::230::230_01_01_050_06_crop_128,230,1,True,50,cascade,multiple,mean,230;167;060;234;184
sift-fingervein,52,Multi-PIE::230::230_01_01_050_06_crop_128,230,1,True,50,cascade,multiple,mean,230;180;144;027;087
superglue-fingervein,52,Multi-PIE::230::230_01_01_050_06_crop_128,230,3,False,50,cascade,multiple,mean,167;087;230;002;234
sgmnet-fingervein,52,Multi-PIE::230::230_01_01_050_06_crop_128,230,1,True,50,cascade,multiple,mean,230;248;195;180;109
aspanformer,52,Multi-PIE::230::230_01_01_050_06_crop_128,230,3,False,50,cascade,multiple,mean,041;184;230;027;108
deepdetect,52,Multi-PIE::230::230_01_01_050_06_crop_128,230,1,True,50,cascade,multiple,mean,230;109;234;180;002
loftr,56,Multi-PIE::140::140_01_01_050_06_crop_128,140,2,False,50,cascade,multiple,mean,088;140;155;071;189
orb-fingervein,56,Multi-PIE::140::140_01_01_050_06_crop_128,140,1,True,50,cascade,multiple,mean,140;190;088;071;151
sift-fingervein,56,Multi-PIE::140::140_01_01_050_06_crop_128,140,1,True,50,cascade,multiple,mean,140;088;115;109;063
superglue-fingervein,56,Multi-PIE::140::140_01_01_050_06_crop_128,140,3,False,50,cascade,multiple,mean,088;155;140;190;071
sgmnet-fingervein,56,Multi-PIE::140::140_01_01_050_06_crop_128,140,2,False,50,cascade,multiple,mean,058;140;234;151;155
aspanformer,56,Multi-PIE::140::140_01_01_050_06_crop_128,140,4,False,50,cascade,multiple,mean,155;190;088;140;208
deepdetect,56,Multi-PIE::140::140_01_01_050_06_crop_128,140,10,False,50,cascade,multiple,mean,115;155;237;234;058
loftr,60,Multi-PIE::023::023_01_01_140_05_crop_128,023,25,False,50,cascade,multiple,mean,072;247;040;057;151
orb-fingervein,60,Multi-PIE::023::023_01_01_140_05_crop_128,023,25,False,50,cascade,multiple,mean,247;040;060;063;189
sift-fingervein,60,Multi-PIE::023::023_01_01_140_05_crop_128,023,25,False,50,cascade,multiple,mean,151;237;040;195;207
superglue-fingervein,60,Multi-PIE::023::023_01_01_140_05_crop_128,023,25,False,50,cascade,multiple,mean,151;247;164;238;060
sgmnet-fingervein,60,Multi-PIE::023::023_01_01_140_05_crop_128,023,25,False,50,cascade,multiple,mean,247;190;189;238;237
aspanformer,60,Multi-PIE::023::023_01_01_140_05_crop_128,023,25,False,50,cascade,multiple,mean,207;164;060;238;189
deepdetect,60,Multi-PIE::023::023_01_01_140_05_crop_128,023,25,False,50,cascade,multiple,mean,237;151;238;041;190
loftr,64,Multi-PIE::152::152_01_01_050_06_crop_128,152,2,False,50,cascade,multiple,mean,109;152;058;007;164
orb-fingervein,64,Multi-PIE::152::152_01_01_050_06_crop_128,152,1,True,50,cascade,multiple,mean,152;190;036;063;248
sift-fingervein,64,Multi-PIE::152::152_01_01_050_06_crop_128,152,1,True,50,cascade,multiple,mean,152;040;247;238;109
superglue-fingervein,64,Multi-PIE::152::152_01_01_050_06_crop_128,152,1,True,50,cascade,multiple,mean,152;063;058;238;029
sgmnet-fingervein,64,Multi-PIE::152::152_01_01_050_06_crop_128,152,1,True,50,cascade,multiple,mean,152;058;040;247;238
aspanformer,64,Multi-PIE::152::152_01_01_050_06_crop_128,152,1,True,50,cascade,multiple,mean,152;164;108;071;058
deepdetect,64,Multi-PIE::152::152_01_01_050_06_crop_128,152,4,False,50,cascade,multiple,mean,190;109;238;152;248
loftr,68,Multi-PIE::109::109_01_01_140_05_crop_128,109,24,False,50,cascade,multiple,mean,196;241;190;164;108
orb-fingervein,68,Multi-PIE::109::109_01_01_140_05_crop_128,109,24,False,50,cascade,multiple,mean,140;241;108;179;164
sift-fingervein,68,Multi-PIE::109::109_01_01_140_05_crop_128,109,24,False,50,cascade,multiple,mean,195;241;108;196;140
superglue-fingervein,68,Multi-PIE::109::109_01_01_140_05_crop_128,109,24,False,50,cascade,multiple,mean,196;140;241;002;164
sgmnet-fingervein,68,Multi-PIE::109::109_01_01_140_05_crop_128,109,24,False,50,cascade,multiple,mean,058;179;241;063;108
aspanformer,68,Multi-PIE::109::109_01_01_140_05_crop_128,109,24,False,50,cascade,multiple,mean,140;007;195;241;063
deepdetect,68,Multi-PIE::109::109_01_01_140_05_crop_128,109,24,False,50,cascade,multiple,mean,063;029;108;195;058
loftr,72,Multi-PIE::009::009_01_01_051_08_crop_128,009,1,True,50,cascade,multiple,mean,009;041;029;152;109
orb-fingervein,72,Multi-PIE::009::009_01_01_051_08_crop_128,009,1,True,50,cascade,multiple,mean,009;247;115;041;248
sift-fingervein,72,Multi-PIE::009::009_01_01_051_08_crop_128,009,1,True,50,cascade,multiple,mean,009;215;109;247;041
superglue-fingervein,72,Multi-PIE::009::009_01_01_051_08_crop_128,009,2,False,50,cascade,multiple,mean,196;009;007;115;041
sgmnet-fingervein,72,Multi-PIE::009::009_01_01_051_08_crop_128,009,1,True,50,cascade,multiple,mean,009;248;247;057;164
aspanformer,72,Multi-PIE::009::009_01_01_051_08_crop_128,009,14,False,50,cascade,multiple,mean,041;029;115;164;152
deepdetect,72,Multi-PIE::009::009_01_01_051_08_crop_128,009,4,False,50,cascade,multiple,mean,196;164;007;009;041
loftr,76,Multi-PIE::008::008_01_01_041_08_crop_128,008,1,True,50,cascade,multiple,mean,008;041;130;167;190
orb-fingervein,76,Multi-PIE::008::008_01_01_041_08_crop_128,008,1,True,50,cascade,multiple,mean,008;215;174;247;248
sift-fingervein,76,Multi-PIE::008::008_01_01_041_08_crop_128,008,1,True,50,cascade,multiple,mean,008;041;247;248;063
superglue-fingervein,76,Multi-PIE::008::008_01_01_041_08_crop_128,008,4,False,50,cascade,multiple,mean,234;190;087;008;247
sgmnet-fingervein,76,Multi-PIE::008::008_01_01_041_08_crop_128,008,1,True,50,cascade,multiple,mean,008;247;007;063;234
aspanformer,76,Multi-PIE::008::008_01_01_041_08_crop_128,008,1,True,50,cascade,multiple,mean,008;041;109;167;130
deepdetect,76,Multi-PIE::008::008_01_01_041_08_crop_128,008,2,False,50,cascade,multiple,mean,180;008;109;130;041
loftr,80,Multi-PIE::024::024_01_01_130_06_crop_128,024,1,True,50,cascade,multiple,mean,024;189;130;109;140
orb-fingervein,80,Multi-PIE::024::024_01_01_130_06_crop_128,024,2,False,50,cascade,multiple,mean,215;024;060;174;072
sift-fingervein,80,Multi-PIE::024::024_01_01_130_06_crop_128,024,1,True,50,cascade,multiple,mean,024;174;189;144;109
superglue-fingervein,80,Multi-PIE::024::024_01_01_130_06_crop_128,024,3,False,50,cascade,multiple,mean,164;144;024;060;115
sgmnet-fingervein,80,Multi-PIE::024::024_01_01_130_06_crop_128,024,1,True,50,cascade,multiple,mean,024;071;072;130;115
aspanformer,80,Multi-PIE::024::024_01_01_130_06_crop_128,024,13,False,50,cascade,multiple,mean,007;189;164;115;109
deepdetect,80,Multi-PIE::024::024_01_01_130_06_crop_128,024,14,False,50,cascade,multiple,mean,109;164;115;130;144
loftr,84,Multi-PIE::056::056_01_01_050_05_crop_128,056,32,False,50,cascade,multiple,mean,027;190;088;023;041
orb-fingervein,84,Multi-PIE::056::056_01_01_050_05_crop_128,056,32,False,50,cascade,multiple,mean,040;023;241;108;164
sift-fingervein,84,Multi-PIE::056::056_01_01_050_05_crop_128,056,32,False,50,cascade,multiple,mean,040;041;027;248;023
superglue-fingervein,84,Multi-PIE::056::056_01_01_050_05_crop_128,056,32,False,50,cascade,multiple,mean,040;051;151;190;023
sgmnet-fingervein,84,Multi-PIE::056::056_01_01_050_05_crop_128,056,32,False,50,cascade,multiple,mean,040;164;248;087;088
aspanformer,84,Multi-PIE::056::056_01_01_050_05_crop_128,056,32,False,50,cascade,multiple,mean,051;108;164;041;072
deepdetect,84,Multi-PIE::056::056_01_01_050_05_crop_128,056,32,False,50,cascade,multiple,mean,108;041;087;164;027
loftr,88,Multi-PIE::060::060_01_01_130_07_crop_128,060,31,False,50,cascade,multiple,mean,057;063;009;190;208
orb-fingervein,88,Multi-PIE::060::060_01_01_130_07_crop_128,060,31,False,50,cascade,multiple,mean,237;063;109;058;087
sift-fingervein,88,Multi-PIE::060::060_01_01_130_07_crop_128,060,31,False,50,cascade,multiple,mean,057;237;087;058;208
superglue-fingervein,88,Multi-PIE::060::060_01_01_130_07_crop_128,060,31,False,50,cascade,multiple,mean,109;057;190;040;009
sgmnet-fingervein,88,Multi-PIE::060::060_01_01_130_07_crop_128,060,31,False,50,cascade,multiple,mean,190;058;237;208;144
aspanformer,88,Multi-PIE::060::060_01_01_130_07_crop_128,060,31,False,50,cascade,multiple,mean,237;190;057;109;063
deepdetect,88,Multi-PIE::060::060_01_01_130_07_crop_128,060,31,False,50,cascade,multiple,mean,237;190;057;115;144
loftr,92,Multi-PIE::130::130_01_01_130_08_crop_128,130,31,False,50,cascade,multiple,mean,009;088;167;164;195
orb-fingervein,92,Multi-PIE::130::130_01_01_130_08_crop_128,130,31,False,50,cascade,multiple,mean,167;009;164;058;063
sift-fingervein,92,Multi-PIE::130::130_01_01_130_08_crop_128,130,31,False,50,cascade,multiple,mean,167;057;009;195;058
superglue-fingervein,92,Multi-PIE::130::130_01_01_130_08_crop_128,130,31,False,50,cascade,multiple,mean,088;167;023;057;009
sgmnet-fingervein,92,Multi-PIE::130::130_01_01_130_08_crop_128,130,31,False,50,cascade,multiple,mean,088;063;164;041;109
aspanformer,92,Multi-PIE::130::130_01_01_130_08_crop_128,130,31,False,50,cascade,multiple,mean,167;041;230;234;058
deepdetect,92,Multi-PIE::130::130_01_01_130_08_crop_128,130,31,False,50,cascade,multiple,mean,144;196;057;023;063
loftr,96,Multi-PIE::155::155_01_01_130_05_crop_128,155,1,True,50,cascade,multiple,mean,155;152;164;241;167
orb-fingervein,96,Multi-PIE::155::155_01_01_130_05_crop_128,155,1,True,50,cascade,multiple,mean,155;167;180;190;164
sift-fingervein,96,Multi-PIE::155::155_01_01_130_05_crop_128,155,7,False,50,cascade,multiple,mean,130;180;152;248;167
superglue-fingervein,96,Multi-PIE::155::155_01_01_130_05_crop_128,155,2,False,50,cascade,multiple,mean,190;155;036;164;241
sgmnet-fingervein,96,Multi-PIE::155::155_01_01_130_05_crop_128,155,1,True,50,cascade,multiple,mean,155;152;184;071;179
aspanformer,96,Multi-PIE::155::155_01_01_130_05_crop_128,155,6,False,50,cascade,multiple,mean,180;164;215;241;071
deepdetect,96,Multi-PIE::155::155_01_01_130_05_crop_128,155,7,False,50,cascade,multiple,mean,152;180;164;130;241
loftr,100,Multi-PIE::248::248_01_01_051_05_crop_128,248,2,False,50,cascade,multiple,mean,190;248;174;008;155
orb-fingervein,100,Multi-PIE::248::248_01_01_051_05_crop_128,248,8,False,50,cascade,multiple,mean,029;130;008;002;155
sift-fingervein,100,Multi-PIE::248::248_01_01_051_05_crop_128,248,2,False,50,cascade,multiple,mean,041;248;130;008;087
superglue-fingervein,100,Multi-PIE::248::248_01_01_051_05_crop_128,248,3,False,50,cascade,multiple,mean,040;087;248;190;184
sgmnet-fingervein,100,Multi-PIE::248::248_01_01_051_05_crop_128,248,2,False,50,cascade,multiple,mean,029;248;164;041;237
aspanformer,100,Multi-PIE::248::248_01_01_051_05_crop_128,248,7,False,50,cascade,multiple,mean,008;164;237;041;087
deepdetect,100,Multi-PIE::248::248_01_01_051_05_crop_128,248,4,False,50,cascade,multiple,mean,237;002;041;248;190
loftr,104,Multi-PIE::144::144_01_01_051_05_crop_128,144,1,True,50,cascade,multiple,mean,144;036;207;238;247
orb-fingervein,104,Multi-PIE::144::144_01_01_051_05_crop_128,144,1,True,50,cascade,multiple,mean,144;248;036;207;208
sift-fingervein,104,Multi-PIE::144::144_01_01_051_05_crop_128,144,1,True,50,cascade,multiple,mean,144;208;174;036;248
superglue-fingervein,104,Multi-PIE::144::144_01_01_051_05_crop_128,144,1,True,50,cascade,multiple,mean,144;174;238;208;041
sgmnet-fingervein,104,Multi-PIE::144::144_01_01_051_05_crop_128,144,1,True,50,cascade,multiple,mean,144;247;237;207;058
aspanformer,104,Multi-PIE::144::144_01_01_051_05_crop_128,144,1,True,50,cascade,multiple,mean,144;071;174;058;207
deepdetect,104,Multi-PIE::144::144_01_01_051_05_crop_128,144,1,True,50,cascade,multiple,mean,144;238;109;071;041
loftr,108,Multi-PIE::051::051_01_01_050_08_crop_128,051,28,False,50,cascade,multiple,mean,058;027;190;029;247
orb-fingervein,108,Multi-PIE::051::051_01_01_050_08_crop_128,051,28,False,50,cascade,multiple,mean,027;007;029;189;174
sift-fingervein,108,Multi-PIE::051::051_01_01_050_08_crop_128,051,28,False,50,cascade,multiple,mean,009;189;036;058;002
superglue-fingervein,108,Multi-PIE::051::051_01_01_050_08_crop_128,051,28,False,50,cascade,multiple,mean,164;058;140;007;002
sgmnet-fingervein,108,Multi-PIE::051::051_01_01_050_08_crop_128,051,28,False,50,cascade,multiple,mean,027;247;029;002;164
aspanformer,108,Multi-PIE::051::051_01_01_050_08_crop_128,051,28,False,50,cascade,multiple,mean,009;164;189;029;071
deepdetect,108,Multi-PIE::051::051_01_01_050_08_crop_128,051,28,False,50,cascade,multiple,mean,058;029;007;036;174
loftr,112,Multi-PIE::184::184_01_01_140_06_crop_128,184,35,False,50,cascade,multiple,mean,196;155;247;071;144
orb-fingervein,112,Multi-PIE::184::184_01_01_140_06_crop_128,184,35,False,50,cascade,multiple,mean,167;023;247;196;180
sift-fingervein,112,Multi-PIE::184::184_01_01_140_06_crop_128,184,35,False,50,cascade,multiple,mean,151;144;130;230;237
superglue-fingervein,112,Multi-PIE::184::184_01_01_140_06_crop_128,184,35,False,50,cascade,multiple,mean,144;023;196;207;237
sgmnet-fingervein,112,Multi-PIE::184::184_01_01_140_06_crop_128,184,35,False,50,cascade,multiple,mean,196;247;027;155;144
aspanformer,112,Multi-PIE::184::184_01_01_140_06_crop_128,184,35,False,50,cascade,multiple,mean,057;196;237;130;167
deepdetect,112,Multi-PIE::184::184_01_01_140_06_crop_128,184,35,False,50,cascade,multiple,mean,180;167;247;027;071
loftr,116,Multi-PIE::167::167_01_01_050_07_crop_128,167,1,True,50,cascade,multiple,mean,167;238;155;041;230
orb-fingervein,116,Multi-PIE::167::167_01_01_050_07_crop_128,167,1,True,50,cascade,multiple,mean,167;238;174;190;230
sift-fingervein,116,Multi-PIE::167::167_01_01_050_07_crop_128,167,1,True,50,cascade,multiple,mean,167;238;041;140;174
superglue-fingervein,116,Multi-PIE::167::167_01_01_050_07_crop_128,167,2,False,50,cascade,multiple,mean,234;167;155;190;174
sgmnet-fingervein,116,Multi-PIE::167::167_01_01_050_07_crop_128,167,1,True,50,cascade,multiple,mean,167;234;029;207;189
aspanformer,116,Multi-PIE::167::167_01_01_050_07_crop_128,167,4,False,50,cascade,multiple,mean,174;041;002;167;207
deepdetect,116,Multi-PIE::167::167_01_01_050_07_crop_128,167,1,True,50,cascade,multiple,mean,167;115;189;002;155
loftr,120,Multi-PIE::180::180_01_01_051_06_crop_128,180,1,True,50,cascade,multiple,mean,180;023;208;151;024
orb-fingervein,120,Multi-PIE::180::180_01_01_051_06_crop_128,180,1,True,50,cascade,multiple,mean,180;088;208;174;029
sift-fingervein,120,Multi-PIE::180::180_01_01_051_06_crop_128,180,1,True,50,cascade,multiple,mean,180;088;241;208;009
superglue-fingervein,120,Multi-PIE::180::180_01_01_051_06_crop_128,180,1,True,50,cascade,multiple,mean,180;023;088;151;144
sgmnet-fingervein,120,Multi-PIE::180::180_01_01_051_06_crop_128,180,1,True,50,cascade,multiple,mean,180;009;248;029;241
aspanformer,120,Multi-PIE::180::180_01_01_051_06_crop_128,180,12,False,50,cascade,multiple,mean,144;151;174;088;208
deepdetect,120,Multi-PIE::180::180_01_01_051_06_crop_128,180,1,True,50,cascade,multiple,mean,180;248;109;237;088
loftr,124,Multi-PIE::237::237_01_01_041_06_crop_128,237,1,True,50,cascade,multiple,mean,237;196;230;189;071
orb-fingervein,124,Multi-PIE::237::237_01_01_041_06_crop_128,237,1,True,50,cascade,multiple,mean,237;130;189;230;196
sift-fingervein,124,Multi-PIE::237::237_01_01_041_06_crop_128,237,1,True,50,cascade,multiple,mean,237;072;108;130;234
superglue-fingervein,124,Multi-PIE::237::237_01_01_041_06_crop_128,237,2,False,50,cascade,multiple,mean,189;237;234;196;071
sgmnet-fingervein,124,Multi-PIE::237::237_01_01_041_06_crop_128,237,1,True,50,cascade,multiple,mean,237;195;189;248;230
aspanformer,124,Multi-PIE::237::237_01_01_041_06_crop_128,237,1,True,50,cascade,multiple,mean,237;196;130;230;151
deepdetect,124,Multi-PIE::237::237_01_01_041_06_crop_128,237,1,True,50,cascade,multiple,mean,237;189;248;151;108
loftr,128,Multi-PIE::108::108_01_01_140_05_crop_128,108,1,True,50,cascade,multiple,mean,108;190;115;195;152
