matcher,modality,pair_id,identity1,identity2,num_keypoints_image1,num_keypoints_image2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error
sgmnet-fingervein,finger,THU-FVFDT_genuine_3,324,324,1375,1523,860,309,0.3593,True,0.3531,True,True,1.8506
aspanformer,finger,THU-FVFDT_genuine_3,324,324,1570,1570,1570,1357,0.8643,True,0.8572,True,True,1.6647
deepdetect,finger,THU-FVFDT_genuine_3,324,324,74551,86328,212,156,0.7358,True,0.7358,True,True,1.9866
loftr,finger,THU-FVFDT_genuine_4,304,304,816,816,816,548,0.6716,True,0.6588,True,True,1.8831
orb-fingervein,finger,THU-FVFDT_genuine_4,304,304,4949,4796,186,103,0.5538,True,0.5389,True,True,2.0435
sift-fingervein,finger,THU-FVFDT_genuine_4,304,304,1240,1093,56,30,0.5357,True,0.5166,True,True,2.2280
superglue-fingervein,finger,THU-FVFDT_genuine_4,304,304,714,749,365,177,0.4849,True,0.4567,True,True,2.7007
sgmnet-fingervein,finger,THU-FVFDT_genuine_4,304,304,1356,1250,672,226,0.3363,True,0.3308,True,True,1.8310
aspanformer,finger,THU-FVFDT_genuine_4,304,304,1551,1551,1551,1119,0.7215,True,0.6943,True,True,2.2677
deepdetect,finger,THU-FVFDT_genuine_4,304,304,65688,70688,258,178,0.6899,True,0.6899,True,True,2.8878
loftr,finger,THU-FVFDT_genuine_5,227,227,909,909,909,834,0.9175,True,0.9175,True,True,1.3549
orb-fingervein,finger,THU-FVFDT_genuine_5,227,227,4769,4938,249,132,0.5301,True,0.5149,True,True,2.0812
sift-fingervein,finger,THU-FVFDT_genuine_5,227,227,1287,1432,87,61,0.7011,True,0.6805,True,True,2.0967
superglue-fingervein,finger,THU-FVFDT_genuine_5,227,227,706,889,418,228,0.5455,True,0.5156,True,True,2.6267
sgmnet-fingervein,finger,THU-FVFDT_genuine_5,227,227,1509,1472,815,330,0.4049,True,0.4010,True,True,1.6943
aspanformer,finger,THU-FVFDT_genuine_5,227,227,1788,1788,1788,1727,0.9659,True,0.9659,True,True,1.4371
deepdetect,finger,THU-FVFDT_genuine_5,227,227,58918,67722,223,179,0.8027,True,0.8027,True,True,3.0370
loftr,finger,THU-FVFDT_genuine_6,193,193,765,765,765,583,0.7621,True,0.7384,True,True,2.1319
orb-fingervein,finger,THU-FVFDT_genuine_6,193,193,3664,3823,243,121,0.4979,True,0.4902,True,True,1.8119
sift-fingervein,finger,THU-FVFDT_genuine_6,193,193,891,867,91,65,0.7143,True,0.6893,True,True,2.2114
superglue-fingervein,finger,THU-FVFDT_genuine_6,193,193,702,829,433,220,0.5081,True,0.4823,True,True,2.5426
sgmnet-fingervein,finger,THU-FVFDT_genuine_6,193,193,1247,1158,625,286,0.4576,True,0.4532,True,True,1.6937
aspanformer,finger,THU-FVFDT_genuine_6,193,193,1502,1502,1502,1100,0.7324,True,0.7247,True,True,1.7097
deepdetect,finger,THU-FVFDT_genuine_6,193,193,45521,45625,188,139,0.7394,True,0.7394,True,True,2.1687
loftr,finger,THU-FVFDT_genuine_7,601,601,935,935,935,651,0.6963,True,0.6817,True,True,1.9237
orb-fingervein,finger,THU-FVFDT_genuine_7,601,601,4650,4751,258,172,0.6667,True,0.6500,True,True,2.0055
sift-fingervein,finger,THU-FVFDT_genuine_7,601,601,1313,1621,70,46,0.6571,True,0.6501,True,True,1.7157
superglue-fingervein,finger,THU-FVFDT_genuine_7,601,601,649,610,369,212,0.5745,True,0.5424,True,True,2.6509
sgmnet-fingervein,finger,THU-FVFDT_genuine_7,601,601,1589,1756,928,339,0.3653,True,0.3611,True,True,1.7310
aspanformer,finger,THU-FVFDT_genuine_7,601,601,1581,1581,1581,1400,0.8855,True,0.8855,True,True,1.0807
deepdetect,finger,THU-FVFDT_genuine_7,601,601,65942,64453,356,275,0.7725,True,0.7725,True,True,2.3555
loftr,finger,THU-FVFDT_genuine_8,18,18,685,685,685,528,0.7708,True,0.7708,True,True,1.0933
orb-fingervein,finger,THU-FVFDT_genuine_8,18,18,3665,3970,206,140,0.6796,True,0.6611,True,True,2.0527
sift-fingervein,finger,THU-FVFDT_genuine_8,18,18,552,590,74,46,0.6216,True,0.6092,True,True,1.9028
superglue-fingervein,finger,THU-FVFDT_genuine_8,18,18,891,997,484,270,0.5579,True,0.5292,True,True,2.5552
sgmnet-fingervein,finger,THU-FVFDT_genuine_8,18,18,907,957,454,170,0.3744,True,0.3727,True,True,1.5935
aspanformer,finger,THU-FVFDT_genuine_8,18,18,1598,1598,1598,1497,0.9368,True,0.9368,True,True,1.3561
deepdetect,finger,THU-FVFDT_genuine_8,18,18,35830,41709,119,85,0.7143,True,0.7143,True,True,2.1494
loftr,finger,THU-FVFDT_genuine_9,489,489,874,874,874,673,0.7700,True,0.7700,True,True,1.1850
orb-fingervein,finger,THU-FVFDT_genuine_9,489,489,4819,4778,228,127,0.5570,True,0.5415,True,True,2.0638
sift-fingervein,finger,THU-FVFDT_genuine_9,489,489,1057,1341,76,47,0.6184,True,0.6153,True,True,1.6008
superglue-fingervein,finger,THU-FVFDT_genuine_9,489,489,690,642,362,192,0.5304,True,0.5034,True,True,2.5431
sgmnet-fingervein,finger,THU-FVFDT_genuine_9,489,489,1336,1547,799,304,0.3805,True,0.3775,True,True,1.6578
aspanformer,finger,THU-FVFDT_genuine_9,489,489,1588,1588,1588,1423,0.8961,True,0.8961,True,True,1.3323
deepdetect,finger,THU-FVFDT_genuine_9,489,489,65521,61918,217,143,0.6590,True,0.6590,True,True,2.4402
loftr,finger,THU-FVFDT_genuine_10,128,128,866,866,866,541,0.6247,True,0.6217,True,True,1.5976
orb-fingervein,finger,THU-FVFDT_genuine_10,128,128,4616,4440,222,144,0.6486,True,0.6366,True,True,1.8741
sift-fingervein,finger,THU-FVFDT_genuine_10,128,128,897,802,81,46,0.5679,True,0.5542,True,True,1.9881
superglue-fingervein,finger,THU-FVFDT_genuine_10,128,128,985,1045,590,307,0.5203,True,0.4967,True,True,2.4304
sgmnet-fingervein,finger,THU-FVFDT_genuine_10,128,128,1174,1148,657,289,0.4399,True,0.4364,True,True,1.6596
aspanformer,finger,THU-FVFDT_genuine_10,128,128,1630,1630,1630,1455,0.8926,True,0.8868,True,True,1.6315
deepdetect,finger,THU-FVFDT_genuine_10,128,128,36765,37730,135,97,0.7185,True,0.7185,True,True,2.2607
loftr,finger,THU-FVFDT_genuine_11,126,126,1147,1147,1147,996,0.8684,True,0.8684,True,True,0.8569
orb-fingervein,finger,THU-FVFDT_genuine_11,126,126,4563,4601,362,277,0.7652,True,0.7559,True,True,1.7443
sift-fingervein,finger,THU-FVFDT_genuine_11,126,126,915,904,108,78,0.7222,True,0.7070,True,True,1.9256
superglue-fingervein,finger,THU-FVFDT_genuine_11,126,126,957,1017,596,392,0.6577,True,0.6258,True,True,2.4956
sgmnet-fingervein,finger,THU-FVFDT_genuine_11,126,126,1198,1212,685,257,0.3752,True,0.3733,True,True,1.5995
aspanformer,finger,THU-FVFDT_genuine_11,126,126,1952,1952,1952,1928,0.9877,True,0.9877,True,True,0.8942
deepdetect,finger,THU-FVFDT_genuine_11,126,126,28840,35483,110,90,0.8182,True,0.8182,True,True,1.7475
loftr,finger,THU-FVFDT_genuine_12,185,185,1135,1135,1135,1107,0.9753,True,0.9753,True,True,0.4947
orb-fingervein,finger,THU-FVFDT_genuine_12,185,185,4225,4152,553,363,0.6564,True,0.6433,True,True,1.9030
sift-fingervein,finger,THU-FVFDT_genuine_12,185,185,772,767,146,119,0.8151,True,0.7997,True,True,1.8806
superglue-fingervein,finger,THU-FVFDT_genuine_12,185,185,897,840,526,361,0.6863,True,0.6596,True,True,2.2946
sgmnet-fingervein,finger,THU-FVFDT_genuine_12,185,185,1064,1068,583,261,0.4477,True,0.4469,True,True,1.5359
aspanformer,finger,THU-FVFDT_genuine_12,185,185,1993,1993,1993,1897,0.9518,True,0.9518,True,True,0.8716
deepdetect,finger,THU-FVFDT_genuine_12,185,185,45672,47912,167,135,0.8084,True,0.8084,True,True,2.3823
loftr,finger,THU-FVFDT_genuine_13,30,30,1078,1078,1078,1005,0.9323,True,0.9323,True,True,1.2344
orb-fingervein,finger,THU-FVFDT_genuine_13,30,30,4650,4478,269,179,0.6654,True,0.6554,True,True,1.8043
sift-fingervein,finger,THU-FVFDT_genuine_13,30,30,908,923,96,80,0.8333,True,0.8219,True,True,1.7767
superglue-fingervein,finger,THU-FVFDT_genuine_13,30,30,1083,1044,631,386,0.6117,True,0.5846,True,True,2.4065
sgmnet-fingervein,finger,THU-FVFDT_genuine_13,30,30,1201,1200,687,289,0.4207,True,0.4171,True,True,1.6697
aspanformer,finger,THU-FVFDT_genuine_13,30,30,1907,1907,1907,1665,0.8731,True,0.8731,True,True,1.2608
deepdetect,finger,THU-FVFDT_genuine_13,30,30,42702,51993,160,121,0.7562,True,0.7562,True,True,2.1832
loftr,finger,THU-FVFDT_genuine_14,313,313,395,395,395,244,0.6177,True,0.5896,True,True,2.4314
orb-fingervein,finger,THU-FVFDT_genuine_14,313,313,4497,4934,89,34,0.3820,False,0.3684,True,False,2.2244
sift-fingervein,finger,THU-FVFDT_genuine_14,313,313,1533,1409,36,15,0.4167,False,0.4147,True,False,1.5218
superglue-fingervein,finger,THU-FVFDT_genuine_14,313,313,891,660,160,70,0.4375,True,0.4123,True,True,2.6873
sgmnet-fingervein,finger,THU-FVFDT_genuine_14,313,313,1699,1554,679,218,0.3211,True,0.3172,True,True,1.7406
aspanformer,finger,THU-FVFDT_genuine_14,313,313,949,949,949,675,0.7113,True,0.6882,True,True,2.1605
deepdetect,finger,THU-FVFDT_genuine_14,313,313,61667,58116,126,55,0.4365,True,0.4365,True,True,2.3257
loftr,finger,THU-FVFDT_genuine_15,565,565,922,922,922,790,0.8568,True,0.8568,True,True,1.3947
orb-fingervein,finger,THU-FVFDT_genuine_15,565,565,4986,4989,231,164,0.7100,True,0.6923,True,True,2.0040
sift-fingervein,finger,THU-FVFDT_genuine_15,565,565,1675,1313,98,63,0.6429,True,0.6210,True,True,2.1912
superglue-fingervein,finger,THU-FVFDT_genuine_15,565,565,961,878,518,236,0.4556,True,0.4332,True,True,2.5073
sgmnet-fingervein,finger,THU-FVFDT_genuine_15,565,565,1605,1483,870,319,0.3667,True,0.3634,True,True,1.6795
aspanformer,finger,THU-FVFDT_genuine_15,565,565,1738,1738,1738,1351,0.7773,True,0.7743,True,True,1.5789
deepdetect,finger,THU-FVFDT_genuine_15,565,565,71696,66945,431,363,0.8422,True,0.8422,True,True,2.4529
loftr,finger,THU-FVFDT_genuine_16,123,123,781,781,781,642,0.8220,True,0.8009,True,True,2.0206
orb-fingervein,finger,THU-FVFDT_genuine_16,123,123,4728,4430,288,190,0.6597,True,0.6463,True,True,1.9102
sift-fingervein,finger,THU-FVFDT_genuine_16,123,123,807,813,94,62,0.6596,True,0.6590,True,True,1.5166
superglue-fingervein,finger,THU-FVFDT_genuine_16,123,123,1029,965,439,231,0.5262,True,0.5006,True,True,2.4956
sgmnet-fingervein,finger,THU-FVFDT_genuine_16,123,123,1006,922,512,223,0.4355,True,0.4340,True,True,1.5717
aspanformer,finger,THU-FVFDT_genuine_16,123,123,1313,1313,1313,1048,0.7982,True,0.7839,True,True,1.8613
deepdetect,finger,THU-FVFDT_genuine_16,123,123,44511,69355,144,91,0.6319,True,0.6319,True,True,2.2341
loftr,finger,THU-FVFDT_genuine_17,67,67,1111,1111,1111,1069,0.9622,True,0.9622,True,True,0.4898
orb-fingervein,finger,THU-FVFDT_genuine_17,67,67,4641,4528,595,394,0.6622,True,0.6562,True,True,1.6808
sift-fingervein,finger,THU-FVFDT_genuine_17,67,67,730,779,184,147,0.7989,True,0.7900,True,True,1.7237
superglue-fingervein,finger,THU-FVFDT_genuine_17,67,67,1199,1141,580,376,0.6483,True,0.6301,True,True,2.0679
sgmnet-fingervein,finger,THU-FVFDT_genuine_17,67,67,904,942,524,211,0.4027,True,0.4015,True,True,1.5601
aspanformer,finger,THU-FVFDT_genuine_17,67,67,2048,2048,2048,2004,0.9785,True,0.9785,True,True,0.6502
deepdetect,finger,THU-FVFDT_genuine_17,67,67,54259,60143,348,332,0.9540,True,0.9540,True,True,1.7294
loftr,finger,THU-FVFDT_genuine_18,282,282,788,788,788,528,0.6701,True,0.6476,True,True,2.1820
orb-fingervein,finger,THU-FVFDT_genuine_18,282,282,5000,5000,113,59,0.5221,True,0.5084,True,True,2.0320
sift-fingervein,finger,THU-FVFDT_genuine_18,282,282,1449,1774,36,24,0.6667,True,0.6593,True,True,1.7188
superglue-fingervein,finger,THU-FVFDT_genuine_18,282,282,896,914,490,260,0.5306,True,0.4976,True,True,2.7828
sgmnet-fingervein,finger,THU-FVFDT_genuine_18,282,282,1623,1776,915,329,0.3596,True,0.3554,True,True,1.7311
aspanformer,finger,THU-FVFDT_genuine_18,282,282,1437,1437,1437,1141,0.7940,True,0.7665,True,True,2.2048
deepdetect,finger,THU-FVFDT_genuine_18,282,282,67351,69762,213,133,0.6244,True,0.6244,True,True,2.6026
loftr,finger,THU-FVFDT_genuine_19,92,92,773,773,773,502,0.6494,True,0.6425,True,True,1.7142
orb-fingervein,finger,THU-FVFDT_genuine_19,92,92,4668,4582,237,133,0.5612,True,0.5488,True,True,1.9468
sift-fingervein,finger,THU-FVFDT_genuine_19,92,92,962,944,70,41,0.5857,True,0.5810,True,True,1.6600
superglue-fingervein,finger,THU-FVFDT_genuine_19,92,92,1128,1214,570,349,0.6123,True,0.5874,True,True,2.3306
sgmnet-fingervein,finger,THU-FVFDT_genuine_19,92,92,1205,1181,627,195,0.3110,True,0.3073,True,True,1.7403
aspanformer,finger,THU-FVFDT_genuine_19,92,92,1346,1346,1346,1155,0.8581,True,0.8474,True,True,1.7508
deepdetect,finger,THU-FVFDT_genuine_19,92,92,66680,43567,274,141,0.5146,True,0.5146,True,True,2.6408
loftr,finger,THU-FVFDT_genuine_20,486,486,874,874,874,742,0.8490,True,0.8490,True,True,1.2113
orb-fingervein,finger,THU-FVFDT_genuine_20,486,486,4747,4411,194,87,0.4485,False,0.4378,True,False,1.9801
sift-fingervein,finger,THU-FVFDT_genuine_20,486,486,1371,1372,41,22,0.5366,True,0.5267,True,True,1.8629
superglue-fingervein,finger,THU-FVFDT_genuine_20,486,486,879,803,414,207,0.5000,True,0.4720,True,True,2.6520
sgmnet-fingervein,finger,THU-FVFDT_genuine_20,486,486,1505,1611,768,289,0.3763,True,0.3725,True,True,1.7036
aspanformer,finger,THU-FVFDT_genuine_20,486,486,1614,1614,1614,1498,0.9281,True,0.9254,True,True,1.5592
deepdetect,finger,THU-FVFDT_genuine_20,486,486,61755,62107,171,94,0.5497,True,0.5497,True,True,2.3746
loftr,finger,THU-FVFDT_genuine_21,301,301,820,820,820,662,0.8073,True,0.8073,True,True,1.3718
orb-fingervein,finger,THU-FVFDT_genuine_21,301,301,4915,4914,136,90,0.6618,True,0.6511,True,True,1.8258
sift-fingervein,finger,THU-FVFDT_genuine_21,301,301,1696,1697,40,20,0.5000,True,0.4953,True,True,1.6764
superglue-fingervein,finger,THU-FVFDT_genuine_21,301,301,860,791,539,259,0.4805,True,0.4559,True,True,2.5502
sgmnet-fingervein,finger,THU-FVFDT_genuine_21,301,301,1792,1923,1024,454,0.4434,True,0.4390,True,True,1.6977
aspanformer,finger,THU-FVFDT_genuine_21,301,301,1636,1636,1636,1610,0.9841,True,0.9841,True,True,1.3084
deepdetect,finger,THU-FVFDT_genuine_21,301,301,60458,57090,240,149,0.6208,True,0.6208,True,True,1.8787
loftr,finger,THU-FVFDT_genuine_22,512,512,698,698,698,453,0.6490,True,0.6268,True,True,2.1962
orb-fingervein,finger,THU-FVFDT_genuine_22,512,512,4953,5000,153,76,0.4967,True,0.4872,True,True,1.8864
sift-fingervein,finger,THU-FVFDT_genuine_22,512,512,1433,1400,62,44,0.7097,True,0.6832,True,True,2.2612
superglue-fingervein,finger,THU-FVFDT_genuine_22,512,512,904,940,458,234,0.5109,True,0.4838,True,True,2.5903
sgmnet-fingervein,finger,THU-FVFDT_genuine_22,512,512,1501,1401,794,270,0.3401,True,0.3359,True,True,1.7465
aspanformer,finger,THU-FVFDT_genuine_22,512,512,1307,1307,1307,1079,0.8256,True,0.7984,True,True,2.1678
deepdetect,finger,THU-FVFDT_genuine_22,512,512,71813,68567,301,231,0.7674,True,0.7674,True,True,2.2954
loftr,finger,THU-FVFDT_genuine_23,355,355,672,672,672,478,0.7113,True,0.7008,True,True,1.7985
orb-fingervein,finger,THU-FVFDT_genuine_23,355,355,4770,3975,62,17,0.2742,False,0.2737,True,False,1.4547
sift-fingervein,finger,THU-FVFDT_genuine_23,355,355,1590,946,26,9,0.3462,False,0.3379,True,False,1.0848
superglue-fingervein,finger,THU-FVFDT_genuine_23,355,355,745,539,373,142,0.3807,True,0.3588,True,True,2.6832
sgmnet-fingervein,finger,THU-FVFDT_genuine_23,355,355,1893,1504,815,203,0.2491,True,0.2452,True,True,1.8167
aspanformer,finger,THU-FVFDT_genuine_23,355,355,1451,1451,1451,1229,0.8470,True,0.8470,True,True,1.3746
deepdetect,finger,THU-FVFDT_genuine_23,355,355,58349,47212,110,43,0.3909,True,0.3909,True,True,2.0914
loftr,finger,THU-FVFDT_genuine_24,104,104,924,924,924,801,0.8669,True,0.8669,True,True,1.1294
orb-fingervein,finger,THU-FVFDT_genuine_24,104,104,4719,4677,245,167,0.6816,True,0.6681,True,True,1.9010
sift-fingervein,finger,THU-FVFDT_genuine_24,104,104,946,945,104,66,0.6346,True,0.6190,True,True,1.9989
superglue-fingervein,finger,THU-FVFDT_genuine_24,104,104,874,913,509,354,0.6955,True,0.6644,True,True,2.4137
sgmnet-fingervein,finger,THU-FVFDT_genuine_24,104,104,1197,1182,663,272,0.4103,True,0.4071,True,True,1.6537
aspanformer,finger,THU-FVFDT_genuine_24,104,104,1748,1748,1748,1690,0.9668,True,0.9668,True,True,1.3619
deepdetect,finger,THU-FVFDT_genuine_24,104,104,59806,62136,211,149,0.7062,True,0.7062,True,True,2.4395
loftr,finger,THU-FVFDT_genuine_25,246,246,807,807,807,672,0.8327,True,0.8327,True,True,0.7658
orb-fingervein,finger,THU-FVFDT_genuine_25,246,246,4916,5000,141,68,0.4823,True,0.4714,True,True,1.9580
sift-fingervein,finger,THU-FVFDT_genuine_25,246,246,1152,1434,42,23,0.5476,True,0.5321,True,True,2.0703
superglue-fingervein,finger,THU-FVFDT_genuine_25,246,246,928,1134,529,286,0.5406,True,0.5114,True,True,2.6138
sgmnet-fingervein,finger,THU-FVFDT_genuine_25,246,246,1345,1449,804,312,0.3881,True,0.3828,True,True,1.7706
aspanformer,finger,THU-FVFDT_genuine_25,246,246,1727,1727,1727,1722,0.9971,True,0.9971,True,True,0.9508
deepdetect,finger,THU-FVFDT_genuine_25,246,246,68127,74854,300,232,0.7733,True,0.7733,True,True,2.2299
loftr,finger,THU-FVFDT_genuine_26,90,90,919,919,919,732,0.7965,True,0.7965,True,True,1.1406
orb-fingervein,finger,THU-FVFDT_genuine_26,90,90,4928,4932,517,449,0.8685,True,0.8607,True,True,1.6808
sift-fingervein,finger,THU-FVFDT_genuine_26,90,90,986,923,183,159,0.8689,True,0.8601,True,True,1.7032
superglue-fingervein,finger,THU-FVFDT_genuine_26,90,90,1311,1236,654,427,0.6529,True,0.6303,True,True,2.2055
sgmnet-fingervein,finger,THU-FVFDT_genuine_26,90,90,1120,1123,648,330,0.5093,True,0.5065,True,True,1.6081
aspanformer,finger,THU-FVFDT_genuine_26,90,90,1824,1824,1824,1763,0.9666,True,0.9666,True,True,0.9494
deepdetect,finger,THU-FVFDT_genuine_26,90,90,59451,47248,561,528,0.9412,True,0.9412,True,True,1.9004
loftr,finger,THU-FVFDT_genuine_27,412,412,826,826,826,543,0.6574,True,0.6418,True,True,1.9813
orb-fingervein,finger,THU-FVFDT_genuine_27,412,412,4467,5000,154,107,0.6948,True,0.6887,True,True,1.6753
sift-fingervein,finger,THU-FVFDT_genuine_27,412,412,1289,1815,52,39,0.7500,True,0.7387,True,True,1.8023
superglue-fingervein,finger,THU-FVFDT_genuine_27,412,412,619,1368,451,255,0.5654,True,0.5366,True,True,2.5467
sgmnet-fingervein,finger,THU-FVFDT_genuine_27,412,412,1596,1737,925,442,0.4778,True,0.4723,True,True,1.7352
aspanformer,finger,THU-FVFDT_genuine_27,412,412,1733,1733,1733,1684,0.9717,True,0.9558,True,True,1.8303
deepdetect,finger,THU-FVFDT_genuine_27,412,412,53863,79584,258,211,0.8178,True,0.8178,True,True,1.7284
loftr,finger,THU-FVFDT_genuine_28,78,78,1121,1121,1121,1073,0.9572,True,0.9572,True,True,1.0364
orb-fingervein,finger,THU-FVFDT_genuine_28,78,78,4923,4957,403,317,0.7866,True,0.7720,True,True,1.8759
sift-fingervein,finger,THU-FVFDT_genuine_28,78,78,871,880,98,79,0.8061,True,0.7972,True,True,1.7231
superglue-fingervein,finger,THU-FVFDT_genuine_28,78,78,1422,1353,901,478,0.5305,True,0.5064,True,True,2.4306
sgmnet-fingervein,finger,THU-FVFDT_genuine_28,78,78,1043,1053,601,260,0.4326,True,0.4298,True,True,1.6319
aspanformer,finger,THU-FVFDT_genuine_28,78,78,1830,1830,1830,1713,0.9361,True,0.9361,True,True,1.3526
deepdetect,finger,THU-FVFDT_genuine_28,78,78,42974,34845,208,155,0.7452,True,0.7452,True,True,1.8135
loftr,finger,THU-FVFDT_genuine_29,242,242,541,541,541,231,0.4270,False,0.4144,True,False,2.1007
orb-fingervein,finger,THU-FVFDT_genuine_29,242,242,4249,3875,136,39,0.2868,False,0.2744,True,False,2.3847
sift-fingervein,finger,THU-FVFDT_genuine_29,242,242,1215,1168,34,12,0.3529,False,0.3459,True,False,1.7111
superglue-fingervein,finger,THU-FVFDT_genuine_29,242,242,895,917,271,91,0.3358,True,0.3157,True,True,2.7364
sgmnet-fingervein,finger,THU-FVFDT_genuine_29,242,242,1354,1411,626,145,0.2316,True,0.2286,True,True,1.7663
aspanformer,finger,THU-FVFDT_genuine_29,242,242,661,661,661,369,0.5582,True,0.5317,True,True,2.4738
deepdetect,finger,THU-FVFDT_genuine_29,242,242,63379,61882,225,67,0.2978,False,0.2978,True,False,2.5759
loftr,finger,THU-FVFDT_genuine_30,298,298,718,718,718,492,0.6852,True,0.6852,True,True,1.2214
orb-fingervein,finger,THU-FVFDT_genuine_30,298,298,4555,4544,106,50,0.4717,True,0.4591,True,True,2.0406
sift-fingervein,finger,THU-FVFDT_genuine_30,298,298,1240,1443,26,12,0.4615,False,0.4425,True,False,2.1530
superglue-fingervein,finger,THU-FVFDT_genuine_30,298,298,1191,1204,695,323,0.4647,True,0.4359,True,True,2.7797
sgmnet-fingervein,finger,THU-FVFDT_genuine_30,298,298,1678,1796,833,252,0.3025,True,0.2983,True,True,1.7841
aspanformer,finger,THU-FVFDT_genuine_30,298,298,1338,1338,1338,918,0.6861,True,0.6852,True,True,1.5256
deepdetect,finger,THU-FVFDT_genuine_30,298,298,52365,55263,172,71,0.4128,True,0.4128,True,True,2.5697
loftr,finger,THU-FVFDT_genuine_31,409,409,1064,1064,1064,923,0.8675,True,0.8662,True,True,1.5307
orb-fingervein,finger,THU-FVFDT_genuine_31,409,409,5000,4993,369,275,0.7453,True,0.7338,True,True,1.8106
sift-fingervein,finger,THU-FVFDT_genuine_31,409,409,1225,1307,101,79,0.7822,True,0.7523,True,True,2.2799
superglue-fingervein,finger,THU-FVFDT_genuine_31,409,409,1297,980,600,368,0.6133,True,0.5897,True,True,2.2850
sgmnet-fingervein,finger,THU-FVFDT_genuine_31,409,409,1279,1406,758,259,0.3417,True,0.3345,True,True,1.9251
aspanformer,finger,THU-FVFDT_genuine_31,409,409,1820,1820,1820,1601,0.8797,True,0.8765,True,True,1.5725
deepdetect,finger,THU-FVFDT_genuine_31,409,409,64532,60320,284,227,0.7993,True,0.7993,True,True,2.1343
loftr,finger,THU-FVFDT_genuine_32,93,93,704,704,704,613,0.8707,True,0.8511,True,True,1.9569
orb-fingervein,finger,THU-FVFDT_genuine_32,93,93,4463,4692,229,149,0.6507,True,0.6372,True,True,1.9171
sift-fingervein,finger,THU-FVFDT_genuine_32,93,93,720,808,83,49,0.5904,True,0.5894,True,True,1.5321
superglue-fingervein,finger,THU-FVFDT_genuine_32,93,93,977,1190,531,321,0.6045,True,0.5712,True,True,2.6348
sgmnet-fingervein,finger,THU-FVFDT_genuine_32,93,93,1034,1044,515,220,0.4272,True,0.4244,True,True,1.6312
