matcher,modality,pair_id,identity1,identity2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error
LoFTR_indoor,iris,MMU-Iris_genuine_21,27,27,347,196,0.5648,True,0.5648,True,True,1.7781
LoFTR_indoor,iris,MMU-Iris_genuine_22,1,1,645,590,0.9147,True,0.9147,True,True,1.1723
LoFTR_indoor,iris,MMU-Iris_genuine_23,27,27,523,398,0.7610,True,0.7610,True,True,1.0969
LoFTR_indoor,iris,MMU-Iris_genuine_24,21,21,573,416,0.7260,True,0.7260,True,True,1.8167
LoFTR_indoor,iris,MMU-Iris_genuine_25,30,30,292,151,0.5171,True,0.5171,True,True,2.4038
LoFTR_indoor,iris,MMU-Iris_genuine_26,22,22,477,305,0.6394,True,0.6394,True,True,1.4246
LoFTR_indoor,iris,MMU-Iris_genuine_27,29,29,580,420,0.7241,True,0.7241,True,True,1.6073
LoFTR_indoor,iris,MMU-Iris_genuine_28,42,42,821,613,0.7467,True,0.7467,True,True,1.8767
LoFTR_indoor,iris,MMU-Iris_genuine_29,44,44,525,390,0.7429,True,0.7429,True,True,1.8417
LoFTR_indoor,iris,MMU-Iris_genuine_30,35,35,420,297,0.7071,True,0.7071,True,True,1.7836
LoFTR_indoor,iris,MMU-Iris_genuine_31,40,40,406,248,0.6108,True,0.6108,True,True,2.3608
LoFTR_indoor,iris,MMU-Iris_genuine_32,43,43,421,339,0.8052,True,0.8052,True,True,1.1525
LoFTR_indoor,iris,MMU-Iris_genuine_33,6,6,497,400,0.8048,True,0.8048,True,True,1.4016
LoFTR_indoor,iris,MMU-Iris_genuine_34,16,16,507,323,0.6371,True,0.6371,True,True,2.0293
LoFTR_indoor,iris,MMU-Iris_genuine_35,18,18,747,506,0.6774,True,0.6774,True,True,1.7440
LoFTR_indoor,iris,MMU-Iris_genuine_36,23,23,640,439,0.6859,True,0.6859,True,True,1.5522
LoFTR_indoor,iris,MMU-Iris_genuine_37,2,2,304,172,0.5658,True,0.5658,True,True,2.0903
LoFTR_indoor,iris,MMU-Iris_genuine_38,11,11,840,611,0.7274,True,0.7274,True,True,1.1027
LoFTR_indoor,iris,MMU-Iris_genuine_39,36,36,203,115,0.5665,True,0.5665,True,True,1.9110
LoFTR_indoor,iris,MMU-Iris_genuine_40,8,8,561,370,0.6595,True,0.6595,True,True,1.6121
LoFTR_indoor,iris,MMU-Iris_genuine_41,6,6,451,289,0.6408,True,0.6408,True,True,1.9118
LoFTR_indoor,iris,MMU-Iris_genuine_42,24,24,533,393,0.7373,True,0.7373,True,True,1.6413
LoFTR_indoor,iris,MMU-Iris_genuine_43,44,44,406,282,0.6946,True,0.6946,True,True,1.7174
LoFTR_indoor,iris,MMU-Iris_genuine_44,9,9,198,151,0.7626,True,0.7626,True,True,1.5561
LoFTR_indoor,iris,MMU-Iris_genuine_45,36,36,343,256,0.7464,True,0.7464,True,True,1.7368
LoFTR_indoor,iris,MMU-Iris_genuine_46,31,31,486,332,0.6831,True,0.6831,True,True,1.7695
LoFTR_indoor,iris,MMU-Iris_genuine_47,32,32,250,133,0.5320,True,0.5320,True,True,2.1212
LoFTR_indoor,iris,MMU-Iris_genuine_48,34,34,673,514,0.7637,True,0.7637,True,True,2.0358
LoFTR_indoor,iris,MMU-Iris_genuine_49,17,17,703,595,0.8464,True,0.8464,True,True,1.7854
LoFTR_indoor,iris,MMU-Iris_genuine_50,43,43,187,134,0.7166,True,0.7166,True,True,1.7311
LoFTR_indoor,iris,MMU-Iris_genuine_51,33,33,569,402,0.7065,True,0.7065,True,True,1.5058
LoFTR_indoor,iris,MMU-Iris_genuine_52,13,13,527,453,0.8596,True,0.8596,True,True,1.4741
LoFTR_indoor,iris,MMU-Iris_genuine_53,18,18,672,554,0.8244,True,0.8244,True,True,1.6879
LoFTR_indoor,iris,MMU-Iris_genuine_54,12,12,816,684,0.8382,True,0.8382,True,True,1.1617
LoFTR_indoor,iris,MMU-Iris_genuine_55,37,37,793,606,0.7642,True,0.7642,True,True,1.7833
LoFTR_indoor,iris,MMU-Iris_genuine_56,41,41,526,448,0.8517,True,0.8517,True,True,1.3432
LoFTR_indoor,iris,MMU-Iris_genuine_57,7,7,715,498,0.6965,True,0.6965,True,True,2.1239
LoFTR_indoor,iris,MMU-Iris_genuine_58,28,28,390,265,0.6795,True,0.6795,True,True,1.6183
LoFTR_indoor,iris,MMU-Iris_genuine_59,15,15,180,81,0.4500,True,0.4500,True,True,1.9242
LoFTR_indoor,iris,MMU-Iris_genuine_60,36,36,307,193,0.6287,True,0.6287,True,True,1.7953
LoFTR_indoor,iris,MMU-Iris_genuine_61,20,20,252,193,0.7659,True,0.7659,True,True,1.2290
LoFTR_indoor,iris,MMU-Iris_genuine_62,44,44,507,427,0.8422,True,0.8422,True,True,2.0091
LoFTR_indoor,iris,MMU-Iris_genuine_63,45,45,489,347,0.7096,True,0.7096,True,True,2.0172
LoFTR_indoor,iris,MMU-Iris_genuine_64,11,11,652,437,0.6702,True,0.6702,True,True,2.4915
LoFTR_indoor,iris,MMU-Iris_genuine_65,38,38,517,424,0.8201,True,0.8201,True,True,1.7674
LoFTR_indoor,iris,MMU-Iris_genuine_66,41,41,610,487,0.7984,True,0.7984,True,True,1.6386
LoFTR_indoor,iris,MMU-Iris_genuine_67,29,29,529,335,0.6333,True,0.6333,True,True,2.5779
LoFTR_indoor,iris,MMU-Iris_genuine_68,42,42,567,281,0.4956,True,0.4956,True,True,2.5792
LoFTR_indoor,iris,MMU-Iris_genuine_69,35,35,335,228,0.6806,True,0.6806,True,True,1.2260
LoFTR_indoor,iris,MMU-Iris_genuine_70,33,33,517,388,0.7505,True,0.7505,True,True,2.0355
LoFTR_indoor,iris,MMU-Iris_genuine_71,43,43,335,229,0.6836,True,0.6836,True,True,1.8785
LoFTR_indoor,iris,MMU-Iris_genuine_72,21,21,498,348,0.6988,True,0.6988,True,True,2.0507
LoFTR_indoor,iris,MMU-Iris_genuine_73,19,19,410,210,0.5122,True,0.5122,True,True,2.0332
LoFTR_indoor,iris,MMU-Iris_genuine_74,37,37,475,318,0.6695,True,0.6695,True,True,2.0971
LoFTR_indoor,iris,MMU-Iris_genuine_75,20,20,366,256,0.6995,True,0.6995,True,True,1.8478
LoFTR_indoor,iris,MMU-Iris_genuine_76,5,5,505,308,0.6099,True,0.6099,True,True,1.7702
LoFTR_indoor,iris,MMU-Iris_genuine_77,28,28,702,670,0.9544,True,0.9544,True,True,1.1896
LoFTR_indoor,iris,MMU-Iris_genuine_78,15,15,532,279,0.5244,True,0.5244,True,True,2.4096
LoFTR_indoor,iris,MMU-Iris_genuine_79,23,23,443,342,0.7720,True,0.7720,True,True,1.8655
LoFTR_indoor,iris,MMU-Iris_genuine_80,30,30,210,122,0.5810,True,0.5810,True,True,2.2295
LoFTR_indoor,iris,MMU-Iris_genuine_81,37,37,728,532,0.7308,True,0.7308,True,True,0.9567
LoFTR_indoor,iris,MMU-Iris_genuine_82,12,12,580,350,0.6034,True,0.6034,True,True,2.0751
LoFTR_indoor,iris,MMU-Iris_genuine_83,1,1,613,413,0.6737,True,0.6737,True,True,1.9957
LoFTR_indoor,iris,MMU-Iris_genuine_84,38,38,373,284,0.7614,True,0.7614,True,True,1.9478
LoFTR_indoor,iris,MMU-Iris_genuine_85,9,9,309,255,0.8252,True,0.8252,True,True,1.4926
LoFTR_indoor,iris,MMU-Iris_genuine_86,45,45,897,629,0.7012,True,0.7012,True,True,1.4644
LoFTR_indoor,iris,MMU-Iris_genuine_87,34,34,375,211,0.5627,True,0.5627,True,True,1.6113
LoFTR_indoor,iris,MMU-Iris_genuine_88,6,6,453,326,0.7196,True,0.7196,True,True,2.6030
LoFTR_indoor,iris,MMU-Iris_genuine_89,32,32,460,312,0.6783,True,0.6783,True,True,0.9647
LoFTR_indoor,iris,MMU-Iris_genuine_90,39,39,798,558,0.6992,True,0.6992,True,True,1.5766
LoFTR_indoor,iris,MMU-Iris_genuine_91,36,36,298,198,0.6644,True,0.6644,True,True,1.7237
LoFTR_indoor,iris,MMU-Iris_genuine_92,25,25,495,354,0.7152,True,0.7152,True,True,1.6471
LoFTR_indoor,iris,MMU-Iris_genuine_93,40,40,709,497,0.7010,True,0.7010,True,True,1.4729
LoFTR_indoor,iris,MMU-Iris_genuine_94,20,20,286,213,0.7448,True,0.7448,True,True,1.6357
LoFTR_indoor,iris,MMU-Iris_genuine_95,26,26,486,315,0.6481,True,0.6481,True,True,2.2501
LoFTR_indoor,iris,MMU-Iris_genuine_96,22,22,439,235,0.5353,True,0.5353,True,True,1.5739
LoFTR_indoor,iris,MMU-Iris_genuine_97,42,42,779,519,0.6662,True,0.6662,True,True,1.7537
LoFTR_indoor,iris,MMU-Iris_genuine_98,2,2,272,103,0.3787,False,0.3787,True,False,2.0865
LoFTR_indoor,iris,MMU-Iris_genuine_99,29,29,800,554,0.6925,True,0.6925,True,True,1.4961
LoFTR_indoor,iris,MMU-Iris_impostor_0,42,36,88,33,0.3750,False,0.3750,False,True,2.4464
LoFTR_indoor,iris,MMU-Iris_impostor_1,7,1,127,52,0.4094,False,0.4094,False,True,2.2390
LoFTR_indoor,iris,MMU-Iris_impostor_2,17,5,220,75,0.3409,False,0.3409,False,True,2.7171
LoFTR_indoor,iris,MMU-Iris_impostor_3,39,31,174,65,0.3736,False,0.3736,False,True,1.8991
LoFTR_indoor,iris,MMU-Iris_impostor_4,38,7,111,41,0.3694,False,0.3694,False,True,1.7702
LoFTR_indoor,iris,MMU-Iris_impostor_5,19,8,113,34,0.3009,False,0.3009,False,True,1.9324
LoFTR_indoor,iris,MMU-Iris_impostor_6,46,11,164,66,0.4024,False,0.4024,False,True,1.3940
LoFTR_indoor,iris,MMU-Iris_impostor_7,37,11,193,75,0.3886,False,0.3886,False,True,2.4046
LoFTR_indoor,iris,MMU-Iris_impostor_8,43,35,56,18,0.3214,False,0.3214,False,True,1.6224
LoFTR_indoor,iris,MMU-Iris_impostor_9,28,46,414,164,0.3961,False,0.3961,False,True,2.3719
LoFTR_indoor,iris,MMU-Iris_impostor_10,14,34,159,65,0.4088,False,0.4088,False,True,1.5879
LoFTR_indoor,iris,MMU-Iris_impostor_11,41,42,172,68,0.3953,False,0.3953,False,True,2.2065
LoFTR_indoor,iris,MMU-Iris_impostor_12,5,8,105,44,0.4190,False,0.4190,False,True,2.3216
LoFTR_indoor,iris,MMU-Iris_impostor_13,46,3,189,79,0.4180,False,0.4180,False,True,2.3940
LoFTR_indoor,iris,MMU-Iris_impostor_14,17,25,27,13,0.4815,True,0.4815,False,False,1.7501
LoFTR_indoor,iris,MMU-Iris_impostor_15,28,16,96,37,0.3854,False,0.3854,False,True,1.9763
LoFTR_indoor,iris,MMU-Iris_impostor_16,45,18,163,75,0.4601,True,0.4601,False,False,1.8915
LoFTR_indoor,iris,MMU-Iris_impostor_17,34,21,217,97,0.4470,False,0.4470,False,True,2.0564
LoFTR_indoor,iris,MMU-Iris_impostor_18,29,27,254,75,0.2953,False,0.2953,False,True,2.6041
LoFTR_indoor,iris,MMU-Iris_impostor_19,10,36,55,24,0.4364,False,0.4364,False,True,1.7641
LoFTR_indoor,iris,MMU-Iris_impostor_20,28,7,149,58,0.3893,False,0.3893,False,True,2.4548
LoFTR_indoor,iris,MMU-Iris_impostor_21,44,32,28,13,0.4643,True,0.4643,False,False,2.1256
LoFTR_indoor,iris,MMU-Iris_impostor_22,9,6,134,60,0.4478,False,0.4478,False,True,1.9979
LoFTR_indoor,iris,MMU-Iris_impostor_23,15,38,39,12,0.3077,False,0.3077,False,True,1.3985
LoFTR_indoor,iris,MMU-Iris_impostor_24,33,11,202,84,0.4158,False,0.4158,False,True,2.6563
LoFTR_indoor,iris,MMU-Iris_impostor_25,26,10,102,42,0.4118,False,0.4118,False,True,1.5342
LoFTR_indoor,iris,MMU-Iris_impostor_26,9,37,221,81,0.3665,False,0.3665,False,True,2.0530
LoFTR_indoor,iris,MMU-Iris_impostor_27,19,5,149,42,0.2819,False,0.2819,False,True,2.6053
LoFTR_indoor,iris,MMU-Iris_impostor_28,3,32,107,47,0.4393,False,0.4393,False,True,2.3906
LoFTR_indoor,iris,MMU-Iris_impostor_29,43,40,99,39,0.3939,False,0.3939,False,True,1.8037
LoFTR_indoor,iris,MMU-Iris_impostor_30,1,2,136,51,0.3750,False,0.3750,False,True,2.5056
LoFTR_indoor,iris,MMU-Iris_impostor_31,32,36,258,94,0.3643,False,0.3643,False,True,2.4160
LoFTR_indoor,iris,MMU-Iris_impostor_32,28,45,174,41,0.2356,False,0.2356,False,True,2.9862
LoFTR_indoor,iris,MMU-Iris_impostor_33,45,46,199,55,0.2764,False,0.2764,False,True,1.9191
LoFTR_indoor,iris,MMU-Iris_impostor_34,29,30,78,33,0.4231,False,0.4231,False,True,2.1260
LoFTR_indoor,iris,MMU-Iris_impostor_35,24,35,91,32,0.3516,False,0.3516,False,True,2.1754
LoFTR_indoor,iris,MMU-Iris_impostor_36,26,6,185,75,0.4054,False,0.4054,False,True,2.2358
LoFTR_indoor,iris,MMU-Iris_impostor_37,15,17,71,26,0.3662,False,0.3662,False,True,2.1378
LoFTR_indoor,iris,MMU-Iris_impostor_38,12,36,135,41,0.3037,False,0.3037,False,True,1.7533
LoFTR_indoor,iris,MMU-Iris_impostor_39,14,18,209,63,0.3014,False,0.3014,False,True,2.2697
LoFTR_indoor,iris,MMU-Iris_impostor_40,21,37,253,104,0.4111,False,0.4111,False,True,2.0797
LoFTR_indoor,iris,MMU-Iris_impostor_41,25,45,103,27,0.2621,False,0.2621,False,True,2.1441
LoFTR_indoor,iris,MMU-Iris_impostor_42,12,35,168,63,0.3750,False,0.3750,False,True,2.4113
LoFTR_indoor,iris,MMU-Iris_impostor_43,5,32,106,48,0.4528,True,0.4528,False,False,2.6439
LoFTR_indoor,iris,MMU-Iris_impostor_44,12,30,146,58,0.3973,False,0.3973,False,True,2.0765
LoFTR_indoor,iris,MMU-Iris_impostor_45,34,17,117,47,0.4017,False,0.4017,False,True,2.4804
LoFTR_indoor,iris,MMU-Iris_impostor_46,37,24,240,78,0.3250,False,0.3250,False,True,1.9821
LoFTR_indoor,iris,MMU-Iris_impostor_47,28,35,180,67,0.3722,False,0.3722,False,True,2.8363
LoFTR_indoor,iris,MMU-Iris_impostor_48,10,35,128,45,0.3516,False,0.3516,False,True,2.0726
LoFTR_indoor,iris,MMU-Iris_impostor_49,38,16,117,46,0.3932,False,0.3932,False,True,2.4077
LoFTR_indoor,iris,MMU-Iris_impostor_50,34,15,240,122,0.5083,True,0.5083,False,False,2.5213
LoFTR_indoor,iris,MMU-Iris_impostor_51,12,6,205,74,0.3610,False,0.3610,False,True,2.3055
LoFTR_indoor,iris,MMU-Iris_impostor_52,28,35,126,42,0.3333,False,0.3333,False,True,2.3063
LoFTR_indoor,iris,MMU-Iris_impostor_53,26,11,170,86,0.5059,True,0.5059,False,False,1.8645
LoFTR_indoor,iris,MMU-Iris_impostor_54,43,38,72,20,0.2778,False,0.2778,False,True,2.6241
LoFTR_indoor,iris,MMU-Iris_impostor_55,34,1,184,76,0.4130,False,0.4130,False,True,1.8610
LoFTR_indoor,iris,MMU-Iris_impostor_56,22,13,133,40,0.3008,False,0.3008,False,True,2.1914
LoFTR_indoor,iris,MMU-Iris_impostor_57,25,33,50,12,0.2400,False,0.2400,False,True,1.9825
LoFTR_indoor,iris,MMU-Iris_impostor_58,13,37,293,127,0.4334,False,0.4334,False,True,2.2274
LoFTR_indoor,iris,MMU-Iris_impostor_59,24,33,144,50,0.3472,False,0.3472,False,True,1.8501
LoFTR_indoor,iris,MMU-Iris_impostor_60,23,9,90,33,0.3667,False,0.3667,False,True,1.9584
LoFTR_indoor,iris,MMU-Iris_impostor_61,25,12,128,32,0.2500,False,0.2500,False,True,2.4777
LoFTR_indoor,iris,MMU-Iris_impostor_62,35,30,82,20,0.2439,False,0.2439,False,True,2.4517
LoFTR_indoor,iris,MMU-Iris_impostor_63,36,28,379,170,0.4485,False,0.4485,False,True,2.6490
LoFTR_indoor,iris,MMU-Iris_impostor_64,43,7,95,33,0.3474,False,0.3474,False,True,2.2830
LoFTR_indoor,iris,MMU-Iris_impostor_65,28,6,236,86,0.3644,False,0.3644,False,True,2.6396
LoFTR_indoor,iris,MMU-Iris_impostor_66,43,6,108,34,0.3148,False,0.3148,False,True,2.6835
LoFTR_indoor,iris,MMU-Iris_impostor_67,41,32,132,54,0.4091,False,0.4091,False,True,2.4877
LoFTR_indoor,iris,MMU-Iris_impostor_68,8,6,218,73,0.3349,False,0.3349,False,True,2.7089
LoFTR_indoor,iris,MMU-Iris_impostor_69,5,25,86,40,0.4651,True,0.4651,False,False,2.1613
LoFTR_indoor,iris,MMU-Iris_impostor_70,23,35,140,58,0.4143,False,0.4143,False,True,1.7175
LoFTR_indoor,iris,MMU-Iris_impostor_71,37,22,206,65,0.3155,False,0.3155,False,True,1.7130
LoFTR_indoor,iris,MMU-Iris_impostor_72,39,32,203,71,0.3498,False,0.3498,False,True,2.3883
LoFTR_indoor,iris,MMU-Iris_impostor_73,41,21,152,58,0.3816,False,0.3816,False,True,2.6245
LoFTR_indoor,iris,MMU-Iris_impostor_74,22,1,154,57,0.3701,False,0.3701,False,True,2.0447
LoFTR_indoor,iris,MMU-Iris_impostor_75,32,14,264,114,0.4318,False,0.4318,False,True,2.1036
LoFTR_indoor,iris,MMU-Iris_impostor_76,14,19,233,112,0.4807,True,0.4807,False,False,2.1629
LoFTR_indoor,iris,MMU-Iris_impostor_77,19,5,170,69,0.4059,False,0.4059,False,True,2.5436
LoFTR_indoor,iris,MMU-Iris_impostor_78,18,38,127,54,0.4252,False,0.4252,False,True,2.3272
LoFTR_indoor,iris,MMU-Iris_impostor_79,36,9,78,35,0.4487,False,0.4487,False,True,1.9435
LoFTR_indoor,iris,MMU-Iris_impostor_80,44,10,119,40,0.3361,False,0.3361,False,True,2.3495
LoFTR_indoor,iris,MMU-Iris_impostor_81,36,42,205,92,0.4488,False,0.4488,False,True,1.6331
LoFTR_indoor,iris,MMU-Iris_impostor_82,16,8,166,59,0.3554,False,0.3554,False,True,1.9586
LoFTR_indoor,iris,MMU-Iris_impostor_83,18,19,221,76,0.3439,False,0.3439,False,True,1.7115
LoFTR_indoor,iris,MMU-Iris_impostor_84,27,32,129,52,0.4031,False,0.4031,False,True,2.3200
LoFTR_indoor,iris,MMU-Iris_impostor_85,42,40,219,72,0.3288,False,0.3288,False,True,2.3617
LoFTR_indoor,iris,MMU-Iris_impostor_86,19,10,34,12,0.3529,False,0.3529,False,True,1.7528
LoFTR_indoor,iris,MMU-Iris_impostor_87,13,10,94,27,0.2872,False,0.2872,False,True,2.1828
LoFTR_indoor,iris,MMU-Iris_impostor_88,38,26,123,46,0.3740,False,0.3740,False,True,2.2921
LoFTR_indoor,iris,MMU-Iris_impostor_89,25,18,142,34,0.2394,False,0.2394,False,True,2.1957
LoFTR_indoor,iris,MMU-Iris_impostor_90,22,14,223,59,0.2646,False,0.2646,False,True,2.4419
LoFTR_indoor,iris,MMU-Iris_impostor_91,5,7,225,91,0.4044,False,0.4044,False,True,2.4235
LoFTR_indoor,iris,MMU-Iris_impostor_92,6,30,167,57,0.3413,False,0.3413,False,True,2.4489
LoFTR_indoor,iris,MMU-Iris_impostor_93,23,16,190,83,0.4368,False,0.4368,False,True,2.3540
LoFTR_indoor,iris,MMU-Iris_impostor_94,36,19,98,31,0.3163,False,0.3163,False,True,0.7588
LoFTR_indoor,iris,MMU-Iris_impostor_95,13,7,176,58,0.3295,False,0.3295,False,True,2.3908
LoFTR_indoor,iris,MMU-Iris_impostor_96,15,18,137,41,0.2993,False,0.2993,False,True,2.3543
LoFTR_indoor,iris,MMU-Iris_impostor_97,1,14,296,147,0.4966,True,0.4966,False,False,2.1287
LoFTR_indoor,iris,MMU-Iris_impostor_98,12,7,212,76,0.3585,False,0.3585,False,True,2.2668
LoFTR_indoor,iris,MMU-Iris_impostor_99,9,38,170,57,0.3353,False,0.3353,False,True,2.4356
