record_id,sample_id,image_path,identity,modality,dataset_name,split,metadata
56,MMCBNU_6000::058::05::L::fore,FingerVein\002-MMCBNU_6000\ROIs\058\L_Fore\05.bmp,058,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
57,MMCBNU_6000::096::07::L::fore,FingerVein\002-MMCBNU_6000\ROIs\096\L_Fore\07.bmp,096,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
58,MMCBNU_6000::096::09::L::fore,FingerVein\002-MMCBNU_6000\ROIs\096\L_Fore\09.bmp,096,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
59,MMCBNU_6000::001::08::L::fore,FingerVein\002-MMCBNU_6000\ROIs\001\L_Fore\08.bmp,001,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
60,MMCBNU_6000::001::01::L::fore,FingerVein\002-MMCBNU_6000\ROIs\001\L_Fore\01.bmp,001,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
61,MMCBNU_6000::021::04::L::fore,FingerVein\002-MMCBNU_6000\ROIs\021\L_Fore\04.bmp,021,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
62,MMCBNU_6000::021::06::L::fore,FingerVein\002-MMCBNU_6000\ROIs\021\L_Fore\06.bmp,021,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
63,MMCBNU_6000::091::08::L::fore,FingerVein\002-MMCBNU_6000\ROIs\091\L_Fore\08.bmp,091,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
64,MMCBNU_6000::091::01::L::fore,FingerVein\002-MMCBNU_6000\ROIs\091\L_Fore\01.bmp,091,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
65,MMCBNU_6000::044::07::L::fore,FingerVein\002-MMCBNU_6000\ROIs\044\L_Fore\07.bmp,044,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
66,MMCBNU_6000::044::04::L::fore,FingerVein\002-MMCBNU_6000\ROIs\044\L_Fore\04.bmp,044,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
67,MMCBNU_6000::080::01::L::fore,FingerVein\002-MMCBNU_6000\ROIs\080\L_Fore\01.bmp,080,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
68,MMCBNU_6000::080::09::L::fore,FingerVein\002-MMCBNU_6000\ROIs\080\L_Fore\09.bmp,080,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
69,MMCBNU_6000::020::10::L::fore,FingerVein\002-MMCBNU_6000\ROIs\020\L_Fore\10.bmp,020,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
70,MMCBNU_6000::020::08::L::fore,FingerVein\002-MMCBNU_6000\ROIs\020\L_Fore\08.bmp,020,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
71,MMCBNU_6000::083::02::L::fore,FingerVein\002-MMCBNU_6000\ROIs\083\L_Fore\02.bmp,083,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
72,MMCBNU_6000::083::01::L::fore,FingerVein\002-MMCBNU_6000\ROIs\083\L_Fore\01.bmp,083,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
73,MMCBNU_6000::068::07::L::fore,FingerVein\002-MMCBNU_6000\ROIs\068\L_Fore\07.bmp,068,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
74,MMCBNU_6000::068::06::L::fore,FingerVein\002-MMCBNU_6000\ROIs\068\L_Fore\06.bmp,068,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
75,MMCBNU_6000::007::04::L::fore,FingerVein\002-MMCBNU_6000\ROIs\007\L_Fore\04.bmp,007,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
76,MMCBNU_6000::007::08::L::fore,FingerVein\002-MMCBNU_6000\ROIs\007\L_Fore\08.bmp,007,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
77,MMCBNU_6000::006::04::L::fore,FingerVein\002-MMCBNU_6000\ROIs\006\L_Fore\04.bmp,006,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
78,MMCBNU_6000::006::03::L::fore,FingerVein\002-MMCBNU_6000\ROIs\006\L_Fore\03.bmp,006,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
79,MMCBNU_6000::025::10::L::fore,FingerVein\002-MMCBNU_6000\ROIs\025\L_Fore\10.bmp,025,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
80,MMCBNU_6000::025::09::L::fore,FingerVein\002-MMCBNU_6000\ROIs\025\L_Fore\09.bmp,025,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
81,MMCBNU_6000::063::08::L::fore,FingerVein\002-MMCBNU_6000\ROIs\063\L_Fore\08.bmp,063,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
82,MMCBNU_6000::063::03::L::fore,FingerVein\002-MMCBNU_6000\ROIs\063\L_Fore\03.bmp,063,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
83,MMCBNU_6000::023::07::L::fore,FingerVein\002-MMCBNU_6000\ROIs\023\L_Fore\07.bmp,023,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
84,MMCBNU_6000::023::03::L::fore,FingerVein\002-MMCBNU_6000\ROIs\023\L_Fore\03.bmp,023,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
85,MMCBNU_6000::069::10::L::fore,FingerVein\002-MMCBNU_6000\ROIs\069\L_Fore\10.bmp,069,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
86,MMCBNU_6000::069::07::L::fore,FingerVein\002-MMCBNU_6000\ROIs\069\L_Fore\07.bmp,069,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
87,MMCBNU_6000::059::06::L::fore,FingerVein\002-MMCBNU_6000\ROIs\059\L_Fore\06.bmp,059,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
88,MMCBNU_6000::059::09::L::fore,FingerVein\002-MMCBNU_6000\ROIs\059\L_Fore\09.bmp,059,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
89,MMCBNU_6000::039::10::L::fore,FingerVein\002-MMCBNU_6000\ROIs\039\L_Fore\10.bmp,039,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
90,MMCBNU_6000::039::06::L::fore,FingerVein\002-MMCBNU_6000\ROIs\039\L_Fore\06.bmp,039,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
91,MMCBNU_6000::017::05::L::fore,FingerVein\002-MMCBNU_6000\ROIs\017\L_Fore\05.bmp,017,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
92,MMCBNU_6000::017::02::L::fore,FingerVein\002-MMCBNU_6000\ROIs\017\L_Fore\02.bmp,017,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
93,MMCBNU_6000::052::01::L::fore,FingerVein\002-MMCBNU_6000\ROIs\052\L_Fore\01.bmp,052,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
94,MMCBNU_6000::052::10::L::fore,FingerVein\002-MMCBNU_6000\ROIs\052\L_Fore\10.bmp,052,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
95,MMCBNU_6000::003::01::L::fore,FingerVein\002-MMCBNU_6000\ROIs\003\L_Fore\01.bmp,003,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
96,MMCBNU_6000::003::05::L::fore,FingerVein\002-MMCBNU_6000\ROIs\003\L_Fore\05.bmp,003,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
97,MMCBNU_6000::047::08::L::fore,FingerVein\002-MMCBNU_6000\ROIs\047\L_Fore\08.bmp,047,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
98,MMCBNU_6000::047::05::L::fore,FingerVein\002-MMCBNU_6000\ROIs\047\L_Fore\05.bmp,047,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
99,MMCBNU_6000::100::07::L::fore,FingerVein\002-MMCBNU_6000\ROIs\100\L_Fore\07.bmp,100,finger,MMCBNU_6000,gallery,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
100,MMCBNU_6000::100::01::L::fore,FingerVein\002-MMCBNU_6000\ROIs\100\L_Fore\01.bmp,100,finger,MMCBNU_6000,probe,"{""side"": ""L"", ""finger"": ""fore"", ""dataset_metadata"": {""image_type"": ""roi""}}"
