record_id,sample_id,image_path,identity,modality,dataset_name,split,metadata
18,11k_Hands::0000588::Hand_0005841,HandGeometry\Hands\Hand_0005841.jpg,0000588,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0005841"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0005841.jpg"", ""irregularities"": ""0""}}"
19,11k_Hands::0000588::Hand_0005840,HandGeometry\Hands\Hand_0005840.jpg,0000588,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0005840"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0005840.jpg"", ""irregularities"": ""0""}}"
20,11k_Hands::0000588::Hand_0005837,HandGeometry\Hands\Hand_0005837.jpg,0000588,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0005837"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0005837.jpg"", ""irregularities"": ""0""}}"
21,11k_Hands::0000574::Hand_0002091,HandGeometry\Hands\Hand_0002091.jpg,0000574,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0002091"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0002091.jpg"", ""irregularities"": ""0""}}"
22,11k_Hands::0000574::Hand_0002099,HandGeometry\Hands\Hand_0002099.jpg,0000574,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0002099"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0002099.jpg"", ""irregularities"": ""0""}}"
23,11k_Hands::0000574::Hand_0002089,HandGeometry\Hands\Hand_0002089.jpg,0000574,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0002089"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0002089.jpg"", ""irregularities"": ""0""}}"
24,11k_Hands::0000574::Hand_0002100,HandGeometry\Hands\Hand_0002100.jpg,0000574,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0002100"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0002100.jpg"", ""irregularities"": ""0""}}"
25,11k_Hands::0000506::Hand_0010531,HandGeometry\Hands\Hand_0010531.jpg,0000506,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010531"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010531.jpg"", ""irregularities"": ""0""}}"
26,11k_Hands::0000506::Hand_0010535,HandGeometry\Hands\Hand_0010535.jpg,0000506,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010535"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010535.jpg"", ""irregularities"": ""0""}}"
27,11k_Hands::0000506::Hand_0010534,HandGeometry\Hands\Hand_0010534.jpg,0000506,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010534"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010534.jpg"", ""irregularities"": ""0""}}"
28,11k_Hands::0000506::Hand_0010533,HandGeometry\Hands\Hand_0010533.jpg,0000506,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010533"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010533.jpg"", ""irregularities"": ""0""}}"
29,11k_Hands::0000084::Hand_0010310,HandGeometry\Hands\Hand_0010310.jpg,0000084,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010310"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010310.jpg"", ""irregularities"": ""0""}}"
30,11k_Hands::0000084::Hand_0010303,HandGeometry\Hands\Hand_0010303.jpg,0000084,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010303"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010303.jpg"", ""irregularities"": ""0""}}"
31,11k_Hands::0000084::Hand_0010313,HandGeometry\Hands\Hand_0010313.jpg,0000084,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010313"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010313.jpg"", ""irregularities"": ""0""}}"
32,11k_Hands::0000084::Hand_0010300,HandGeometry\Hands\Hand_0010300.jpg,0000084,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010300"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010300.jpg"", ""irregularities"": ""0""}}"
33,11k_Hands::0001592::Hand_0000609,HandGeometry\Hands\Hand_0000609.jpg,0001592,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000609"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000609.jpg"", ""irregularities"": ""0""}}"
34,11k_Hands::0001592::Hand_0000607,HandGeometry\Hands\Hand_0000607.jpg,0001592,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000607"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000607.jpg"", ""irregularities"": ""0""}}"
35,11k_Hands::0001592::Hand_0000606,HandGeometry\Hands\Hand_0000606.jpg,0001592,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000606"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000606.jpg"", ""irregularities"": ""0""}}"
36,11k_Hands::0001592::Hand_0000605,HandGeometry\Hands\Hand_0000605.jpg,0001592,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000605"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000605.jpg"", ""irregularities"": ""0""}}"
37,11k_Hands::0001535::Hand_0001094,HandGeometry\Hands\Hand_0001094.jpg,0001535,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001094"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001094.jpg"", ""irregularities"": ""0""}}"
38,11k_Hands::0001535::Hand_0001115,HandGeometry\Hands\Hand_0001115.jpg,0001535,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001115"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001115.jpg"", ""irregularities"": ""0""}}"
39,11k_Hands::0001535::Hand_0001112,HandGeometry\Hands\Hand_0001112.jpg,0001535,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001112"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001112.jpg"", ""irregularities"": ""0""}}"
40,11k_Hands::0001535::Hand_0001116,HandGeometry\Hands\Hand_0001116.jpg,0001535,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001116"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001116.jpg"", ""irregularities"": ""0""}}"
41,11k_Hands::0000065::Hand_0000111,HandGeometry\Hands\Hand_0000111.jpg,0000065,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000111"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""dark"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000111.jpg"", ""irregularities"": ""0""}}"
42,11k_Hands::0000065::Hand_0000108,HandGeometry\Hands\Hand_0000108.jpg,0000065,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000108"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""dark"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000108.jpg"", ""irregularities"": ""0""}}"
43,11k_Hands::0000065::Hand_0000112,HandGeometry\Hands\Hand_0000112.jpg,0000065,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000112"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""dark"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000112.jpg"", ""irregularities"": ""0""}}"
44,11k_Hands::0000065::Hand_0000109,HandGeometry\Hands\Hand_0000109.jpg,0000065,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000109"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""dark"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000109.jpg"", ""irregularities"": ""0""}}"
45,11k_Hands::0001550::Hand_0010873,HandGeometry\Hands\Hand_0010873.jpg,0001550,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010873"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010873.jpg"", ""irregularities"": ""0""}}"
46,11k_Hands::0001550::Hand_0010866,HandGeometry\Hands\Hand_0010866.jpg,0001550,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010866"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010866.jpg"", ""irregularities"": ""0""}}"
47,11k_Hands::0001550::Hand_0010863,HandGeometry\Hands\Hand_0010863.jpg,0001550,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010863"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010863.jpg"", ""irregularities"": ""0""}}"
48,11k_Hands::0001550::Hand_0010870,HandGeometry\Hands\Hand_0010870.jpg,0001550,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010870"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010870.jpg"", ""irregularities"": ""0""}}"
49,11k_Hands::0001074::Hand_0001144,HandGeometry\Hands\Hand_0001144.jpg,0001074,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001144"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001144.jpg"", ""irregularities"": ""0""}}"
50,11k_Hands::0001074::Hand_0001145,HandGeometry\Hands\Hand_0001145.jpg,0001074,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001145"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001145.jpg"", ""irregularities"": ""0""}}"
51,11k_Hands::0001074::Hand_0001143,HandGeometry\Hands\Hand_0001143.jpg,0001074,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001143"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001143.jpg"", ""irregularities"": ""0""}}"
52,11k_Hands::0001074::Hand_0001141,HandGeometry\Hands\Hand_0001141.jpg,0001074,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001141"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001141.jpg"", ""irregularities"": ""0""}}"
53,11k_Hands::0000023::Hand_0010253,HandGeometry\Hands\Hand_0010253.jpg,0000023,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010253"", ""age"": ""23"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010253.jpg"", ""irregularities"": ""0""}}"
54,11k_Hands::0000023::Hand_0010260,HandGeometry\Hands\Hand_0010260.jpg,0000023,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010260"", ""age"": ""23"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010260.jpg"", ""irregularities"": ""0""}}"
55,11k_Hands::0000023::Hand_0010263,HandGeometry\Hands\Hand_0010263.jpg,0000023,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010263"", ""age"": ""23"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010263.jpg"", ""irregularities"": ""0""}}"
56,11k_Hands::0000023::Hand_0010257,HandGeometry\Hands\Hand_0010257.jpg,0000023,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010257"", ""age"": ""23"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010257.jpg"", ""irregularities"": ""0""}}"
57,11k_Hands::0000019::Hand_0000472,HandGeometry\Hands\Hand_0000472.jpg,0000019,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000472"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000472.jpg"", ""irregularities"": ""0""}}"
58,11k_Hands::0000019::Hand_0000459,HandGeometry\Hands\Hand_0000459.jpg,0000019,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000459"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000459.jpg"", ""irregularities"": ""0""}}"
59,11k_Hands::0000019::Hand_0000443,HandGeometry\Hands\Hand_0000443.jpg,0000019,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000443"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000443.jpg"", ""irregularities"": ""0""}}"
