record_id,sample_id,image_path,identity,modality,dataset_name,split,metadata
11,11k_Hands::0000019::Hand_0000454,HandGeometry\Hands\Hand_0000454.jpg,0000019,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000454"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000454.jpg"", ""irregularities"": ""0""}}"
12,11k_Hands::0000019::Hand_0000449,HandGeometry\Hands\Hand_0000449.jpg,0000019,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000449"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000449.jpg"", ""irregularities"": ""0""}}"
13,11k_Hands::0001009::Hand_0009223,HandGeometry\Hands\Hand_0009223.jpg,0001009,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0009223"", ""age"": ""23"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0009223.jpg"", ""irregularities"": ""0""}}"
14,11k_Hands::0001009::Hand_0009229,HandGeometry\Hands\Hand_0009229.jpg,0001009,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0009229"", ""age"": ""23"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0009229.jpg"", ""irregularities"": ""0""}}"
15,11k_Hands::0001009::Hand_0009228,HandGeometry\Hands\Hand_0009228.jpg,0001009,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0009228"", ""age"": ""23"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0009228.jpg"", ""irregularities"": ""0""}}"
16,11k_Hands::0001009::Hand_0009224,HandGeometry\Hands\Hand_0009224.jpg,0001009,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0009224"", ""age"": ""23"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0009224.jpg"", ""irregularities"": ""0""}}"
17,11k_Hands::0000588::Hand_0005853,HandGeometry\Hands\Hand_0005853.jpg,0000588,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0005853"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0005853.jpg"", ""irregularities"": ""0""}}"
18,11k_Hands::0000588::Hand_0005847,HandGeometry\Hands\Hand_0005847.jpg,0000588,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0005847"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0005847.jpg"", ""irregularities"": ""0""}}"
19,11k_Hands::0000588::Hand_0005851,HandGeometry\Hands\Hand_0005851.jpg,0000588,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0005851"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0005851.jpg"", ""irregularities"": ""0""}}"
20,11k_Hands::0000588::Hand_0005850,HandGeometry\Hands\Hand_0005850.jpg,0000588,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0005850"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0005850.jpg"", ""irregularities"": ""0""}}"
21,11k_Hands::0000574::Hand_0002110,HandGeometry\Hands\Hand_0002110.jpg,0000574,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0002110"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0002110.jpg"", ""irregularities"": ""0""}}"
22,11k_Hands::0000574::Hand_0002113,HandGeometry\Hands\Hand_0002113.jpg,0000574,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0002113"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0002113.jpg"", ""irregularities"": ""0""}}"
23,11k_Hands::0000574::Hand_0002106,HandGeometry\Hands\Hand_0002106.jpg,0000574,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0002106"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0002106.jpg"", ""irregularities"": ""0""}}"
24,11k_Hands::0000574::Hand_0002108,HandGeometry\Hands\Hand_0002108.jpg,0000574,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0002108"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0002108.jpg"", ""irregularities"": ""0""}}"
25,11k_Hands::0000506::Hand_0010540,HandGeometry\Hands\Hand_0010540.jpg,0000506,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010540"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010540.jpg"", ""irregularities"": ""0""}}"
26,11k_Hands::0000506::Hand_0010538,HandGeometry\Hands\Hand_0010538.jpg,0000506,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010538"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010538.jpg"", ""irregularities"": ""0""}}"
27,11k_Hands::0000506::Hand_0010539,HandGeometry\Hands\Hand_0010539.jpg,0000506,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010539"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010539.jpg"", ""irregularities"": ""0""}}"
28,11k_Hands::0000506::Hand_0010544,HandGeometry\Hands\Hand_0010544.jpg,0000506,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010544"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010544.jpg"", ""irregularities"": ""0""}}"
29,11k_Hands::0000084::Hand_0010323,HandGeometry\Hands\Hand_0010323.jpg,0000084,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010323"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010323.jpg"", ""irregularities"": ""0""}}"
30,11k_Hands::0000084::Hand_0010315,HandGeometry\Hands\Hand_0010315.jpg,0000084,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010315"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010315.jpg"", ""irregularities"": ""0""}}"
31,11k_Hands::0000084::Hand_0010320,HandGeometry\Hands\Hand_0010320.jpg,0000084,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010320"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010320.jpg"", ""irregularities"": ""0""}}"
32,11k_Hands::0000084::Hand_0010326,HandGeometry\Hands\Hand_0010326.jpg,0000084,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010326"", ""age"": ""22"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010326.jpg"", ""irregularities"": ""0""}}"
33,11k_Hands::0001592::Hand_0000617,HandGeometry\Hands\Hand_0000617.jpg,0001592,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000617"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000617.jpg"", ""irregularities"": ""0""}}"
34,11k_Hands::0001592::Hand_0000612,HandGeometry\Hands\Hand_0000612.jpg,0001592,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000612"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000612.jpg"", ""irregularities"": ""0""}}"
35,11k_Hands::0001592::Hand_0000615,HandGeometry\Hands\Hand_0000615.jpg,0001592,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000615"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000615.jpg"", ""irregularities"": ""0""}}"
36,11k_Hands::0001592::Hand_0000614,HandGeometry\Hands\Hand_0000614.jpg,0001592,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000614"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000614.jpg"", ""irregularities"": ""0""}}"
37,11k_Hands::0001535::Hand_0001108,HandGeometry\Hands\Hand_0001108.jpg,0001535,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0001108"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0001108.jpg"", ""irregularities"": ""0""}}"
38,11k_Hands::0001535::Hand_0001109,HandGeometry\Hands\Hand_0001109.jpg,0001535,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0001109"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0001109.jpg"", ""irregularities"": ""0""}}"
39,11k_Hands::0001535::Hand_0001106,HandGeometry\Hands\Hand_0001106.jpg,0001535,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0001106"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0001106.jpg"", ""irregularities"": ""0""}}"
40,11k_Hands::0001535::Hand_0001103,HandGeometry\Hands\Hand_0001103.jpg,0001535,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0001103"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0001103.jpg"", ""irregularities"": ""0""}}"
41,11k_Hands::0000065::Hand_0000114,HandGeometry\Hands\Hand_0000114.jpg,0000065,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000114"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""dark"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000114.jpg"", ""irregularities"": ""0""}}"
42,11k_Hands::0000065::Hand_0000118,HandGeometry\Hands\Hand_0000118.jpg,0000065,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000118"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""dark"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000118.jpg"", ""irregularities"": ""0""}}"
43,11k_Hands::0000065::Hand_0000116,HandGeometry\Hands\Hand_0000116.jpg,0000065,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000116"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""dark"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000116.jpg"", ""irregularities"": ""0""}}"
44,11k_Hands::0000065::Hand_0000115,HandGeometry\Hands\Hand_0000115.jpg,0000065,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000115"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""dark"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000115.jpg"", ""irregularities"": ""0""}}"
45,11k_Hands::0001550::Hand_0010878,HandGeometry\Hands\Hand_0010878.jpg,0001550,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010878"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010878.jpg"", ""irregularities"": ""0""}}"
46,11k_Hands::0001550::Hand_0010890,HandGeometry\Hands\Hand_0010890.jpg,0001550,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010890"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010890.jpg"", ""irregularities"": ""0""}}"
47,11k_Hands::0001550::Hand_0010888,HandGeometry\Hands\Hand_0010888.jpg,0001550,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010888"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010888.jpg"", ""irregularities"": ""0""}}"
48,11k_Hands::0001550::Hand_0010882,HandGeometry\Hands\Hand_0010882.jpg,0001550,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010882"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010882.jpg"", ""irregularities"": ""0""}}"
49,11k_Hands::0001074::Hand_0001151,HandGeometry\Hands\Hand_0001151.jpg,0001074,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0001151"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0001151.jpg"", ""irregularities"": ""0""}}"
50,11k_Hands::0001074::Hand_0001152,HandGeometry\Hands\Hand_0001152.jpg,0001074,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0001152"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0001152.jpg"", ""irregularities"": ""0""}}"
51,11k_Hands::0001074::Hand_0001154,HandGeometry\Hands\Hand_0001154.jpg,0001074,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0001154"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0001154.jpg"", ""irregularities"": ""0""}}"
52,11k_Hands::0001074::Hand_0001150,HandGeometry\Hands\Hand_0001150.jpg,0001074,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0001150"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0001150.jpg"", ""irregularities"": ""0""}}"
53,11k_Hands::0000025::Hand_0000266,HandGeometry\Hands\Hand_0000266.jpg,0000025,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000266"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""dark"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000266.jpg"", ""irregularities"": ""0""}}"
54,11k_Hands::0000025::Hand_0000267,HandGeometry\Hands\Hand_0000267.jpg,0000025,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0000267"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""dark"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0000267.jpg"", ""irregularities"": ""0""}}"
55,11k_Hands::0000025::Hand_0005262,HandGeometry\Hands\Hand_0005262.jpg,0000025,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0005262"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""dark"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0005262.jpg"", ""irregularities"": ""0""}}"
56,11k_Hands::0000025::Hand_0005266,HandGeometry\Hands\Hand_0005266.jpg,0000025,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0005266"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""dark"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0005266.jpg"", ""irregularities"": ""0""}}"
57,11k_Hands::0000023::Hand_0010271,HandGeometry\Hands\Hand_0010271.jpg,0000023,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010271"", ""age"": ""23"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010271.jpg"", ""irregularities"": ""0""}}"
58,11k_Hands::0000023::Hand_0010268,HandGeometry\Hands\Hand_0010268.jpg,0000023,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010268"", ""age"": ""23"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010268.jpg"", ""irregularities"": ""0""}}"
59,11k_Hands::0000023::Hand_0010269,HandGeometry\Hands\Hand_0010269.jpg,0000023,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010269"", ""age"": ""23"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010269.jpg"", ""irregularities"": ""0""}}"
60,11k_Hands::0000023::Hand_0010273,HandGeometry\Hands\Hand_0010273.jpg,0000023,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""palmar right"", ""dataset_metadata"": {""filename"": ""Hand_0010273"", ""age"": ""23"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""palmar right"", ""imageName"": ""Hand_0010273.jpg"", ""irregularities"": ""0""}}"
