record_id,sample_id,image_path,identity,modality,dataset_name,split,metadata
16,THU-FVFDT::601::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\601\1.bmp,601,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
17,THU-FVFDT::18::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\18\1.bmp,18,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
18,THU-FVFDT::18::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\18\1.bmp,18,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
19,THU-FVFDT::94::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\94\1.bmp,94,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
20,THU-FVFDT::94::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\94\1.bmp,94,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
21,THU-FVFDT::489::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\489\1.bmp,489,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
22,THU-FVFDT::489::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\489\1.bmp,489,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
23,THU-FVFDT::128::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\128\1.bmp,128,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
24,THU-FVFDT::128::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\128\1.bmp,128,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
25,THU-FVFDT::126::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\126\1.bmp,126,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
26,THU-FVFDT::126::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\126\1.bmp,126,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
27,THU-FVFDT::185::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\185\1.bmp,185,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
28,THU-FVFDT::185::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\185\1.bmp,185,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
29,THU-FVFDT::30::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\30\1.bmp,30,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
30,THU-FVFDT::30::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\30\1.bmp,30,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
31,THU-FVFDT::313::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\313\1.bmp,313,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
32,THU-FVFDT::313::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\313\1.bmp,313,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
33,THU-FVFDT::565::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\565\1.bmp,565,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
34,THU-FVFDT::565::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\565\1.bmp,565,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
35,THU-FVFDT::123::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\123\1.bmp,123,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
36,THU-FVFDT::123::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\123\1.bmp,123,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
37,THU-FVFDT::67::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\67\1.bmp,67,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
38,THU-FVFDT::67::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\67\1.bmp,67,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
39,THU-FVFDT::282::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\282\1.bmp,282,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
40,THU-FVFDT::282::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\282\1.bmp,282,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
41,THU-FVFDT::486::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\486\1.bmp,486,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
42,THU-FVFDT::486::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\486\1.bmp,486,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
43,THU-FVFDT::301::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\301\1.bmp,301,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
44,THU-FVFDT::301::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\301\1.bmp,301,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
45,THU-FVFDT::512::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\512\1.bmp,512,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
46,THU-FVFDT::512::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\512\1.bmp,512,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
47,THU-FVFDT::93::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\93\1.bmp,93,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
48,THU-FVFDT::93::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\93\1.bmp,93,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
49,THU-FVFDT::355::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\355\1.bmp,355,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
50,THU-FVFDT::355::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\355\1.bmp,355,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
51,THU-FVFDT::104::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\104\1.bmp,104,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
52,THU-FVFDT::104::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\104\1.bmp,104,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
53,THU-FVFDT::246::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\246\1.bmp,246,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
54,THU-FVFDT::246::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\246\1.bmp,246,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
55,THU-FVFDT::412::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\412\1.bmp,412,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
56,THU-FVFDT::412::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\412\1.bmp,412,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
57,THU-FVFDT::242::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\242\1.bmp,242,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
58,THU-FVFDT::242::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\242\1.bmp,242,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
59,THU-FVFDT::298::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\298\1.bmp,298,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
60,THU-FVFDT::298::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\298\1.bmp,298,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
61,THU-FVFDT::409::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\409\1.bmp,409,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
62,THU-FVFDT::409::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\409\1.bmp,409,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
63,THU-FVFDT::184::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\184\1.bmp,184,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
64,THU-FVFDT::184::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\184\1.bmp,184,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
65,THU-FVFDT::45::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\45\1.bmp,45,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
66,THU-FVFDT::45::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\45\1.bmp,45,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
67,THU-FVFDT::189::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\189\1.bmp,189,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
68,THU-FVFDT::189::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\189\1.bmp,189,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
69,THU-FVFDT::43::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\43\1.bmp,43,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
70,THU-FVFDT::43::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\43\1.bmp,43,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
71,THU-FVFDT::416::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\416\1.bmp,416,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
72,THU-FVFDT::416::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\416\1.bmp,416,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
73,THU-FVFDT::342::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\342\1.bmp,342,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
74,THU-FVFDT::342::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\342\1.bmp,342,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
75,THU-FVFDT::139::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\139\1.bmp,139,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
76,THU-FVFDT::139::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\139\1.bmp,139,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
77,THU-FVFDT::522::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\522\1.bmp,522,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
78,THU-FVFDT::522::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\522\1.bmp,522,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
79,THU-FVFDT::594::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\594\1.bmp,594,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
80,THU-FVFDT::594::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\594\1.bmp,594,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
81,THU-FVFDT::213::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\213\1.bmp,213,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
82,THU-FVFDT::213::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\213\1.bmp,213,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
83,THU-FVFDT::448::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\448\1.bmp,448,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
84,THU-FVFDT::448::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\448\1.bmp,448,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
85,THU-FVFDT::171::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\171\1.bmp,171,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
86,THU-FVFDT::171::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\171\1.bmp,171,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
87,THU-FVFDT::608::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\608\1.bmp,608,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
88,THU-FVFDT::608::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\608\1.bmp,608,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
89,THU-FVFDT::37::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\37\1.bmp,37,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
90,THU-FVFDT::37::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\37\1.bmp,37,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
91,THU-FVFDT::432::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\432\1.bmp,432,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
92,THU-FVFDT::432::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\432\1.bmp,432,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
93,THU-FVFDT::82::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\82\1.bmp,82,finger,THU-FVFDT,gallery,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
94,THU-FVFDT::82::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\82\1.bmp,82,finger,THU-FVFDT,probe,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
95,THU-FVFDT::276::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\276\1.bmp,276,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
96,THU-FVFDT::276::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\276\1.bmp,276,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
97,THU-FVFDT::163::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\163\1.bmp,163,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
98,THU-FVFDT::163::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\163\1.bmp,163,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
99,THU-FVFDT::140::1::train,FingerVein\004-THU-FVFDT\FV2\FV2_Train\140\1.bmp,140,finger,THU-FVFDT,gallery,"{""session"": ""train"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""train""}}"
100,THU-FVFDT::140::1::test,FingerVein\004-THU-FVFDT\FV2\FV2_Test\140\1.bmp,140,finger,THU-FVFDT,probe,"{""session"": ""test"", ""modality_type"": ""vein"", ""image_type"": ""roi"", ""dataset_metadata"": {""session"": ""test""}}"
