record_id,sample_id,image_path,identity,modality,dataset_name,split,metadata
16,11k_Hands::0000081::Hand_0000390,HandGeometry\Hands\Hand_0000390.jpg,0000081,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000390"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000390.jpg"", ""irregularities"": ""0""}}"
17,11k_Hands::0001589::Hand_0011694,HandGeometry\Hands\Hand_0011694.jpg,0001589,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0011694"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0011694.jpg"", ""irregularities"": ""0""}}"
18,11k_Hands::0001589::Hand_0011692,HandGeometry\Hands\Hand_0011692.jpg,0001589,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0011692"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0011692.jpg"", ""irregularities"": ""0""}}"
19,11k_Hands::0001533::Hand_0002512,HandGeometry\Hands\Hand_0002512.jpg,0001533,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0002512"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0002512.jpg"", ""irregularities"": ""0""}}"
20,11k_Hands::0001533::Hand_0002547,HandGeometry\Hands\Hand_0002547.jpg,0001533,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0002547"", ""age"": ""22"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0002547.jpg"", ""irregularities"": ""0""}}"
21,11k_Hands::0000064::Hand_0001171,HandGeometry\Hands\Hand_0001171.jpg,0000064,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001171"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001171.jpg"", ""irregularities"": ""0""}}"
22,11k_Hands::0000064::Hand_0001172,HandGeometry\Hands\Hand_0001172.jpg,0000064,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001172"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001172.jpg"", ""irregularities"": ""0""}}"
23,11k_Hands::0001549::Hand_0003053,HandGeometry\Hands\Hand_0003053.jpg,0001549,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0003053"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0003053.jpg"", ""irregularities"": ""0""}}"
24,11k_Hands::0001549::Hand_0003060,HandGeometry\Hands\Hand_0003060.jpg,0001549,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0003060"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0003060.jpg"", ""irregularities"": ""0""}}"
25,11k_Hands::0001073::Hand_0000427,HandGeometry\Hands\Hand_0000427.jpg,0001073,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000427"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000427.jpg"", ""irregularities"": ""0""}}"
26,11k_Hands::0001073::Hand_0000431,HandGeometry\Hands\Hand_0000431.jpg,0001073,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000431"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000431.jpg"", ""irregularities"": ""0""}}"
27,11k_Hands::0000023::Hand_0010254,HandGeometry\Hands\Hand_0010254.jpg,0000023,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010254"", ""age"": ""23"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010254.jpg"", ""irregularities"": ""0""}}"
28,11k_Hands::0000023::Hand_0010258,HandGeometry\Hands\Hand_0010258.jpg,0000023,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010258"", ""age"": ""23"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010258.jpg"", ""irregularities"": ""0""}}"
29,11k_Hands::0000019::Hand_0000463,HandGeometry\Hands\Hand_0000463.jpg,0000019,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000463"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000463.jpg"", ""irregularities"": ""0""}}"
30,11k_Hands::0000019::Hand_0000462,HandGeometry\Hands\Hand_0000462.jpg,0000019,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000462"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000462.jpg"", ""irregularities"": ""0""}}"
31,11k_Hands::0000065::Hand_0000109,HandGeometry\Hands\Hand_0000109.jpg,0000065,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000109"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""dark"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000109.jpg"", ""irregularities"": ""0""}}"
32,11k_Hands::0000065::Hand_0000111,HandGeometry\Hands\Hand_0000111.jpg,0000065,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000111"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""dark"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000111.jpg"", ""irregularities"": ""0""}}"
33,11k_Hands::0000571::Hand_0010487,HandGeometry\Hands\Hand_0010487.jpg,0000571,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010487"", ""age"": ""23"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010487.jpg"", ""irregularities"": ""0""}}"
34,11k_Hands::0000571::Hand_0010489,HandGeometry\Hands\Hand_0010489.jpg,0000571,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0010489"", ""age"": ""23"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0010489.jpg"", ""irregularities"": ""0""}}"
35,11k_Hands::0000576::Hand_0005486,HandGeometry\Hands\Hand_0005486.jpg,0000576,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0005486"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0005486.jpg"", ""irregularities"": ""0""}}"
36,11k_Hands::0000576::Hand_0005493,HandGeometry\Hands\Hand_0005493.jpg,0000576,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0005493"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0005493.jpg"", ""irregularities"": ""0""}}"
37,11k_Hands::0001517::Hand_0001724,HandGeometry\Hands\Hand_0001724.jpg,0001517,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001724"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001724.jpg"", ""irregularities"": ""0""}}"
38,11k_Hands::0001517::Hand_0001717,HandGeometry\Hands\Hand_0001717.jpg,0001517,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001717"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001717.jpg"", ""irregularities"": ""0""}}"
39,11k_Hands::0001553::Hand_0006463,HandGeometry\Hands\Hand_0006463.jpg,0001553,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0006463"", ""age"": ""23"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0006463.jpg"", ""irregularities"": ""0""}}"
40,11k_Hands::0001553::Hand_0006465,HandGeometry\Hands\Hand_0006465.jpg,0001553,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0006465"", ""age"": ""23"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0006465.jpg"", ""irregularities"": ""0""}}"
41,11k_Hands::7000000::Hand_0009695,HandGeometry\Hands\Hand_0009695.jpg,7000000,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0009695"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0009695.jpg"", ""irregularities"": ""0""}}"
42,11k_Hands::7000000::Hand_0009697,HandGeometry\Hands\Hand_0009697.jpg,7000000,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0009697"", ""age"": ""24"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0009697.jpg"", ""irregularities"": ""0""}}"
43,11k_Hands::0001539::Hand_0007861,HandGeometry\Hands\Hand_0007861.jpg,0001539,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0007861"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0007861.jpg"", ""irregularities"": ""0""}}"
44,11k_Hands::0001539::Hand_0007869,HandGeometry\Hands\Hand_0007869.jpg,0001539,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0007869"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0007869.jpg"", ""irregularities"": ""0""}}"
45,11k_Hands::0000543::Hand_0001923,HandGeometry\Hands\Hand_0001923.jpg,0000543,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001923"", ""age"": ""21"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001923.jpg"", ""irregularities"": ""0""}}"
46,11k_Hands::0000543::Hand_0001921,HandGeometry\Hands\Hand_0001921.jpg,0000543,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001921"", ""age"": ""21"", ""gender"": ""male"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001921.jpg"", ""irregularities"": ""0""}}"
47,11k_Hands::1100000::Hand_0009824,HandGeometry\Hands\Hand_0009824.jpg,1100000,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0009824"", ""age"": ""25"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0009824.jpg"", ""irregularities"": ""0""}}"
48,11k_Hands::1100000::Hand_0009816,HandGeometry\Hands\Hand_0009816.jpg,1100000,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0009816"", ""age"": ""25"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0009816.jpg"", ""irregularities"": ""0""}}"
49,11k_Hands::0001070::Hand_0001966,HandGeometry\Hands\Hand_0001966.jpg,0001070,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001966"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001966.jpg"", ""irregularities"": ""0""}}"
50,11k_Hands::0001070::Hand_0001979,HandGeometry\Hands\Hand_0001979.jpg,0001070,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0001979"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0001979.jpg"", ""irregularities"": ""0""}}"
51,11k_Hands::0000572::Hand_0000619,HandGeometry\Hands\Hand_0000619.jpg,0000572,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000619"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000619.jpg"", ""irregularities"": ""0""}}"
52,11k_Hands::0000572::Hand_0000622,HandGeometry\Hands\Hand_0000622.jpg,0000572,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000622"", ""age"": ""20"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000622.jpg"", ""irregularities"": ""0""}}"
53,11k_Hands::0001082::Hand_0008450,HandGeometry\Hands\Hand_0008450.jpg,0001082,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0008450"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0008450.jpg"", ""irregularities"": ""0""}}"
54,11k_Hands::0001082::Hand_0008461,HandGeometry\Hands\Hand_0008461.jpg,0001082,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0008461"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""1"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0008461.jpg"", ""irregularities"": ""0""}}"
55,11k_Hands::0001547::Hand_0006036,HandGeometry\Hands\Hand_0006036.jpg,0001547,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0006036"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0006036.jpg"", ""irregularities"": ""0""}}"
56,11k_Hands::0001547::Hand_0006052,HandGeometry\Hands\Hand_0006052.jpg,0001547,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0006052"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""fair"", ""accessories"": ""1"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0006052.jpg"", ""irregularities"": ""0""}}"
57,11k_Hands::0001009::Hand_0009217,HandGeometry\Hands\Hand_0009217.jpg,0001009,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0009217"", ""age"": ""23"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0009217.jpg"", ""irregularities"": ""0""}}"
58,11k_Hands::0001009::Hand_0009212,HandGeometry\Hands\Hand_0009212.jpg,0001009,handGeometry,11k_Hands,probe,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0009212"", ""age"": ""23"", ""gender"": ""male"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0009212.jpg"", ""irregularities"": ""0""}}"
59,11k_Hands::0000004::Hand_0000676,HandGeometry\Hands\Hand_0000676.jpg,0000004,handGeometry,11k_Hands,gallery,"{""aspect_of_hand"": ""dorsal right"", ""dataset_metadata"": {""filename"": ""Hand_0000676"", ""age"": ""21"", ""gender"": ""female"", ""skinColor"": ""medium"", ""accessories"": ""0"", ""nailPolish"": ""0"", ""aspectOfHand"": ""dorsal right"", ""imageName"": ""Hand_0000676.jpg"", ""irregularities"": ""0""}}"
