matcher,probe_record_id,probe_sample_id,probe_identity,rank_of_true_identity,rank_1_hit,gallery_size,ranking_strategy,samples_per_gallery,aggregation_method,top_5_identities
orb-fingervein,72,MMU-Iris::25::1::L,25,1,True,45,cascade,multiple,mean,25;22;21;10;12
sift-fingervein,72,MMU-Iris::25::1::L,25,1,True,45,cascade,multiple,mean,25;37;21;14;11
superglue-fingervein,72,MMU-Iris::25::1::L,25,2,False,45,cascade,multiple,mean,22;25;42;1;10
sgmnet-fingervein,72,MMU-Iris::25::1::L,25,1,True,45,cascade,multiple,mean,25;45;15;10;12
aspanformer,72,MMU-Iris::25::1::L,25,1,True,45,cascade,multiple,mean,25;10;1;22;37
deepdetect,72,MMU-Iris::25::1::L,25,1,True,45,cascade,multiple,mean,25;15;21;42;11
loftr,76,MMU-Iris::26::1::L,26,1,True,45,cascade,multiple,mean,26;10;28;27;44
orb-fingervein,76,MMU-Iris::26::1::L,26,1,True,45,cascade,multiple,mean,26;14;44;40;18
sift-fingervein,76,MMU-Iris::26::1::L,26,1,True,45,cascade,multiple,mean,26;18;41;28;12
superglue-fingervein,76,MMU-Iris::26::1::L,26,1,True,45,cascade,multiple,mean,26;9;10;27;41
sgmnet-fingervein,76,MMU-Iris::26::1::L,26,1,True,45,cascade,multiple,mean,26;9;27;1;18
aspanformer,76,MMU-Iris::26::1::L,26,1,True,45,cascade,multiple,mean,26;10;39;28;12
deepdetect,76,MMU-Iris::26::1::L,26,1,True,45,cascade,multiple,mean,26;18;27;30;1
loftr,80,MMU-Iris::27::3::L,27,1,True,45,cascade,multiple,mean,27;11;3;26;34
orb-fingervein,80,MMU-Iris::27::3::L,27,1,True,45,cascade,multiple,mean,27;11;5;8;34
sift-fingervein,80,MMU-Iris::27::3::L,27,2,False,45,cascade,multiple,mean,5;27;34;35;3
superglue-fingervein,80,MMU-Iris::27::3::L,27,1,True,45,cascade,multiple,mean,27;11;3;34;31
sgmnet-fingervein,80,MMU-Iris::27::3::L,27,1,True,45,cascade,multiple,mean,27;11;25;15;1
aspanformer,80,MMU-Iris::27::3::L,27,1,True,45,cascade,multiple,mean,27;11;34;1;5
deepdetect,80,MMU-Iris::27::3::L,27,1,True,45,cascade,multiple,mean,27;34;38;1;3
loftr,84,MMU-Iris::28::1::L,28,1,True,45,cascade,multiple,mean,28;14;12;13;19
orb-fingervein,84,MMU-Iris::28::1::L,28,1,True,45,cascade,multiple,mean,28;13;45;32;10
sift-fingervein,84,MMU-Iris::28::1::L,28,1,True,45,cascade,multiple,mean,28;45;38;22;1
superglue-fingervein,84,MMU-Iris::28::1::L,28,1,True,45,cascade,multiple,mean,28;11;12;45;13
sgmnet-fingervein,84,MMU-Iris::28::1::L,28,1,True,45,cascade,multiple,mean,28;8;2;11;10
aspanformer,84,MMU-Iris::28::1::L,28,1,True,45,cascade,multiple,mean,28;11;13;1;45
deepdetect,84,MMU-Iris::28::1::L,28,1,True,45,cascade,multiple,mean,28;10;19;45;38
loftr,88,MMU-Iris::29::1::L,29,1,True,45,cascade,multiple,mean,29;41;1;42;22
orb-fingervein,88,MMU-Iris::29::1::L,29,1,True,45,cascade,multiple,mean,29;16;11;31;10
sift-fingervein,88,MMU-Iris::29::1::L,29,1,True,45,cascade,multiple,mean,29;22;10;11;33
superglue-fingervein,88,MMU-Iris::29::1::L,29,1,True,45,cascade,multiple,mean,29;31;20;41;1
sgmnet-fingervein,88,MMU-Iris::29::1::L,29,1,True,45,cascade,multiple,mean,29;16;11;1;42
aspanformer,88,MMU-Iris::29::1::L,29,1,True,45,cascade,multiple,mean,29;22;1;3;41
deepdetect,88,MMU-Iris::29::1::L,29,1,True,45,cascade,multiple,mean,29;1;3;28;27
loftr,92,MMU-Iris::3::2::L,3,1,True,45,cascade,multiple,mean,3;12;46;7;29
orb-fingervein,92,MMU-Iris::3::2::L,3,1,True,45,cascade,multiple,mean,3;35;41;46;29
sift-fingervein,92,MMU-Iris::3::2::L,3,1,True,45,cascade,multiple,mean,3;41;29;7;42
superglue-fingervein,92,MMU-Iris::3::2::L,3,1,True,45,cascade,multiple,mean,3;11;29;46;7
sgmnet-fingervein,92,MMU-Iris::3::2::L,3,1,True,45,cascade,multiple,mean,3;13;41;11;29
aspanformer,92,MMU-Iris::3::2::L,3,1,True,45,cascade,multiple,mean,3;1;12;13;11
deepdetect,92,MMU-Iris::3::2::L,3,1,True,45,cascade,multiple,mean,3;42;13;1;10
loftr,96,MMU-Iris::30::2::L,30,1,True,45,cascade,multiple,mean,30;38;18;3;27
orb-fingervein,96,MMU-Iris::30::2::L,30,1,True,45,cascade,multiple,mean,30;40;38;18;7
sift-fingervein,96,MMU-Iris::30::2::L,30,4,False,45,cascade,multiple,mean,35;11;38;30;6
superglue-fingervein,96,MMU-Iris::30::2::L,30,2,False,45,cascade,multiple,mean,38;30;5;27;7
sgmnet-fingervein,96,MMU-Iris::30::2::L,30,1,True,45,cascade,multiple,mean,30;40;11;15;12
aspanformer,96,MMU-Iris::30::2::L,30,5,False,45,cascade,multiple,mean,38;12;5;3;30
deepdetect,96,MMU-Iris::30::2::L,30,2,False,45,cascade,multiple,mean,3;30;40;27;32
loftr,100,MMU-Iris::31::4::L,31,1,True,45,cascade,multiple,mean,31;27;6;10;1
orb-fingervein,100,MMU-Iris::31::4::L,31,1,True,45,cascade,multiple,mean,31;10;40;12;22
sift-fingervein,100,MMU-Iris::31::4::L,31,1,True,45,cascade,multiple,mean,31;22;39;6;11
superglue-fingervein,100,MMU-Iris::31::4::L,31,2,False,45,cascade,multiple,mean,9;31;27;40;1
sgmnet-fingervein,100,MMU-Iris::31::4::L,31,1,True,45,cascade,multiple,mean,31;14;11;2;10
aspanformer,100,MMU-Iris::31::4::L,31,1,True,45,cascade,multiple,mean,31;14;9;2;27
deepdetect,100,MMU-Iris::31::4::L,31,1,True,45,cascade,multiple,mean,31;33;1;10;11
loftr,104,MMU-Iris::32::4::L,32,1,True,45,cascade,multiple,mean,32;13;11;30;12
orb-fingervein,104,MMU-Iris::32::4::L,32,1,True,45,cascade,multiple,mean,32;41;15;30;1
sift-fingervein,104,MMU-Iris::32::4::L,32,1,True,45,cascade,multiple,mean,32;1;44;10;41
superglue-fingervein,104,MMU-Iris::32::4::L,32,1,True,45,cascade,multiple,mean,32;44;26;1;12
sgmnet-fingervein,104,MMU-Iris::32::4::L,32,1,True,45,cascade,multiple,mean,32;30;41;14;13
aspanformer,104,MMU-Iris::32::4::L,32,1,True,45,cascade,multiple,mean,32;26;10;44;13
deepdetect,104,MMU-Iris::32::4::L,32,1,True,45,cascade,multiple,mean,32;13;10;12;11
loftr,108,MMU-Iris::33::3::L,33,1,True,45,cascade,multiple,mean,33;26;46;15;7
orb-fingervein,108,MMU-Iris::33::3::L,33,1,True,45,cascade,multiple,mean,33;46;41;24;44
sift-fingervein,108,MMU-Iris::33::3::L,33,1,True,45,cascade,multiple,mean,33;41;45;44;37
superglue-fingervein,108,MMU-Iris::33::3::L,33,1,True,45,cascade,multiple,mean,33;26;41;8;22
sgmnet-fingervein,108,MMU-Iris::33::3::L,33,1,True,45,cascade,multiple,mean,33;46;41;8;18
aspanformer,108,MMU-Iris::33::3::L,33,1,True,45,cascade,multiple,mean,33;32;46;26;18
deepdetect,108,MMU-Iris::33::3::L,33,1,True,45,cascade,multiple,mean,33;26;8;39;7
loftr,112,MMU-Iris::34::1::L,34,34,False,45,cascade,multiple,mean,27;28;8;37;12
orb-fingervein,112,MMU-Iris::34::1::L,34,30,False,45,cascade,multiple,mean,11;37;38;30;27
sift-fingervein,112,MMU-Iris::34::1::L,34,34,False,45,cascade,multiple,mean,9;38;30;45;27
superglue-fingervein,112,MMU-Iris::34::1::L,34,34,False,45,cascade,multiple,mean,27;38;28;39;9
sgmnet-fingervein,112,MMU-Iris::34::1::L,34,34,False,45,cascade,multiple,mean,8;45;27;11;9
aspanformer,112,MMU-Iris::34::1::L,34,34,False,45,cascade,multiple,mean,27;30;38;12;11
deepdetect,112,MMU-Iris::34::1::L,34,32,False,45,cascade,multiple,mean,1;38;11;28;39
loftr,116,MMU-Iris::35::4::L,35,1,True,45,cascade,multiple,mean,35;8;29;15;32
orb-fingervein,116,MMU-Iris::35::4::L,35,1,True,45,cascade,multiple,mean,35;32;27;28;30
sift-fingervein,116,MMU-Iris::35::4::L,35,2,False,45,cascade,multiple,mean,15;35;32;28;14
superglue-fingervein,116,MMU-Iris::35::4::L,35,1,True,45,cascade,multiple,mean,35;31;10;18;23
sgmnet-fingervein,116,MMU-Iris::35::4::L,35,1,True,45,cascade,multiple,mean,35;31;15;14;32
aspanformer,116,MMU-Iris::35::4::L,35,1,True,45,cascade,multiple,mean,35;29;10;8;31
deepdetect,116,MMU-Iris::35::4::L,35,1,True,45,cascade,multiple,mean,35;30;32;1;10
loftr,120,MMU-Iris::36::3::L,36,1,True,45,cascade,multiple,mean,36;26;32;6;13
orb-fingervein,120,MMU-Iris::36::3::L,36,1,True,45,cascade,multiple,mean,36;2;14;25;40
sift-fingervein,120,MMU-Iris::36::3::L,36,4,False,45,cascade,multiple,mean,27;26;29;36;17
superglue-fingervein,120,MMU-Iris::36::3::L,36,1,True,45,cascade,multiple,mean,36;26;24;2;27
sgmnet-fingervein,120,MMU-Iris::36::3::L,36,1,True,45,cascade,multiple,mean,36;40;17;27;2
aspanformer,120,MMU-Iris::36::3::L,36,1,True,45,cascade,multiple,mean,36;1;26;13;14
deepdetect,120,MMU-Iris::36::3::L,36,1,True,45,cascade,multiple,mean,36;17;13;27;6
loftr,124,MMU-Iris::37::4::L,37,38,False,45,cascade,multiple,mean,14;7;40;28;18
orb-fingervein,124,MMU-Iris::37::4::L,37,36,False,45,cascade,multiple,mean,14;19;40;3;28
sift-fingervein,124,MMU-Iris::37::4::L,37,36,False,45,cascade,multiple,mean,25;46;19;40;45
superglue-fingervein,124,MMU-Iris::37::4::L,37,38,False,45,cascade,multiple,mean,25;45;40;14;18
sgmnet-fingervein,124,MMU-Iris::37::4::L,37,38,False,45,cascade,multiple,mean,40;25;7;28;19
aspanformer,124,MMU-Iris::37::4::L,37,38,False,45,cascade,multiple,mean,14;28;18;7;45
deepdetect,124,MMU-Iris::37::4::L,37,34,False,45,cascade,multiple,mean,14;15;40;8;35
loftr,128,MMU-Iris::38::2::L,38,1,True,45,cascade,multiple,mean,38;1;13;46;44
orb-fingervein,128,MMU-Iris::38::2::L,38,1,True,45,cascade,multiple,mean,38;13;23;41;44
sift-fingervein,128,MMU-Iris::38::2::L,38,1,True,45,cascade,multiple,mean,38;28;21;10;43
superglue-fingervein,128,MMU-Iris::38::2::L,38,1,True,45,cascade,multiple,mean,38;46;44;10;21
sgmnet-fingervein,128,MMU-Iris::38::2::L,38,1,True,45,cascade,multiple,mean,38;46;41;43;23
aspanformer,128,MMU-Iris::38::2::L,38,1,True,45,cascade,multiple,mean,38;21;6;13;28
deepdetect,128,MMU-Iris::38::2::L,38,1,True,45,cascade,multiple,mean,38;21;2;43;23
loftr,132,MMU-Iris::39::2::L,39,1,True,45,cascade,multiple,mean,39;7;27;34;14
orb-fingervein,132,MMU-Iris::39::2::L,39,1,True,45,cascade,multiple,mean,39;36;8;14;37
sift-fingervein,132,MMU-Iris::39::2::L,39,1,True,45,cascade,multiple,mean,39;2;34;1;37
superglue-fingervein,132,MMU-Iris::39::2::L,39,1,True,45,cascade,multiple,mean,39;27;7;34;37
sgmnet-fingervein,132,MMU-Iris::39::2::L,39,1,True,45,cascade,multiple,mean,39;36;8;41;34
aspanformer,132,MMU-Iris::39::2::L,39,1,True,45,cascade,multiple,mean,39;27;7;34;10
deepdetect,132,MMU-Iris::39::2::L,39,1,True,45,cascade,multiple,mean,39;27;37;14;1
loftr,136,MMU-Iris::40::2::L,40,1,True,45,cascade,multiple,mean,40;13;11;19;27
orb-fingervein,136,MMU-Iris::40::2::L,40,1,True,45,cascade,multiple,mean,40;46;13;11;29
sift-fingervein,136,MMU-Iris::40::2::L,40,1,True,45,cascade,multiple,mean,40;10;29;8;30
superglue-fingervein,136,MMU-Iris::40::2::L,40,1,True,45,cascade,multiple,mean,40;27;13;11;29
sgmnet-fingervein,136,MMU-Iris::40::2::L,40,1,True,45,cascade,multiple,mean,40;38;30;13;29
aspanformer,136,MMU-Iris::40::2::L,40,1,True,45,cascade,multiple,mean,40;29;13;1;11
deepdetect,136,MMU-Iris::40::2::L,40,2,False,45,cascade,multiple,mean,46;40;29;38;6
loftr,140,MMU-Iris::41::0::L,41,1,True,45,cascade,multiple,mean,41;40;8;45;28
orb-fingervein,140,MMU-Iris::41::0::L,41,1,True,45,cascade,multiple,mean,41;22;8;38;14
sift-fingervein,140,MMU-Iris::41::0::L,41,1,True,45,cascade,multiple,mean,41;40;45;28;22
superglue-fingervein,140,MMU-Iris::41::0::L,41,1,True,45,cascade,multiple,mean,41;45;19;40;8
sgmnet-fingervein,140,MMU-Iris::41::0::L,41,1,True,45,cascade,multiple,mean,41;45;14;10;1
aspanformer,140,MMU-Iris::41::0::L,41,1,True,45,cascade,multiple,mean,41;40;14;45;11
deepdetect,140,MMU-Iris::41::0::L,41,1,True,45,cascade,multiple,mean,41;17;1;14;45
loftr,144,MMU-Iris::42::1::L,42,1,True,45,cascade,multiple,mean,42;11;28;12;39
orb-fingervein,144,MMU-Iris::42::1::L,42,1,True,45,cascade,multiple,mean,42;17;34;28;35
sift-fingervein,144,MMU-Iris::42::1::L,42,1,True,45,cascade,multiple,mean,42;14;12;34;28
superglue-fingervein,144,MMU-Iris::42::1::L,42,1,True,45,cascade,multiple,mean,42;39;12;11;14
sgmnet-fingervein,144,MMU-Iris::42::1::L,42,1,True,45,cascade,multiple,mean,42;14;26;34;10
aspanformer,144,MMU-Iris::42::1::L,42,3,False,45,cascade,multiple,mean,14;11;42;39;34
deepdetect,144,MMU-Iris::42::1::L,42,2,False,45,cascade,multiple,mean,1;42;17;14;23
loftr,148,MMU-Iris::43::1::L,43,1,True,45,cascade,multiple,mean,43;25;16;36;21
orb-fingervein,148,MMU-Iris::43::1::L,43,1,True,45,cascade,multiple,mean,43;28;36;10;8
sift-fingervein,148,MMU-Iris::43::1::L,43,1,True,45,cascade,multiple,mean,43;8;10;11;12
superglue-fingervein,148,MMU-Iris::43::1::L,43,4,False,45,cascade,multiple,mean,15;1;8;43;10
sgmnet-fingervein,148,MMU-Iris::43::1::L,43,1,True,45,cascade,multiple,mean,43;15;1;13;10
aspanformer,148,MMU-Iris::43::1::L,43,1,True,45,cascade,multiple,mean,43;10;25;16;8
deepdetect,148,MMU-Iris::43::1::L,43,1,True,45,cascade,multiple,mean,43;25;16;36;21
loftr,152,MMU-Iris::44::0::L,44,1,True,45,cascade,multiple,mean,44;45;30;39;3
orb-fingervein,152,MMU-Iris::44::0::L,44,1,True,45,cascade,multiple,mean,44;42;30;43;39
sift-fingervein,152,MMU-Iris::44::0::L,44,1,True,45,cascade,multiple,mean,44;42;21;39;6
superglue-fingervein,152,MMU-Iris::44::0::L,44,1,True,45,cascade,multiple,mean,44;43;39;21;30
