matcher,modality,pair_id,identity1,identity2,num_keypoints_image1,num_keypoints_image2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error
sift-fingervein,iris,MMU-Iris_genuine_11,44,44,1383,1624,31,12,0.3871,False,0.3768,True,False,1.8470
superglue-fingervein,iris,MMU-Iris_genuine_11,44,44,996,1950,739,235,0.3180,True,0.2952,True,True,2.9849
sgmnet-fingervein,iris,MMU-Iris_genuine_11,44,44,2000,2000,905,107,0.1182,False,0.1161,True,False,1.8570
aspanformer,iris,MMU-Iris_genuine_11,44,44,1817,1817,1817,709,0.3902,False,0.3663,True,False,2.7653
deepdetect,iris,MMU-Iris_genuine_11,44,44,10257,9569,100,99,0.9900,True,0.9900,True,True,0.7474
loftr,iris,MMU-Iris_genuine_12,34,34,1769,1769,1769,1019,0.5760,True,0.5544,True,True,2.2648
orb-fingervein,iris,MMU-Iris_genuine_12,34,34,3469,3558,23,7,0.3043,False,0.2916,True,False,1.1229
sift-fingervein,iris,MMU-Iris_genuine_12,34,34,1155,1253,47,18,0.3830,False,0.3729,True,False,2.0050
superglue-fingervein,iris,MMU-Iris_genuine_12,34,34,1103,822,579,268,0.4629,True,0.4348,True,True,2.7531
sgmnet-fingervein,iris,MMU-Iris_genuine_12,34,34,2000,2000,969,159,0.1641,False,0.1619,True,False,1.7710
aspanformer,iris,MMU-Iris_genuine_12,34,34,2856,2856,2856,2335,0.8176,True,0.8176,True,True,1.0665
deepdetect,iris,MMU-Iris_genuine_12,34,34,9047,8950,82,64,0.7805,True,0.7805,True,True,0.7179
loftr,iris,MMU-Iris_genuine_13,13,13,1704,1704,1704,1141,0.6696,True,0.6514,True,True,2.0497
orb-fingervein,iris,MMU-Iris_genuine_13,13,13,4201,4588,104,63,0.6058,True,0.6058,True,True,1.3752
sift-fingervein,iris,MMU-Iris_genuine_13,13,13,1354,1622,62,23,0.3710,False,0.3591,True,False,2.1467
superglue-fingervein,iris,MMU-Iris_genuine_13,13,13,1196,1466,840,436,0.5190,True,0.4881,True,True,2.7285
sgmnet-fingervein,iris,MMU-Iris_genuine_13,13,13,2000,2000,1022,302,0.2955,True,0.2940,True,True,1.6032
aspanformer,iris,MMU-Iris_genuine_13,13,13,2198,2198,2198,1755,0.7985,True,0.7906,True,True,1.6967
deepdetect,iris,MMU-Iris_genuine_13,13,13,11372,11969,91,81,0.8901,True,0.8901,True,True,1.3020
loftr,iris,MMU-Iris_genuine_14,37,37,1350,1350,1350,672,0.4978,True,0.4788,True,True,2.2776
orb-fingervein,iris,MMU-Iris_genuine_14,37,37,3526,3172,36,0,,False,,True,False,
sift-fingervein,iris,MMU-Iris_genuine_14,37,37,1434,1101,35,12,0.3429,False,0.3396,True,False,1.2970
superglue-fingervein,iris,MMU-Iris_genuine_14,37,37,828,1031,316,104,0.3291,True,0.3098,True,True,2.7109
sgmnet-fingervein,iris,MMU-Iris_genuine_14,37,37,2000,2000,727,101,0.1389,False,0.1372,True,False,1.7458
aspanformer,iris,MMU-Iris_genuine_14,37,37,1449,1449,1449,759,0.5238,True,0.4976,True,True,2.5265
deepdetect,iris,MMU-Iris_genuine_14,37,37,9517,10068,2,0,,False,,True,False,
loftr,iris,MMU-Iris_genuine_15,29,29,1411,1411,1411,560,0.3969,False,0.3784,True,False,2.4527
orb-fingervein,iris,MMU-Iris_genuine_15,29,29,4060,4119,53,20,0.3774,False,0.3704,True,False,1.8598
sift-fingervein,iris,MMU-Iris_genuine_15,29,29,1771,1545,34,9,0.2647,False,0.2551,True,False,1.7595
superglue-fingervein,iris,MMU-Iris_genuine_15,29,29,1100,1085,600,186,0.3100,True,0.2899,True,True,2.8431
sgmnet-fingervein,iris,MMU-Iris_genuine_15,29,29,2000,2000,730,81,0.1110,False,0.1093,True,False,1.7974
aspanformer,iris,MMU-Iris_genuine_15,29,29,1998,1998,1998,1321,0.6612,True,0.6438,True,True,2.0326
deepdetect,iris,MMU-Iris_genuine_15,29,29,9396,10081,29,28,0.9655,True,0.9655,True,True,1.7128
loftr,iris,MMU-Iris_genuine_16,10,10,1829,1829,1829,1246,0.6812,True,0.6626,True,True,2.0565
orb-fingervein,iris,MMU-Iris_genuine_16,10,10,3710,3292,44,19,0.4318,False,0.4200,True,False,2.0354
sift-fingervein,iris,MMU-Iris_genuine_16,10,10,1292,924,49,20,0.4082,False,0.4061,True,False,1.5858
superglue-fingervein,iris,MMU-Iris_genuine_16,10,10,1050,1007,594,249,0.4192,True,0.3936,True,True,2.7622
sgmnet-fingervein,iris,MMU-Iris_genuine_16,10,10,2000,2000,1090,306,0.2807,True,0.2769,True,True,1.7727
aspanformer,iris,MMU-Iris_genuine_16,10,10,2461,2461,2461,1675,0.6806,True,0.6710,True,True,1.7850
deepdetect,iris,MMU-Iris_genuine_16,10,10,9832,9371,40,37,0.9250,True,0.9250,True,True,1.0658
loftr,iris,MMU-Iris_genuine_17,10,10,1657,1657,1657,833,0.5027,True,0.4951,True,True,1.8034
orb-fingervein,iris,MMU-Iris_genuine_17,10,10,3710,3648,59,25,0.4237,False,0.4155,True,False,1.8875
sift-fingervein,iris,MMU-Iris_genuine_17,10,10,1292,1142,51,15,0.2941,False,0.2886,True,False,1.8092
superglue-fingervein,iris,MMU-Iris_genuine_17,10,10,1050,1210,603,279,0.4627,True,0.4271,True,True,3.1012
sgmnet-fingervein,iris,MMU-Iris_genuine_17,10,10,2000,2000,1055,242,0.2294,True,0.2257,True,True,1.8236
aspanformer,iris,MMU-Iris_genuine_17,10,10,2233,2233,2233,1327,0.5943,True,0.5823,True,True,1.9065
deepdetect,iris,MMU-Iris_genuine_17,10,10,9832,10432,20,16,0.8000,True,0.8000,True,True,1.6850
loftr,iris,MMU-Iris_genuine_18,13,13,2230,2230,2230,1457,0.6534,True,0.6428,True,True,1.8246
orb-fingervein,iris,MMU-Iris_genuine_18,13,13,4103,4133,159,118,0.7421,True,0.7418,True,True,1.5091
sift-fingervein,iris,MMU-Iris_genuine_18,13,13,1307,1323,63,33,0.5238,True,0.5227,True,True,1.5427
superglue-fingervein,iris,MMU-Iris_genuine_18,13,13,1427,1394,955,438,0.4586,True,0.4317,True,True,2.7086
sgmnet-fingervein,iris,MMU-Iris_genuine_18,13,13,2000,2000,1061,400,0.3770,True,0.3739,True,True,1.6633
aspanformer,iris,MMU-Iris_genuine_18,13,13,2676,2676,2676,2009,0.7507,True,0.7426,True,True,1.7192
deepdetect,iris,MMU-Iris_genuine_18,13,13,10150,10496,158,151,0.9557,True,0.9557,True,True,0.8192
loftr,iris,MMU-Iris_genuine_19,2,2,667,667,667,152,0.2279,False,0.2137,True,False,2.7880
orb-fingervein,iris,MMU-Iris_genuine_19,2,2,3795,4570,42,8,0.1905,False,0.1844,True,False,0.6205
sift-fingervein,iris,MMU-Iris_genuine_19,2,2,1333,2008,34,0,,False,,True,False,
superglue-fingervein,iris,MMU-Iris_genuine_19,2,2,1283,1512,509,100,0.1965,True,0.1843,True,True,2.7808
sgmnet-fingervein,iris,MMU-Iris_genuine_19,2,2,2000,2000,261,14,0.0536,False,0.0534,True,False,1.2771
aspanformer,iris,MMU-Iris_genuine_19,2,2,544,544,544,258,0.4743,True,0.4734,True,True,1.5350
deepdetect,iris,MMU-Iris_genuine_19,2,2,9419,11212,4,0,,False,,True,False,
loftr,iris,MMU-Iris_genuine_20,2,2,1708,1708,1708,1026,0.6007,True,0.5811,True,True,2.1652
orb-fingervein,iris,MMU-Iris_genuine_20,2,2,3016,4379,31,15,0.4839,True,0.4794,True,True,1.6147
sift-fingervein,iris,MMU-Iris_genuine_20,2,2,1026,1716,35,17,0.4857,True,0.4805,True,True,1.6788
superglue-fingervein,iris,MMU-Iris_genuine_20,2,2,863,1024,534,220,0.4120,True,0.3842,True,True,2.8963
sgmnet-fingervein,iris,MMU-Iris_genuine_20,2,2,2000,2000,682,69,0.1012,False,0.0994,True,False,1.8506
aspanformer,iris,MMU-Iris_genuine_20,2,2,2208,2208,2208,1472,0.6667,True,0.6551,True,True,1.8487
deepdetect,iris,MMU-Iris_genuine_20,2,2,8494,11404,12,11,0.9167,True,0.9167,True,True,1.3780
loftr,iris,MMU-Iris_genuine_21,32,32,1814,1814,1814,1144,0.6307,True,0.6138,True,True,2.0429
orb-fingervein,iris,MMU-Iris_genuine_21,32,32,4119,4076,111,63,0.5676,True,0.5427,True,True,2.3964
sift-fingervein,iris,MMU-Iris_genuine_21,32,32,1279,1273,64,29,0.4531,False,0.4459,True,False,1.8202
superglue-fingervein,iris,MMU-Iris_genuine_21,32,32,1518,1459,905,413,0.4564,True,0.4253,True,True,2.9075
sgmnet-fingervein,iris,MMU-Iris_genuine_21,32,32,2000,2000,1101,263,0.2389,True,0.2330,True,True,1.9981
aspanformer,iris,MMU-Iris_genuine_21,32,32,2566,2566,2566,1904,0.7420,True,0.7420,True,True,1.2843
deepdetect,iris,MMU-Iris_genuine_21,32,32,11046,10573,106,91,0.8585,True,0.8585,True,True,0.8937
loftr,iris,MMU-Iris_genuine_22,37,37,1279,1279,1279,589,0.4605,True,0.4567,True,True,1.6681
orb-fingervein,iris,MMU-Iris_genuine_22,37,37,3395,2787,37,14,0.3784,False,0.3744,True,False,1.6117
sift-fingervein,iris,MMU-Iris_genuine_22,37,37,1262,1110,20,7,0.3500,False,0.3338,True,False,1.5950
superglue-fingervein,iris,MMU-Iris_genuine_22,37,37,778,870,398,169,0.4246,True,0.3949,True,True,2.9528
sgmnet-fingervein,iris,MMU-Iris_genuine_22,37,37,2000,2000,701,51,0.0728,False,0.0728,True,False,1.4752
aspanformer,iris,MMU-Iris_genuine_22,37,37,1906,1906,1906,1188,0.6233,True,0.6208,True,True,1.5794
deepdetect,iris,MMU-Iris_genuine_22,37,37,9582,9155,7,7,1.0000,True,1.0000,True,True,0.4911
loftr,iris,MMU-Iris_genuine_23,10,10,2252,2252,2252,1730,0.7682,True,0.7662,True,True,1.5522
orb-fingervein,iris,MMU-Iris_genuine_23,10,10,3960,4118,75,40,0.5333,True,0.5202,True,True,1.9990
sift-fingervein,iris,MMU-Iris_genuine_23,10,10,1375,1505,47,23,0.4894,True,0.4747,True,True,2.1014
superglue-fingervein,iris,MMU-Iris_genuine_23,10,10,1695,960,729,328,0.4499,True,0.4229,True,True,2.7386
sgmnet-fingervein,iris,MMU-Iris_genuine_23,10,10,2000,2000,1066,240,0.2251,True,0.2207,True,True,1.9020
aspanformer,iris,MMU-Iris_genuine_23,10,10,2403,2403,2403,2296,0.9555,True,0.9555,True,True,1.2673
deepdetect,iris,MMU-Iris_genuine_23,10,10,9898,10047,27,24,0.8889,True,0.8889,True,True,2.1623
loftr,iris,MMU-Iris_genuine_24,35,35,2031,2031,2031,1255,0.6179,True,0.5934,True,True,2.3112
orb-fingervein,iris,MMU-Iris_genuine_24,35,35,3061,3230,64,39,0.6094,True,0.5897,True,True,2.1567
sift-fingervein,iris,MMU-Iris_genuine_24,35,35,969,1138,52,31,0.5962,True,0.5771,True,True,2.1493
superglue-fingervein,iris,MMU-Iris_genuine_24,35,35,1178,1576,880,367,0.4170,True,0.3865,True,True,3.0219
sgmnet-fingervein,iris,MMU-Iris_genuine_24,35,35,2000,2000,1040,150,0.1442,False,0.1416,True,False,1.8661
aspanformer,iris,MMU-Iris_genuine_24,35,35,2231,2231,2231,1976,0.8857,True,0.8857,True,True,1.4283
deepdetect,iris,MMU-Iris_genuine_24,35,35,8387,8977,76,70,0.9211,True,0.9211,True,True,1.5653
loftr,iris,MMU-Iris_genuine_25,19,19,1575,1575,1575,642,0.4076,False,0.3856,True,False,2.6120
orb-fingervein,iris,MMU-Iris_genuine_25,19,19,3981,3835,31,13,0.4194,False,0.4060,True,False,2.0073
sift-fingervein,iris,MMU-Iris_genuine_25,19,19,1236,1149,43,9,0.2093,False,0.2043,True,False,1.4543
superglue-fingervein,iris,MMU-Iris_genuine_25,19,19,1353,1330,769,262,0.3407,True,0.3195,True,True,2.7824
sgmnet-fingervein,iris,MMU-Iris_genuine_25,19,19,2000,2000,832,67,0.0805,False,0.0792,True,False,1.8399
aspanformer,iris,MMU-Iris_genuine_25,19,19,1621,1621,1621,741,0.4571,True,0.4354,True,True,2.4727
deepdetect,iris,MMU-Iris_genuine_25,19,19,11603,10205,38,27,0.7105,True,0.7105,True,True,1.5936
loftr,iris,MMU-Iris_genuine_26,43,43,1868,1868,1868,981,0.5252,True,0.4994,True,True,2.5057
orb-fingervein,iris,MMU-Iris_genuine_26,43,43,3135,2870,39,14,0.3590,False,0.3523,True,False,1.7763
sift-fingervein,iris,MMU-Iris_genuine_26,43,43,931,905,55,22,0.4000,False,0.3832,True,False,2.3516
superglue-fingervein,iris,MMU-Iris_genuine_26,43,43,1431,1373,871,338,0.3881,True,0.3638,True,True,2.7905
sgmnet-fingervein,iris,MMU-Iris_genuine_26,43,43,2000,2000,1103,183,0.1659,False,0.1630,True,False,1.8544
aspanformer,iris,MMU-Iris_genuine_26,43,43,2057,2057,2057,1567,0.7618,True,0.7501,True,True,1.8084
deepdetect,iris,MMU-Iris_genuine_26,43,43,8510,9257,38,37,0.9737,True,0.9737,True,True,0.6557
loftr,iris,MMU-Iris_genuine_27,40,40,1621,1621,1621,885,0.5460,True,0.5308,True,True,2.0642
orb-fingervein,iris,MMU-Iris_genuine_27,40,40,3031,4468,23,0,,False,,True,False,
sift-fingervein,iris,MMU-Iris_genuine_27,40,40,896,1654,45,9,0.2000,False,0.1945,True,False,1.5799
superglue-fingervein,iris,MMU-Iris_genuine_27,40,40,1247,1515,793,339,0.4275,True,0.3987,True,True,2.8961
sgmnet-fingervein,iris,MMU-Iris_genuine_27,40,40,2000,2000,816,87,0.1066,False,0.1055,True,False,1.7116
aspanformer,iris,MMU-Iris_genuine_27,40,40,2223,2223,2223,1530,0.6883,True,0.6862,True,True,1.5597
deepdetect,iris,MMU-Iris_genuine_27,40,40,9620,9982,26,0,,False,,True,False,
loftr,iris,MMU-Iris_genuine_28,42,42,2059,2059,2059,1223,0.5940,True,0.5783,True,True,2.0351
orb-fingervein,iris,MMU-Iris_genuine_28,42,42,4051,4589,178,118,0.6629,True,0.6400,True,True,2.2039
sift-fingervein,iris,MMU-Iris_genuine_28,42,42,1409,2062,82,40,0.4878,True,0.4758,True,True,1.9991
superglue-fingervein,iris,MMU-Iris_genuine_28,42,42,1744,1771,1167,581,0.4979,True,0.4678,True,True,2.7470
sgmnet-fingervein,iris,MMU-Iris_genuine_28,42,42,2000,2000,1089,246,0.2259,True,0.2224,True,True,1.8116
aspanformer,iris,MMU-Iris_genuine_28,42,42,2493,2493,2493,1933,0.7754,True,0.7628,True,True,1.8267
deepdetect,iris,MMU-Iris_genuine_28,42,42,9912,10709,108,83,0.7685,True,0.7685,True,True,1.2216
loftr,iris,MMU-Iris_genuine_29,9,9,1661,1661,1661,965,0.5810,True,0.5810,True,True,1.4088
orb-fingervein,iris,MMU-Iris_genuine_29,9,9,4388,3931,61,27,0.4426,False,0.4272,True,False,2.2088
sift-fingervein,iris,MMU-Iris_genuine_29,9,9,1685,1308,39,16,0.4103,False,0.3969,True,False,2.1108
superglue-fingervein,iris,MMU-Iris_genuine_29,9,9,1664,1514,1024,460,0.4492,True,0.4195,True,True,2.8708
sgmnet-fingervein,iris,MMU-Iris_genuine_29,9,9,2000,2000,1029,312,0.3032,True,0.3032,True,True,1.3531
aspanformer,iris,MMU-Iris_genuine_29,9,9,2265,2265,2265,1586,0.7002,True,0.7002,True,True,1.1152
deepdetect,iris,MMU-Iris_genuine_29,9,9,9841,9322,46,45,0.9783,True,0.9783,True,True,1.0508
loftr,iris,MMU-Iris_genuine_30,29,29,2007,2007,2007,1571,0.7828,True,0.7630,True,True,2.0108
orb-fingervein,iris,MMU-Iris_genuine_30,29,29,4150,4219,123,82,0.6667,True,0.6550,True,True,1.8539
sift-fingervein,iris,MMU-Iris_genuine_30,29,29,1714,1643,80,39,0.4875,True,0.4675,True,True,2.3388
superglue-fingervein,iris,MMU-Iris_genuine_30,29,29,1197,1303,807,368,0.4560,True,0.4294,True,True,2.7038
sgmnet-fingervein,iris,MMU-Iris_genuine_30,29,29,2000,2000,1066,321,0.3011,True,0.2973,True,True,1.7586
aspanformer,iris,MMU-Iris_genuine_30,29,29,2927,2927,2927,2807,0.9590,True,0.9590,True,True,1.2138
deepdetect,iris,MMU-Iris_genuine_30,29,29,9770,9042,322,321,0.9969,True,0.9969,True,True,0.7524
loftr,iris,MMU-Iris_genuine_31,2,2,1238,1238,1238,420,0.3393,False,0.3223,True,False,2.5277
orb-fingervein,iris,MMU-Iris_genuine_31,2,2,4509,4160,57,0,,False,,True,False,
sift-fingervein,iris,MMU-Iris_genuine_31,2,2,2540,2331,40,7,0.1750,False,0.1667,True,False,1.6169
superglue-fingervein,iris,MMU-Iris_genuine_31,2,2,1323,1269,643,158,0.2457,True,0.2290,True,True,2.9080
sgmnet-fingervein,iris,MMU-Iris_genuine_31,2,2,2000,2000,449,27,0.0601,False,0.0601,True,False,1.3477
aspanformer,iris,MMU-Iris_genuine_31,2,2,1076,1076,1076,453,0.4210,True,0.4016,True,True,2.4451
deepdetect,iris,MMU-Iris_genuine_31,2,2,9121,7725,8,6,0.7500,True,0.7500,True,True,0.3094
loftr,iris,MMU-Iris_genuine_32,3,3,1968,1968,1968,1291,0.6560,True,0.6420,True,True,1.9319
orb-fingervein,iris,MMU-Iris_genuine_32,3,3,3546,3571,59,22,0.3729,False,0.3566,True,False,2.3848
sift-fingervein,iris,MMU-Iris_genuine_32,3,3,1191,1108,69,25,0.3623,False,0.3496,True,False,2.2105
superglue-fingervein,iris,MMU-Iris_genuine_32,3,3,1356,1432,867,345,0.3979,True,0.3705,True,True,2.9280
sgmnet-fingervein,iris,MMU-Iris_genuine_32,3,3,2000,2000,1025,182,0.1776,False,0.1761,True,False,1.6654
aspanformer,iris,MMU-Iris_genuine_32,3,3,2439,2439,2439,2041,0.8368,True,0.8368,True,True,1.0402
deepdetect,iris,MMU-Iris_genuine_32,3,3,8544,8032,33,29,0.8788,True,0.8788,True,True,1.5887
loftr,iris,MMU-Iris_genuine_33,37,37,1536,1536,1536,576,0.3750,False,0.3576,True,False,2.4529
