matcher,modality,pair_id,identity1,identity2,num_keypoints_image1,num_keypoints_image2,num_matches,num_inliers,inlier_ratio,is_same_person_pred,confidence,ground_truth,is_correct,reprojection_error,timings_ms
superglue,iris,AMF-Iris_genuine_1,abeer,abeer,157,143,118,47,0.3983,False,0.3743,True,False,2.7414,"{""load_images"": 3.0348, ""preprocess"": 0.5756, ""masking"": 8.5728, ""inference_ms"": 96.3227, ""match_impl_total"": 100.4939, ""homography"": 5.6941, ""result_creation"": 0.0638}"
superglue-fingervein,iris,AMF-Iris_genuine_1,abeer,abeer,331,309,240,100,0.4167,True,0.3985,True,True,2.3891,"{""load_images"": 3.0029, ""preprocess"": 0.5759, ""masking"": 9.0754, ""inference_ms"": 120.0547, ""match_impl_total"": 124.5047, ""homography"": 6.8611, ""result_creation"": 0.0746}"
sgmnet,iris,AMF-Iris_genuine_1,abeer,abeer,1244,1272,519,175,0.3372,False,0.3326,True,False,1.7768,"{""load_images"": 2.6732, ""preprocess"": 0.5812, ""masking"": 8.2971, ""feature_extraction_ms"": 150.3562, ""matching_ms"": 127.2806, ""match_impl_total"": 278.1837, ""homography"": 11.7658, ""result_creation"": 0.0697}"
sgmnet-fingervein,iris,AMF-Iris_genuine_1,abeer,abeer,1244,1272,609,164,0.2693,True,0.2645,True,True,1.8607,"{""load_images"": 1.7812, ""preprocess"": 0.2128, ""masking"": 9.3747, ""feature_extraction_ms"": 156.9633, ""matching_ms"": 159.2064, ""match_impl_total"": 317.0586, ""homography"": 66.3691, ""result_creation"": 0.075}"
aspanformer,iris,AMF-Iris_genuine_1,abeer,abeer,3712,3712,3712,3583,0.9652,True,0.9519,True,True,1.7793,"{""load_images"": 3.2213, ""preprocess"": 0.0534, ""masking"": 9.558, ""inference_ms"": 641.0341, ""match_impl_total"": 650.007, ""homography"": 4.8675, ""result_creation"": 0.0862}"
deepdetect,iris,AMF-Iris_genuine_1,abeer,abeer,8806,8651,658,608,0.9240,True,0.9240,True,True,1.5216,"{""load_images"": 2.3521, ""preprocess"": 1.2525, ""masking"": 6.3001, ""cnn_inference_ms"": 32.8609, ""sift_descriptor_ms"": 59.4355, ""matching_ms"": 272.4281, ""match_impl_total"": 398.4756, ""homography"": 1.334, ""result_creation"": 0.0664}"
loftr,iris,AMF-Iris_genuine_2,khalid,khalid,1545,1545,1545,1095,0.7087,True,0.7001,True,True,1.7440,"{""load_images"": 1.4247, ""preprocess"": 0.2119, ""masking"": 8.1121, ""inference_ms"": 416.4545, ""match_impl_total"": 418.9306, ""homography"": 2.0323, ""result_creation"": 0.0653}"
orb,iris,AMF-Iris_genuine_2,khalid,khalid,34,58,3,0,,False,,True,False,,"{""load_images"": 1.6982, ""preprocess"": 0.2126, ""masking"": 7.9386, ""feature_extraction_ms"": 8.0683, ""matching_ms"": 0.2561, ""match_impl_total"": 8.3864, ""homography"": 0.0181, ""result_creation"": 0.0327}"
orb-fingervein,iris,AMF-Iris_genuine_2,khalid,khalid,2633,2599,89,50,0.5618,True,0.5511,True,True,1.8843,"{""load_images"": 1.392, ""preprocess"": 0.6544, ""masking"": 8.9179, ""feature_extraction_ms"": 34.3155, ""matching_ms"": 57.1282, ""match_impl_total"": 91.5962, ""homography"": 1.8329, ""result_creation"": 0.0653}"
sift,iris,AMF-Iris_genuine_2,khalid,khalid,14,21,6,5,0.8333,True,0.7768,True,True,0.0000,"{""load_images"": 2.7181, ""preprocess"": 0.5172, ""masking"": 8.3793, ""feature_extraction_ms"": 97.3386, ""matching_ms"": 0.3671, ""match_impl_total"": 97.8117, ""homography"": 0.5301, ""result_creation"": 0.0639}"
sift-fingervein,iris,AMF-Iris_genuine_2,khalid,khalid,425,428,32,14,0.4375,False,0.4330,True,False,1.6055,"{""load_images"": 2.8604, ""preprocess"": 0.5252, ""masking"": 8.611, ""feature_extraction_ms"": 119.1876, ""matching_ms"": 12.1915, ""match_impl_total"": 131.8994, ""homography"": 4.0892, ""result_creation"": 0.0652}"
superglue,iris,AMF-Iris_genuine_2,khalid,khalid,130,154,105,41,0.3905,False,0.3695,True,False,2.6042,"{""load_images"": 3.0128, ""preprocess"": 0.9103, ""masking"": 14.1833, ""inference_ms"": 103.1961, ""match_impl_total"": 109.0613, ""homography"": 6.6654, ""result_creation"": 0.0649}"
superglue-fingervein,iris,AMF-Iris_genuine_2,khalid,khalid,297,311,204,88,0.4314,True,0.4081,True,True,2.6093,"{""load_images"": 3.0775, ""preprocess"": 0.9186, ""masking"": 13.5205, ""inference_ms"": 126.225, ""match_impl_total"": 132.4674, ""homography"": 4.4195, ""result_creation"": 0.0652}"
sgmnet,iris,AMF-Iris_genuine_2,khalid,khalid,1334,1237,573,166,0.2897,False,0.2850,True,False,1.8302,"{""load_images"": 2.9066, ""preprocess"": 0.8922, ""masking"": 15.1314, ""feature_extraction_ms"": 156.8703, ""matching_ms"": 286.6822, ""match_impl_total"": 444.7619, ""homography"": 20.5342, ""result_creation"": 0.0661}"
sgmnet-fingervein,iris,AMF-Iris_genuine_2,khalid,khalid,1334,1237,638,145,0.2273,True,0.2219,True,True,1.9770,"{""load_images"": 2.8052, ""preprocess"": 0.5184, ""masking"": 8.0337, ""feature_extraction_ms"": 157.2918, ""matching_ms"": 379.3074, ""match_impl_total"": 537.235, ""homography"": 53.6505, ""result_creation"": 0.0703}"
aspanformer,iris,AMF-Iris_genuine_2,khalid,khalid,3144,3144,3144,2620,0.8333,True,0.8154,True,True,1.9357,"{""load_images"": 1.7869, ""preprocess"": 0.0508, ""masking"": 12.2212, ""inference_ms"": 1913.1735, ""match_impl_total"": 1922.0248, ""homography"": 3.5537, ""result_creation"": 0.0708}"
deepdetect,iris,AMF-Iris_genuine_2,khalid,khalid,8586,8162,415,395,0.9518,True,0.9518,True,True,0.9817,"{""load_images"": 1.4055, ""preprocess"": 0.6279, ""masking"": 5.5847, ""cnn_inference_ms"": 41.4612, ""sift_descriptor_ms"": 55.8106, ""matching_ms"": 256.034, ""match_impl_total"": 378.5432, ""homography"": 1.0634, ""result_creation"": 0.066}"
loftr,iris,AMF-Iris_genuine_3,kamal,kamal,1364,1364,1364,948,0.6950,True,0.6856,True,True,1.7731,"{""load_images"": 1.5222, ""preprocess"": 0.2164, ""masking"": 10.6298, ""inference_ms"": 1288.642, ""match_impl_total"": 1291.5381, ""homography"": 1.8884, ""result_creation"": 0.0647}"
orb,iris,AMF-Iris_genuine_3,kamal,kamal,35,34,9,9,1.0000,True,0.9762,True,True,1.0803,"{""load_images"": 1.3975, ""preprocess"": 0.4972, ""masking"": 8.5703, ""feature_extraction_ms"": 42.7692, ""matching_ms"": 0.2408, ""match_impl_total"": 43.1745, ""homography"": 0.7872, ""result_creation"": 0.0738}"
orb-fingervein,iris,AMF-Iris_genuine_3,kamal,kamal,1961,1802,151,74,0.4901,True,0.4753,True,True,2.1117,"{""load_images"": 1.7532, ""preprocess"": 0.4078, ""masking"": 25.7523, ""feature_extraction_ms"": 27.1103, ""matching_ms"": 23.9127, ""match_impl_total"": 51.1597, ""homography"": 2.8054, ""result_creation"": 0.0667}"
sift,iris,AMF-Iris_genuine_3,kamal,kamal,25,12,8,6,0.7500,True,0.7097,True,True,1.0765,"{""load_images"": 1.3989, ""preprocess"": 0.2121, ""masking"": 7.9674, ""feature_extraction_ms"": 96.0304, ""matching_ms"": 0.3078, ""match_impl_total"": 96.4781, ""homography"": 0.8863, ""result_creation"": 0.0649}"
sift-fingervein,iris,AMF-Iris_genuine_3,kamal,kamal,304,225,72,48,0.6667,True,0.6667,True,True,1.3776,"{""load_images"": 2.9303, ""preprocess"": 0.5316, ""masking"": 9.0587, ""feature_extraction_ms"": 112.6448, ""matching_ms"": 7.4406, ""match_impl_total"": 120.3148, ""homography"": 1.1611, ""result_creation"": 0.0661}"
superglue,iris,AMF-Iris_genuine_3,kamal,kamal,154,150,115,43,0.3739,False,0.3597,True,False,2.2756,"{""load_images"": 2.9938, ""preprocess"": 0.5629, ""masking"": 8.0875, ""inference_ms"": 214.8556, ""match_impl_total"": 218.3436, ""homography"": 7.7755, ""result_creation"": 0.0734}"
superglue-fingervein,iris,AMF-Iris_genuine_3,kamal,kamal,333,332,216,108,0.5000,True,0.4740,True,True,2.5684,"{""load_images"": 2.7725, ""preprocess"": 0.5171, ""masking"": 8.1832, ""inference_ms"": 266.8558, ""match_impl_total"": 270.0106, ""homography"": 2.8369, ""result_creation"": 0.0646}"
sgmnet,iris,AMF-Iris_genuine_3,kamal,kamal,1236,1256,503,163,0.3241,False,0.3229,True,False,1.5733,"{""load_images"": 2.1236, ""preprocess"": 0.2187, ""masking"": 8.7742, ""feature_extraction_ms"": 147.7473, ""matching_ms"": 297.9299, ""match_impl_total"": 446.3575, ""homography"": 13.9137, ""result_creation"": 0.0713}"
sgmnet-fingervein,iris,AMF-Iris_genuine_3,kamal,kamal,1236,1256,572,168,0.2937,True,0.2904,True,True,1.7281,"{""load_images"": 2.7452, ""preprocess"": 0.5248, ""masking"": 9.8687, ""feature_extraction_ms"": 147.53, ""matching_ms"": 349.5285, ""match_impl_total"": 497.6946, ""homography"": 19.6251, ""result_creation"": 0.0665}"
aspanformer,iris,AMF-Iris_genuine_3,kamal,kamal,2958,2958,2958,2050,0.6930,True,0.6786,True,True,1.9208,"{""load_images"": 2.0343, ""preprocess"": 0.0506, ""masking"": 9.4165, ""inference_ms"": 1883.5684, ""match_impl_total"": 1893.6107, ""homography"": 3.024, ""result_creation"": 0.0681}"
deepdetect,iris,AMF-Iris_genuine_3,kamal,kamal,7384,8864,812,764,0.9409,True,0.9409,True,True,0.4169,"{""load_images"": 1.4046, ""preprocess"": 0.678, ""masking"": 6.0551, ""cnn_inference_ms"": 40.4263, ""sift_descriptor_ms"": 54.8095, ""matching_ms"": 250.612, ""match_impl_total"": 369.6689, ""homography"": 1.2642, ""result_creation"": 0.0683}"
loftr,iris,AMF-Iris_genuine_4,huda,huda,2498,2498,2498,1778,0.7118,True,0.7095,True,True,1.5646,"{""load_images"": 1.4725, ""preprocess"": 0.2133, ""masking"": 8.6349, ""inference_ms"": 1417.9617, ""match_impl_total"": 1420.7389, ""homography"": 2.5735, ""result_creation"": 0.067}"
orb,iris,AMF-Iris_genuine_4,huda,huda,34,33,6,4,0.6667,True,0.6110,True,True,0.0000,"{""load_images"": 1.8646, ""preprocess"": 0.5237, ""masking"": 9.3855, ""feature_extraction_ms"": 9.2311, ""matching_ms"": 0.3343, ""match_impl_total"": 9.6629, ""homography"": 1.5776, ""result_creation"": 0.084}"
orb-fingervein,iris,AMF-Iris_genuine_4,huda,huda,2729,2636,265,218,0.8226,True,0.8125,True,True,1.7482,"{""load_images"": 1.3724, ""preprocess"": 0.2054, ""masking"": 8.3513, ""feature_extraction_ms"": 34.218, ""matching_ms"": 46.0735, ""match_impl_total"": 80.482, ""homography"": 0.8892, ""result_creation"": 0.0646}"
sift,iris,AMF-Iris_genuine_4,huda,huda,12,16,7,5,0.7143,True,0.6658,True,True,0.7457,"{""load_images"": 1.3294, ""preprocess"": 0.2031, ""masking"": 8.9655, ""feature_extraction_ms"": 96.035, ""matching_ms"": 0.2825, ""match_impl_total"": 96.4343, ""homography"": 0.9156, ""result_creation"": 0.0647}"
sift-fingervein,iris,AMF-Iris_genuine_4,huda,huda,403,400,88,62,0.7045,True,0.6937,True,True,1.8113,"{""load_images"": 2.8782, ""preprocess"": 0.7936, ""masking"": 11.0804, ""feature_extraction_ms"": 115.1606, ""matching_ms"": 11.4586, ""match_impl_total"": 127.1413, ""homography"": 1.0916, ""result_creation"": 0.0664}"
superglue,iris,AMF-Iris_genuine_4,huda,huda,138,149,101,46,0.4554,False,0.4369,True,False,2.3313,"{""load_images"": 3.0884, ""preprocess"": 0.9193, ""masking"": 14.5474, ""inference_ms"": 215.1358, ""match_impl_total"": 221.3779, ""homography"": 3.5189, ""result_creation"": 0.0656}"
superglue-fingervein,iris,AMF-Iris_genuine_4,huda,huda,297,307,195,108,0.5538,True,0.5271,True,True,2.4895,"{""load_images"": 2.9342, ""preprocess"": 1.0808, ""masking"": 13.753, ""inference_ms"": 255.9402, ""match_impl_total"": 262.7762, ""homography"": 1.9869, ""result_creation"": 0.0663}"
sgmnet,iris,AMF-Iris_genuine_4,huda,huda,1522,1494,701,245,0.3495,False,0.3457,True,False,1.7164,"{""load_images"": 2.8147, ""preprocess"": 0.7955, ""masking"": 14.0638, ""feature_extraction_ms"": 158.5805, ""matching_ms"": 406.4795, ""match_impl_total"": 566.7042, ""homography"": 11.1227, ""result_creation"": 0.0766}"
sgmnet-fingervein,iris,AMF-Iris_genuine_4,huda,huda,1522,1494,808,245,0.3032,True,0.2989,True,True,1.7836,"{""load_images"": 3.2273, ""preprocess"": 0.8821, ""masking"": 12.5457, ""feature_extraction_ms"": 156.5612, ""matching_ms"": 498.8551, ""match_impl_total"": 656.1684, ""homography"": 18.04, ""result_creation"": 0.0668}"
aspanformer,iris,AMF-Iris_genuine_4,huda,huda,4346,4346,4346,4094,0.9420,True,0.9420,True,True,1.3742,"{""load_images"": 1.4731, ""preprocess"": 0.0516, ""masking"": 9.301, ""inference_ms"": 2046.7136, ""match_impl_total"": 2050.4733, ""homography"": 4.6896, ""result_creation"": 0.078}"
deepdetect,iris,AMF-Iris_genuine_4,huda,huda,7529,8724,1162,1147,0.9871,True,0.9871,True,True,0.8826,"{""load_images"": 1.3979, ""preprocess"": 0.716, ""masking"": 6.1697, ""cnn_inference_ms"": 41.0382, ""sift_descriptor_ms"": 54.4423, ""matching_ms"": 251.657, ""match_impl_total"": 370.6674, ""homography"": 1.6095, ""result_creation"": 0.0674}"
loftr,iris,AMF-Iris_impostor_0,ali,ahmed,153,153,153,40,0.2614,False,0.2437,False,True,2.9026,"{""load_images"": 1.5642, ""preprocess"": 0.2156, ""masking"": 9.8055, ""inference_ms"": 951.2135, ""match_impl_total"": 953.8249, ""homography"": 29.7208, ""result_creation"": 0.0653}"
orb,iris,AMF-Iris_impostor_0,ali,ahmed,3,19,0,0,,False,,False,True,,"{""load_images"": 1.4217, ""preprocess"": 0.4957, ""masking"": 9.186, ""feature_extraction_ms"": 8.7757, ""matching_ms"": 0.1366, ""match_impl_total"": 8.972, ""homography"": 0.0113, ""result_creation"": 0.0285}"
orb-fingervein,iris,AMF-Iris_impostor_0,ali,ahmed,2278,1838,35,7,0.2000,False,0.1917,False,True,0.7704,"{""load_images"": 1.3553, ""preprocess"": 0.2108, ""masking"": 9.4237, ""feature_extraction_ms"": 31.6034, ""matching_ms"": 41.037, ""match_impl_total"": 72.7341, ""homography"": 52.0526, ""result_creation"": 0.0701}"
sift,iris,AMF-Iris_impostor_0,ali,ahmed,12,17,1,0,,False,,False,True,,"{""load_images"": 1.612, ""preprocess"": 0.2663, ""masking"": 7.9073, ""feature_extraction_ms"": 99.2308, ""matching_ms"": 0.285, ""match_impl_total"": 99.6258, ""homography"": 0.0108, ""result_creation"": 0.0291}"
sift-fingervein,iris,AMF-Iris_impostor_0,ali,ahmed,342,230,12,0,,False,,False,True,,"{""load_images"": 2.9832, ""preprocess"": 0.5768, ""masking"": 9.4965, ""feature_extraction_ms"": 115.3704, ""matching_ms"": 8.1537, ""match_impl_total"": 123.9161, ""homography"": 4.8475, ""result_creation"": 0.0306}"
superglue,iris,AMF-Iris_impostor_0,ali,ahmed,138,141,32,15,0.4688,True,0.4559,False,False,1.9852,"{""load_images"": 2.9865, ""preprocess"": 0.9149, ""masking"": 13.6785, ""inference_ms"": 215.5156, ""match_impl_total"": 227.1616, ""homography"": 3.2801, ""result_creation"": 0.0652}"
superglue-fingervein,iris,AMF-Iris_impostor_0,ali,ahmed,305,293,104,29,0.2788,True,0.2712,False,False,2.0585,"{""load_images"": 2.9467, ""preprocess"": 0.8977, ""masking"": 15.8851, ""inference_ms"": 255.3334, ""match_impl_total"": 261.0539, ""homography"": 24.5597, ""result_creation"": 0.064}"
sgmnet,iris,AMF-Iris_impostor_0,ali,ahmed,1211,1430,24,6,0.2500,False,0.2366,False,True,0.4505,"{""load_images"": 2.9071, ""preprocess"": 0.889, ""masking"": 15.4859, ""feature_extraction_ms"": 181.936, ""matching_ms"": 306.8606, ""match_impl_total"": 489.9531, ""homography"": 34.8819, ""result_creation"": 0.0659}"
sgmnet-fingervein,iris,AMF-Iris_impostor_0,ali,ahmed,1211,1430,116,8,0.0690,False,0.0668,False,True,1.1869,"{""load_images"": 2.7116, ""preprocess"": 0.5146, ""masking"": 8.9423, ""feature_extraction_ms"": 150.7438, ""matching_ms"": 368.1667, ""match_impl_total"": 519.6593, ""homography"": 50.8504, ""result_creation"": 0.0673}"
aspanformer,iris,AMF-Iris_impostor_0,ali,ahmed,166,166,166,58,0.3494,False,0.3379,False,True,2.1718,"{""load_images"": 1.4001, ""preprocess"": 0.0498, ""masking"": 9.3772, ""inference_ms"": 1371.7805, ""match_impl_total"": 1380.9013, ""homography"": 9.584, ""result_creation"": 0.067}"
deepdetect,iris,AMF-Iris_impostor_0,ali,ahmed,8715,8596,14,13,0.9286,True,0.9286,False,False,0.8718,"{""load_images"": 1.4322, ""preprocess"": 0.6207, ""masking"": 5.73, ""cnn_inference_ms"": 41.9054, ""sift_descriptor_ms"": 58.3285, ""matching_ms"": 261.2632, ""match_impl_total"": 386.7963, ""homography"": 0.6855, ""result_creation"": 0.0662}"
loftr,iris,AMF-Iris_impostor_1,assem,mohamad,649,649,649,117,0.1803,False,0.1679,False,True,2.9205,"{""load_images"": 1.4695, ""preprocess"": 0.2112, ""masking"": 9.3754, ""inference_ms"": 1113.0403, ""match_impl_total"": 1116.0032, ""homography"": 54.4441, ""result_creation"": 0.0637}"
orb,iris,AMF-Iris_impostor_1,assem,mohamad,52,114,4,0,,False,,False,True,,"{""load_images"": 1.4058, ""preprocess"": 0.4987, ""masking"": 8.7032, ""feature_extraction_ms"": 14.3078, ""matching_ms"": 0.4265, ""match_impl_total"": 14.7996, ""homography"": 0.2031, ""result_creation"": 0.03}"
orb-fingervein,iris,AMF-Iris_impostor_1,assem,mohamad,2800,3443,19,6,0.3158,False,0.2988,False,True,0.5463,"{""load_images"": 1.3771, ""preprocess"": 0.2067, ""masking"": 8.8509, ""feature_extraction_ms"": 40.0944, ""matching_ms"": 68.4008, ""match_impl_total"": 108.5802, ""homography"": 14.1462, ""result_creation"": 0.0644}"
sift,iris,AMF-Iris_impostor_1,assem,mohamad,26,30,6,0,,False,,False,True,,"{""load_images"": 1.3345, ""preprocess"": 0.2051, ""masking"": 9.0749, ""feature_extraction_ms"": 98.2275, ""matching_ms"": 0.6819, ""match_impl_total"": 99.0256, ""homography"": 0.8471, ""result_creation"": 0.0297}"
sift-fingervein,iris,AMF-Iris_impostor_1,assem,mohamad,415,679,9,0,,False,,False,True,,"{""load_images"": 1.3507, ""preprocess"": 0.2028, ""masking"": 9.4635, ""feature_extraction_ms"": 118.6776, ""matching_ms"": 15.3916, ""match_impl_total"": 134.3712, ""homography"": 3.6242, ""result_creation"": 0.0303}"
superglue,iris,AMF-Iris_impostor_1,assem,mohamad,156,143,10,6,0.6000,True,0.5677,False,False,1.1600,"{""load_images"": 2.923, ""preprocess"": 0.8872, ""masking"": 8.5477, ""inference_ms"": 218.0624, ""match_impl_total"": 222.2651, ""homography"": 1.4539, ""result_creation"": 0.0639}"
superglue-fingervein,iris,AMF-Iris_impostor_1,assem,mohamad,311,304,79,20,0.2532,True,0.2444,False,False,2.1943,"{""load_images"": 2.9712, ""preprocess"": 0.5688, ""masking"": 9.7873, ""inference_ms"": 248.8247, ""match_impl_total"": 253.5247, ""homography"": 32.245, ""result_creation"": 0.064}"
sgmnet,iris,AMF-Iris_impostor_1,assem,mohamad,1391,1285,56,9,0.1607,False,0.1569,False,True,0.7217,"{""load_images"": 2.9144, ""preprocess"": 0.2161, ""masking"": 9.4911, ""feature_extraction_ms"": 155.522, ""matching_ms"": 319.6969, ""match_impl_total"": 475.8491, ""homography"": 51.0408, ""result_creation"": 0.067}"
sgmnet-fingervein,iris,AMF-Iris_impostor_1,assem,mohamad,1391,1285,196,11,0.0561,False,0.0554,False,True,0.9315,"{""load_images"": 2.8026, ""preprocess"": 0.5406, ""masking"": 8.9968, ""feature_extraction_ms"": 147.9196, ""matching_ms"": 385.9208, ""match_impl_total"": 534.7654, ""homography"": 52.716, ""result_creation"": 0.0693}"
aspanformer,iris,AMF-Iris_impostor_1,assem,mohamad,306,306,306,108,0.3529,False,0.3529,False,True,1.3211,"{""load_images"": 1.4467, ""preprocess"": 0.0535, ""masking"": 9.3284, ""inference_ms"": 1400.7324, ""match_impl_total"": 1405.122, ""homography"": 9.1577, ""result_creation"": 0.0649}"
deepdetect,iris,AMF-Iris_impostor_1,assem,mohamad,8025,10308,6,4,0.6667,True,0.6667,False,False,0.0000,"{""load_images"": 1.41, ""preprocess"": 0.6949, ""masking"": 5.6297, ""cnn_inference_ms"": 41.5939, ""sift_descriptor_ms"": 61.5366, ""matching_ms"": 275.411, ""match_impl_total"": 409.3638, ""homography"": 0.7902, ""result_creation"": 0.0659}"
loftr,iris,AMF-Iris_impostor_2,kamal,anas,295,295,295,45,0.1525,False,0.1448,False,True,2.5357,"{""load_images"": 2.354, ""preprocess"": 0.2438, ""masking"": 8.461, ""inference_ms"": 992.5936, ""match_impl_total"": 995.4666, ""homography"": 54.8322, ""result_creation"": 0.0672}"
orb,iris,AMF-Iris_impostor_2,kamal,anas,36,85,1,0,,False,,False,True,,"{""load_images"": 1.7933, ""preprocess"": 0.5498, ""masking"": 9.1179, ""feature_extraction_ms"": 9.6414, ""matching_ms"": 0.6881, ""match_impl_total"": 10.3998, ""homography"": 0.0117, ""result_creation"": 0.0323}"
orb-fingervein,iris,AMF-Iris_impostor_2,kamal,anas,2395,3385,25,7,0.2800,False,0.2683,False,True,0.5217,"{""load_images"": 1.6365, ""preprocess"": 0.2167, ""masking"": 8.447, ""feature_extraction_ms"": 36.3468, ""matching_ms"": 43.4971, ""match_impl_total"": 79.9315, ""homography"": 22.1939, ""result_creation"": 0.0658}"
